"code","npias","name","city","state","ADO","service_level","district","id","grant_id","airport_id","npr","description","total","stimulus","discretionary","entitlement","fiscal_year"
"D68","04-0038","Springerville Municipal","Springerville","AZ","LAX","GA",1,51437,"3-04-0038-015-2006","D68",41,"Construct Apron",2125981.00,0.00,1526790.00,599191.00,2006
"D68","04-0038","Springerville Municipal","Springerville","AZ","LAX","GA",1,51438,"3-04-0038-015-2006","D68",42,"Install Weather Reporting Equipment",312070.00,0.00,27070.00,285000.00,2006
"D68","04-0038","Springerville Municipal","Springerville","AZ","LAX","GA",1,54805,"3-04-0038-016-2007","D68",44,"Acquire Snow Removal Equipment",122351.00,0.00,0.00,122351.00,2007
"D68","04-0038","Springerville Municipal","Springerville","AZ","LAX","GA",1,62750,"3-04-0038-017-2009","D68",66,"Rehabilitate Runway",148693.00,0.00,0.00,148693.00,2009
"D68","04-0038","Springerville Municipal","Springerville","AZ","LAX","GA",1,62791,"3-04-0038-018-2009","D68",66,"Rehabilitate Runway",1075779.00,0.00,0.00,1075779.00,2009
"D68","04-0038","Springerville Municipal","Springerville","AZ","LAX","GA",1,62803,"3-04-0038-019-2009","D68",46,"Construct Taxiway",272381.00,0.00,0.00,272381.00,2009
"SJN","04-0039","St Johns Industrial Air Park","St Johns","AZ","LAX","GA",1,47793,"3-04-0039-010-2005","SJN",47,"Install Runway Vertical/Visual Guidance System",64780.00,0.00,0.00,64780.00,2005
"SJN","04-0039","St Johns Industrial Air Park","St Johns","AZ","LAX","GA",1,47794,"3-04-0039-010-2005","SJN",47,"Improve Runway Safety Area",317654.00,0.00,82434.00,235220.00,2005
"SJN","04-0039","St Johns Industrial Air Park","St Johns","AZ","LAX","GA",1,54833,"3-04-0039-011-2007","SJN",43,"Construct Apron",102491.00,0.00,0.00,102491.00,2007
"SJN","04-0039","St Johns Industrial Air Park","St Johns","AZ","LAX","GA",1,54834,"3-04-0039-011-2007","SJN",47,"Construct Taxiway",150000.00,0.00,0.00,150000.00,2007
"SJN","04-0039","St Johns Industrial Air Park","St Johns","AZ","LAX","GA",1,62773,"3-04-0039-012-2009","SJN",90,"Remove Obstructions",70000.00,0.00,0.00,70000.00,2009
"SJN","04-0039","St Johns Industrial Air Park","St Johns","AZ","LAX","GA",1,62774,"3-04-0039-012-2009","SJN",47,"Install Runway Lighting",53693.00,0.00,0.00,53693.00,2009
"SJN","04-0039","St Johns Industrial Air Park","St Johns","AZ","LAX","GA",1,62792,"3-04-0039-013-2009","SJN",47,"Install Runway Lighting",35000.00,0.00,0.00,35000.00,2009
"SJN","04-0039","St Johns Industrial Air Park","St Johns","AZ","LAX","GA",1,62793,"3-04-0039-013-2009","SJN",90,"Remove Obstructions",106307.00,0.00,0.00,106307.00,2009
"SJN","04-0039","St Johns Industrial Air Park","St Johns","AZ","LAX","GA",1,62794,"3-04-0039-013-2009","SJN",47,"Install Runway Lighting",35000.00,0.00,0.00,35000.00,2009
"TYL","04-0065","Taylor","Taylor","AZ","LAX","GA",1,47831,"3-04-0065-013-2005","TYL",66,"Rehabilitate Runway Lighting",330769.00,0.00,49969.00,280800.00,2005
"TYL","04-0065","Taylor","Taylor","AZ","LAX","GA",1,51465,"3-04-0065-014-2006","TYL",46,"Construct Taxiway",332627.00,0.00,0.00,332627.00,2006
"TYL","04-0065","Taylor","Taylor","AZ","LAX","GA",1,54835,"3-04-0065-015-2007","TYL",66,"Rehabilitate Runway",238498.00,0.00,0.00,238498.00,2007
"TYL","04-0065","Taylor","Taylor","AZ","LAX","GA",1,58574,"3-04-0065-016-2008","TYL",42,"Install Weather Reporting Equipment",141727.00,0.00,0.00,141727.00,2008
"TYL","04-0065","Taylor","Taylor","AZ","LAX","GA",1,62778,"3-04-0065-017-2009","TYL",66,"Rehabilitate Runway",1664722.00,1664722.00,0.00,0.00,2009
"TYL","04-0065","Taylor","Taylor","AZ","LAX","GA",1,62796,"3-04-0065-018-2009","TYL",46,"Construct Taxiway",156927.00,0.00,0.00,156927.00,2009
"T03","04-0054","Tuba City","Tuba City","AZ","LAX","",,,"","",,"",,,,,
"AVQ","04-0058","Marana Regional","Tucson","AZ","LAX","R",8,47813,"3-04-0058-012-2005","AVQ",63,"Conduct Noise Compatibility Plan Study",200000.00,0.00,150000.00,50000.00,2005
"AVQ","04-0058","Marana Regional","Tucson","AZ","LAX","R",8,47874,"3-04-0058-013-2005","AVQ",50,"Construct Taxiway",2157395.00,0.00,2007395.00,150000.00,2005
"AVQ","04-0058","Marana Regional","Tucson","AZ","LAX","R",8,51419,"3-04-0058-014-2006","AVQ",72,"Rehabilitate Runway",871604.00,0.00,285000.00,586604.00,2006
"AVQ","04-0058","Marana Regional","Tucson","AZ","LAX","R",8,51420,"3-04-0058-014-2006","AVQ",50,"Construct Taxiway",4260901.00,0.00,2506188.00,1754713.00,2006
"AVQ","04-0058","Marana Regional","Tucson","AZ","LAX","R",8,51421,"3-04-0058-014-2006","AVQ",68,"Rehabilitate Taxiway",626604.00,0.00,190000.00,436604.00,2006
"AVQ","04-0058","Marana Regional","Tucson","AZ","LAX","R",8,54836,"3-04-0058-015-2007","AVQ",45,"Acquire Land For Approaches",1034500.00,0.00,1034500.00,0.00,2007
"AVQ","04-0058","Marana Regional","Tucson","AZ","LAX","R",8,54837,"3-04-0058-015-2007","AVQ",34,"Construct Building",150000.00,0.00,0.00,150000.00,2007
"AVQ","04-0058","Marana Regional","Tucson","AZ","LAX","R",8,58555,"3-04-0058-016-2008","AVQ",34,"Construct Building",111240.00,0.00,0.00,111240.00,2008
"AVQ","04-0058","Marana Regional","Tucson","AZ","LAX","R",8,62729,"3-04-0058-017-2009","AVQ",34,"Improve Building",68073.00,0.00,0.00,68073.00,2009
"AVQ","04-0058","Marana Regional","Tucson","AZ","LAX","R",8,62798,"3-04-0058-018-2009","AVQ",34,"Construct Building",120687.00,0.00,0.00,120687.00,2009
"RYN","04-0044","Ryan Field","Tucson","AZ","LAX","R",7,47806,"3-04-0044-015-2005","RYN",43,"Install Perimeter Fencing",100425.00,0.00,0.00,100425.00,2005
"RYN","04-0044","Ryan Field","Tucson","AZ","LAX","R",7,54804,"3-04-0044-017-2007","RYN",41,"Acquire Equipment",393346.00,0.00,0.00,393346.00,2007
"RYN","04-0044","Ryan Field","Tucson","AZ","LAX","R",7,58537,"3-04-0044-018-2008","RYN",43,"Install Perimeter Fencing",42209.00,0.00,0.00,42209.00,2008
"RYN","04-0044","Ryan Field","Tucson","AZ","LAX","R",7,58538,"3-04-0044-018-2008","RYN",22,"Construct Service Road",213186.00,0.00,0.00,213186.00,2008
"RYN","04-0044","Ryan Field","Tucson","AZ","LAX","R",7,58539,"3-04-0044-018-2008","RYN",47,"Install Airfield Guidance Signs",30524.00,0.00,0.00,30524.00,2008
"RYN","04-0044","Ryan Field","Tucson","AZ","LAX","R",7,62753,"3-04-0044-019-2009","RYN",58,"Conduct Miscellaneous Study",155040.00,0.00,0.00,155040.00,2009
"RYN","04-0044","Ryan Field","Tucson","AZ","LAX","R",7,62754,"3-04-0044-019-2009","RYN",47,"Install Airfield Guidance Signs",277942.00,0.00,0.00,277942.00,2009
"RYN","04-0044","Ryan Field","Tucson","AZ","LAX","R",7,62755,"3-04-0044-019-2009","RYN",72,"Rehabilitate Runway",690265.00,0.00,0.00,690265.00,2009
"RYN","04-0044","Ryan Field","Tucson","AZ","LAX","R",7,62797,"3-04-0044-020-2009","RYN",84,"Install Runway Lighting",134878.00,0.00,0.00,134878.00,2009
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,47803,"3-04-0045-047-2005","TUS",43,"Install Perimeter Fencing",204630.00,0.00,0.00,204630.00,2005
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,47804,"3-04-0045-047-2005","TUS",72,"Rehabilitate Runway",4714751.00,0.00,4714751.00,0.00,2005
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,47805,"3-04-0045-048-2005","TUS",68,"Conduct Environmental Study",421820.00,0.00,0.00,421820.00,2005
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,47871,"3-04-0045-049-2005","TUS",41,"Acquire Land for Development",1557441.00,0.00,0.00,1557441.00,2005
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,47872,"3-04-0045-049-2005","TUS",41,"Acquire Land for Development",2226446.00,0.00,2226446.00,0.00,2005
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,51413,"3-04-0045-050-2006","TUS",50,"Construct Taxiway",826370.00,0.00,694478.00,131892.00,2006
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,51414,"3-04-0045-050-2006","TUS",72,"Rehabilitate Runway",6830024.00,0.00,4521955.00,2308069.00,2006
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,51415,"3-04-0045-051-2006","TUS",56,"Noise Mitigation Measures for Residences within 65 - 69 DNL",1000000.00,0.00,1000000.00,0.00,2006
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,54840,"3-04-0045-052-2007","TUS",46,"Construct Apron",1133697.00,0.00,0.00,1133697.00,2007
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,54841,"3-04-0045-052-2007","TUS",86,"Security Enhancements",3386585.00,0.00,2165526.00,1221059.00,2007
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,54842,"3-04-0045-053-2007","TUS",68,"Conduct Environmental Study",364240.00,0.00,0.00,364240.00,2007
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,58521,"3-04-0045-054-2008","TUS",56,"Noise Mitigation Measures for Residences within 65 - 69 DNL",5000000.00,0.00,5000000.00,0.00,2008
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,58544,"3-04-0045-055-2008","TUS",58,"Conduct Miscellaneous Study",703265.00,0.00,0.00,703265.00,2008
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,58545,"3-04-0045-055-2008","TUS",63,"Conduct Noise Compatibility Plan Study",148460.00,0.00,0.00,148460.00,2008
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,62734,"3-04-0045-056-2009","TUS",56,"Noise Mitigation Measures for Residences within 65 - 69 DNL",5368824.00,0.00,5368824.00,0.00,2009
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,62741,"3-04-0045-057-2009","TUS",58,"Conduct Miscellaneous Study",143784.00,0.00,0.00,143784.00,2009
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,62742,"3-04-0045-057-2009","TUS",56,"Construct Apron",3625846.00,0.00,2970900.00,654946.00,2009
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,62779,"3-04-0045-058-2009","TUS",86,"Security Enhancements",1848700.00,1848700.00,0.00,0.00,2009
"TUS","04-0045","Tucson International","Tucson","AZ","LAX","P",7,62780,"3-04-0045-059-2009","TUS",56,"Construct Apron",5176673.00,0.00,3875760.00,1300913.00,2009
"E24","04-0047","Whiteriver","Whiteriver","AZ","LAX","GA",1,47787,"3-04-0047-008-2005","E24",47,"Construct Heliport/Helipad",648748.00,0.00,363748.00,285000.00,2005
"E24","04-0047","Whiteriver","Whiteriver","AZ","LAX","GA",1,51453,"3-04-0047-009-2006","E24",36,"Construct Snow Removal Equipment Building",339128.00,0.00,0.00,339128.00,2006
"E24","04-0047","Whiteriver","Whiteriver","AZ","LAX","GA",1,54843,"3-04-0047-010-2007","E24",62,"Update Airport Master Plan Study",128459.00,0.00,0.00,128459.00,2007
"E24","04-0047","Whiteriver","Whiteriver","AZ","LAX","GA",1,62805,"3-04-0047-011-2009","E24",32,"Rehabilitate Terminal Building",16000.00,0.00,0.00,16000.00,2009
"E24","04-0047","Whiteriver","Whiteriver","AZ","LAX","GA",1,62806,"3-04-0047-011-2009","E24",38,"Install Perimeter Fencing",94070.00,0.00,0.00,94070.00,2009
"E24","04-0047","Whiteriver","Whiteriver","AZ","LAX","GA",1,62807,"3-04-0047-011-2009","E24",82,"Install Airport Beacons",62000.00,0.00,0.00,62000.00,2009
"E24","04-0047","Whiteriver","Whiteriver","AZ","LAX","GA",1,62808,"3-04-0047-011-2009","E24",66,"Rehabilitate Runway",224000.00,0.00,0.00,224000.00,2009
"E25","04-0048","Wickenburg Municipal","Wickenburg","AZ","LAX","GA",2,47855,"3-04-0048-013-2005","E25",48,"Extend Runway",150000.00,0.00,0.00,150000.00,2005
"E25","04-0048","Wickenburg Municipal","Wickenburg","AZ","LAX","GA",2,47856,"3-04-0048-014-2005","E25",48,"Install Runway Lighting",50000.00,0.00,50000.00,0.00,2005
"E25","04-0048","Wickenburg Municipal","Wickenburg","AZ","LAX","GA",2,47857,"3-04-0048-014-2005","E25",45,"Extend Taxiway",500000.00,0.00,500000.00,0.00,2005
"E25","04-0048","Wickenburg Municipal","Wickenburg","AZ","LAX","GA",2,47858,"3-04-0048-014-2005","E25",41,"Install Perimeter Fencing",250000.00,0.00,0.00,250000.00,2005
"E25","04-0048","Wickenburg Municipal","Wickenburg","AZ","LAX","GA",2,47859,"3-04-0048-014-2005","E25",45,"Install Taxiway Lighting",50000.00,0.00,0.00,50000.00,2005
"E25","04-0048","Wickenburg Municipal","Wickenburg","AZ","LAX","GA",2,47860,"3-04-0048-014-2005","E25",45,"Extend Taxiway",900000.00,0.00,900000.00,0.00,2005
"E25","04-0048","Wickenburg Municipal","Wickenburg","AZ","LAX","GA",2,47861,"3-04-0048-014-2005","E25",48,"Extend Runway",1297266.00,0.00,1297266.00,0.00,2005
"E25","04-0048","Wickenburg Municipal","Wickenburg","AZ","LAX","GA",2,47862,"3-04-0048-014-2005","E25",48,"Improve Runway Safety Area",150000.00,0.00,150000.00,0.00,2005
"E25","04-0048","Wickenburg Municipal","Wickenburg","AZ","LAX","GA",2,47863,"3-04-0048-014-2005","E25",48,"Extend Runway",1300000.00,0.00,1300000.00,0.00,2005
"E25","04-0048","Wickenburg Municipal","Wickenburg","AZ","LAX","GA",2,51451,"3-04-0048-016-2006","E25",48,"Extend Runway",441000.00,0.00,0.00,441000.00,2006
"E25","04-0048","Wickenburg Municipal","Wickenburg","AZ","LAX","GA",2,51452,"3-04-0048-016-2006","E25",45,"Extend Taxiway",758965.00,0.00,0.00,758965.00,2006
"E25","04-0048","Wickenburg Municipal","Wickenburg","AZ","LAX","GA",2,54838,"3-04-0048-017-2007","E25",45,"Install Weather Reporting Equipment",207224.00,0.00,0.00,207224.00,2007
"E25","04-0048","Wickenburg Municipal","Wickenburg","AZ","LAX","GA",2,62746,"3-04-0048-018-2009","E25",66,"Conduct Environmental Study",123693.00,0.00,0.00,123693.00,2009
"P33","04-0049","Cochise County","Willcox","AZ","LAX","GA",8,58584,"3-04-0049-001-2008","P33",66,"Rehabilitate Runway Lighting",53341.00,0.00,0.00,53341.00,2008
"P33","04-0049","Cochise County","Willcox","AZ","LAX","GA",8,62749,"3-04-0049-002-2009","P33",77,"Install Runway Lighting",300000.00,0.00,0.00,300000.00,2009
"CMR","04-0050","H.A. Clark Memorial Field","Williams","AZ","LAX","GA",1,47840,"3-04-0050-018-2005","CMR",56,"Rehabilitate Apron",1262582.00,0.00,1112582.00,150000.00,2005
"CMR","04-0050","H.A. Clark Memorial Field","Williams","AZ","LAX","GA",1,51463,"3-04-0050-019-2006","CMR",62,"Conduct Environmental Study",150000.00,0.00,0.00,150000.00,2006
"CMR","04-0050","H.A. Clark Memorial Field","Williams","AZ","LAX","GA",1,54818,"3-04-0050-020-2007","CMR",62,"Rehabilitate Taxiway",1307592.00,0.00,0.00,1307592.00,2007
"CMR","04-0050","H.A. Clark Memorial Field","Williams","AZ","LAX","GA",1,58541,"3-04-0050-021-2008","CMR",62,"Rehabilitate Taxiway",1141964.00,0.00,0.00,1141964.00,2008
"CMR","04-0050","H.A. Clark Memorial Field","Williams","AZ","LAX","GA",1,62756,"3-04-0050-022-2009","CMR",42,"Install Taxiway Lighting",845500.00,0.00,0.00,845500.00,2009
"RQE","04-0051","Window Rock","Window Rock","AZ","LAX","GA",1,62719,"3-04-0051-011-2009","RQE",45,"Install Runway Lighting",300000.00,0.00,0.00,300000.00,2009
"INW","04-0052","Winslow-Lindbergh Regional","Winslow","AZ","LAX","GA",1,47815,"3-04-0052-013-2005","INW",44,"Widen Taxiway",609419.00,0.00,446619.00,162800.00,2005
"INW","04-0052","Winslow-Lindbergh Regional","Winslow","AZ","LAX","GA",1,58515,"3-04-0052-015-2008","INW",64,"Update Airport Master Plan Study",268850.00,0.00,0.00,268850.00,2008
"INW","04-0052","Winslow-Lindbergh Regional","Winslow","AZ","LAX","GA",1,58550,"3-04-0052-016-2008","INW",44,"Install Taxiway Lighting",117477.00,0.00,0.00,117477.00,2008
"INW","04-0052","Winslow-Lindbergh Regional","Winslow","AZ","LAX","GA",1,58551,"3-04-0052-016-2008","INW",58,"Rehabilitate Apron",1163347.00,0.00,105777.00,1057570.00,2008
"INW","04-0052","Winslow-Lindbergh Regional","Winslow","AZ","LAX","GA",1,62795,"3-04-0052-017-2009","INW",40,"Install Perimeter Fencing",227519.00,0.00,0.00,227519.00,2009
"YUM","04-0053","Yuma MCAS/Yuma International","Yuma","AZ","LAX","",,,"","",,"",,,,,
"AAT","06-0003","Alturas Municipal","Alturas","CA","SFO","GA",4,48025,"3-06-0003-004-2005","AAT",45,"Install Taxiway Lighting",12500.00,0.00,0.00,12500.00,2005
"AAT","06-0003","Alturas Municipal","Alturas","CA","SFO","GA",4,48026,"3-06-0003-004-2005","AAT",21,"Rehabilitate Service Road",12500.00,0.00,0.00,12500.00,2005
"AAT","06-0003","Alturas Municipal","Alturas","CA","SFO","GA",4,48027,"3-06-0003-004-2005","AAT",42,"Install Miscellaneous NAVAIDS",14744.00,0.00,0.00,14744.00,2005
"AAT","06-0003","Alturas Municipal","Alturas","CA","SFO","GA",4,48028,"3-06-0003-004-2005","AAT",66,"Update Airport Master Plan Study",135000.00,0.00,0.00,135000.00,2005
"AAT","06-0003","Alturas Municipal","Alturas","CA","SFO","GA",4,54856,"3-06-0003-005-2007","AAT",21,"Improve Service Road",151987.00,0.00,0.00,151987.00,2007
"AAT","06-0003","Alturas Municipal","Alturas","CA","SFO","GA",4,58765,"3-06-0003-006-2008","AAT",70,"Rehabilitate Runway",60949.00,0.00,0.00,60949.00,2008
"AAT","06-0003","Alturas Municipal","Alturas","CA","SFO","GA",4,58766,"3-06-0003-006-2008","AAT",60,"Rehabilitate Apron",20000.00,0.00,0.00,20000.00,2008
"AAT","06-0003","Alturas Municipal","Alturas","CA","SFO","GA",4,58767,"3-06-0003-006-2008","AAT",66,"Rehabilitate Taxiway",38000.00,0.00,0.00,38000.00,2008
"AAT","06-0003","Alturas Municipal","Alturas","CA","SFO","GA",4,58768,"3-06-0003-006-2008","AAT",47,"Acquire Snow Removal Equipment",150000.00,0.00,0.00,150000.00,2008
"AAT","06-0003","Alturas Municipal","Alturas","CA","SFO","GA",4,63091,"3-06-0003-007-2009","AAT",66,"Rehabilitate Taxiway",50000.00,0.00,0.00,50000.00,2009
"AAT","06-0003","Alturas Municipal","Alturas","CA","SFO","GA",4,63092,"3-06-0003-007-2009","AAT",60,"Rehabilitate Apron",33858.00,0.00,0.00,33858.00,2009
"AAT","06-0003","Alturas Municipal","Alturas","CA","SFO","GA",4,63093,"3-06-0003-007-2009","AAT",70,"Rehabilitate Runway",50000.00,0.00,0.00,50000.00,2009
"APV","06-0009","Apple Valley","Apple Valley","CA","LAX","GA",41,48080,"3-06-0009-006-2005","APV",68,"Rehabilitate Taxiway",508338.00,0.00,0.00,508338.00,2005
"APV","06-0009","Apple Valley","Apple Valley","CA","LAX","GA",41,51669,"3-06-0009-007-2006","APV",42,"Expand Apron",406633.00,0.00,0.00,406633.00,2006
"APV","06-0009","Apple Valley","Apple Valley","CA","LAX","GA",41,55010,"3-06-0009-008-2007","APV",50,"Install Runway Vertical/Visual Guidance System",53838.00,0.00,13838.00,40000.00,2007
"APV","06-0009","Apple Valley","Apple Valley","CA","LAX","GA",41,55011,"3-06-0009-008-2007","APV",72,"Rehabilitate Runway Lighting",437570.00,0.00,13837.00,423733.00,2007
"ACV","06-0010","Arcata","Arcata/Eureka","CA","SFO","P",1,48012,"3-06-0010-029-2005","ACV",70,"Rehabilitate Runway",17221.00,0.00,0.00,17221.00,2005
"ACV","06-0010","Arcata","Arcata/Eureka","CA","SFO","P",1,51616,"3-06-0010-030-2006","ACV",31,"Expand Terminal Building",3878992.00,0.00,300000.00,3578992.00,2006
"ACV","06-0010","Arcata","Arcata/Eureka","CA","SFO","P",1,51617,"3-06-0010-030-2006","ACV",31,"Expand Terminal Building",1261406.00,0.00,0.00,1261406.00,2006
"ACV","06-0010","Arcata","Arcata/Eureka","CA","SFO","P",1,54876,"3-06-0010-031-2007","ACV",95,"Acquire Aircraft Rescue & Fire Fighting Vehicle",733824.00,0.00,650000.00,83824.00,2007
"ACV","06-0010","Arcata","Arcata/Eureka","CA","SFO","P",1,54877,"3-06-0010-031-2007","ACV",94,"Improve Runway Safety Area",246115.00,0.00,246115.00,0.00,2007
"ACV","06-0010","Arcata","Arcata/Eureka","CA","SFO","P",1,58618,"3-06-0010-032-2008","ACV",47,"Remove Obstructions",75000.00,0.00,0.00,75000.00,2008
"ACV","06-0010","Arcata","Arcata/Eureka","CA","SFO","P",1,58619,"3-06-0010-032-2008","ACV",94,"Improve Runway Safety Area",300142.00,0.00,0.00,300142.00,2008
"ACV","06-0010","Arcata","Arcata/Eureka","CA","SFO","P",1,58620,"3-06-0010-032-2008","ACV",71,"Construct Aircraft Rescue & Fire Fighting Building",265000.00,0.00,0.00,265000.00,2008
"ACV","06-0010","Arcata","Arcata/Eureka","CA","SFO","P",1,58621,"3-06-0010-032-2008","ACV",70,"Rehabilitate Runway Lighting",100000.00,0.00,0.00,100000.00,2008
"ACV","06-0010","Arcata","Arcata/Eureka","CA","SFO","P",1,58771,"3-06-0010-033-2008","ACV",66,"Conduct Environmental Study",237500.00,0.00,0.00,237500.00,2008
"ACV","06-0010","Arcata","Arcata/Eureka","CA","SFO","P",1,62903,"3-06-0010-034-2009","ACV",94,"Improve Runway Safety Area",635000.00,0.00,500000.00,135000.00,2009
"ACV","06-0010","Arcata","Arcata/Eureka","CA","SFO","P",1,62904,"3-06-0010-034-2009","ACV",94,"Improve Runway Safety Area",8124592.00,0.00,7657191.00,467401.00,2009
"ACV","06-0010","Arcata","Arcata/Eureka","CA","SFO","P",1,63003,"3-06-0010-035-2009","ACV",94,"Improve Runway Safety Area",2004274.00,0.00,1300000.00,704274.00,2009
"ACV","06-0010","Arcata","Arcata/Eureka","CA","SFO","P",1,63004,"3-06-0010-035-2009","ACV",94,"Improve Runway Safety Area",365000.00,0.00,0.00,365000.00,2009
"AUN","06-0012","Auburn Municipal","Auburn","CA","SFO","GA",4,51565,"3-06-0012-009-2006","AUN",23,"Construct Access Road",50000.00,0.00,0.00,50000.00,2006
"AUN","06-0012","Auburn Municipal","Auburn","CA","SFO","GA",4,51566,"3-06-0012-009-2006","AUN",50,"Construct Taxiway",250000.00,0.00,0.00,250000.00,2006
"+06A","06-0013","Avalon (New)","Avalon","CA","LAX","",46,55086,"3-06-0013-002-2007","+06A",62,"Conduct Airport Master Plan Study",200000.00,0.00,200000.00,0.00,2007
"L45","06-0323","Bakersfield Municipal","Bakersfield","CA","LAX","GA",22,54995,"3-06-0323-014-2007","L45",41,"Expand Apron",145789.00,0.00,0.00,145789.00,2007
"L45","06-0323","Bakersfield Municipal","Bakersfield","CA","LAX","GA",22,54996,"3-06-0323-014-2007","L45",66,"Rehabilitate Taxiway",154211.00,0.00,0.00,154211.00,2007
"BFL","06-0017","Meadows Field","Bakersfield","CA","LAX","P",22,47881,"3-06-0017-027-2005","BFL",38,"Construct Terminal Building",1197945.00,0.00,0.00,1197945.00,2005
"BFL","06-0017","Meadows Field","Bakersfield","CA","LAX","P",22,51493,"3-06-0017-028-2006","BFL",35,"Improve Terminal Building",1728360.00,0.00,0.00,1728360.00,2006
"BFL","06-0017","Meadows Field","Bakersfield","CA","LAX","P",22,51494,"3-06-0017-028-2006","BFL",38,"Construct Terminal Building",1207835.00,0.00,0.00,1207835.00,2006
"BFL","06-0017","Meadows Field","Bakersfield","CA","LAX","P",22,58742,"3-06-0017-029-2008","BFL",35,"Improve Terminal Building",620705.00,0.00,0.00,620705.00,2008
"BFL","06-0017","Meadows Field","Bakersfield","CA","LAX","P",22,58743,"3-06-0017-029-2008","BFL",47,"Construct Terminal Building",620704.00,0.00,0.00,620704.00,2008
"BFL","06-0017","Meadows Field","Bakersfield","CA","LAX","P",22,62829,"3-06-0017-030-2009","BFL",35,"Improve Terminal Building",746986.00,0.00,0.00,746986.00,2009
"BFL","06-0017","Meadows Field","Bakersfield","CA","LAX","P",22,62844,"3-06-0017-031-2009","BFL",95,"Acquire Aircraft Rescue & Fire Fighting Vehicle",900000.00,0.00,450000.00,450000.00,2009
"BFL","06-0017","Meadows Field","Bakersfield","CA","LAX","P",22,62971,"3-06-0017-032-2009","BFL",66,"Rehabilitate Taxiway",2725219.00,2725219.00,0.00,0.00,2009
"BFL","06-0017","Meadows Field","Bakersfield","CA","LAX","P",22,63022,"3-06-0017-033-2009","BFL",35,"Improve Terminal Building",1320433.00,0.00,0.00,1320433.00,2009
"BNG","06-0018","Banning Municipal","Banning","CA","LAX","GA",41,58586,"3-06-0018-007-2008","BNG",44,"Improve Airport Drainage",150000.00,0.00,0.00,150000.00,2008
"BNG","06-0018","Banning Municipal","Banning","CA","LAX","GA",41,62868,"3-06-0018-008-2009","BNG",44,"Improve Airport Drainage",429693.00,0.00,0.00,429693.00,2009
"BNG","06-0018","Banning Municipal","Banning","CA","LAX","GA",41,62993,"3-06-0018-009-2009","BNG",44,"Improve Airport Drainage",561536.00,0.00,235229.00,326307.00,2009
"O02","06-0020","Nervino","Beckwourth","CA","SFO","GA",4,51722,"3-06-0020-005-2006","O02",64,"Update Airport Master Plan Study",75000.00,0.00,0.00,75000.00,2006
"O02","06-0020","Nervino","Beckwourth","CA","SFO","GA",4,58605,"3-06-0020-006-2008","O02",90,"Remove Obstructions",150000.00,0.00,0.00,150000.00,2008
"L35","06-0022","Big Bear City","Big Bear City","CA","LAX","GA",41,47968,"3-06-0022-013-2005","L35",43,"Install Perimeter Fencing",512000.00,0.00,0.00,512000.00,2005
"L35","06-0022","Big Bear City","Big Bear City","CA","LAX","GA",41,47969,"3-06-0022-013-2005","L35",97,"Improve Runway Safety Area",841684.00,0.00,552694.00,288990.00,2005
"L35","06-0022","Big Bear City","Big Bear City","CA","LAX","GA",41,47970,"3-06-0022-013-2005","L35",62,"Rehabilitate Apron",400000.00,0.00,0.00,400000.00,2005
"L35","06-0022","Big Bear City","Big Bear City","CA","LAX","GA",41,51569,"3-06-0022-014-2006","L35",68,"Rehabilitate Taxiway",1967583.00,0.00,1810481.00,157102.00,2006
"L35","06-0022","Big Bear City","Big Bear City","CA","LAX","GA",41,51570,"3-06-0022-014-2006","L35",50,"Improve Runway Safety Area",150000.00,0.00,0.00,150000.00,2006
"L35","06-0022","Big Bear City","Big Bear City","CA","LAX","GA",41,54893,"3-06-0022-015-2007","L35",68,"Rehabilitate Taxiway",1868590.00,0.00,0.00,1868590.00,2007
"L35","06-0022","Big Bear City","Big Bear City","CA","LAX","GA",41,54894,"3-06-0022-015-2007","L35",47,"Install Airfield Guidance Signs",300000.00,0.00,0.00,300000.00,2007
"L35","06-0022","Big Bear City","Big Bear City","CA","LAX","GA",41,54895,"3-06-0022-015-2007","L35",50,"Install Runway Vertical/Visual Guidance System",20000.00,0.00,0.00,20000.00,2007
