Indent,Category,Source,Report,2000 (Corp),2001 (Corp),2002 (Corp),2003 (Corp),2004 (Corp),2005 (Corp),2006 (Corp),2007 (Corp),2008 (Corp),2009 (Corp),2010 (Corp),2011 (Corp),2012 (Corp),2013 (Corp),2014 (Corp),2015 (Corp),2016 (Corp),2000 (Indv),2001 (Indv),2002 (Indv),2003 (Indv),2004 (Indv),2005 (Indv),2006 (Indv),2007 (Indv),2008 (Indv),2009 (Indv),2010 (Indv),2011 (Indv),2012 (Indv),2013 (Indv),2014 (Indv),2015 (Indv),2016 (Indv),Expenditure Name,Expenditure Footnotes
##,Credit for holders of zone academy bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Credit for holders of zone academy bonds.&mdash; The baseline tax system would not allow credits for particular activities, investments, or industries. Under current law, however, financial institutions that own zone academy bonds receive a non-refundable tax credit rather than interest. The credit is included in gross income. Proceeds from zone academy bonds may only be used to renovate, but not construct, qualifying schools and for certain other school purposes. The total amount of zone academy bonds that may be issued is limited to $1.4 billion in 2009 and 2010. </p>"
##+,77,Treasury,2000,20.00,30.00,35.00,35.00,35.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,Credit for holders of zone academy bonds,,,,,,,,,,,,,,,,,
##+,78,Treasury,2001,10.00,20.00,35.00,50.00,65.00,70.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,Credit for holders of zone academy bonds,,,,,,,,,,,,,,,,,
##+,80,Treasury,2002,10.00,20.00,40.00,50.00,60.00,70.00,70.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,Credit for holders of zone academy bonds,,,,,,,,,,,,,,,,,
##+,79,Treasury,2003,,30.00,50.00,70.00,80.00,90.00,90.00,90.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,Credit for holders of zone academy bonds,,,,,,,,,,,,,,,,,
##+,79,Treasury,2004,,,50.00,80.00,90.00,100.00,100.00,100.00,100.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,Credit for holders of zone academy bonds,,,,,,,,,,,,,,,,,
##+,79,Treasury,2005,,,,80.00,90.00,110.00,130.00,130.00,140.00,140.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,Credit for holders of zone academy bonds,,,,,,,,,,,,,,,,,
##+,87,Treasury,2006,,,,,90.00,110.00,130.00,130.00,140.00,140.00,140.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,Credit for holders of zone academy bonds,,,,,,,,,,,,,,,,,
##+,103,Treasury,2007,,,,,,110.00,130.00,140.00,150.00,150.00,150.00,150.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,Credit for holders of zone academy bonds,,,,,,,,,,,,,,,,,
##+,100,Treasury,2008,,,,,,,130.00,140.00,160.00,170.00,170.00,170.00,160.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Credit for holders of zone academy bonds,,,,,,,,,,,,,,,,,
##+,100,Treasury,2009,,,,,,,,140.00,160.00,170.00,170.00,170.00,160.00,140.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,Credit for holders of zone academy bonds,,,,,,,,,,,,,,,,,
##+,103,Treasury,2010,,,,,,,,,160.00,170.00,170.00,170.00,160.00,140.00,130.00,,,,,,,,,,,,,,,,,,,,Credit for holders of zone academy bonds,,,,,,,,,,,,,,,,,
##+,106,Treasury,2011,,,,,,,,,,190.00,220.00,260.00,290.00,280.00,250.00,230.00,,,,,,,,,,,,,,,,,,,Credit for holders of zone academy bonds,,,,,,,,,,,,,,,,,
##+,107,Treasury,2012,,,,,,,,,,,190.00,200.00,200.00,180.00,160.00,130.00,120.00,,,,,,,,,,,,,,,,,,Credit for holders of zone academy bonds ,,,,,,,,,,,,,,,,,
##,Exclusion of interest on savings bonds redeemed to finance educational expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>U.S. savings bonds for education.&mdash;The baseline tax system generally would tax all income under the regular tax rate schedule. It would not allow preferentially low (or zero) tax rates to apply to certain types or sources of income. Under current law, however, interest earned on U.S. savings bonds issued after December 31, 1989 is tax-exempt if the bonds are transferred to an educational institution to pay for educational expenses. The tax exemption is phased out for taxpayers with AGI between $100,650 and $130,650 ($67,100 and $81,100 for singles) in 2009. </p>"
##+,78,Treasury,2000,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,15.00,15.00,15.00,15.00,20.00,,,,,,,,,,,,,Exclusion of interest on savings bonds redeemed to finance educational expenses,,,,,,,,,,,,,,,,,
##+,79,Treasury,2001,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,15.00,15.00,15.00,15.00,20.00,20.00,,,,,,,,,,,,Exclusion of interest on savings bonds redeemed to finance educational expenses,,,,,,,,,,,,,,,,,
##+,81,Treasury,2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,Exclusion of interest on savings bonds redeemed to finance educational expenses,,,,,,,,,,,,,,,,,
##+,80,Treasury,2003,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,10.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,Exclusion of interest on savings bonds redeemed to finance educational expenses,,,,,,,,,,,,,,,,,
##+,80,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,20.00,20.00,,,,,,,,,Exclusion of interest on savings bonds redeemed to finance educational expenses,,,,,,,,,,,,,,,,,
##+,80,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,10.00,10.00,10.00,10.00,20.00,20.00,20.00,,,,,,,,Exclusion of interest on savings bonds redeemed to finance educational expenses,,,,,,,,,,,,,,,,,
##+,88,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,10.00,10.00,20.00,20.00,20.00,20.00,20.00,,,,,,,Exclusion of interest on savings bonds redeemed to finance educational expenses,,,,,,,,,,,,,,,,,
##+,104,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,10.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,Exclusion of interest on savings bonds redeemed to finance educational expenses,,,,,,,,,,,,,,,,,
##+,101,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,Exclusion of interest on savings bonds redeemed to finance educational expenses,,,,,,,,,,,,,,,,,
##+,101,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,Exclusion of interest on savings bonds redeemed to finance educational expenses,,,,,,,,,,,,,,,,,
##+,104,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,Exclusion of interest on savings bonds redeemed to finance educational expenses,,,,,,,,,,,,,,,,,
##+,107,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,Exclusion of interest on savings bonds redeemed to finance educational expenses,,,,,,,,,,,,,,,,,
##+,108,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,30.00,30.00,Exclusion of interest on savings bonds redeemed to finance educational expenses,,,,,,,,,,,,,,,,,
##,Parental personal exemption for students age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,79,Treasury,2000,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,965.00,1015.00,1055.00,1105.00,1155.00,,,,,,,,,,,,,Parental personal exemption for students age,,,,,,,,,,,,,,,,,
##+,80,Treasury,2001,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,965.00,1015.00,1055.00,1105.00,1155.00,1185.00,,,,,,,,,,,,Parental personal exemption for students age,,,,,,,,,,,,,,,,,
##+,82,Treasury,2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,950.00,1010.00,1070.00,1110.00,1170.00,1220.00,1270.00,,,,,,,,,,,Parental personal exemption for students age,,,,,,,,,,,,,,,,,
##+,81,Treasury,2003,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1010.00,1070.00,1120.00,1170.00,1230.00,1280.00,1340.00,,,,,,,,,,Parental personal exemption for students age,,,,,,,,,,,,,,,,,
##+,81,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,2480.00,3310.00,3230.00,2690.00,2020.00,1670.00,1470.00,,,,,,,,,Parental personal exemption for students age,,,,,,,,,,,,,,,,,
##+,81,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,3140.00,3130.00,2550.00,2000.00,1760.00,1580.00,1430.00,,,,,,,,Parental personal exemption for students age,,,,,,,,,,,,,,,,,
##+,89,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,3200.00,2670.00,2110.00,1840.00,1630.00,1450.00,1340.00,,,,,,,Parental personal exemption for students age,,,,,,,,,,,,,,,,,
##+,105,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,3760.00,2500.00,1760.00,1650.00,1510.00,1420.00,2740.00,,,,,,Parental personal exemption for students age,,,,,,,,,,,,,,,,,
##+,102,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,4030.00,2500.00,1590.00,1480.00,1410.00,2620.00,3040.00,,,,,Parental personal exemption for students age,,,,,,,,,,,,,,,,,
##+,102,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,2690.00,1880.00,1760.00,1710.00,2790.00,3130.00,2860.00,,,,Parental personal exemption for students age,,,,,,,,,,,,,,,,,
##,Child credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,80,Treasury,2000,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,18725.00,18430.00,18160.00,17745.00,17155.00,,,,,,,,,,,,,Child credit,,,,,,,,,,,,,,,,,
##+,81,Treasury,2001,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,19575.00,19480.00,18970.00,18155.00,17535.00,16855.00,,,,,,,,,,,,Child credit,,,,,,,,,,,,,,,,,
##,Deductibility of charitable contributions (education),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Charitable contributions to educational institutions.&mdash;The baseline tax system would not allow a deduction for personal expenditures. In contrast, the Tax Code provides taxpayers a deduction for contributions to nonprofit educational institutions. Moreover, taxpayers who donate capital assets to educational institutions can deduct the asset's current value without being taxed on any appreciation in value. An individual's total charitable contribution generally may not exceed 50 percent of adjusted gross income; a corporation's total charitable contributions generally may not exceed 10 percent of pre-tax income. </p>"
##+,81,Treasury,2000,990.00,1020.00,1065.00,1105.00,1160.00,,,,,,,,,,,,,2075.00,2175.00,2285.00,2400.00,2520.00,,,,,,,,,,,,,Deductibility of charitable contributions (education),,,,,,,,,,,,,,,,,
##+,82,Treasury,2001,515.00,545.00,595.00,615.00,610.00,650.00,,,,,,,,,,,,2135.00,2220.00,2315.00,2420.00,2530.00,2650.00,,,,,,,,,,,,Deductibility of charitable contributions (education),,,,,,,,,,,,,,,,,
##+,83,Treasury,2002,600.00,600.00,590.00,630.00,620.00,590.00,690.00,,,,,,,,,,,2130.00,2230.00,2340.00,2460.00,2580.00,2710.00,2850.00,,,,,,,,,,,Deductibility of charitable contributions (education),,,,,,,,,,,,,,,,,
##+,82,Treasury,2003,,590.00,680.00,770.00,830.00,840.00,900.00,950.00,,,,,,,,,,,3240.00,3300.00,3430.00,3610.00,3760.00,3940.00,4080.00,,,,,,,,,,Deductibility of charitable contributions (education),,,,,,,,,,,,,,,,,
##+,82,Treasury,2004,,,720.00,700.00,710.00,830.00,820.00,810.00,810.00,,,,,,,,,,,3300.00,3440.00,3640.00,3810.00,4000.00,4160.00,4420.00,,,,,,,,,Deductibility of charitable contributions (education),,,,,,,,,,,,,,,,,
##+,82,Treasury,2005,,,,490.00,510.00,540.00,560.00,590.00,620.00,660.00,,,,,,,,,,,3180.00,2880.00,3120.00,3440.00,3640.00,3890.00,4170.00,,,,,,,,Deductibility of charitable contributions (education),,,,,,,,,,,,,,,,,
##+,90,Treasury,2006,,,,,510.00,540.00,560.00,590.00,620.00,660.00,700.00,,,,,,,,,,,3180.00,2880.00,3120.00,3440.00,3640.00,3890.00,4170.00,,,,,,,Deductibility of charitable contributions (education),,,,,,,,,,,,,,,,,
##+,106,Treasury,2007,,,,,,540.00,560.00,590.00,620.00,660.00,700.00,740.00,,,,,,,,,,,2880.00,3120.00,3440.00,3640.00,3890.00,4170.00,4470.00,,,,,,Deductibility of charitable contributions (education),,,,,,,,,,,,,,,,,
##+,103,Treasury,2008,,,,,,,570.00,600.00,630.00,670.00,710.00,750.00,790.00,,,,,,,,,,,3630.00,3950.00,4490.00,4850.00,5190.00,5570.00,5980.00,,,,,Deductibility of charitable contributions (education),,,,,,,,,,,,,,,,,
##+,103,Treasury,2009,,,,,,,,600.00,630.00,670.00,710.00,750.00,790.00,830.00,,,,,,,,,,,3730.00,4250.00,4600.00,4960.00,5360.00,5810.00,6180.00,,,,Deductibility of charitable contributions (education),,,,,,,,,,,,,,,,,
##+,106,Treasury,2010,,,,,,,,,600.00,630.00,670.00,710.00,750.00,790.00,830.00,,,,,,,,,,,3730.00,4250.00,4600.00,4960.00,5360.00,5810.00,6180.00,,,Deductibility of charitable contributions (education),,,,,,,,,,,,,,,,,
##+,109,Treasury,2011,,,,,,,,,,590.00,610.00,640.00,690.00,740.00,780.00,830.00,,,,,,,,,,,3580.00,3680.00,4300.00,4680.00,5060.00,5410.00,5780.00,,Deductibility of charitable contributions (education),,,,,,,,,,,,,,,,,
##+,110,Treasury,2012,,,,,,,,,,,620.00,650.00,690.00,740.00,790.00,840.00,890.00,,,,,,,,,,,3310.00,3870.00,4210.00,4550.00,4870.00,5200.00,5520.00,Deductibility of charitable contributions (education),,,,,,,,,,,,,,,,,
##,Exclusion of employer-provided educational assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Employer-provided educational assistance.&mdash; Under the baseline tax system, all compensation, including dedicated payments and in-kind benefits, should be included in taxable income because they represent accretions to wealth that do not materially differ from cash wages. Under current law, however, employer-provided educational assistance is excluded from an employee's gross income even though the employer's costs for this assistance are a deductible business expense. </p>"
##+,82,Treasury,2000,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,210.00,15.00,0.00,0.00,0.00,,,,,,,,,,,,,Exclusion of employer-provided educational assistance,,,,,,,,,,,,,,,,,
##+,83,Treasury,2001,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,235.00,250.00,175.00,0.00,0.00,0.00,,,,,,,,,,,,Exclusion of employer-provided educational assistance,,,,,,,,,,,,,,,,,
##+,84,Treasury,2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,240.00,260.00,90.00,0.00,0.00,0.00,0.00,,,,,,,,,,,Exclusion of employer-provided educational assistance,,,,,,,,,,,,,,,,,
##+,83,Treasury,2003,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,260.00,410.00,500.00,530.00,560.00,590.00,620.00,,,,,,,,,,Exclusion of employer-provided educational assistance,,,,,,,,,,,,,,,,,
##+,83,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,400.00,490.00,520.00,550.00,580.00,610.00,650.00,,,,,,,,,Exclusion of employer-provided educational assistance,,,,,,,,,,,,,,,,,
##+,83,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,500.00,530.00,560.00,590.00,620.00,660.00,690.00,,,,,,,,Exclusion of employer-provided educational assistance,,,,,,,,,,,,,,,,,
##+,91,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,530.00,560.00,590.00,620.00,650.00,690.00,720.00,,,,,,,Exclusion of employer-provided educational assistance,,,,,,,,,,,,,,,,,
##+,107,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,560.00,590.00,620.00,660.00,690.00,730.00,40.00,,,,,,Exclusion of employer-provided educational assistance,,,,,,,,,,,,,,,,,
##+,104,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,590.00,620.00,660.00,690.00,720.00,40.00,0.00,,,,,Exclusion of employer-provided educational assistance,,,,,,,,,,,,,,,,,
##+,104,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,630.00,660.00,690.00,730.00,40.00,0.00,0.00,,,,Exclusion of employer-provided educational assistance,,,,,,,,,,,,,,,,,
##+,107,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,650.00,680.00,710.00,40.00,0.00,0.00,0.00,,,Exclusion of employer-provided educational assistance,,,,,,,,,,,,,,,,,
##+,110,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,660.00,690.00,30.00,0.00,0.00,0.00,0.00,,Exclusion of employer-provided educational assistance,,,,,,,,,,,,,,,,,
##+,111,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.00,30.00,0.00,0.00,0.00,0.00,0.00,Exclusion of employer-provided educational assistance,,,,,,,,,,,,,,,,,
##,Deduction for higher education expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Deduction for higher education expenses.&mdash; The baseline tax system would not allow a deduction for personal expenditures. In contrast, the Tax Code provides a maximum annual deduction of $4,000 in 2009 for qualified higher education expenses for taxpayers with adjusted gross income up to $130,000 on a joint return ($65,000 for singles). Taxpayers with adjusted gross income up to $160,000 on a joint return ($80,000 for singles) may deduct up to $2,000. </p>"
##+,75,Treasury,2003,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,430.00,2290.00,2960.00,3710.00,3010.00,0.00,,,,,,,,,,Deduction for higher education expenses,,,,,,,,,,,,,,,,,
##+,75,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,420.00,2230.00,2880.00,3620.00,2940.00,0.00,0.00,,,,,,,,,Deduction for higher education expenses,,,,,,,,,,,,,,,,,
##+,75,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1730.00,1810.00,2580.00,2610.00,0.00,0.00,0.00,,,,,,,,Deduction for higher education expenses,,,,,,,,,,,,,,,,,
##+,83,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1280.00,1830.00,1840.00,0.00,0.00,0.00,0.00,,,,,,,Deduction for higher education expenses,,,,,,,,,,,,,,,,,
##+,99,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1830.00,1840.00,0.00,0.00,0.00,0.00,0.00,,,,,,Deduction for higher education expenses,,,,,,,,,,,,,,,,,
##+,96,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1420.00,1450.00,1180.00,0.00,0.00,0.00,0.00,,,,,Deduction for higher education expenses,,,,,,,,,,,,,,,,,
##+,96,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1450.00,1180.00,0.00,0.00,0.00,0.00,0.00,,,,Deduction for higher education expenses,,,,,,,,,,,,,,,,,
##+,99,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,1550.00,1680.00,1430.00,0.00,0.00,0.00,0.00,,,Deduction for higher education expenses,,,,,,,,,,,,,,,,,
##+,102,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,1790.00,520.00,0.00,0.00,0.00,0.00,0.00,,Deduction for higher education expenses,,,,,,,,,,,,,,,,,
##+,103,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.00,0.00,0.00,0.00,0.00,0.00,0.00,Deduction for higher education expenses,,,,,,,,,,,,,,,,,
##,State prepaid tuition plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>State prepaid tuition plans.&mdash;The baseline tax system generally would tax all income under the regular tax rate schedule. It would not allow preferentially low (or zero) tax rates to apply to certain types or sources of income. Some States have adopted prepaid tuition plans and prepaid room and board plans, which allow persons to pay in advance for college expenses for designated beneficiaries. Under current law, investment income is not taxed when earned, and is tax-exempt when withdrawn to pay for qualified expenses. </p>"
##+,76,Treasury,2003,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,190.00,270.00,340.00,400.00,460.00,530.00,590.00,,,,,,,,,,State prepaid tuition plans,,,,,,,,,,,,,,,,,
##+,76,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,270.00,340.00,400.00,470.00,560.00,660.00,750.00,,,,,,,,,State prepaid tuition plans,,,,,,,,,,,,,,,,,
##+,76,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,50.00,150.00,320.00,430.00,510.00,590.00,660.00,,,,,,,,State prepaid tuition plans,,,,,,,,,,,,,,,,,
##+,84,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,210.00,490.00,650.00,740.00,830.00,920.00,1010.00,,,,,,,State prepaid tuition plans,,,,,,,,,,,,,,,,,
##+,100,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,430.00,540.00,620.00,710.00,810.00,930.00,1090.00,,,,,,State prepaid tuition plans,,,,,,,,,,,,,,,,,
##+,97,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,690.00,830.00,1000.00,1210.00,1470.00,1820.00,2000.00,,,,,State prepaid tuition plans,,,,,,,,,,,,,,,,,
##+,97,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,850.00,1040.00,1290.00,1600.00,2020.00,2280.00,2430.00,,,,State prepaid tuition plans,,,,,,,,,,,,,,,,,
##+,100,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,1030.00,1250.00,1480.00,1700.00,1900.00,2030.00,2140.00,,,State prepaid tuition plans,,,,,,,,,,,,,,,,,
##+,103,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.00,1390.00,1580.00,1750.00,1860.00,1950.00,2050.00,,State prepaid tuition plans,,,,,,,,,,,,,,,,,
##+,104,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390.00,1580.00,1750.00,1860.00,1950.00,2050.00,2150.00,State prepaid tuition plans,,,,,,,,,,,,,,,,,
##,Special deduction for teacher expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Special deduction for teacher expenses.&mdash;The baseline tax system would not allow a deduction for personal expenditures. In contrast, under current law educators in both public and private elementary and secondary schools, who work at least 900 hours during a school year as a teacher, instructor, counselor, principal or aide, may subtract up to $250 of qualified expenses when figuring their adjusted gross income (AGI). This provision expired at end of December 31, 2008. </p>"
##+,84,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,140.00,140.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,Special deduction for teacher expenses,,,,,,,,,,,,,,,,,
##+,92,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,150.00,160.00,150.00,0.00,0.00,0.00,0.00,,,,,,,Special deduction for teacher expenses,,,,,,,,,,,,,,,,,
##+,108,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,160.00,150.00,0.00,0.00,0.00,0.00,0.00,,,,,,Special deduction for teacher expenses,,,,,,,,,,,,,,,,,
##+,105,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,160.00,170.00,160.00,0.00,0.00,0.00,0.00,,,,,Special deduction for teacher expenses,,,,,,,,,,,,,,,,,
##+,105,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,170.00,160.00,0.00,0.00,0.00,0.00,0.00,,,,Special deduction for teacher expenses,,,,,,,,,,,,,,,,,
##+,108,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,180.00,180.00,160.00,0.00,0.00,0.00,0.00,,,Special deduction for teacher expenses,,,,,,,,,,,,,,,,,
##+,111,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,180.00,160.00,0.00,0.00,0.00,0.00,0.00,,Special deduction for teacher expenses,,,,,,,,,,,,,,,,,
##+,112,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.00,0.00,0.00,0.00,0.00,0.00,0.00,Special deduction for teacher expenses,,,,,,,,,,,,,,,,,
##,Discharge of student loan indebtedness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Discharge of student loan indebtedness.&mdash; Under the baseline tax system, all compensation, including dedicated payments and in-kind benefits, should be included in taxable income. In contrast, the Tax Code allows certain professionals who perform in underserved areas, and as a consequence get their student loans discharged, not to recognize such discharge as income. </p>"
##+,93,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,Discharge of student loan indebtedness,,,,,,,,,,,,,,,,,
##+,109,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,Discharge of student loan indebtedness,,,,,,,,,,,,,,,,,
##+,106,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,Discharge of student loan indebtedness,,,,,,,,,,,,,,,,,
##+,106,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,Discharge of student loan indebtedness,,,,,,,,,,,,,,,,,
##+,109,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,Discharge of student loan indebtedness,,,,,,,,,,,,,,,,,
##+,112,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,Discharge of student loan indebtedness,,,,,,,,,,,,,,,,,
##+,113,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,Discharge of student loan indebtedness,,,,,,,,,,,,,,,,,
