Indent,Category,Source,Report,2000 (Corp),2001 (Corp),2002 (Corp),2003 (Corp),2004 (Corp),2005 (Corp),2006 (Corp),2007 (Corp),2008 (Corp),2009 (Corp),2010 (Corp),2011 (Corp),2012 (Corp),2013 (Corp),2014 (Corp),2015 (Corp),2016 (Corp),2000 (Indv),2001 (Indv),2002 (Indv),2003 (Indv),2004 (Indv),2005 (Indv),2006 (Indv),2007 (Indv),2008 (Indv),2009 (Indv),2010 (Indv),2011 (Indv),2012 (Indv),2013 (Indv),2014 (Indv),2015 (Indv),2016 (Indv),Expenditure Name,Expenditure Footnotes
##+,48,Treasury,2001,120.00,135.00,160.00,180.00,200.00,230.00,,,,,,,,,,,,3865.00,4090.00,4340.00,4585.00,4775.00,4915.00,,,,,,,,,,,,Accelerated depreciation on rental housing (normal tax method),,,,,,,,,,,,,,,,,
##+,49,Treasury,2002,340.00,370.00,400.00,420.00,430.00,440.00,450.00,,,,,,,,,,,4400.00,4770.00,5120.00,5410.00,5610.00,5700.00,5760.00,,,,,,,,,,,Accelerated depreciation on rental housing (normal tax method),,,,,,,,,,,,,,,,,
##+,47,Treasury,2003,,390.00,410.00,440.00,450.00,460.00,470.00,480.00,,,,,,,,,,,4800.00,5030.00,5270.00,5340.00,5340.00,5250.00,5320.00,,,,,,,,,,Accelerated depreciation on rental housing (normal tax method),,,,,,,,,,,,,,,,,
##+,47,Treasury,2004,,,70.00,30.00,-20.00,-80.00,-160.00,-260.00,-330.00,,,,,,,,,,,1520.00,1050.00,330.00,-440.00,-1610.00,-3050.00,-4240.00,,,,,,,,,Accelerated depreciation on rental housing (normal tax method),,,,,,,,,,,,,,,,,
##+,47,Treasury,2005,,,,50.00,-10.00,-50.00,-110.00,-180.00,-260.00,-340.00,,,,,,,,,,,1170.00,630.00,-120.00,-1000.00,-2150.00,-3300.00,-4560.00,,,,,,,,Accelerated depreciation on rental housing (normal tax method),,,,,,,,,,,,,,,,,
##+,51,Treasury,2006,,,,,-10.00,-50.00,-100.00,-140.00,-200.00,-280.00,-390.00,,,,,,,,,,,760.00,-110.00,-900.00,-1700.00,-2500.00,-3690.00,-5510.00,,,,,,,Accelerated depreciation on rental housing (normal tax method),,,,,,,,,,,,,,,,,
##+,67,Treasury,2007,,,,,,650.00,710.00,760.00,840.00,910.00,960.00,1030.00,,,,,,,,,,,8960.00,9920.00,10710.00,11820.00,12910.00,13750.00,14890.00,,,,,,Accelerated depreciation on rental housing (normal tax method),,,,,,,,,,,,,,,,,
##+,64,Treasury,2008,,,,,,,640.00,680.00,720.00,770.00,820.00,870.00,930.00,,,,,,,,,,,9700.00,10560.00,11580.00,12710.00,13740.00,14920.00,16260.00,,,,,Accelerated depreciation on rental housing (normal tax method),,,,,,,,,,,,,,,,,
##+,63,Treasury,2009,,,,,,,,620.00,660.00,700.00,740.00,800.00,860.00,920.00,,,,,,,,,,,9240.00,10120.00,11060.00,11980.00,13770.00,15300.00,16630.00,,,,Accelerated depreciation on rental housing (normal tax method),,,,,,,,,,,,,,,,,
##+,65,Treasury,2010,,,,,,,,,600.00,620.00,640.00,730.00,770.00,820.00,880.00,,,,,,,,,,,9090.00,9530.00,10130.00,12890.00,13840.00,14950.00,16210.00,,,Accelerated depreciation on rental housing (normal tax method),,,,,,,,,,,,,,,,,
##+,64,Treasury,2011,,,,,,,,,,500.00,750.00,890.00,1020.00,1350.00,1410.00,1480.00,,,,,,,,,,,3360.00,3890.00,4980.00,6080.00,7030.00,7950.00,8490.00,,Accelerated depreciation on rental housing (normal tax method),,,,,,,,,,,,,,,,,
##+,65,Treasury,2012,,,,,,,,,,,-30.00,-30.00,-30.00,-30.00,-20.00,-20.00,-10.00,,,,,,,,,,,-1460.00,-1640.00,-1550.00,-1340.00,-1080.00,-870.00,-690.00,Accelerated depreciation on rental housing (normal tax method),,,,,,,,,,,,,,,,,
##,Deduction for mortgage interest on owner-occupied residences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2001,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,50400.00,52400.00,54500.00,56800.00,,,,,,,,,,,,,,Deduction for mortgage interest on owner-occupied residences,,,,,,,,,,,,,,,,,
##+,,JCT,2002,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,55200.00,57700.00,60200.00,62800.00,65500.00,,,,,,,,,,,,,Deduction for mortgage interest on owner-occupied residences,,,,,,,,,,,,,,,,,
##+,,JCT,2003,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,62700.00,66000.00,69100.00,72400.00,76100.00,,,,,,,,,,,,Deduction for mortgage interest on owner-occupied residences,,,,,,,,,,,,,,,,,
##+,,JCT,2007,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,72600.00,81100.00,87700.00,93500.00,99400.00,,,,,,,,Deduction for mortgage interest on owner-occupied residences,,,,,,,,,,,,,,,,,
##+,,JCT,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,69400.00,75600.00,80700.00,85900.00,91100.00,,,,,,,Deduction for mortgage interest on owner-occupied residences,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,67000.00,80100.00,89400.00,99800.00,107300.00,,,,,Deduction for mortgage interest on owner-occupied residences,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,67000.00,80100.00,89400.00,99800.00,107300.00,,,,,Deduction for mortgage interest on owner-occupied residences,,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,86400.00,103700.00,119900.00,128200.00,134700.00,,,,Deduction for mortgage interest on owner-occupied residences,,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,90800.00,93800.00,94100.00,98500.00,106800.00,,,Deduction for mortgage interest on owner-occupied residences,,,,,,,,,,,,,,,,,
##,Deduction for property taxes on owner-occupied residences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2001,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,18400.00,19100.00,19700.00,20300.00,,,,,,,,,,,,,,Deduction for property taxes on owner-occupied residences,,,,,,,,,,,,,,,,,
##+,,JCT,2002,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,18900.00,19600.00,20300.00,20900.00,21600.00,,,,,,,,,,,,,Deduction for property taxes on owner-occupied residences,,,,,,,,,,,,,,,,,
##+,,JCT,2003,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,21000.00,21600.00,22300.00,23000.00,23600.00,,,,,,,,,,,,Deduction for property taxes on owner-occupied residences,,,,,,,,,,,,,,,,,
##+,,JCT,2007,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,19600.00,15000.00,13400.00,13000.00,13200.00,,,,,,,,Deduction for property taxes on owner-occupied residences,,,,,,,,,,,,,,,,,
##+,,JCT,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,19900.00,13800.00,13500.00,13400.00,13200.00,,,,,,,Deduction for property taxes on owner-occupied residences,,,,,,,,,,,,,,,,,
##+,,JCT,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,16800.00,14300.00,14200.00,13900.00,27900.00,,,,,,Deduction for property taxes on owner-occupied residences,,,,,,,,,,,,,,,,,
##,Exclusion of capital gains on sales of principal residences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2001,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,6000.00,6200.00,6400.00,6600.00,,,,,,,,,,,,,,Exclusion of capital gains on sales of principal residences,,,,,,,,,,,,,,,,,
##+,,JCT,2002,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,12900.00,12900.00,13000.00,13100.00,13200.00,,,,,,,,,,,,,Exclusion of capital gains on sales of principal residences,,,,,,,,,,,,,,,,,
##+,,JCT,2003,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,13300.00,13400.00,13500.00,13600.00,13800.00,,,,,,,,,,,,Exclusion of capital gains on sales of principal residences,,,,,,,,,,,,,,,,,
##+,,JCT,2007,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,22900.00,23700.00,24600.00,25400.00,26300.00,,,,,,,,Exclusion of capital gains on sales of principal residences,,,,,,,,,,,,,,,,,
##+,,JCT,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,24100.00,25200.00,25700.00,26300.00,27100.00,,,,,,,Exclusion of capital gains on sales of principal residences,,,,,,,,,,,,,,,,,
##+,,JCT,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,28500.00,29000.00,30100.00,31100.00,34900.00,,,,,,Exclusion of capital gains on sales of principal residences,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,16800.00,15800.00,16900.00,19300.00,20900.00,,,,,Exclusion of capital gains on sales of principal residences,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,16800.00,15800.00,16900.00,19300.00,20900.00,,,,,Exclusion of capital gains on sales of principal residences,,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,15300.00,15300.00,17400.00,18800.00,19800.00,,,,Exclusion of capital gains on sales of principal residences,,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,15000.00,16500.00,17500.00,18200.00,19000.00,,,Exclusion of capital gains on sales of principal residences,,,,,,,,,,,,,,,,,
##,Exclusion of interest on State and local government bonds for owner-occupied housing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2001,600.00,600.00,700.00,700.00,,,,,,,,,,,,,,1500.00,1500.00,1600.00,1700.00,,,,,,,,,,,,,,Exclusion of interest on State and local government bonds for owner-occupied housing,,,,,,,,,,,,,,,,,
##+,,JCT,2002,200.00,200.00,200.00,200.00,300.00,,,,,,,,,,,,,600.00,600.00,600.00,600.00,600.00,,,,,,,,,,,,,Exclusion of interest on State and local government bonds for owner-occupied housing,,,,,,,,,,,,,,,,,
##+,,JCT,2003,,300.00,300.00,300.00,300.00,300.00,,,,,,,,,,,,,800.00,800.00,800.00,700.00,700.00,,,,,,,,,,,,Exclusion of interest on State and local government bonds for owner-occupied housing,,,,,,,,,,,,,,,,,
##+,,JCT,2007,,,,,,300.00,400.00,400.00,400.00,400.00,,,,,,,,,,,,,900.00,900.00,1000.00,1000.00,1100.00,,,,,,,,Exclusion of interest on State and local government bonds for owner-occupied housing,,,,,,,,,,,,,,,,,
##,Exclusion of interest on State and local government bonds for rental housing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2001,300.00,300.00,300.00,300.00,,,,,,,,,,,,,,800.00,800.00,800.00,800.00,,,,,,,,,,,,,,Exclusion of interest on State and local government bonds for rental housing,,,,,,,,,,,,,,,,,
##+,,JCT,2002,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,Exclusion of interest on State and local government bonds for rental housing,,,,,,,,,,,,,,,,,
##+,,JCT,2003,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,200.00,200.00,200.00,100.00,100.00,,,,,,,,,,,,Exclusion of interest on State and local government bonds for rental housing,,,,,,,,,,,,,,,,,
##+,,JCT,2007,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,200.00,200.00,200.00,200.00,200.00,,,,,,,,Exclusion of interest on State and local government bonds for rental housing,,,,,,,,,,,,,,,,,
##,Depreciation of rental housing in excess of alternative depreciation system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2001,200.00,200.00,200.00,200.00,,,,,,,,,,,,,,1500.00,1500.00,1600.00,1700.00,,,,,,,,,,,,,,Depreciation of rental housing in excess of alternative depreciation system,,,,,,,,,,,,,,,,,
##+,,JCT,2003,,300.00,300.00,300.00,300.00,300.00,,,,,,,,,,,,,2500.00,2600.00,2800.00,3000.00,3300.00,,,,,,,,,,,,Depreciation of rental housing in excess of alternative depreciation system,,,,,,,,,,,,,,,,,
##+,,JCT,2007,,,,,,400.00,400.00,500.00,500.00,600.00,,,,,,,,,,,,,3400.00,3800.00,4300.00,4900.00,5600.00,,,,,,,,Depreciation of rental housing in excess of alternative depreciation system,,,,,,,,,,,,,,,,,
##+,,JCT,2008,,,,,,,400.00,500.00,600.00,700.00,800.00,,,,,,,,,,,,,4000.00,4600.00,5300.00,6100.00,7000.00,,,,,,,Depreciation of rental housing in excess of alternative depreciation system,,,,,,,,,,,,,,,,,
##+,,JCT,2009,,,,,,,,400.00,500.00,500.00,600.00,700.00,,,,,,,,,,,,,3900.00,4400.00,4900.00,5400.00,6000.00,,,,,,Depreciation of rental housing in excess of alternative depreciation system,,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,400.00,500.00,500.00,500.00,400.00,,,,,,,,,,,,,4000.00,4500.00,4400.00,4200.00,3900.00,,,,Depreciation of rental housing in excess of alternative depreciation system,,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,500.00,500.00,500.00,400.00,400.00,,,,,,,,,,,,,4500.00,4400.00,4200.00,3900.00,4000.00,,,Depreciation of rental housing in excess of alternative depreciation system,,,,,,,,,,,,,,,,,
##,Tax credit for low-income housing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2001,1400.00,1500.00,1700.00,1900.00,,,,,,,,,,,,,,2600.00,2800.00,3100.00,3400.00,,,,,,,,,,,,,,Tax credit for low-income housing,,,,,,,,,,,,,,,,,
##+,,JCT,2002,1300.00,1400.00,1400.00,1400.00,1400.00,,,,,,,,,,,,,2500.00,2600.00,2600.00,2700.00,2700.00,,,,,,,,,,,,,Tax credit for low-income housing,,,,,,,,,,,,,,,,,
##+,,JCT,2003,,2700.00,2700.00,2900.00,3000.00,3200.00,,,,,,,,,,,,,1100.00,1200.00,1200.00,1300.00,1400.00,,,,,,,,,,,,Tax credit for low-income housing,,,,,,,,,,,,,,,,,
##+,,JCT,2007,,,,,,3300.00,3400.00,3500.00,3600.00,3700.00,,,,,,,,,,,,,1400.00,1500.00,1500.00,1600.00,1700.00,,,,,,,,Tax credit for low-income housing,,,,,,,,,,,,,,,,,
##+,,JCT,2008,,,,,,,3400.00,3600.00,3800.00,4100.00,4400.00,,,,,,,,,,,,,1400.00,1500.00,1600.00,1700.00,1900.00,,,,,,,Tax credit for low-income housing,,,,,,,,,,,,,,,,,
##,Tax credit for first-time homebuyers in the District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2001,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,<50,<50,0.00,0.00,,,,,,,,,,,,,,Tax credit for first-time homebuyers in the District of Columbia,,,,,,,,,,,,,,,,,
##+,,JCT,2002,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,Tax credit for first-time homebuyers in the District of Columbia,,,,,,,,,,,,,,,,,
##+,,JCT,2003,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,<50,<50,<50,0.00,0.00,,,,,,,,,,,,Tax credit for first-time homebuyers in the District of Columbia,,,,,,,,,,,,,,,,,
##,Tax credit for rehabilitation of historic structures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2001,400.00,400.00,400.00,400.00,,,,,,,,,,,,,,100.00,100.00,100.00,100.00,,,,,,,,,,,,,,Tax credit for rehabilitation of historic structures,,,,,,,,,,,,,,,,,
##+,,JCT,2002,300.00,400.00,400.00,400.00,400.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,Tax credit for rehabilitation of historic structures,,,,,,,,,,,,,,,,,
##+,,JCT,2003,,300.00,400.00,400.00,400.00,400.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,Tax credit for rehabilitation of historic structures,,,,,,,,,,,,,,,,,
##+,,JCT,2007,,,,,,200.00,300.00,300.00,300.00,300.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,Tax credit for rehabilitation of historic structures,,,,,,,,,,,,,,,,,
##+,,JCT,2008,,,,,,,300.00,300.00,300.00,300.00,300.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,Tax credit for rehabilitation of historic structures,,,,,,,,,,,,,,,,,
##+,,JCT,2009,,,,,,,,300.00,300.00,300.00,400.00,400.00,,,,,,,,,,,,,100.00,100.00,200.00,200.00,200.00,,,,,,Tax credit for rehabilitation of historic structures,,,,,,,,,,,,,,,,,
##,Deferral of income from post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,45,Treasury,2002,260.00,270.00,270.00,280.00,280.00,290.00,290.00,,,,,,,,,,,750.00,765.00,780.00,790.00,810.00,820.00,840.00,,,,,,,,,,,Deferral of income from post,,,,,,,,,,,,,,,,,
##+,43,Treasury,2003,,270.00,270.00,280.00,290.00,290.00,300.00,300.00,,,,,,,,,,,770.00,780.00,800.00,810.00,830.00,840.00,860.00,,,,,,,,,,Deferral of income from post,,,,,,,,,,,,,,,,,
##,Depreciaiton of rental housing in excess of alternative depreciation system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2002,200.00,200.00,200.00,200.00,200.00,,,,,,,,,,,,,1500.00,1500.00,1600.00,1700.00,1900.00,,,,,,,,,,,,,Depreciaiton of rental housing in excess of alternative depreciation system,,,,,,,,,,,,,,,,,
##,Deferral of income from post sales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,43,Treasury,2004,,,270.00,280.00,290.00,290.00,300.00,300.00,310.00,,,,,,,,,,,780.00,800.00,810.00,830.00,840.00,860.00,880.00,,,,,,,,,Deferral of income from post sales,,,,,,,,,,,,,,,,,
##+,43,Treasury,2005,,,,280.00,290.00,290.00,300.00,300.00,310.00,310.00,,,,,,,,,,,800.00,810.00,830.00,840.00,860.00,880.00,890.00,,,,,,,,Deferral of income from post sales,,,,,,,,,,,,,,,,,
##+,46,Treasury,2006,,,,,290.00,290.00,300.00,300.00,310.00,310.00,320.00,,,,,,,,,,,810.00,830.00,840.00,860.00,880.00,890.00,1000.00,,,,,,,Deferral of income from post sales,,,,,,,,,,,,,,,,,
##+,62,Treasury,2007,,,,,,290.00,290.00,300.00,300.00,310.00,310.00,310.00,,,,,,,,,,,830.00,840.00,860.00,880.00,890.00,1000.00,1120.00,,,,,,Deferral of income from post sales,,,,,,,,,,,,,,,,,
##,Exclusion of net imputed rental income on owner-occupied homes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,48,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,24590.00,28600.00,29720.00,33210.00,36860.00,40630.00,44786.00,,,,,,,Exclusion of net imputed rental income on owner-occupied homes,,,,,,,,,,,,,,,,,
##,Exclusion of net imputed rental income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Imputed net rental income on owner-occupied housing.&mdash;The baseline tax system generally would tax all income under the regular tax rate schedule. It would not allow preferentially low (or zero) tax rates to apply to certain types or sources of income. Under current law, the implicit rental value of home ownership, net of expenses such as mortgage interest and depreciation, is excluded from income. </p>"
##+,64,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,28600.00,29720.00,33210.00,36860.00,40630.00,44785.00,49364.00,,,,,,Exclusion of net imputed rental income,,,,,,,,,,,,,,,,,
##+,61,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,28780.00,32110.00,35680.00,39440.00,43596.00,48190.00,53269.00,,,,,Exclusion of net imputed rental income,,,,,,,,,,,,,,,,,
##+,60,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,3890.00,5440.00,7550.00,10478.00,14543.00,20183.00,28012.00,,,,Exclusion of net imputed rental income,,,,,,,,,,,,,,,,,
##+,62,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,-1720.00,-5850.00,-2200.00,2230.00,3680.00,4390.00,5720.00,,,Exclusion of net imputed rental income,,,,,,,,,,,,,,,,,
##+,61,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,27040.00,32530.00,37630.00,40810.00,41020.00,48330.00,56100.00,,Exclusion of net imputed rental income,,,,,,,,,,,,,,,,,
##+,62,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,41200.00,46950.00,50640.00,51080.00,58740.00,66860.00,75480.00,Exclusion of net imputed rental income,,,,,,,,,,,,,,,,,
##,Deferral of income from installment sales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Installment sales.&mdash;The baseline tax system generally would tax all income under the regular tax rate schedule. It would not allow preferentially low (or zero) tax rates, or deferral of tax, to apply to certain types or sources of income. Dealers in real and personal property (i.e., sellers who regularly hold property for sale or resale) cannot defer taxable income from installment sales until the receipt of the loan repayment. Nondealers (i.e., sellers of real property used in their business) are required to pay interest on deferred taxes attributable to their total installment obligations in excess of $5 million. Only properties with sales prices exceeding $150,000 are includable in the total. The payment of a market rate of interest eliminates the benefit of the tax deferral. The tax exemption for nondealers with total installment obligations of less than $5 million is, therefore, a tax expenditure. </p>"
##+,59,Treasury,2008,,,,,,,310.00,310.00,310.00,320.00,320.00,320.00,330.00,,,,,,,,,,,880.00,900.00,920.00,930.00,1050.00,1180.00,1320.00,,,,,Deferral of income from installment sales,,,,,,,,,,,,,,,,,
##+,58,Treasury,2009,,,,,,,,310.00,310.00,320.00,320.00,320.00,330.00,330.00,,,,,,,,,,,900.00,920.00,930.00,1050.00,1180.00,1320.00,1480.00,,,,Deferral of income from installment sales,,,,,,,,,,,,,,,,,
##+,60,Treasury,2010,,,,,,,,,310.00,320.00,320.00,320.00,330.00,330.00,330.00,,,,,,,,,,,920.00,930.00,1050.00,1180.00,1320.00,1480.00,1620.00,,,Deferral of income from installment sales,,,,,,,,,,,,,,,,,
##+,59,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,720.00,720.00,810.00,880.00,1020.00,1150.00,1260.00,,Deferral of income from installment sales,,,,,,,,,,,,,,,,,
##+,60,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.00,730.00,830.00,1020.00,1230.00,1420.00,1600.00,Deferral of income from installment sales,,,,,,,,,,,,,,,,,
##,Exclusion of interest on State and local government qualified private activity bonds for owner-occupied housing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2008,,,,,,,300.00,400.00,400.00,400.00,400.00,,,,,,,,,,,,,900.00,1000.00,1000.00,1100.00,1100.00,,,,,,,Exclusion of interest on State and local government qualified private activity bonds for owner-occupied housing,,,,,,,,,,,,,,,,,
##+,,JCT,2009,,,,,,,,400.00,400.00,400.00,400.00,400.00,,,,,,,,,,,,,900.00,1000.00,1100.00,1100.00,1200.00,,,,,,Exclusion of interest on State and local government qualified private activity bonds for owner-occupied housing,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,400.00,400.00,400.00,400.00,500.00,,,,,,,,,,,,,900.00,900.00,1000.00,1100.00,1200.00,,,,,Exclusion of interest on State and local government qualified private activity bonds for owner-occupied housing,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,400.00,400.00,400.00,400.00,500.00,,,,,,,,,,,,,900.00,900.00,1000.00,1100.00,1200.00,,,,,Exclusion of interest on State and local government qualified private activity bonds for owner-occupied housing,,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,400.00,400.00,400.00,400.00,400.00,,,,,,,,,,,,,1000.00,1000.00,1100.00,1100.00,1100.00,,,,Exclusion of interest on State and local government qualified private activity bonds for owner-occupied housing,,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,300.00,300.00,300.00,400.00,400.00,,,,,,,,,,,,,700.00,800.00,800.00,900.00,1000.00,,,Exclusion of interest on State and local government qualified private activity bonds for owner-occupied housing,,,,,,,,,,,,,,,,,
##,Exclusion of interest on State and local government qualified private activity bonds for rental housing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2008,,,,,,,200.00,200.00,200.00,200.00,200.00,,,,,,,,,,,,,500.00,500.00,500.00,600.00,600.00,,,,,,,Exclusion of interest on State and local government qualified private activity bonds for rental housing,,,,,,,,,,,,,,,,,
##+,,JCT,2009,,,,,,,,200.00,200.00,200.00,200.00,200.00,,,,,,,,,,,,,500.00,500.00,600.00,600.00,600.00,,,,,,Exclusion of interest on State and local government qualified private activity bonds for rental housing,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,200.00,200.00,200.00,300.00,300.00,,,,,,,,,,,,,600.00,600.00,600.00,700.00,700.00,,,,,Exclusion of interest on State and local government qualified private activity bonds for rental housing,,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,200.00,300.00,300.00,300.00,300.00,,,,,,,,,,,,,600.00,600.00,700.00,700.00,700.00,,,,Exclusion of interest on State and local government qualified private activity bonds for rental housing,,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,200.00,200.00,300.00,300.00,300.00,,,,,,,,,,,,,600.00,600.00,700.00,700.00,700.00,,,Exclusion of interest on State and local government qualified private activity bonds for rental housing,,,,,,,,,,,,,,,,,
##,"Tax credit for rehabilitation of structures, other than historic structures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2008,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,"Tax credit for rehabilitation of structures, other than historic structures",,,,,,,,,,,,,,,,,
##+,,JCT,2009,,,,,,,,1000.00,1000.00,1000.00,1000.00,1000.00,,,,,,,,,,,,,100.00,100.00,100.00,200.00,200.00,,,,,,"Tax credit for rehabilitation of structures, other than historic structures",,,,,,,,,,,,,,,,,
##,Additional exemption for housing provided to individuals displaced by Hurricane Katrina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,100.00,<50,0.00,0.00,0.00,,,,,,,Additional exemption for housing provided to individuals displaced by Hurricane Katrina,,,,,,,,,,,,,,,,,
##,Tax credit for Gulf Opportunity Zone employers providing in-kind lodging for employees and income exclusion for the employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2008,,,,,,,100.00,<50,0.00,0.00,0.00,,,,,,,,,,,,,100.00,<50,0.00,0.00,0.00,,,,,,,Tax credit for Gulf Opportunity Zone employers providing in-kind lodging for employees and income exclusion for the employees,,,,,,,,,,,,,,,,,
##+,,JCT,2009,,,,,,,,100.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,100.00,0.00,0.00,0.00,0.00,,,,,,Tax credit for Gulf Opportunity Zone employers providing in-kind lodging for employees and income exclusion for the employees,,,,,,,,,,,,,,,,,
