Indent,Category,Source,Report,2000 (Corp),2001 (Corp),2002 (Corp),2003 (Corp),2004 (Corp),2005 (Corp),2006 (Corp),2007 (Corp),2008 (Corp),2009 (Corp),2010 (Corp),2011 (Corp),2012 (Corp),2013 (Corp),2014 (Corp),2015 (Corp),2016 (Corp),2000 (Indv),2001 (Indv),2002 (Indv),2003 (Indv),2004 (Indv),2005 (Indv),2006 (Indv),2007 (Indv),2008 (Indv),2009 (Indv),2010 (Indv),2011 (Indv),2012 (Indv),2013 (Indv),2014 (Indv),2015 (Indv),2016 (Indv),Expenditure Name,Expenditure Footnotes
#+,88,Treasury,2009,,,,,,,,210.00,250.00,240.00,210.00,180.00,140.00,80.00,,,,,,,,,,,600.00,740.00,730.00,650.00,550.00,450.00,260.00,,,,New markets tax credit,,,,,,,,,,,,,,,,,
#+,91,Treasury,2010,,,,,,,,,250.00,280.00,260.00,230.00,200.00,140.00,70.00,,,,,,,,,,,740.00,830.00,790.00,690.00,610.00,440.00,230.00,,,New markets tax credit,,,,,,,,,,,,,,,,,
#+,91,Treasury,2011,,,,,,,,,,520.00,650.00,720.00,730.00,700.00,660.00,590.00,,,,,,,,,,,60.00,70.00,80.00,80.00,80.00,80.00,70.00,,New markets tax credit,,,,,,,,,,,,,,,,,
#+,92,Treasury,2012,,,,,,,,,,,650.00,720.00,730.00,700.00,660.00,590.00,480.00,,,,,,,,,,,70.00,80.00,80.00,80.00,80.00,70.00,60.00,New markets tax credit,,,,,,,,,,,,,,,,,
#,"Empowerment zones, Enterprise communities, and Renewal communities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,67,Treasury,2003,,100.00,220.00,300.00,300.00,320.00,350.00,390.00,,,,,,,,,,,280.00,510.00,830.00,870.00,960.00,1060.00,1190.00,,,,,,,,,,"Empowerment zones, Enterprise communities, and Renewal communities",,,,,,,,,,,,,,,,,
#+,67,Treasury,2004,,,220.00,300.00,300.00,320.00,350.00,390.00,420.00,,,,,,,,,,,510.00,830.00,870.00,960.00,1060.00,1190.00,1330.00,,,,,,,,,"Empowerment zones, Enterprise communities, and Renewal communities",,,,,,,,,,,,,,,,,
#+,67,Treasury,2005,,,,280.00,280.00,290.00,310.00,330.00,370.00,420.00,,,,,,,,,,,790.00,800.00,830.00,900.00,990.00,1100.00,1310.00,,,,,,,,"Empowerment zones, Enterprise communities, and Renewal communities",,,,,,,,,,,,,,,,,
#+,74,Treasury,2006,,,,,280.00,290.00,310.00,340.00,370.00,420.00,190.00,,,,,,,,,,,800.00,830.00,900.00,1000.00,1110.00,1320.00,940.00,,,,,,,"Empowerment zones, Enterprise communities, and Renewal communities",,,,,,,,,,,,,,,,,
#,Renewal community tax incentives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2003,,0.00,100.00,100.00,100.00,200.00,,,,,,,,,,,,,0.00,300.00,400.00,400.00,400.00,,,,,,,,,,,,Renewal community tax incentives,,,,,,,,,,,,,,,,,
#+,,JCT,2007,,,,,,200.00,200.00,200.00,300.00,300.00,,,,,,,,,,,,,300.00,400.00,400.00,500.00,500.00,,,,,,,,Renewal community tax incentives,,,,,,,,,,,,,,,,,
#+,,JCT,2008,,,,,,,200.00,200.00,200.00,200.00,200.00,,,,,,,,,,,,,300.00,400.00,400.00,400.00,300.00,,,,,,,Renewal community tax incentives,,,,,,,,,,,,,,,,,
#+,,JCT,2009,,,,,,,,300.00,400.00,400.00,200.00,<50,,,,,,,,,,,,,400.00,400.00,400.00,200.00,<50,,,,,,Renewal community tax incentives,,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,300.00,200.00,100.00,100.00,100.00,,,,,,,,,,,,,400.00,300.00,100.00,100.00,100.00,,,,,Renewal community tax incentives,,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,300.00,200.00,100.00,100.00,100.00,,,,,,,,,,,,,400.00,300.00,100.00,100.00,100.00,,,,,Renewal community tax incentives,,,,,,,,,,,,,,,,,
#,Deferral of capital gains with respect of dispositions of transmission property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,77,Treasury,2006,,,,,0.00,-490.00,-620.00,-530.00,-230.00,100.00,360.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,Deferral of capital gains with respect of dispositions of transmission property,,,,,,,,,,,,,,,,,
#,Empowerment zones and renewal communities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Empowerment zones and renewal communities.&mdash;The baseline tax system generally would tax all income under the regular tax rate schedule. It would not allow preferentially low (or zero) tax rates to apply to certain types or sources of income, tax credits, and writeoffs faster than economic depreciation. In contrast, under current law qualifying businesses in designated economically depressed areas can receive tax benefits such as an employer wage credit, increased expensing of investment in equipment, special tax-exempt financing, accelerated depreciation, and certain capital gains incentives. </p>"
#+,90,Treasury,2007,,,,,,290.00,310.00,340.00,370.00,420.00,190.00,60.00,,,,,,,,,,,830.00,900.00,1000.00,1110.00,1320.00,940.00,360.00,,,,,,Empowerment zones and renewal communities,,,,,,,,,,,,,,,,,
#+,87,Treasury,2008,,,,,,,310.00,340.00,370.00,420.00,190.00,60.00,90.00,,,,,,,,,,,900.00,1000.00,1110.00,1320.00,940.00,360.00,480.00,,,,,Empowerment zones and renewal communities,,,,,,,,,,,,,,,,,
#+,87,Treasury,2009,,,,,,,,360.00,380.00,420.00,200.00,70.00,110.00,140.00,,,,,,,,,,,1090.00,1170.00,1340.00,970.00,410.00,550.00,650.00,,,,Empowerment zones and renewal communities,,,,,,,,,,,,,,,,,
#+,90,Treasury,2010,,,,,,,,,-400.00,-470.00,-200.00,-50.00,-120.00,-150.00,-180.00,,,,,,,,,,,-1250.00,-1490.00,-950.00,-370.00,-560.00,-680.00,-760.00,,,Empowerment zones and renewal communities,,,,,,,,,,,,,,,,,
#+,90,Treasury,2011,,,,,,,,,,270.00,140.00,80.00,110.00,130.00,150.00,140.00,,,,,,,,,,,860.00,610.00,350.00,470.00,550.00,590.00,590.00,,Empowerment zones and renewal communities,,,,,,,,,,,,,,,,,
#+,91,Treasury,2012,,,,,,,,,,,150.00,100.00,120.00,130.00,130.00,120.00,100.00,,,,,,,,,,,580.00,400.00,450.00,490.00,500.00,480.00,420.00,Empowerment zones and renewal communities,,,,,,,,,,,,,,,,,
#,Credit to holders of Gulf Tax Credit Bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Credit to holders of Gulf and Midwest Tax Credit Bonds.&mdash;The baseline tax system would not allow credits for particular activities, investments, or industries. Instead, under current law taxpayers that own Gulf and Midwest Tax Credit bonds receive a non-refundable tax credit rather than interest. The credit is included in gross income. </p>"
#+,93,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,10.00,10.00,10.00,10.00,10.00,,,,,,Credit to holders of Gulf Tax Credit Bonds,,,,,,,,,,,,,,,,,
#+,90,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,Credit to holders of Gulf Tax Credit Bonds,,,,,,,,,,,,,,,,,
#+,90,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,Credit to holders of Gulf Tax Credit Bonds,,,,,,,,,,,,,,,,,
#+,93,Treasury,2010,,,,,,,,,0.00,0.00,20.00,20.00,20.00,10.00,10.00,,,,,,,,,,,10.00,30.00,60.00,60.00,50.00,40.00,40.00,,,Credit to holders of Gulf Tax Credit Bonds,,,,,,,,,,,,,,,,,
#+,93,Treasury,2011,,,,,,,,,,0.00,20.00,20.00,20.00,10.00,10.00,10.00,,,,,,,,,,,30.00,60.00,60.00,50.00,40.00,40.00,40.00,,Credit to holders of Gulf Tax Credit Bonds.,,,,,,,,,,,,,,,,,
#+,94,Treasury,2012,,,,,,,,,,,20.00,20.00,20.00,10.00,10.00,10.00,10.00,,,,,,,,,,,60.00,60.00,50.00,40.00,40.00,40.00,40.00,Credit to holders of Gulf Tax Credit Bonds.,,,,,,,,,,,,,,,,,
#,New York City Liberty Zone tax incentives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2007,,,,,,300.00,400.00,100.00,0.00,0.00,,,,,,,,,,,,,300.00,400.00,300.00,200.00,200.00,,,,,,,,New York City Liberty Zone tax incentives,,,,,,,,,,,,,,,,,
#+,,JCT,2008,,,,,,,400.00,200.00,100.00,>-50,-100.00,,,,,,,,,,,,,-100.00,200.00,100.00,200.00,100.00,,,,,,,New York City Liberty Zone tax incentives,,,,,,,,,,,,,,,,,
#+,,JCT,2009,,,,,,,,100.00,100.00,<50,<50,<50,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,New York City Liberty Zone tax incentives,,,,,,,,,,,,,,,,,
#,Wage credit for Indian reservation employment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2007,,,,,,100.00,<50,<50,<50,0.00,,,,,,,,,,,,,<50,<50,<50,<50,0.00,,,,,,,,Wage credit for Indian reservation employment,,,,,,,,,,,,,,,,,
#,Expensing of environmental remediation costs (``brownfields''),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2007,,,,,,100.00,<50,>-50,>-50,>-50,,,,,,,,,,,,,100.00,<50,>-50,>-50,>-50,,,,,,,,Expensing of environmental remediation costs (``brownfields''),,,,,,,,,,,,,,,,,
#+,,JCT,2009,,,,,,,,100.00,<50,<50,<50,<50,,,,,,,,,,,,,200.00,<50,>-50,>-50,>-50,,,,,,Expensing of environmental remediation costs (``Brownfields''),,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,100.00,100.00,<50,-100.00,-200.00,,,,,,,,,,,,,100.00,100.00,<50,-100.00,-100.00,,,,,Expensing of environmental remediation costs (``brownfields''),,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,100.00,100.00,<50,-100.00,-200.00,,,,,,,,,,,,,100.00,100.00,<50,-100.00,-100.00,,,,,Expensing of environmental remediation costs (``brownfields''),,,,,,,,,,,,,,,,,
#,Exclusion of interest on State and local government bonds for qualified green building and sustainable design projects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2007,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,Exclusion of interest on State and local government bonds for qualified green building and sustainable design projects,,,,,,,,,,,,,,,,,
#,Exclusion of interest on State and local qualified private activity bonds for green buildings and sustainable design projects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2008,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,Exclusion of interest on State and local qualified private activity bonds for green buildings and sustainable design projects,,,,,,,,,,,,,,,,,
#+,,JCT,2009,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,Exclusion of interest on state and local qualified private activity bonds for green buildings and sustainable design projects,,,,,,,,,,,,,,,,,
#,"Exclusion of interest on State and local government qualified private activity bonds for private airports, docks, and mass-commuting facilities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2008,,,,,,,300.00,300.00,300.00,300.00,400.00,,,,,,,,,,,,,700.00,800.00,800.00,900.00,900.00,,,,,,,"Exclusion of interest on State and local government qualified private activity bonds for private airports, docks, and mass-commuting facilities",,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,300.00,300.00,300.00,300.00,300.00,,,,,,,,,,,,,700.00,700.00,700.00,800.00,900.00,,,,,"Exclusion of interest on State and local government qualified private activity bonds for private airports, docks, and mass-commuting facilities",,,,,,,,,,,,,,,,,
#+,,JCT,2011,,,,,,,,,,300.00,300.00,300.00,300.00,300.00,,,,,,,,,,,,,700.00,800.00,800.00,800.00,900.00,,,,"Exclusion of interest on State and local government qualified private activity bonds for private airports, docks, and mass-commuting facilities",,,,,,,,,,,,,,,,,
#,Accelerated depreciation for business property on Indian reservations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2009,,,,,,,,200.00,200.00,<50,-100.00,-100.00,,,,,,,,,,,,,100.00,100.00,<50,>-50,100.00,,,,,,Accelerated depreciation for business property on Indian reservations,,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,200.00,200.00,100.00,-100.00,-200.00,,,,,,,,,,,,,100.00,100.00,<50,-100.00,-100.00,,,,,Accelerated depreciation for business property on Indian reservations,,,,,,,,,,,,,,,,,
#,Tax credit for Indian reservation employment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2009,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,Tax credit for Indian reservation employment,,,,,,,,,,,,,,,,,
#,"Exclusion of interest on State and local government qualified private activity bonds for private airports, docks, and mass-communting facilities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2009,,,,,,,,300.00,300.00,400.00,400.00,400.00,,,,,,,,,,,,,800.00,900.00,900.00,900.00,1000.00,,,,,,"Exclusion of interest on State and local government qualified private activity bonds for private airports, docks, and mass-communting facilities",,,,,,,,,,,,,,,,,
#,Credit for Indian reservation employment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,<50,<50,<50,0.00,0.00,,,,,,,,,,,,,<50,<50,<50,0.00,0.00,,,,,Credit for Indian reservation employment,,,,,,,,,,,,,,,,,
#+,,JCT,2011,,,,,,,,,,<50,<50,<50,0.00,0.00,,,,,,,,,,,,,<50,<50,<50,0.00,0.00,,,,Credit for Indian reservation employment,,,,,,,,,,,,,,,,,
#+,,JCT,2012,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,Credit for Indian reservation employment,,,,,,,,,,,,,,,,,
#,"Exclusion of interest on State and local government qualified private activity bonds for sewage, water, and hazardous waste facilities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,200.00,200.00,200.00,200.00,200.00,,,,,,,,,,,,,400.00,400.00,400.00,500.00,500.00,,,,,"Exclusion of interest on State and local government qualified private activity bonds for sewage, water, and hazardous waste facilities",,,,,,,,,,,,,,,,,
#+,,JCT,2011,,,,,,,,,,200.00,200.00,200.00,200.00,200.00,,,,,,,,,,,,,400.00,400.00,500.00,500.00,500.00,,,,"Exclusion of interest on State and local government qualified private activity bonds for sewage, water, and hazardous waste facilities",,,,,,,,,,,,,,,,,
#+,,JCT,2012,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,200.00,300.00,300.00,300.00,300.00,,,"Exclusion of interest on State and local government qualified private activity bonds for sewage, water, and hazardous waste facilities",,,,,,,,,,,,,,,,,
#,Recovery Zone Bonds ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Recovery Zone Bonds.&mdash;The baseline tax system would not allow credits for particular activities, investments, or industries. In addition, it would tax all income under the regular tax rate schedule. It would not allow preferentially low (or zero) tax rates to apply to certain types or sources of income. In contrast, the Tax Code allows local governments to issue up $10 billion in taxable Recovery Zone Economic Development Bonds in 2009 and 2010 and receive a direct payment from Treasury equal to 45 percent of interest expenses. In addition, they would be allowed to allocate up to $15 billion in tax exempt Recovery Zone Facility Bonds. These bonds finance certain kinds of business development in areas of economic distress. </p>"
#+,94,Treasury,2011,,,,,,,,,,0.00,0.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,0.00,0.00,20.00,30.00,30.00,30.00,30.00,,Recovery Zone Bonds ,,,,,,,,,,,,,,,,,
#+,95,Treasury,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Recovery Zone Bonds ,,,,,,,,,,,,,,,,,
#,Tribal Economic Development Bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Tribal Economic Development Bonds.&mdash;The baseline tax system generally would tax all income under the regular tax rate schedule. It would not allow preferentially low (or zero) tax rates to apply to certain types or sources of income. In contrast, the Tax Code was modified in 2009 to allow Indian tribal governments to issue tax exempt ""tribal economic development bonds."" There is a national bond limitation of $2 billion. </p>"
#+,95,Treasury,2011,,,,,,,,,,0.00,50.00,130.00,160.00,160.00,170.00,180.00,,,,,,,,,,,0.00,90.00,260.00,310.00,330.00,350.00,370.00,,Tribal Economic Development Bonds,,,,,,,,,,,,,,,,,
#+,96,Treasury,2012,,,,,,,,,,,0.00,10.00,10.00,10.00,10.00,10.00,0.00,,,,,,,,,,,10.00,20.00,20.00,20.00,10.00,10.00,10.00,Tribal Economic Development Bonds,,,,,,,,,,,,,,,,,
#,Renewal community incentives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2011,,,,,,,,,,200.00,100.00,100.00,<50,<50,,,,,,,,,,,,,300.00,100.00,100.00,100.00,<50,,,,Renewal community incentives,,,,,,,,,,,,,,,,,
#+,,JCT,2012,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,200.00,100.00,100.00,100.00,100.00,,,Renewal community incentives,,,,,,,,,,,,,,,,,
#,Issuance of recovery zone economic development bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2011,,,,,,,,,,<50,100.00,300.00,500.00,600.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,Issuance of recovery zone economic development bonds,,,,,,,,,,,,,,,,,
#+,,JCT,2012,,,,,,,,,,,<50,100.00,100.00,100.00,100.00,,,,,,,,,,,,,<50,100.00,100.00,100.00,100.00,,,Issuance of recovery zone economic development bonds,,,,,,,,,,,,,,,,,
#,Issuance of tribal economic development bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2011,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,Issuance of tribal economic development bonds,,,,,,,,,,,,,,,,,
#+,,JCT,2012,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,Issuance of tribal economic development bonds,,,,,,,,,,,,,,,,,
#,Build America bonds ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2011,,,,,,,,,,1300.00,2200.00,3000.00,3000.00,3000.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,Build America bonds ,,,,,,,,,,,,,,,,,
#+,,JCT,2012,,,,,,,,,,,200.00,500.00,800.00,800.00,800.00,,,,,,,,,,,,,700.00,1500.00,2300.00,2300.00,2300.00,,,Build America bonds ,,,,,,,,,,,,,,,,,
#,Eliminate requirement that financial institutions allocate interest expense attributable to tax-exempt interest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2011,,,,,,,,,,<50,300.00,300.00,300.00,300.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,Eliminate requirement that financial institutions allocate interest expense attributable to tax-exempt interest,,,,,,,,,,,,,,,,,
#+,,JCT,2012,,,,,,,,,,,200.00,300.00,300.00,300.00,300.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,Eliminate requirement that financial institutions allocate interest expense attributable to tax-exempt interest,,,,,,,,,,,,,,,,,
#,Disaster relief
##,Katrina emergency act,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,100.00,<50,<50,<50,<50,,,,,,,,,,,,,100.00,<50,<50,<50,<50,,,,,Katrina emergency act,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,100.00,<50,<50,<50,<50,,,,,,,,,,,,,100.00,<50,<50,<50,<50,,,,,Katrina emergency act,,,,,,,,,,,,,,,,,
##,Gulf opportunity zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,300.00,<50,100.00,<50,<50,,,,,,,,,,,,,1300.00,600.00,400.00,300.00,200.00,,,,,Gulf opportunity zone,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,300.00,<50,100.00,<50,<50,,,,,,,,,,,,,1300.00,600.00,400.00,300.00,200.00,,,,,Gulf opportunity zone,,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,<50,100.00,300.00,<50,<50,,,,,,,,,,,,,0.00,600.00,400.00,300.00,200.00,,,,Gulf opportunity zone,,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,100.00,<50,<50,<50,<50,,,,,,,,,,,,,600.00,400.00,300.00,200.00,200.00,,,Gulf opportunity zone,,,,,,,,,,,,,,,,,
##,Kansas disaster relief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,0.00,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,Kansas disaster relief,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,0.00,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,Kansas disaster relief,,,,,,,,,,,,,,,,,
##,Midwest disaster relief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,0.00,300.00,200.00,200.00,300.00,,,,,,,,,,,,,0.00,900.00,100.00,100.00,100.00,,,,,Midwest disaster relief,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,0.00,300.00,200.00,200.00,300.00,,,,,,,,,,,,,0.00,900.00,100.00,100.00,100.00,,,,,Midwest disaster relief,,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,300.00,200.00,200.00,300.00,300.00,,,,,,,,,,,,,0.00,900.00,100.00,100.00,100.00,,,,Midwest disaster relief,,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,200.00,200.00,300.00,300.00,300.00,,,,,,,,,,,,,900.00,100.00,100.00,100.00,200.00,,,Midwest disaster relief,,,,,,,,,,,,,,,,,
##,National disaster relief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,0.00,800.00,1100.00,700.00,200.00,,,,,,,,,,,,,0.00,1200.00,800.00,500.00,100.00,,,,,National disaster relief,,,,,,,,,,,,,,,,,
##+,,JCT,2010,,,,,,,,,0.00,800.00,1100.00,700.00,200.00,,,,,,,,,,,,,0.00,1200.00,800.00,500.00,100.00,,,,,National disaster relief,,,,,,,,,,,,,,,,,
##+,,JCT,2011,,,,,,,,,,800.00,1100.00,700.00,200.00,-200.00,,,,,,,,,,,,,0.00,1200.00,800.00,500.00,100.00,,,,National disaster relief,,,,,,,,,,,,,,,,,
##+,,JCT,2012,,,,,,,,,,,200.00,100.00,<50,<50,<50,,,,,,,,,,,,,200.00,200.00,100.00,<50,<50,,,National disaster relief,,,,,,,,,,,,,,,,,
