Indent,Category,Source,report,2000 Corp,2001 Corp,2002 Corp,2003 Corp,2004 Corp,2005 Corp,2006 Corp,2007 Corp,2008 Corp,2009 Corp,2010 Corp,2011 Corp,2012 Corp,2013 Corp,2014 Corp,2015 Corp,2016 Corp,2000 Indv,2001 Indv,2002 Indv,2003 Indv,2004 Indv,2005 Indv,2006 Indv,2007 Indv,2008 Indv,2009 Indv,2010 Indv,2011 Indv,2012 Indv,2013 Indv,2014 Indv,2015 Indv,2016 Indv,Description/Expenditure Name,Notes
#+,,JCT,2010,,,,,,,,,300.00,300.00,300.00,300.00,300.00,,,,,,,,,,,,,700.00,700.00,700.00,800.00,900.00,,,,,"Exclusion of interest on State and local government qualified private activity bonds for private airports, docks, and mass-commuting facilities",
#+,,JCT,2011,,,,,,,,,,300.00,300.00,300.00,300.00,300.00,,,,,,,,,,,,,700.00,800.00,800.00,800.00,900.00,,,,"Exclusion of interest on State and local government qualified private activity bonds for private airports, docks, and mass-commuting facilities",
#+,66,Treasury,2001,185.00,185.00,190.00,190.00,195.00,195.00,,,,,,,,,,,,550.00,555.00,560.00,565.00,570.00,575.00,,,,,,,,,,,,"Exclusion of interest for airport, dock, and similar bonds",
#+,67,Treasury,2002,160.00,160.00,160.00,180.00,200.00,210.00,240.00,,,,,,,,,,,460.00,470.00,480.00,510.00,580.00,640.00,710.00,,,,,,,,,,,"Exclusion of interest for airport, dock, and similar bonds",
#+,65,Treasury,2003,,160.00,160.00,170.00,170.00,180.00,180.00,190.00,,,,,,,,,,,470.00,480.00,510.00,580.00,640.00,710.00,790.00,,,,,,,,,,"Exclusion of interest for airport, dock, and similar bonds",
#+,65,Treasury,2004,,,170.00,170.00,180.00,180.00,190.00,200.00,200.00,,,,,,,,,,,520.00,580.00,650.00,710.00,760.00,800.00,860.00,,,,,,,,,"Exclusion of interest for airport, dock, and similar bonds",
#+,65,Treasury,2005,,,,170.00,170.00,180.00,180.00,190.00,190.00,200.00,,,,,,,,,,,600.00,670.00,730.00,790.00,830.00,890.00,910.00,,,,,,,,"Exclusion of interest for airport, dock, and similar bonds",
#+,72,Treasury,2006,,,,,180.00,190.00,190.00,200.00,210.00,210.00,220.00,,,,,,,,,,,670.00,740.00,790.00,830.00,890.00,920.00,950.00,,,,,,,"Exclusion of interest for airport, dock, and similar bonds",
#+,88,Treasury,2007,,,,,,170.00,180.00,190.00,190.00,200.00,200.00,210.00,,,,,,,,,,,630.00,680.00,720.00,800.00,860.00,880.00,910.00,,,,,,"Exclusion of interest for airport, dock, and similar bonds",
#+,85,Treasury,2008,,,,,,,270.00,300.00,310.00,320.00,330.00,340.00,350.00,,,,,,,,,,,860.00,950.00,1010.00,1040.00,1070.00,1100.00,1130.00,,,,,"Exclusion of interest for airport, dock, and similar bonds",
#+,85,Treasury,2009,,,,,,,,270.00,280.00,290.00,300.00,310.00,320.00,330.00,,,,,,,,,,,580.00,620.00,640.00,660.00,680.00,700.00,720.00,,,,"Exclusion of interest for airport, dock, and similar bonds",
#+,88,Treasury,2010,,,,,,,,,160.00,280.00,280.00,290.00,300.00,310.00,320.00,,,,,,,,,,,220.00,540.00,570.00,630.00,690.00,710.00,730.00,,,"Exclusion of interest for airport, dock, and similar bonds",
#+,88,Treasury,2011,,,,,,,,,,140.00,150.00,290.00,360.00,360.00,370.00,390.00,,,,,,,,,,,540.00,460.00,560.00,680.00,730.00,770.00,820.00,,"Exclusion of interest for airport, dock, and similar bonds",
#+,89,Treasury,2012,,,,,,,,,,,270.00,250.00,330.00,410.00,420.00,420.00,440.00,,,,,,,,,,,570.00,620.00,690.00,800.00,890.00,960.00,1010.00,"Exclusion of interest for airport, dock, and similar bonds",
#,"Exclusion of interest on State and local government qualified private activity bonds for sewage, water, and hazardous waste facilities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Interest income from state and local bonds used to finance the construction of sewage facilities, facilities for the furnishing of water, and facilities for the disposal of hazardous waste is tax exempt.</p>

<p>Some of these bonds are classified as private-activity bonds rather than as governmental bonds because a substantial portion of their benefits accrues to individuals or business rather than to the general public.</p><p>This tax expenditure corresponds with the Treasury tax expenditure ""Exclusion of interest on bonds for water, sewage, and hazardous waste facilities,"" found in the Natural Resources and Environment Budget Function and available <a href="""">LINK HERE</a>.</p>","Description adapted from <a href=""http://www.gpo.gov/fdsys/pkg/CPRT-111SPRT62799/pdf/CPRT-111SPRT62799.pdff""><em>Tax Expenditures: Compendium of Background Materials on Individual Provisions</em></a>, Congressional Research Service, December 2010, Washington, DC: U.S. Government Printing Office."
#+,,JCT,2010,,,,,,,,,200.00,200.00,200.00,200.00,200.00,,,,,,,,,,,,,400.00,400.00,400.00,500.00,500.00,,,,,"Exclusion of interest on State and local government qualified private activity bonds for sewage, water, and hazardous waste facilities",
#+,,JCT,2011,,,,,,,,,,200.00,200.00,200.00,200.00,200.00,,,,,,,,,,,,,400.00,400.00,500.00,500.00,500.00,,,,"Exclusion of interest on State and local government qualified private activity bonds for sewage, water, and hazardous waste facilities",
#+,,JCT,2012,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,200.00,300.00,300.00,300.00,300.00,,,"Exclusion of interest on State and local government qualified private activity bonds for sewage, water, and hazardous waste facilities",
#,Exclusion of interest on State and local qualified private activity bonds for green buildings and sustainable design projects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Interest income on state and local bonds used to finance the construction of green building and sustainable design projects, as designated by the U.S. Environmental Protection Agency (EPA), is tax exempt. Green buildings are evaluated based on these criteria: (1) site sustainability; (2) water efficiency; (3) energy use and atmosphere; (4) material and resource use; (5) indoor environmental quality; and (6) innovative design.</p> <p>This tax expenditure corresponds with the JCT tax expenditure ""Exclusion of interest on State and local qualified private activity bonds for green buildings and sustainable design projects,"" found in the Commerce and Housing Budget Function and available <a href="""">LINK HERE</a>.</p>","Description adapted from <a href=""http://www.gpo.gov/fdsys/pkg/CPRT-111SPRT62799/pdf/CPRT-111SPRT62799.pdff""><em>Tax Expenditures: Compendium of Background Materials on Individual Provisions</em></a>, Congressional Research Service, December 2010, Washington, DC: U.S. Government Printing Office."
#+,,JCT,2007,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,Exclusion of interest on State and local government bonds for qualified green building and sustainable design projects,
#+,,JCT,2008,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,Exclusion of interest on State and local qualified private activity bonds for green buildings and sustainable design projects,
#+,,JCT,2009,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,Exclusion of interest on state and local qualified private activity bonds for green buildings and sustainable design projects,
#,Exemption of certain mutuals- and cooperatives- income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Under the baseline tax system, corporations pay taxes on their profits under the regular tax rate schedule. In contrast, the Tax Code provides for the incomes of mutual and cooperative telephone and electric companies to be exempt from tax if at least 85 percent of their revenues are derived from patron service charges. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
#+,67,Treasury,2001,60.00,60.00,65.00,65.00,65.00,70.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,Exemption of certain mutuals- and cooperatives- income,
#+,68,Treasury,2002,60.00,60.00,60.00,60.00,60.00,70.00,70.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,Exemption of certain mutuals- and cooperatives- income,
#+,66,Treasury,2003,,60.00,60.00,60.00,60.00,70.00,70.00,70.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,Exemption of certain mutuals- and cooperatives- income,
#+,66,Treasury,2004,,,60.00,60.00,60.00,70.00,70.00,70.00,70.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,Exemption of certain mutuals- and cooperatives- income,
#+,66,Treasury,2005,,,,60.00,60.00,70.00,70.00,70.00,70.00,70.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,Exemption of certain mutuals- and cooperatives- income,
#+,73,Treasury,2006,,,,,60.00,60.00,60.00,70.00,70.00,70.00,70.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,Exemption of certain mutuals- and cooperatives- income,
#+,89,Treasury,2007,,,,,,60.00,60.00,70.00,70.00,70.00,70.00,70.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,Exemption of certain mutuals- and cooperatives- income,
#+,86,Treasury,2008,,,,,,,80.00,80.00,80.00,80.00,80.00,90.00,90.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Exemption of certain mutuals- and cooperatives- income,
#+,86,Treasury,2009,,,,,,,,70.00,70.00,70.00,70.00,70.00,70.00,80.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,Exemption of certain mutuals' and cooperatives' income,
#+,89,Treasury,2010,,,,,,,,,70.00,70.00,70.00,70.00,70.00,80.00,80.00,,,,,,,,,,,,,,,,,,,,Exemption of certain mutuals' and cooperatives' income,
#+,89,Treasury,2011,,,,,,,,,,110.00,110.00,110.00,110.00,120.00,120.00,120.00,,,,,,,,,,,,,,,,,,,Exemption of certain mutuals' and cooperatives' income,
#+,90,Treasury,2012,,,,,,,,,,,110.00,110.00,110.00,120.00,120.00,120.00,130.00,,,,,,,,,,,,,,,,,,Exemption of certain mutuals' and cooperatives' income,
#,Expensing of environmental remediation costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Under the baseline tax system, the costs would be amortized (or depreciated) over an estimate of the economic life of the building. This insures that the net income from the buildings is measured appropriately each year. However, the Tax Code allows taxpayers who clean up certain hazardous substances at a qualified site to expense the clean-up costs, even though the expenses will generally increase the value of the property significantly or appreciably prolong the life of the property. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
#+,,JCT,2001,100.00,100.00,<50,<50,,,,,,,,,,,,,,<50,<50,<50,<50,,,,,,,,,,,,,,Expensing of redevelopment costs in certain environmentally contaminated areas (``Brownfields''),
#+,,JCT,2002,<50,100.00,100.00,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,Expensing of redevelopment costs in certain environmentally contaminated areas (``Brownfields''),
#+,,JCT,2003,,<50,<50,100.00,100.00,<50,,,,,,,,,,,,,<50,100.00,100.00,100.00,<50,,,,,,,,,,,,Expensing of environmental remediation costs,
#+,,JCT,2004,,,100.00,100.00,<50,,,,,,,,,,,,,,,100.00,100.00,100.00,,,,,,,,,,,,,Expensing of environmental remediation costs (``Brownfields''),
#+,,JCT,2005,,,,100.00,<50,,,,,,,,,,,,,,,,100.00,100.00,,,,,,,,,,,,,Expensing of environmental remediation costs (``Brownfields''),
#+,,JCT,2006,,,,,<50,,,,,,,,,,,,,,,,,<50,,,,,,,,,,,,,Expensing of environmental remediation costs (``Brownfields''),
#+,,JCT,2007,,,,,,100.00,<50,>-50,>-50,>-50,,,,,,,,,,,,,100.00,<50,>-50,>-50,>-50,,,,,,,,Expensing of environmental remediation costs (``brownfields''),
#+,,JCT,2009,,,,,,,,100.00,<50,<50,<50,<50,,,,,,,,,,,,,200.00,<50,,,,,,,,,Expensing of environmental remediation costs (``Brownfields''),
#+,,JCT,2010,,,,,,,,,100.00,100.00,<50,,,,,,,,,,,,,,,100.00,100.00,<50,,,,,,,Expensing of environmental remediation costs (``brownfields''),
#+,69,Treasury,2001,125.00,145.00,50.00,,,,,,,,,,,,,,,25.00,30.00,10.00,,,,,,,,,,,,,,,Expensing of environmental remediation costs,
#+,71,Treasury,2002,130.00,290.00,340.00,280.00,40.00,,,,,,,,,,,,,30.00,60.00,70.00,50.00,,,,,,,,,,,,,,Expensing of environmental remediation costs,
#+,69,Treasury,2003,,70.00,80.00,80.00,20.00,,,,,,,,,,,,,,10.00,20.00,20.00,0.00,0.00,0.00,0.00,,,,,,,,,,Expensing of environmental remediation costs,
#+,69,Treasury,2004,,,70.00,70.00,20.00,,,,,,,,,,,,,,,10.00,10.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,Expensing of environmental remediation costs,
#+,69,Treasury,2005,,,,70.00,20.00,,,,,,,,,,,,,,,,10.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,Expensing of environmental remediation costs,
#+,76,Treasury,2006,,,,,70.00,60.00,20.00,,,,,,,,,,,,,,,10.00,10.00,0.00,0.00,0.00,0.00,0.00,,,,,,,Expensing of environmental remediation costs,
#+,92,Treasury,2007,,,,,,60.00,50.00,30.00,0.00,,,,,,,,,,,,,,10.00,10.00,10.00,0.00,0.00,0.00,0.00,,,,,,Expensing of environmental remediation costs,
#+,89,Treasury,2008,,,,,,,120.00,250.00,110.00,,,,,,,,,,,,,,,30.00,50.00,20.00,,0.00,0.00,0.00,,,,,Expensing of environmental remediation costs,
#+,89,Treasury,2009,,,,,,,,250.00,110.00,,,,,,,,,,,,,,,,50.00,20.00,,0.00,0.00,0.00,0.00,,,,Expensing of environmental remediation costs,
#+,92,Treasury,2010,,,,,,,,,490.00,240.00,20.00,,,,,,,,,,,,,,,100.00,50.00,0.00,,,,,,,Expensing of environmental remediation costs,
#+,92,Treasury,2011,,,,,,,,,,240.00,20.00,,,,,,,,,,,,,,,,50.00,0.00,,,,,,,Expensing of environmental remediation costs,
#+,93,Treasury,2012,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,0.00,,,,,,,Expensing of environmental remediation costs,
#,Indian reservation tax incentives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Businesses on Indian reservations are eligible for accelerated depreciation and for a credit for 20 percent of the cost of the first $20,000 of wages (and health benefits) paid by the employer to tribal members and their spouses, in excess of eligible qualified wages and  health insurance cost payments made in 1993. These benefits are available for wages paid, and for property placed in service before December 31, 2007.</p>
","Description adapted from <a href=""http://www.gpo.gov/fdsys/pkg/CPRT-111SPRT62799/pdf/CPRT-111SPRT62799.pdff""><em>Tax Expenditures: Compendium of Background Materials on Individual Provisions</em></a>, Congressional Research Service, December 2010, Washington, DC: U.S. Government Printing Office."
#+,,JCT,2001,100.00,100.00,100.00,<50,,,,,,,,,,,,,,100.00,100.00,<50,<50,,,,,,,,,,,,,,Indian reservation tax incentives,
#+,,JCT,2002,100.00,100.00,100.00,100.00,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,Indian reservation tax incentives,
#+,,JCT,2003,,200.00,200.00,200.00,100.00,<50,,,,,,,,,,,,,100.00,100.00,100.00,100.00,<50,,,,,,,,,,,,Indian reservation tax incentives,
#+,,JCT,2004,,,200.00,200.00,100.00,,,,,,,,,,,,,,,100.00,100.00,100.00,,,,,,,,,,,,,Indian reservation tax incentives,
#+,,JCT,2005,,,,400.00,500.00,300.00,,,,,,,,,,,,,,,200.00,200.00,200.00,,,,,,,,,,,,Indian reservation tax incentives,
#,Investment credit for rehabilitation of structures (other than historic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>The baseline tax system would uniformly tax all returns to investments and not allow credits for particular activities, investments, or industries. However, the Tax Code allows a 10-percent investment tax credit for the rehabilitation of buildings that are used for business or productive activities and that were erected before 1936 for other than residential purposes. The taxpayer's recoverable basis must be reduced by the amount of the credit. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
#+,,JCT,2001,<50,<50,<50,<50,,,,,,,,,,,,,,<50,<50,<50,<50,,,,,,,,,,,,,,"Tax credit for rehabilitation of structures, other than historic structures",
#+,,JCT,2002,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,"Tax credit for rehabilitation of structures, other than historic structures",
#+,,JCT,2003,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,"Tax credit for rehabilitation of structures, other than historic structures",
#+,,JCT,2004,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,"Tax credit for rehabilitation of structures, other than historic structures",
#+,,JCT,2005,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,"Tax credit for rehabilitation of structures, other than historic structures",
#+,,JCT,2006,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,"Tax credit for rehabilitation of structures, other than historic structures",
#+,,JCT,2007,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,"Tax credit for rehabilitation of structures, other than historic structures",
#+,65,Treasury,2001,15.00,15.00,15.00,15.00,15.00,15.00,,,,,,,,,,,,10.00,15.00,15.00,15.00,15.00,15.00,,,,,,,,,,,,Investment credit for rehabilitation of structures (other than historic),
#+,66,Treasury,2002,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,Investment credit for rehabilitation of structures (other than historic),
#+,64,Treasury,2003,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,Investment credit for rehabilitation of structures (other than historic),
#+,64,Treasury,2004,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,Investment credit for rehabilitation of structures (other than historic),
#+,64,Treasury,2005,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,Investment credit for rehabilitation of structures (other than historic),
#+,71,Treasury,2006,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,Investment credit for rehabilitation of structures (other than historic),
#+,87,Treasury,2007,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,Investment credit for rehabilitation of structures (other than historic),
#+,84,Treasury,2008,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,Investment credit for rehabilitation of structures (other than historic),
#+,84,Treasury,2009,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,Investment credit for rehabilitation of structures (other than historic),
#+,87,Treasury,2010,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,30.00,30.00,,,Investment credit for rehabilitation of structures (other than  historic),
#+,87,Treasury,2011,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,20.00,20.00,20.00,20.00,20.00,20.00,20.00,,Investment credit for rehabilitation of structures (other than historic),
#+,88,Treasury,2012,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,Investment credit for rehabilitation of structures (other than historic),
#,New markets tax credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>The baseline tax system would not allow credits for particular activities, investments, or industries. However, under current law taxpayers who make qualified equity investments in a community development entity (CDE), which then makes qualified investments in low-income communities, are eligible for a tax credit received over 7 years. The total equity investment available for the credit across all CDEs is $5 billion in 2009. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
#+,,JCT,2003,,<50,<50,100.00,100.00,200.00,,,,,,,,,,,,,<50,<50,100.00,100.00,200.00,,,,,,,,,,,,New markets tax credit,
#+,,JCT,2004,,,<50,<50,100.00,200.00,200.00,,,,,,,,,,,,,<50,100.00,100.00,200.00,300.00,,,,,,,,,,,New markets tax credit,
#+,,JCT,2005,,,,<50,100.00,200.00,200.00,300.00,,,,,,,,,,,,,100.00,100.00,200.00,300.00,400.00,,,,,,,,,,New markets tax credit,
#+,,JCT,2006,,,,,100.00,200.00,200.00,300.00,400.00,,,,,,,,,,,,,200.00,200.00,300.00,400.00,500.00,,,,,,,,,New markets tax credit,
#+,,JCT,2007,,,,,,200.00,200.00,300.00,400.00,300.00,,,,,,,,,,,,,200.00,300.00,400.00,500.00,400.00,,,,,,,,New markets tax credit,
#+,,JCT,2008,,,,,,,200.00,300.00,400.00,300.00,300.00,,,,,,,,,,,,,300.00,400.00,500.00,500.00,400.00,,,,,,,New markets tax credit,
#+,,JCT,2009,,,,,,,,300.00,400.00,400.00,400.00,300.00,,,,,,,,,,,,,400.00,500.00,500.00,500.00,400.00,,,,,,New markets tax credit,
#+,,JCT,2010,,,,,,,,,400.00,400.00,400.00,400.00,400.00,,,,,,,,,,,,,500.00,600.00,600.00,500.00,500.00,,,,,New markets tax credit,
#+,,JCT,2010,,,,,,,,,400.00,400.00,400.00,400.00,400.00,,,,,,,,,,,,,500.00,600.00,600.00,500.00,500.00,,,,,New markets tax credit,
#+,,JCT,2011,,,,,,,,,,300.00,300.00,300.00,300.00,300.00,,,,,,,,,,,,,400.00,400.00,400.00,400.00,400.00,,,,New markets tax credit,
#+,,JCT,2012,,,,,,,,,,,300.00,300.00,300.00,300.00,300.00,,,,,,,,,,,,,400.00,400.00,400.00,400.00,400.00,,,New markets tax credit,
#+,70,Treasury,2002,0.00,0.00,20.00,50.00,80.00,110.00,160.00,,,,,,,,,,,0.00,10.00,70.00,150.00,230.00,330.00,480.00,,,,,,,,,,,New markets tax credit,
#+,68,Treasury,2003,,0.00,20.00,50.00,70.00,110.00,150.00,210.00,,,,,,,,,,,10.00,70.00,140.00,220.00,320.00,460.00,620.00,,,,,,,,,,New markets tax credit,
#+,68,Treasury,2004,,,20.00,50.00,70.00,110.00,150.00,210.00,220.00,,,,,,,,,,,70.00,140.00,220.00,320.00,460.00,620.00,650.00,,,,,,,,,New markets tax credit,
#+,68,Treasury,2005,,,,50.00,70.00,110.00,150.00,210.00,220.00,200.00,,,,,,,,,,,140.00,220.00,320.00,460.00,620.00,650.00,590.00,,,,,,,,New markets tax credit,
#+,75,Treasury,2006,,,,,70.00,110.00,150.00,210.00,220.00,200.00,170.00,,,,,,,,,,,220.00,320.00,460.00,620.00,650.00,590.00,500.00,,,,,,,New markets tax credit,
#+,91,Treasury,2007,,,,,,110.00,150.00,210.00,220.00,200.00,170.00,130.00,,,,,,,,,,,320.00,460.00,620.00,650.00,590.00,500.00,390.00,,,,,,New markets tax credit,
#+,88,Treasury,2008,,,,,,,150.00,210.00,250.00,240.00,210.00,180.00,140.00,,,,,,,,,,,440.00,600.00,740.00,730.00,650.00,550.00,450.00,,,,,New markets tax credit,
#+,88,Treasury,2009,,,,,,,,210.00,250.00,240.00,210.00,180.00,140.00,80.00,,,,,,,,,,,600.00,740.00,730.00,650.00,550.00,450.00,260.00,,,,New markets tax credit,
#+,91,Treasury,2010,,,,,,,,,250.00,280.00,260.00,230.00,200.00,140.00,70.00,,,,,,,,,,,740.00,830.00,790.00,690.00,610.00,440.00,230.00,,,New markets tax credit,
#+,91,Treasury,2011,,,,,,,,,,520.00,650.00,720.00,730.00,700.00,660.00,590.00,,,,,,,,,,,60.00,70.00,80.00,80.00,80.00,80.00,70.00,,New markets tax credit,
#+,92,Treasury,2012,,,,,,,,,,,650.00,720.00,730.00,700.00,660.00,590.00,480.00,,,,,,,,,,,70.00,80.00,80.00,80.00,80.00,70.00,60.00,New markets tax credit,
#,New York City Liberty Zone tax incentives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<p>The Liberty Zone tax incentives were designed to address the relatively severe economic shock that affected the lower Manhattan region. The tax incentives included increased private-purpose tax-exempt bond capacity for New York (Liberty bonds and special one-time advance refunding) and a special depreciation allowance for certain real property.</p>,"Description adapted from <a href=""http://www.gpo.gov/fdsys/pkg/CPRT-111SPRT62799/pdf/CPRT-111SPRT62799.pdff""><em>Tax Expenditures: Compendium of Background Materials on Individual Provisions</em></a>, Congressional Research Service, December 2010, Washington, DC: U.S. Government Printing Office."
#+,,JCT,2005,,,,400.00,200.00,500.00,700.00,600.00,,,,,,,,,,,,,400.00,300.00,400.00,500.00,300.00,,,,,,,,,,New York City Liberty Zone tax incentives,
#+,,JCT,2006,,,,,100.00,300.00,400.00,100.00,,,,,,,,,,,,,,200.00,300.00,300.00,200.00,200.00,,,,,,,,,New York City Liberty Zone tax incentives,
#+,,JCT,2007,,,,,,300.00,400.00,100.00,0.00,0.00,,,,,,,,,,,,,300.00,400.00,300.00,200.00,200.00,,,,,,,,New York City Liberty Zone tax incentives,
#+,,JCT,2008,,,,,,,400.00,200.00,100.00,>-50,,,,,,,,,,,,,,,200.00,100.00,>-50,100.00,,,,,,,New York City Liberty Zone tax incentives,
#+,,JCT,2009,,,,,,,,100.00,100.00,<50,<50,<50,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,New York City Liberty Zone tax incentives,
#,Recovery Zone Bonds ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>The baseline tax system would not allow credits for particular activities, investments, or industries. In addition, it would tax all income under the regular tax rate schedule. It would not allow preferentially low (or zero) tax rates to apply to certain types or sources of income. In contrast, the Tax Code allows local governments to issue up $10 billion in taxable Recovery Zone Economic Development Bonds in 2009 and 2010 and receive a direct payment from Treasury equal to 45 percent of interest expenses. In addition, they would be allowed to allocate up to $15 billion in tax exempt Recovery Zone Facility Bonds. These bonds finance certain kinds of business development in areas of economic distress. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
#+,,JCT,2011,,,,,,,,,,<50,100.00,300.00,500.00,600.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,Issuance of recovery zone economic development bonds,
#+,,JCT,2012,,,,,,,,,,,<50,100.00,100.00,100.00,100.00,,,,,,,,,,,,,<50,100.00,100.00,100.00,100.00,,,Issuance of recovery zone economic development bonds,
#+,94,Treasury,2011,,,,,,,,,,0.00,0.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,0.00,0.00,20.00,30.00,30.00,30.00,30.00,,Recovery Zone Bonds ,"In addition, recovery zone bonds have outlay effects (in millions of dollars) as follows: 2009 $0; 2010 $80; 2011 $150; 2012 $170; 2013 $170; 2014 $170; and 2015 $170."
#+,95,Treasury,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Recovery Zone Bonds ,"In addition, recovery zone bonds have outlay effects (in millions of dollars) as follows: 2010 $60, 2011 $120, 2012 $130, 2013 $130, 2014 $130, 2015 $130, 2016 $130."
