Indent,Category,Source,Report,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Expenditure Name
##+,1931,JCT,2002,<+,<+,<+,<+,<+,,,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,"Tax credit for electricity production from wind, biomass, and poultry waste"
##+,2070,JCT,2003,,<+,<+,<+,<+,<+,,,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,"Tax credit for electricity production from wind, biomass, and poultry waste"
##+,,JCT,2004,,,<+,<+,<+,<+,100,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,"Tax credit for electricity production from wind, closed-loop biomass, and poultry waste"
##+,,JCT,2005,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,"Tax credit for electricity production from wind, biomass, and poultry waste"
##+,,JCT,2006,,,,,200,200,200,200,200,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,"Tax credit for electricity production from wind, biomass, and poultry waste"
##,Tax credit for electricity production from renewable resources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,2214,JCT,2007,,,,,,200,200,300,400,400,,,,,,,,,,,,100,100,100,100,100,,,,,,,Tax credit for electricity production from renewable resources
##+,2370,JCT,2008,,,,,,,2000,3700,5500,6000,5800,,,,,,,,,,,,100,100,100,100,100,,,,,,Tax credit for electricity production from renewable resources
##+,2544,JCT,2009,,,,,,,,1000,1500,1800,1600,1400,,,,,,,,,,,,100,100,100,100,100,,,,,Tax credits for electricity production from renewable resources
##,Refined coal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,2720,JCT,2010,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,,Refined coal
##+,2965,JCT,2011,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,Refined coal
##,Indian coal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,2721,JCT,2010,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,,Indian coal
##+,2966,JCT,2011,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,Indian coal
##,Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,2711,JCT,2010,,,,,,,,,600,800,900,900,900,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,Wind
##+,2956,JCT,2011,,,,,,,,,,700,900,1100,1400,1500,,,,,,,,,,,,<+,<+,100,100,100,,,Wind
##,Closed-loop biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,2712,JCT,2010,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,,Closed-loop biomass
##+,2957,JCT,2011,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,Closed-loop biomass
##,Geothermal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,2713,JCT,2010,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,,Geothermal
##+,2958,JCT,2011,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,Geothermal
##,Qualified hydropower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,2714,JCT,2010,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,,Qualified hydropower
##+,2959,JCT,2011,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,Qualified hydropower
##,Solar (limited to facilities placed in service before 1/1/06),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,2715,JCT,2010,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,,Solar (limited to facilities placed in service before 1/1/06)
##+,2960,JCT,2011,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,Solar (limited to facilities placed in service before 1/1/06)
##,Small irrigation power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,2716,JCT,2010,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,,Small irrigation power
##+,2961,JCT,2011,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,Small irrigation power
##,Municipal solid waste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,2717,JCT,2010,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,,Municipal solid waste
##+,2962,JCT,2011,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,Municipal solid waste
##,Open-loop biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,2718,JCT,2010,,,,,,,,,300,400,300,200,200,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,Open-loop biomass
##+,2963,JCT,2011,,,,,,,,,,600,400,300,200,200,,,,,,,,,,,,<+,<+,<+,<+,<+,,,Open-loop biomass
#,Alcohol fuel credits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,17,Treasury,2000,10,10,10,10,10,,,,,,,,,,,,5,5,5,5,5,,,,,,,,,,,,Alcohol fuel credits
#+,148,Treasury,2001,10,10,10,10,10,10,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,Alcohol fuel credits
#+,280,Treasury,2002,10,10,10,10,10,10,10,,,,,,,,,,10,10,10,10,10,10,10,,,,,,,,,,Alcohol fuel credits
#+,412,Treasury,2003,,20,20,20,20,20,20,20,,,,,,,,,,10,10,10,10,10,10,10,,,,,,,,,Alcohol fuel credits
#+,548,Treasury,2004,,,20,20,20,20,20,20,20,,,,,,,,,,10,10,10,10,10,10,10,,,,,,,,Alcohol fuel credits
#+,685,Treasury,2005,,,,20,20,20,20,20,20,20,,,,,,,,,,10,10,10,10,10,10,10,,,,,,,Alcohol fuel credits
#+,822,Treasury,2006,,,,,20,20,20,20,30,30,30,,,,,,,,,,10,10,10,10,10,10,10,,,,,,Alcohol fuel credits
#+,968,Treasury,2007,,,,,,30,30,30,40,40,50,20,,,,,,,,,,10,10,10,10,10,10,10,,,,,Alcohol fuel credits
#+,1130,Treasury,2008,,,,,,,40,40,50,50,60,20,0,,,,,,,,,,10,10,10,20,20,10,0,,,,Alcohol fuel credits
#+,1290,Treasury,2009,,,,,,,,30,30,40,40,20,0,0,,,,,,,,,,10,10,10,10,10,0,0,,,Alcohol fuel credits
#+,1452,Treasury,2010,,,,,,,,,40,50,70,160,320,160,0,,,,,,,,,,10,10,20,30,70,70,0,,Alcohol fuel credits 
#+,1617,Treasury,2011,,,,,,,,,,40,1190,8850,10900,6640,3590,2020,,,,,,,,,,10,10,20,40,50,20,10,Alcohol fuel credits   
#+,1790,JCT,2001,<+,<+,<+,<+,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,Tax credits for alcohol fuels ()
#+,1927,JCT,2002,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,Tax credits for alcohol fuels ()
#+,2066,JCT,2003,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,Tax credits for alcohol fuels 
#+,,JCT,2004,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
#+,,JCT,2005,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,
#+,,JCT,2006,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,,,,,,Tax credit for alcohol fuel blenders 
#+,2209,JCT,2007,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,,,,,Tax credit for alcohol fuel blenders 
#+,2365,JCT,2008,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,,,,Tax credit for alcohol fuels 
#+,2539,JCT,2009,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,,,Tax credits for alcohol fuels ()
#+,2706,JCT,2010,,,,,,,,,100,100,100,<+,0,,,,,,,,,,,,0,0,0,0,0,,,,Credits for alcohol fuels 
#+,2951,JCT,2011,,,,,,,,,,6500,10100,10400,11000,3900,,,,,,,,,,,,0,0,0,0,0,,,Credits for alcohol fuels 
#,Tax credit and deduction for clean-fuel burning vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,18,Treasury,2000,75,80,75,60,50,,,,,,,,,,,,15,15,15,15,10,,,,,,,,,,,,Tax credit and deduction for clean-fuel burning vehicles
#+,149,Treasury,2001,75,85,80,65,45,15,,,,,,,,,,,15,20,20,15,10,5,,,,,,,,,,,Tax credit and deduction for clean-fuel burning vehicles
#+,281,Treasury,2002,50,50,40,20,0,-30,-40,,,,,,,,,,10,10,10,10,0,0,-10,,,,,,,,,,Tax credit and deduction for cleanfuel burning vehicles
#+,413,Treasury,2003,,30,30,20,0,-20,-40,-40,,,,,,,,,,20,20,30,20,10,-10,-10,,,,,,,,,Tax credit and deduction for cleanfuel burning vehicles
#+,549,Treasury,2004,,,50,60,40,20,-10,-60,-60,,,,,,,,,,20,30,30,20,0,-10,-10,,,,,,,,Tax credit and deduction for clean-fuel burning vehicles
#+,686,Treasury,2005,,,,50,40,10,-20,-60,-50,-60,,,,,,,,,,20,20,0,0,-10,-10,-10,,,,,,,Tax credit and deduction for clean-fuel burning vehicles
#+,823,Treasury,2006,,,,,20,30,40,20,-10,-20,-10,,,,,,,,,,50,40,10,-40,-60,-60,-50,,,,,,Tax credit and deduction for clean-fuel burning vehicles
#+,969,Treasury,2007,,,,,,50,30,-10,-10,-20,-30,-30,,,,,,,,,,20,60,210,150,160,10,-10,,,,,Tax credit and deduction for clean-fuel burning vehicles
#+,1131,Treasury,2008,,,,,,,40,30,0,-30,-30,-40,-50,,,,,,,,,,70,230,150,160,10,-10,-10,,,,Tax credit and deduction for clean-fuel burning vehicles
#+,1292,Treasury,2009,,,,,,,,30,0,-30,-30,-40,-50,-40,,,,,,,,,,230,150,160,10,-10,-10,-10,,,Tax credit and deduction for clean-fuel burning vehicles
#+,1454,Treasury,2010,,,,,,,,,60,30,50,10,-20,10,40,,,,,,,,,,110,60,30,30,30,50,60,,Tax credit and deduction for clean-fuel burning vehicles
#+,1619,Treasury,2011,,,,,,,,,,80,180,220,120,160,210,340,,,,,,,,,,50,60,40,10,10,20,50,Tax credit and deduction for clean-fuel burning vehicles
##,Credits for alternative technology vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,2379,JCT,2008,,,,,,,100,100,<+,<+,<+,,,,,,,,,,,,200,200,100,100,<+,,,,,,Tax credits for alternative technology vehicles
##+,2552,JCT,2009,,,,,,,,100,<+,<+,<+,<+,,,,,,,,,,,,200,200,200,100,<+,,,,,Tax credits for alternative technology vehicles
##+,2825,JCT,2010,,,,,,,,,100,<+,<+,<+,<+,,,,,,,,,,,,200,200,200,<+,<+,,,,Credits for alternative technology vehicles
##+,2945,JCT,2011,,,,,,,,,,100,200,100,<+,<+,,,,,,,,,,,,400,500,200,<+,<+,,,Credits for alternative technology vehicles
##,Credit for clean-fuel vehicle refueling property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,2380,JCT,2008,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,Tax credit for clean-fuel vehicle refueling property
##+,2553,JCT,2009,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,,Tax credit for clean-fuel vehicle refueling property
##+,2725,JCT,2010,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,Credit for clean-fuel vehicle refueling property
##+,2970,JCT,2011,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,<+,<+,<+,<+,<+,,,Credit for clean-fuel vehicle refueling property
##,Hybrid vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,2723,JCT,2010,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,200,200,200,100,<+,,,,Hybrid vehicles
##+,2968,JCT,2011,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,200,200,100,100,<+,,,Hybrid vehicles
##,Other alternative fuel vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,2724,JCT,2010,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,Other alternative fuel vehicles
##+,2969,JCT,2011,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,<+,<+,<+,<+,<+,,,Other alternative fuel vehicles
#,Exclusion from income of conservation subsidies provided by public utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,19,Treasury,2000,0,0,0,0,0,,,,,,,,,,,,80,75,75,75,80,,,,,,,,,,,,Exclusion from income of conservation subsidies provided by public utilities
#+,150,Treasury,2001,-5,-5,-5,0,0,0,,,,,,,,,,,85,85,85,85,85,85,,,,,,,,,,,Exclusion from income of conservation subsidies provided by public utilities
#+,282,Treasury,2002,0,0,0,0,0,0,0,,,,,,,,,,90,80,80,80,90,90,90,,,,,,,,,,Exclusion from income of conservation subsidies provided by public utilities
#+,414,Treasury,2003,,0,0,0,0,0,0,0,,,,,,,,,,70,70,70,70,70,70,60,,,,,,,,,Exclusion from income of conservation subsidies provided by public utilities
#+,550,Treasury,2004,,,0,0,0,0,0,0,0,,,,,,,,,,80,80,80,80,80,80,80,,,,,,,,Exclusion from income of conservation subsidies provided by public utilities
#+,687,Treasury,2005,,,,0,0,0,0,0,0,0,,,,,,,,,,80,80,80,80,80,80,80,,,,,,,Exclusion from income of conservation subsidies provided by public utilities
#+,824,Treasury,2006,,,,,0,0,0,0,0,0,0,,,,,,,,,,100,100,100,100,90,90,90,,,,,,Exclusion of conservation subsidies provided by public utilities
#+,970,Treasury,2007,,,,,,0,0,0,0,0,0,0,,,,,,,,,,80,80,80,80,80,70,70,,,,,Exclusion of utility conservation subsidies
#+,1132,Treasury,2008,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,110,110,110,110,110,110,100,,,,Exclusion of utility conservation subsidies
#+,1293,Treasury,2009,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,120,120,120,110,110,110,110,,,Exclusion of utility conservation subsidies
#+,1455,Treasury,2010,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,120,120,110,110,110,110,110,,Exclusion of utility conservation subsidies
#+,1620,Treasury,2011,,,,,,,,,,10,10,0,0,0,0,0,,,,,,,,,,130,130,130,120,120,120,120,Exclusion of utility conservation subsidies
#+,1792,JCT,2001,0,0,0,0,,,,,,,,,,,,,<+,<+,<+,<+,,,,,,,,,,,,,Exclusion of energy conservation subsidies provided by public utilities
#+,1929,JCT,2002,0,0,0,0,0,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,Exclusion of energy conservation subsidies provided by public utilities
#+,2068,JCT,2003,,0,0,0,0,0,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,Exclusion of energy conservation subsidies provided by public utilities
#+,,JCT,2004,,,0,0,0,0,0,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,Exclusion of energy conservation subsidies provided by public utilities
#+,,JCT,2005,,,,0,0,0,0,0,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,Exclusion of energy conservation subsidies provided by public utilities
#+,,JCT,2006,,,,,0,0,0,0,0,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,,Exclusion of energy conservation subsidies provided by public utilities
#+,2212,JCT,2007,,,,,,0,0,0,0,0,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,,Exclusion of energy conservation subsidies provided by public utilities
#+,2368,JCT,2008,,,,,,,0,0,0,0,0,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,Exclusion of energy conservation subsidies provided by public utilities
#+,2542,JCT,2009,,,,,,,,0,0,0,0,0,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,,Exclusion of energy conservation subsidies provided by public utilities
#+,2827,JCT,2010,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,Exclusion of energy conservation subsidies provided by public utilities
#+,2947,JCT,2011,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,<+,<+,<+,<+,<+,,,Exclusion of energy conservation subsidies provided by public utilities
#,Credit for holding clean renewable energy bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,971,Treasury,2007,,,,,,0,0,10,30,40,50,50,,,,,,,,,,0,0,0,0,0,0,0,,,,,Credit for holding clean renewable energy bonds
#+,1133,Treasury,2008,,,,,,,10,30,40,50,50,50,50,,,,,,,,,,10,30,40,50,50,50,50,,,,Credit for holding clean renewable energy bonds
#+,1294,Treasury,2009,,,,,,,,10,10,20,20,20,20,20,,,,,,,,,,10,30,50,50,50,50,50,,,Credit for holding clean renewable energy bonds
#+,1456,Treasury,2010,,,,,,,,,10,20,20,20,20,20,20,,,,,,,,,,30,50,50,50,50,50,50,,Credit for holding clean renewable energy bonds
#+,1621,Treasury,2011,,,,,,,,,,20,20,30,30,40,40,40,,,,,,,,,,50,60,70,90,100,100,100,Credit for holding clean renewable energy bonds
#+,2372,JCT,2008,,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,,,Tax credit for holders of clean renewable energy bonds
#+,2545,JCT,2009,,,,,,,,<+,<+,100,100,100,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,,Tax credit for holders of clean renewable energy bonds
#+,2826,JCT,2010,,,,,,,,,<+,100,100,100,100,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,Credit for holders of clean renewable energy bonds
#+,2946,JCT,2011,,,,,,,,,,<+,100,100,100,200,,,,,,,,,,,,<+,<+,<+,<+,<+,,,Credit for holders of clean renewable energy bonds
#,Deferral of gain from dispositions of transmission property to implement FERC restructuring policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,972,Treasury,2007,,,,,,490,620,530,230,-100,-360,-510,,,,,,,,,,0,0,0,0,0,0,0,,,,,Deferral of gain from dispositions of transmission property to implement FERC restructuring policy
#+,1134,Treasury,2008,,,,,,,620,530,230,-100,-360,-510,-540,,,,,,,,,,0,0,0,0,0,0,0,,,,Deferral of gain from dispositions of transmission property to implement FERC restructuring policy
#+,1295,Treasury,2009,,,,,,,,610,250,-60,-290,-490,-590,-570,,,,,,,,,,0,0,0,0,0,0,0,,,Deferral of gain from dispositions of transmission property to implement FERC restructuring policy
#+,1457,Treasury,2010,,,,,,,,,-30,-50,-120,-320,-400,-480,-490,,,,,,,,,,,,,,,,,,Deferral of gain from dispositions of transmission property toimplement FERC restructuring policy
#+,1622,Treasury,2011,,,,,,,,,,-10,-150,-400,-460,-490,-500,-470,,,,,,,,,,,,,,,,,Deferral of gain from dispositions of transmission property to implement FERC restructuring policy
#+,2215,JCT,2007,,,,,,2700,2100,-200,-1000,-1000,,,,,,,,,,,,0,0,0,0,0,,,,,,,Deferral of gain from the disposition of electric transmission property to implement Federal Energy Regulatory Commission restructuring policy
#+,2371,JCT,2008,,,,,,,600,500,<-,-300,-300,,,,,,,,,,,,0,0,0,0,0,,,,,,Deferral of gain from the disposition of electric transmission property to implement Federal Energy Regulatory Commission restructuring policy
#,Credit for production from advanced nuclear power facilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,973,Treasury,2007,,,,,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,,,,,Credit for production from advanced nuclear power facilities
#,Credit for investment in clean coal facilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,974,Treasury,2007,,,,,,0,50,50,100,150,200,280,,,,,,,,,,0,0,0,0,0,0,0,,,,,Credit for investment in clean coal facilities
#+,1135,Treasury,2008,,,,,,,0,30,50,80,130,180,250,,,,,,,,,,0,0,0,0,0,0,0,,,,Credit for investment in clean coal facilities
#+,1296,Treasury,2009,,,,,,,,30,50,80,130,180,245,290,,,,,,,,,,0,0,0,0,0,0,0,,,Credit for investment in clean coal facilities
#+,1458,Treasury,2010,,,,,,,,,30,200,290,260,240,230,210,,,,,,,,,,,,,,,,,,Credit for investment in clean coal facilities
#+,1623,Treasury,2011,,,,,,,,,,180,290,480,550,440,360,250,,,,,,,,,,0,0,0,0,0,0,0,Credit for investment in clean coal facilities
#+,2373,JCT,2008,,,,,,,<+,100,100,200,200,,,,,,,,,,,,0,0,0,0,0,,,,,,Tax credits for investments in clean coal power generation facilities
#+,2546,JCT,2009,,,,,,,,100,100,200,200,300,,,,,,,,,,,,0,0,0,0,0,,,,,Tax credits for investments in clean coal power generation facilities
#+,2719,JCT,2010,,,,,,,,,200,200,200,100,100,,,,,,,,,,,,0,0,0,0,0,,,,Credits for investments in clean coal facilities
#+,2964,JCT,2011,,,,,,,,,,200,200,200,200,200,,,,,,,,,,,,0,0,0,0,0,,,Credits for investments in clean coal facilities
#,Temporary 50% expensing for equipment used in the refining of liquid fuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,975,Treasury,2007,,,,,,0,10,30,120,240,260,180,,,,,,,,,,0,0,0,0,0,0,0,,,,,Temporary 50% expensing for equipment used in the refining of liquid fuels
#+,1136,Treasury,2008,,,,,,,10,30,120,240,260,180,-50,,,,,,,,,,0,0,0,0,0,0,0,,,,Temporary 50% expensing for equipment used in the refining of liquid fuels
#+,1297,Treasury,2009,,,,,,,,30,120,240,260,180,-50,-160,,,,,,,,,,0,0,0,0,0,0,0,,,Temporary 50% expensing for equipment used in the refining of liquid fuels
#+,1459,Treasury,2010,,,,,,,,,350,750,890,900,800,700,630,,,,,,,,,,,,,,,,,,Temporary 50% expensing for equipment used in the refining of liquid fuels
#+,1624,Treasury,2011,,,,,,,,,,770,1140,930,760,630,-300,-790,,,,,,,,,,0,0,0,0,0,0,0,Temporary 50% expensing for equipment used in the refining of liquid fuels
#+,2374,JCT,2008,,,,,,,<+,<+,100,200,300,,,,,,,,,,,,0,0,0,0,0,,,,,,Expensing of the cost of property used in the refining of liquid fuels
#+,2547,JCT,2009,,,,,,,,<-,200,500,700,600,,,,,,,,,,,,0,0,0,0,0,,,,,Expensing of the cost of property used in the refining of liquid fuels
#+,2741,JCT,2010,,,,,,,,,400,1100,900,800,600,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,Election to expense 50 percent of qualified property used to refine liquid fuels
#+,2988,JCT,2011,,,,,,,,,,500,700,800,700,600,,,,,,,,,,,,0,0,0,0,0,,,Election to expense 50 percent of qualified property used to refine liquid fuels
#,Pass through low sulfur diesel expensing to cooperative owners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,976,Treasury,2007,,,,,,0,0,0,0,0,0,0,,,,,,,,,,40,0,-10,0,-10,0,-10,,,,,Pass through low sulfur diesel expensing to cooperative owners
#+,2206,JCT,2007,,,,,,<+,<+,<+,<+,<+,,,,,,,,,,,,0,0,0,0,0,,,,,,,Incentives for small refiners to comply with EPA sulfur regulations
#,Natural gas distribution pipelines treated as 15-year property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,977,Treasury,2007,,,,,,0,20,50,90,120,150,150,,,,,,,,,,0,0,0,0,0,0,0,,,,,Natural gas distribution pipelines treated as 15-year property
#+,1137,Treasury,2008,,,,,,,20,50,90,120,150,150,120,,,,,,,,,,0,0,0,0,0,0,0,,,,Natural gas distribution pipelines treated as 15-year property
#+,1298,Treasury,2009,,,,,,,,60,80,90,110,120,110,100,,,,,,,,,,0,0,0,0,0,0,0,,,Natural gas distribution pipelines treated as 15-year property
#+,1460,Treasury,2010,,,,,,,,,80,90,110,120,110,100,90,,,,,,,,,,,,,,,,,,Natural gas distribution pipelines treated as 15-year property
#+,1625,Treasury,2011,,,,,,,,,,80,110,120,110,90,80,80,,,,,,,,,,0,0,0,0,0,0,0,Natural gas distribution pipelines treated as 15-year property
#+,2740,JCT,2010,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,<+,<+,<+,<+,<+,,,,15-year MACRS for natural gas distribution line
#+,2987,JCT,2011,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,0,0,0,0,0,,,15-year MACRS for natural gas distribution line
#,Amortize all geological and geophysical expenditures over 2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,978,Treasury,2007,,,,,,0,30,120,140,110,80,50,,,,,,,,,,0,10,30,40,30,20,10,,,,,Amortize all geological and geophysical expenditures over
#+,1138,Treasury,2008,,,,,,,10,50,70,60,30,10,10,,,,,,,,,,0,10,20,10,10,0,0,,,,Amortize all geological and geophysical expenditures over
#+,1299,Treasury,2009,,,,,,,,40,30,20,10,10,10,10,,,,,,,,,,10,10,10,0,0,0,0,,,Amortize all geological and geophysical expenditures over
#+,1461,Treasury,2010,,,,,,,,,20,70,100,100,70,50,30,,,,,,,,,,0,20,30,20,20,10,10,,Amortize all geological and geophysical expenditures over 2 years
#+,1626,Treasury,2011,,,,,,,,,,30,120,190,190,150,110,70,,,,,,,,,,10,30,50,50,40,30,20,Amortize all geological and geophysical expenditures over 2 years
#+,2375,JCT,2008,,,,,,,<-,100,200,200,100,,,,,,,,,,,,<-,<+,100,100,<+,,,,,,Amortization of geological and geophysical costs associated with oil and gas exploration
#+,2548,JCT,2009,,,,,,,,100,200,200,200,100,,,,,,,,,,,,<+,100,100,100,<+,,,,,Amortization of geological and geophysical expenditures associated with oil and gas exploration
#+,2735,JCT,2010,,,,,,,,,100,200,200,200,200,,,,,,,,,,,,<+,100,100,100,100,,,,Amortization of geological and geophysical expenditures associated with oil and gas exploration
#+,2981,JCT,2011,,,,,,,,,,<+,100,100,100,100,,,,,,,,,,,,<+,<+,<+,<+,<+,,,Amortization of geological and geophysical expenditures associated with oil and gas exploration
#,Allowance of deduction for certain energy efficient commercial building property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,979,Treasury,2007,,,,,,0,60,150,110,20,-10,-10,,,,,,,,,,0,20,40,30,10,0,0,,,,,Allowance of deduction for certain energy efficient commercial building property
#+,1139,Treasury,2008,,,,,,,60,140,130,70,20,-10,-10,,,,,,,,,,20,50,40,20,10,0,0,,,,Allowance of deduction for certain energy efficient commercial building property
#+,1300,Treasury,2009,,,,,,,,140,130,70,20,0,0,0,,,,,,,,,,50,40,20,10,0,0,0,,,Allowance of deduction for certain energy efficient commercial building property
#+,1462,Treasury,2010,,,,,,,,,130,150,160,130,130,10,40,,,,,,,,,,40,50,50,60,70,10,20,,Allowance of deduction for certain energy efficient commercial building property
#+,1627,Treasury,2011,,,,,,,,,,50,60,70,70,100,60,10,,,,,,,,,,10,20,20,20,30,20,0,Allowance of deduction for certain energy efficient commercial building property
#+,2376,JCT,2008,,,,,,,<+,100,<+,<-,<-,,,,,,,,,,,,<+,100,<+,<-,<-,,,,,,Deduction for expenditures on energy-efficient commercial building property
#+,2549,JCT,2009,,,,,,,,<+,100,<+,<-,<-,,,,,,,,,,,,<+,100,<+,<-,<-,,,,,Deduction for expenditures on energy-efficient commercial building property
