County Name,State Name,State FIPS,County FIPS,Total Deposits ($),TARP CPP Deposits ($),TARP CPP Deposits (%),Total Branches ,TARP CPP Branches,TARP CPP Branches (%),Total HMDA Loan Originations (#),TARP HMDA Loan Originations (#),TARP HMDA Loan Originations (%)
Chesterfield County,South Carolina,45,25,412280000,95217000,0.231,14,3,0.2143,203,56,0.2804
Clarendon County,South Carolina,45,27,267107000,67872000,0.2541,7,1,0.1429,325,148,0.4571
Colleton County,South Carolina,45,29,381926000,100933000,0.2643,13,3,0.2308,568,280,0.4943
Darlington County,South Carolina,45,31,556741000,143201000,0.2572,20,5,0.25,655,309,0.4729
Dillon County,South Carolina,45,33,283543000,72318000,0.2551,8,3,0.375,167,61,0.367
Dorchester County,South Carolina,45,35,1009549000,350628000,0.3473,39,15,0.3846,2970,1518,0.5114
Edgefield County,South Carolina,45,37,153218000,56151000,0.3665,7,3,0.4286,320,165,0.5186
Fairfield County,South Carolina,45,39,134254000,47602000,0.3546,4,1,0.25,270,144,0.5347
Florence County,South Carolina,45,41,2011991000,997956000,0.496,46,15,0.3261,2373,1466,0.6178
Georgetown County,South Carolina,45,43,1106546000,364063000,0.329,32,13,0.4062,1394,815,0.5847
Greenville County,South Carolina,45,45,9887948000,6925643000,0.7004,165,91,0.5515,9620,5590,0.5811
Greenwood County,South Carolina,45,47,856465000,159339000,0.186,23,6,0.2609,1165,672,0.5776
Hampton County,South Carolina,45,49,294863000,125211000,0.4246,7,3,0.4286,158,99,0.627
Horry County,South Carolina,45,51,5690912000,2707708000,0.4758,129,59,0.4574,10117,5676,0.5611
Jasper County,South Carolina,45,53,160455000,136089000,0.8481,5,4,0.8,396,250,0.6336
Kershaw County,South Carolina,45,55,673741000,191925000,0.2849,14,5,0.3571,962,462,0.4805
Lancaster County,South Carolina,45,57,364373000,59779000,0.1641,10,2,0.2,958,360,0.3758
Laurens County,South Carolina,45,59,558738000,170147000,0.3045,17,6,0.3529,684,323,0.4734
Lee County,South Carolina,45,61,122770000,55395000,0.4512,4,1,0.25,93,40,0.4306
Lexington County,South Carolina,45,63,2686091000,1943029000,0.7234,64,43,0.6719,5399,3025,0.5604
Marion County,South Carolina,45,67,351581000,59543000,0.1694,14,1,0.0714,206,71,0.3486
Marlboro County,South Carolina,45,69,179541000,0,0,7,0,0,101,33,0.3322
McCormick County,South Carolina,45,65,92132000,74030000,0.8035,3,2,0.6667,140,83,0.5957
Newberry County,South Carolina,45,71,436308000,242005000,0.5547,11,5,0.4545,546,316,0.5796
Oconee County,South Carolina,45,73,1079877000,168422000,0.156,25,5,0.2,1153,615,0.5335
Orangeburg County,South Carolina,45,75,761832000,533066000,0.6997,21,10,0.4762,893,432,0.4843
Pickens County,South Carolina,45,77,1598383000,583483000,0.365,35,17,0.4857,1639,802,0.4895
Richland County,South Carolina,45,79,9509849000,5743571000,0.604,110,53,0.4818,7279,3976,0.5463
Saluda County,South Carolina,45,81,146691000,56181000,0.383,5,2,0.4,153,82,0.5368
Spartanburg County,South Carolina,45,83,3712934000,1572587000,0.4235,79,35,0.443,4472,2442,0.5461
Sumter County,South Carolina,45,85,685001000,434679000,0.6346,16,9,0.5625,1206,503,0.4179
Union County,South Carolina,45,87,335074000,135553000,0.4045,9,3,0.3333,261,135,0.5199
Williamsburg County,South Carolina,45,89,304022000,0,0,12,0,0,146,66,0.4548
York County,South Carolina,45,91,2021197000,1083176000,0.5359,52,27,0.5192,6139,3509,0.5717
Aurora County,South Dakota,46,3,93510000,0,0,3,0,0,6,1,0.1714
Beadle County,South Dakota,46,5,277312000,71587000,0.2581,9,1,0.1111,79,30,0.3892
Bennett County,South Dakota,46,7,32295000,32295000,1,1,1,1,35,27,0.7778
Bon Homme County,South Dakota,46,9,103541000,0,0,5,0,0,33,12,0.3667
Brookings County,South Dakota,46,11,860285000,56543000,0.0657,15,1,0.0667,302,99,0.329
Brown County,South Dakota,46,13,876584000,309975000,0.3536,21,5,0.2381,507,257,0.508
Brule County,South Dakota,46,15,156620000,56389000,0.36,4,1,0.25,38,16,0.427
Buffalo County,South Dakota,46,17,0,0,0,0,0,0,2,1,0.6667
Butte County,South Dakota,46,19,198459000,45432000,0.2289,4,1,0.25,161,68,0.4248
Campbell County,South Dakota,46,21,43956000,0,0,2,0,0,6,2,0.4
Charles Mix County,South Dakota,46,23,212373000,0,0,6,0,0,21,6,0.3182
Clark County,South Dakota,46,25,99174000,0,0,5,0,0,11,1,0.1078
Clay County,South Dakota,46,27,164492000,10095000,0.0614,6,1,0.1667,103,33,0.3239
Codington County,South Dakota,46,29,728496000,109820000,0.1507,20,2,0.1,279,85,0.3073
Corson County,South Dakota,46,31,35541000,0,0,3,0,0,6,1,0.2857
Custer County,South Dakota,46,33,61771000,0,0,3,0,0,91,23,0.263
Davison County,South Dakota,46,35,453478000,96609000,0.213,12,2,0.1667,251,127,0.5071
Day County,South Dakota,46,37,123700000,0,0,7,0,0,23,2,0.1292
Deuel County,South Dakota,46,39,88036000,10410000,0.1182,4,1,0.25,42,15,0.3717
Dewey County,South Dakota,46,41,44458000,0,0,3,0,0,13,6,0.4815
Douglas County,South Dakota,46,43,50279000,0,0,3,0,0,13,4,0.3171
Edmunds County,South Dakota,46,45,110967000,0,0,5,0,0,33,14,0.44
Fall River County,South Dakota,46,47,109548000,51780000,0.4727,6,1,0.1667,93,34,0.375
Faulk County,South Dakota,46,49,43993000,0,0,2,0,0,6,1,0.2222
Grant County,South Dakota,46,51,215591000,68649000,0.3184,5,1,0.2,129,79,0.6172
Gregory County,South Dakota,46,53,128868000,0,0,4,0,0,6,1,0.24
Haakon County,South Dakota,46,55,103510000,0,0,2,0,0,14,5,0.3889
Hamlin County,South Dakota,46,57,99076000,0,0,7,0,0,60,19,0.3315
Hand County,South Dakota,46,59,117690000,0,0,2,0,0,3,0,0.1
Hanson County,South Dakota,46,61,62190000,0,0,3,0,0,29,11,0.4085
Harding County,South Dakota,46,63,28100000,0,0,1,0,0,3,0,0.1304
Hughes County,South Dakota,46,65,551515000,56190000,0.1019,12,2,0.1667,199,94,0.4727
Hutchinson County,South Dakota,46,67,304559000,0,0,8,0,0,41,14,0.3565
Hyde County,South Dakota,46,69,41372000,0,0,2,0,0,3,0,0.2727
Jackson County,South Dakota,46,71,24498000,0,0,1,0,0,8,2,0.3478
Jerauld County,South Dakota,46,73,55839000,0,0,2,0,0,2,0,0.1111
Jones County,South Dakota,46,75,32681000,0,0,3,0,0,3,1,0.375
Kingsbury County,South Dakota,46,77,149643000,9219000,0.0616,7,1,0.1429,37,13,0.3776
Lake County,South Dakota,46,79,195149000,58207000,0.2983,4,1,0.25,105,32,0.3107
Lawrence County,South Dakota,46,81,401210000,131863000,0.3287,13,3,0.2308,442,195,0.4424
Lincoln County,South Dakota,46,83,620140000,31931000,0.0515,20,3,0.15,982,446,0.4551
Lyman County,South Dakota,46,85,53352000,1597000,0.0299,5,1,0.2,14,5,0.3784
Marshall County,South Dakota,46,91,66910000,13461000,0.2012,4,1,0.25,31,13,0.4306
McCook County,South Dakota,46,87,93762000,0,0,5,0,0,55,21,0.3957
McPherson County,South Dakota,46,89,42975000,0,0,2,0,0,10,3,0.3448
Meade County,South Dakota,46,93,292282000,66097000,0.2261,6,2,0.3333,402,173,0.4327
Mellette County,South Dakota,46,95,13855000,13855000,1,1,1,1,4,2,0.5714
Miner County,South Dakota,46,97,42382000,0,0,3,0,0,7,1,0.2333
Minnehaha County,South Dakota,46,99,62205733000,59393181000,0.9548,105,24,0.2286,2700,1183,0.4383
Moody County,South Dakota,46,101,97731000,0,0,3,0,0,58,19,0.3432
Pennington County,South Dakota,46,103,1440673000,602486000,0.4182,32,13,0.4062,1765,789,0.4472
Perkins County,South Dakota,46,105,96270000,0,0,3,0,0,6,0,0.1176
Potter County,South Dakota,46,107,119378000,0,0,3,0,0,0,0,0
Roberts County,South Dakota,46,109,203642000,17979000,0.0883,7,1,0.1429,51,18,0.3723
Sanborn County,South Dakota,46,111,41112000,0,0,3,0,0,12,4,0.4
Shannon County,South Dakota,46,113,0,0,0,0,0,0,14,10,0.7778
Spink County,South Dakota,46,115,155899000,44348000,0.2845,9,1,0.1111,38,15,0.413
Stanley County,South Dakota,46,117,23179000,0,0,1,0,0,41,22,0.5541
Sully County,South Dakota,46,119,57111000,0,0,2,0,0,4,1,0.25
Todd County,South Dakota,46,121,43719000,43719000,1,1,1,1,17,13,0.8095
Tripp County,South Dakota,46,123,160339000,36160000,0.2255,4,1,0.25,23,9,0.4182
Turner County,South Dakota,46,125,170187000,12156000,0.0714,9,1,0.1111,103,37,0.3601
Union County,South Dakota,46,127,218032000,0,0,10,0,0,191,67,0.3524
Walworth County,South Dakota,46,129,207750000,62781000,0.3022,4,1,0.25,32,10,0.3404
Yankton County,South Dakota,46,135,561914000,58873000,0.1048,13,3,0.2308,204,71,0.3523
Ziebach County,South Dakota,46,137,367067000,0,0,1,0,0,3,1,0.375
Anderson County,Tennessee,47,1,984621000,761121000,0.773,19,12,0.6316,1052,461,0.4391
Bedford County,Tennessee,47,3,518563000,190074000,0.3665,10,5,0.5,508,201,0.3975
Benton County,Tennessee,47,5,249836000,23471000,0.0939,8,1,0.125,147,65,0.4482
Bledsoe County,Tennessee,47,7,105456000,0,0,2,0,0,89,22,0.255
Blount County,Tennessee,47,9,1622481000,1164008000,0.7174,52,33,0.6346,2669,1514,0.5674
Bradley County,Tennessee,47,11,1476075000,1039353000,0.7041,38,26,0.6842,1650,867,0.5258
Campbell County,Tennessee,47,13,508578000,27036000,0.0532,18,1,0.0556,468,171,0.3665
Cannon County,Tennessee,47,15,154073000,54229000,0.352,3,1,0.3333,174,65,0.3742
Carroll County,Tennessee,47,17,417506000,74082000,0.1774,18,4,0.2222,279,117,0.4208
Carter County,Tennessee,47,19,632005000,23472000,0.0371,13,1,0.0769,621,253,0.4083
Cheatham County,Tennessee,47,21,376577000,174983000,0.4647,11,4,0.3636,835,480,0.5755
Chester County,Tennessee,47,23,250983000,38418000,0.1531,9,2,0.2222,172,63,0.3691
Claiborne County,Tennessee,47,25,481797000,0,0,12,0,0,192,38,0.1992
Clay County,Tennessee,47,27,113871000,0,0,4,0,0,43,12,0.2848
Cocke County,Tennessee,47,29,425171000,150227000,0.3533,10,2,0.2,338,180,0.5331
Coffee County,Tennessee,47,31,705362000,79266000,0.1124,21,3,0.1429,661,302,0.4571
Crockett County,Tennessee,47,33,211508000,43369000,0.205,11,2,0.1818,149,67,0.4502
Cumberland County,Tennessee,47,35,827679000,236561000,0.2858,19,5,0.2632,637,257,0.4044
Davidson County,Tennessee,47,37,16824174000,15474778000,0.9198,207,178,0.8599,14952,9167,0.6131
Decatur County,Tennessee,47,39,484018000,0,0,8,0,0,82,23,0.2908
DeKalb County,Tennessee,47,41,341017000,69273000,0.2031,8,2,0.25,201,63,0.318
Dickson County,Tennessee,47,43,666880000,108395000,0.1625,20,3,0.15,624,215,0.3455
Dyer County,Tennessee,47,45,532154000,46555000,0.0875,15,2,0.1333,274,79,0.2893
Fayette County,Tennessee,47,47,494428000,367666000,0.7436,19,12,0.6316,1142,725,0.6355
Fentress County,Tennessee,47,49,263261000,0,0,6,0,0,102,31,0.3091
Franklin County,Tennessee,47,51,493199000,225305000,0.4568,15,7,0.4667,576,320,0.5565
Gibson County,Tennessee,47,53,701066000,324551000,0.4629,27,9,0.3333,558,241,0.4319
Giles County,Tennessee,47,55,627618000,133651000,0.2129,13,4,0.3077,287,133,0.4637
Grainger County,Tennessee,47,57,140692000,0,0,6,0,0,287,102,0.3583
Greene County,Tennessee,47,59,1332675000,887374000,0.6659,26,12,0.4615,995,582,0.585
Grundy County,Tennessee,47,61,91722000,0,0,8,0,0,60,5,0.0948
Hamblen County,Tennessee,47,63,707677000,577325000,0.8158,20,13,0.65,989,533,0.5398
Hamilton County,Tennessee,47,65,5647558000,4797478000,0.8495,113,92,0.8142,6761,3879,0.5738
Hancock County,Tennessee,47,67,55753000,0,0,2,0,0,29,9,0.3152
Hardeman County,Tennessee,47,69,311891000,192666000,0.6177,15,12,0.8,278,122,0.4392
Hardin County,Tennessee,47,71,429029000,67230000,0.1567,12,2,0.1667,255,112,0.4427
Hawkins County,Tennessee,47,73,527389000,270462000,0.5128,19,10,0.5263,672,293,0.4366
Haywood County,Tennessee,47,75,349175000,47487000,0.136,8,3,0.375,183,75,0.4122
Henderson County,Tennessee,47,77,401370000,104221000,0.2597,15,3,0.2,278,100,0.361
Henry County,Tennessee,47,79,503722000,59162000,0.1174,15,1,0.0667,307,119,0.3906
Hickman County,Tennessee,47,81,201758000,91972000,0.4559,5,2,0.4,342,154,0.4524
Houston County,Tennessee,47,83,96831000,32411000,0.3347,3,1,0.3333,79,39,0.4969
Humphreys County,Tennessee,47,85,246583000,90184000,0.3657,7,3,0.4286,213,87,0.412
Jackson County,Tennessee,47,87,125225000,72660000,0.5802,4,3,0.75,160,80,0.5047
Jefferson County,Tennessee,47,89,540125000,401649000,0.7436,17,9,0.5294,957,551,0.5758
Johnson County,Tennessee,47,91,223327000,0,0,5,0,0,119,39,0.3306
Knox County,Tennessee,47,93,7611033000,5692873000,0.748,154,98,0.6364,8917,4634,0.5197
Lake County,Tennessee,47,95,48301000,25750000,0.5331,3,2,0.6667,26,7,0.2737
Lauderdale County,Tennessee,47,97,334925000,32844000,0.0981,12,1,0.0833,272,103,0.382
Lawrence County,Tennessee,47,99,610639000,310802000,0.509,14,6,0.4286,413,198,0.4797
Lewis County,Tennessee,47,101,120039000,45490000,0.379,7,2,0.2857,106,41,0.3955
Lincoln County,Tennessee,47,103,515137000,178388000,0.3463,12,4,0.3333,467,261,0.56
Loudon County,Tennessee,47,105,746850000,720090000,0.9642,23,21,0.913,1123,667,0.5942
Macon County,Tennessee,47,111,402970000,34798000,0.0864,10,1,0.1,201,41,0.2051
Madison County,Tennessee,47,113,1524413000,744956000,0.4887,41,15,0.3659,1213,498,0.4112
Marion County,Tennessee,47,115,300606000,0,0,15,0,0,282,71,0.2541
Marshall County,Tennessee,47,117,430312000,89533000,0.2081,11,3,0.2727,382,148,0.3882
Maury County,Tennessee,47,119,1310941000,792038000,0.6042,30,20,0.6667,1984,1196,0.6032
McMinn County,Tennessee,47,107,840883000,325514000,0.3871,22,13,0.5909,829,438,0.5284
McNairy County,Tennessee,47,109,299393000,63684000,0.2127,13,2,0.1538,253,98,0.3874
Meigs County,Tennessee,47,121,91545000,35597000,0.3888,5,3,0.6,156,82,0.5288
Monroe County,Tennessee,47,123,596952000,315412000,0.5284,29,16,0.5517,610,284,0.4667
Montgomery County,Tennessee,47,125,1608312000,1041820000,0.6478,53,30,0.566,3531,1645,0.466
Moore County,Tennessee,47,127,60147000,0,0,2,0,0,63,26,0.42
Morgan County,Tennessee,47,129,136090000,26061000,0.1915,3,1,0.3333,117,29,0.2527
Obion County,Tennessee,47,131,752906000,443559000,0.5891,19,7,0.3684,185,47,0.2587
Overton County,Tennessee,47,133,342916000,0,0,6,0,0,153,66,0.4347
Perry County,Tennessee,47,135,126078000,0,0,3,0,0,34,10,0.3009
Pickett County,Tennessee,47,137,118269000,21608000,0.1827,2,1,0.5,63,39,0.6238
Polk County,Tennessee,47,139,183468000,69160000,0.377,9,2,0.2222,264,130,0.4925
Putnam County,Tennessee,47,141,1370998000,720492000,0.5255,36,15,0.4167,1004,576,0.5744
Rhea County,Tennessee,47,143,343146000,42719000,0.1245,9,1,0.1111,335,120,0.3606
Roane County,Tennessee,47,145,454756000,370667000,0.8151,13,9,0.6923,725,354,0.4885
Robertson County,Tennessee,47,147,654407000,394279000,0.6025,19,10,0.5263,1556,856,0.5506
Rutherford County,Tennessee,47,149,2800851000,2271882000,0.8111,79,63,0.7975,6716,3785,0.5637
Scott County,Tennessee,47,151,271156000,0,0,9,0,0,99,24,0.2463
Sequatchie County,Tennessee,47,153,151995000,0,0,6,0,0,137,32,0.2404
Sevier County,Tennessee,47,155,2204260000,231928000,0.1052,57,10,0.1754,2340,1223,0.5228
Shelby County,Tennessee,47,157,17511238000,14304164000,0.8169,264,184,0.697,15646,8721,0.5574
Smith County,Tennessee,47,159,430753000,52015000,0.1208,10,2,0.2,156,35,0.2258
Stewart County,Tennessee,47,161,170606000,154054000,0.903,6,5,0.8333,243,148,0.6121
Sullivan County,Tennessee,47,163,2003350000,1282925000,0.6404,51,28,0.549,2411,1293,0.5367
Sumner County,Tennessee,47,165,2043359000,1305701000,0.639,58,36,0.6207,3914,2219,0.5671
Tipton County,Tennessee,47,167,470414000,104207000,0.2215,21,4,0.1905,708,238,0.3362
Trousdale County,Tennessee,47,169,154793000,0,0,3,0,0,87,20,0.2345
Unicoi County,Tennessee,47,171,316128000,50727000,0.1605,5,1,0.2,216,91,0.4235
Union County,Tennessee,47,173,124462000,45910000,0.3689,5,2,0.4,273,110,0.405
Van Buren County,Tennessee,47,175,33595000,0,0,1,0,0,43,16,0.3909
Warren County,Tennessee,47,177,683179000,159300000,0.2332,18,4,0.2222,232,80,0.3489
Washington County,Tennessee,47,179,1936317000,1359734000,0.7022,54,31,0.5741,2411,1423,0.5904
Wayne County,Tennessee,47,181,338786000,0,0,10,0,0,80,30,0.3865
Weakley County,Tennessee,47,183,464173000,291930000,0.6289,14,8,0.5714,231,68,0.2984
White County,Tennessee,47,185,351963000,157530000,0.4476,8,3,0.375,318,139,0.4374
Williamson County,Tennessee,47,187,5067729000,4374930000,0.8633,90,71,0.7889,6399,4319,0.675
Wilson County,Tennessee,47,189,1661238000,832806000,0.5013,38,23,0.6053,2973,1674,0.5631
Anderson County,Texas,48,1,373826000,167290000,0.4475,10,4,0.4,480,288,0.6015
Andrews County,Texas,48,3,157874000,0,0,4,0,0,181,88,0.4866
Angelina County,Texas,48,5,921983000,374499000,0.4062,27,8,0.2963,466,211,0.4537
Aransas County,Texas,48,7,252429000,143056000,0.5667,8,3,0.375,419,212,0.5079
Archer County,Texas,48,9,72243000,17073000,0.2363,5,1,0.2,61,18,0.3096
Armstrong County,Texas,48,11,19104000,0,0,1,0,0,10,3,0.303
Atascosa County,Texas,48,13,263343000,82457000,0.3131,10,2,0.2,228,75,0.3309
Austin County,Texas,48,15,769636000,145052000,0.1885,18,10,0.5556,289,117,0.4076
Bailey County,Texas,48,17,104074000,0,0,2,0,0,28,9,0.3218
Bandera County,Texas,48,19,163466000,74585000,0.4563,5,2,0.4,245,116,0.4767
Bastrop County,Texas,48,21,430149000,59471000,0.1383,14,2,0.1429,751,314,0.4193
Baylor County,Texas,48,23,83797000,19790000,0.2362,3,1,0.3333,12,3,0.3158
Bee County,Texas,48,25,235822000,53975000,0.2289,6,2,0.3333,145,70,0.4833
Bell County,Texas,48,27,2601921000,519068000,0.1995,67,15,0.2239,2164,555,0.2568
Bexar County,Texas,48,29,43272119000,6842906000,0.1581,332,160,0.4819,17830,6818,0.3824
Blanco County,Texas,48,31,169674000,0,0,6,0,0,179,80,0.452
Borden County,Texas,48,33,0,0,0,0,0,0,2,1,0.5
Bosque County,Texas,48,35,254718000,52011000,0.2042,10,1,0.1,132,50,0.3793
Bowie County,Texas,48,37,1274462000,438271000,0.3439,37,12,0.3243,1011,485,0.4803
Brazoria County,Texas,48,39,2247152000,762617000,0.3394,73,24,0.3288,3971,1642,0.4135
Brazos County,Texas,48,41,1852650000,1174877000,0.6342,43,19,0.4419,2164,1032,0.4769
Brewster County,Texas,48,43,86106000,0,0,5,0,0,44,14,0.3385
Briscoe County,Texas,48,45,55741000,0,0,2,0,0,9,5,0.5625
Brooks County,Texas,48,47,99857000,0,0,3,0,0,21,11,0.525
Brown County,Texas,48,49,450668000,82190000,0.1824,16,3,0.1875,232,104,0.4496
Burleson County,Texas,48,51,278460000,37936000,0.1362,7,1,0.1429,91,31,0.3421
Burnet County,Texas,48,53,597791000,152496000,0.2551,17,5,0.2941,633,308,0.4869
Caldwell County,Texas,48,55,273142000,26891000,0.0985,7,1,0.1429,243,96,0.3971
Calhoun County,Texas,48,57,383714000,207405000,0.5405,10,4,0.4,190,97,0.5108
Callahan County,Texas,48,59,138337000,0,0,4,0,0,88,29,0.3385
Cameron County,Texas,48,61,4072490000,2048862000,0.5031,85,40,0.4706,3287,1683,0.5121
Camp County,Texas,48,63,244547000,48507000,0.1984,6,1,0.1667,67,16,0.2393
Carson County,Texas,48,65,79042000,0,0,4,0,0,34,9,0.2677
Cass County,Texas,48,67,324993000,80598000,0.248,12,3,0.25,264,132,0.5019
Castro County,Texas,48,69,116715000,0,0,5,0,0,16,3,0.2
Chambers County,Texas,48,71,270348000,0,0,9,0,0,474,219,0.4638
Cherokee County,Texas,48,73,516887000,118066000,0.2284,11,3,0.2727,251,85,0.3396
Childress County,Texas,48,75,125965000,0,0,4,0,0,20,8,0.4348
Clay County,Texas,48,77,98141000,26155000,0.2665,5,2,0.4,87,35,0.4047
Cochran County,Texas,48,79,65694000,0,0,2,0,0,4,1,0.2857
Coke County,Texas,48,81,58656000,0,0,2,0,0,18,6,0.3673
Coleman County,Texas,48,83,131353000,17552000,0.1336,6,1,0.1667,57,26,0.4634
Collin County,Texas,48,85,10523339000,4567694000,0.4341,252,108,0.4286,14638,6800,0.4646
Collingsworth County,Texas,48,87,67573000,0,0,2,0,0,7,3,0.4667
Colorado County,Texas,48,89,380431000,68809000,0.1809,13,2,0.1538,177,97,0.5531
Comal County,Texas,48,91,879665000,419187000,0.4765,26,8,0.3077,1724,680,0.3945
Comanche County,Texas,48,93,255961000,36593000,0.143,9,2,0.2222,66,28,0.4371
Concho County,Texas,48,95,43221000,0,0,2,0,0,4,0,0.2222
Cooke County,Texas,48,97,587201000,16760000,0.0285,15,2,0.1333,266,82,0.31
Coryell County,Texas,48,99,545901000,20634000,0.0378,14,1,0.0714,315,71,0.2274
Cottle County,Texas,48,101,54858000,0,0,2,0,0,2,1,0.5
Crane County,Texas,48,103,37474000,0,0,2,0,0,24,13,0.5455
Crockett County,Texas,48,105,101368000,0,0,3,0,0,26,12,0.4906
Crosby County,Texas,48,107,99543000,0,0,5,0,0,22,6,0.275
Culberson County,Texas,48,109,0,0,0,0,0,0,7,1,0.2692
Dallam County,Texas,48,111,213475000,42615000,0.1996,7,3,0.4286,77,45,0.5969
Dallas County,Texas,48,113,80735129000,62012225000,0.7681,648,327,0.5046,28585,14624,0.5116
Dawson County,Texas,48,115,307845000,0,0,3,0,0,41,12,0.3154
Deaf Smith County,Texas,48,117,258569000,0,0,5,0,0,67,18,0.2713
Delta County,Texas,48,119,49520000,0,0,3,0,0,22,8,0.3793
Denton County,Texas,48,121,4656802000,2243425000,0.4818,158,73,0.462,11887,5497,0.4625
DeWitt County,Texas,48,123,0,0,0,0,0,0,101,42,0.4191
Dickens County,Texas,48,125,31135000,0,0,1,0,0,4,1,0.2667
Dimmit County,Texas,48,127,58887000,0,0,2,0,0,19,6,0.3585
Donley County,Texas,48,129,88462000,0,0,3,0,0,18,8,0.4737
Duval County,Texas,48,131,121530000,2796000,0.023,6,1,0.1667,36,14,0.3913
Eastland County,Texas,48,133,266065000,41587000,0.1563,8,2,0.25,111,53,0.4784
Ector County,Texas,48,135,1810310000,667625000,0.3688,32,10,0.3125,1374,700,0.51
Edwards County,Texas,48,137,44852000,0,0,1,0,0,6,1,0.3333
El Paso County,Texas,48,141,5350076000,3435142000,0.6421,84,37,0.4405,8273,3477,0.4203
Ellis County,Texas,48,139,1202700000,133319000,0.1108,38,4,0.1053,1877,775,0.4131
Erath County,Texas,48,143,464927000,103470000,0.2226,14,3,0.2143,265,128,0.4862
Falls County,Texas,48,145,197996000,70942000,0.3583,8,3,0.375,49,16,0.3451
Fannin County,Texas,48,147,329538000,45412000,0.1378,10,1,0.1,262,107,0.4107
Fayette County,Texas,48,149,638096000,63626000,0.0997,15,2,0.1333,159,81,0.5096
Fisher County,Texas,48,151,53632000,0,0,2,0,0,11,2,0.2683
Floyd County,Texas,48,153,127223000,0,0,4,0,0,24,7,0.3288
Foard County,Texas,48,155,29081000,0,0,1,0,0,2,0,0.2857
Fort Bend County,Texas,48,157,4888662000,2776057000,0.5679,117,65,0.5556,11539,5944,0.5152
Franklin County,Texas,48,159,120010000,0,0,6,0,0,74,23,0.3231
Freestone County,Texas,48,161,239199000,37272000,0.1558,9,1,0.1111,126,68,0.5408
Frio County,Texas,48,163,187660000,0,0,4,0,0,20,4,0.2222
Gaines County,Texas,48,165,256620000,0,0,4,0,0,118,51,0.4354
Galveston County,Texas,48,167,2962578000,1089934000,0.3679,85,36,0.4235,5389,2762,0.5126
Garza County,Texas,48,169,92827000,59079000,0.6364,2,1,0.5,37,18,0.4868
Gillespie County,Texas,48,171,606351000,151721000,0.2502,13,1,0.0769,261,137,0.5262
Glasscock County,Texas,48,173,16998000,0,0,1,0,0,2,0,0.1818
Goliad County,Texas,48,175,56666000,0,0,2,0,0,43,16,0.3909
Gonzales County,Texas,48,177,251558000,64803000,0.2576,6,2,0.3333,110,60,0.5473
Gray County,Texas,48,179,375593000,40536000,0.1079,9,2,0.2222,144,54,0.381
Grayson County,Texas,48,181,1672190000,305083000,0.1824,44,5,0.1136,1169,438,0.3755
Gregg County,Texas,48,183,2409515000,641490000,0.2662,52,11,0.2115,1124,448,0.3986
Grimes County,Texas,48,185,312956000,40862000,0.1306,9,3,0.3333,186,90,0.4869
Guadalupe County,Texas,48,187,773896000,220285000,0.2846,28,10,0.3571,1420,456,0.3216
Hale County,Texas,48,189,455977000,81052000,0.1778,13,2,0.1538,136,40,0.2982
Hall County,Texas,48,191,69804000,0,0,4,0,0,6,1,0.25
Hamilton County,Texas,48,193,174139000,58000000,0.3331,5,1,0.2,57,27,0.479
Hansford County,Texas,48,195,204513000,0,0,4,0,0,28,15,0.549
Hardeman County,Texas,48,197,62032000,0,0,3,0,0,11,2,0.2444
Hardin County,Texas,48,199,393433000,0,0,12,0,0,595,297,0.5008
Harris County,Texas,48,201,84444555000,62964211000,0.7456,978,584,0.5971,57113,31577,0.5529
Harrison County,Texas,48,203,759309000,291136000,0.3834,20,5,0.25,615,253,0.4114
Hartley County,Texas,48,205,13655000,13655000,1,1,1,1,49,31,0.6364
Haskell County,Texas,48,207,96118000,17584000,0.1829,6,2,0.3333,46,30,0.6571
Hays County,Texas,48,209,756371000,335057000,0.443,33,14,0.4242,2387,1107,0.4639
Hemphill County,Texas,48,211,171436000,0,0,3,0,0,12,4,0.3429
Henderson County,Texas,48,213,505479000,0,0,20,0,0,692,243,0.3514
Hidalgo County,Texas,48,215,8729406000,1975945000,0.2264,149,51,0.3423,5859,2952,0.504
Hill County,Texas,48,217,358184000,101641000,0.2838,16,5,0.3125,260,119,0.4577
Hockley County,Texas,48,219,391686000,66189000,0.169,10,1,0.1,102,23,0.2272
Hood County,Texas,48,221,712881000,18887000,0.0265,21,1,0.0476,535,187,0.3513
Hopkins County,Texas,48,223,525714000,0,0,11,0,0,115,31,0.2732
Houston County,Texas,48,225,344800000,20965000,0.0608,12,2,0.1667,109,44,0.4098
Howard County,Texas,48,227,513006000,191554000,0.3734,8,1,0.125,185,76,0.4129
Hudspeth County,Texas,48,229,11638000,0,0,1,0,0,5,2,0.4545
Hunt County,Texas,48,231,759816000,335960000,0.4422,19,5,0.2632,635,246,0.3889
Hutchinson County,Texas,48,233,186002000,50654000,0.2723,6,2,0.3333,152,54,0.356
Irion County,Texas,48,235,61423000,0,0,1,0,0,5,0,0.1471
Jack County,Texas,48,237,239896000,6883000,0.0287,4,1,0.25,41,21,0.5256
Jackson County,Texas,48,239,220746000,50351000,0.2281,6,1,0.1667,79,33,0.4293
Jasper County,Texas,48,241,380505000,0,0,12,0,0,215,95,0.4424
Jeff Davis County,Texas,48,243,23918000,0,0,1,0,0,17,10,0.6296
Jefferson County,Texas,48,245,3141236000,1398655000,0.4453,54,23,0.4259,2455,1258,0.5127
