Last_Report_Year,TRS_ID,System_Name,City,State,UZA_Name,UZA,UZA_Area_SQ_Miles,UZA_Population,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
2008,3003,Mid-Ohio Valley Transit Authority,Parkersburg,WV,"Parkersburg, WV-OH",297,50,"85,605","$126,078","$123,678","$124,416","$145,177",,,,,,"$134,741","$128,803","$137,418","$137,076",,,,,
1999,3004,Peninsula Transportation District Commission,Hampton,VA,"Norfolk--Virginia Beach--Newport News, VA",24,664,"1,323,098","$3,122,888","$3,656,142","$3,734,359","$3,691,996","$3,889,079","$4,168,259","$4,491,483","$4,943,661","$5,425,450",,,,,,,,,
1999,3005,Tidewater Transportation District Commission,Norfolk,VA,"Norfolk--Virginia Beach--Newport News, VA",24,664,"1,323,098","$7,397,276","$7,045,186","$7,313,393","$7,272,161","$7,367,693","$7,743,059","$8,036,619","$8,185,737","$8,473,104",,,,,,,,,
2008,3006,Greater Richmond Transit Company,Richmond,VA,"Richmond, VA",46,437,"818,836","$9,352,860","$9,157,101","$8,760,981","$8,974,925","$9,039,022","$9,015,207","$8,814,204","$8,765,608","$8,747,427","$9,063,838","$9,007,382","$8,572,200","$7,726,856","$7,950,381","$7,077,095","$8,177,316","$9,601,442","$12,079,039"
2008,3007,Greater Roanoke Transit Company,Roanoke,VA,"Roanoke, VA",152,112,"197,442","$898,758","$929,289","$963,501","$1,031,460","$1,231,922","$1,261,429","$1,312,319","$1,326,082","$1,357,934","$1,373,569","$1,360,656","$1,274,463","$1,269,712","$1,305,604","$1,410,306","$1,580,821","$1,625,306","$1,839,603"
2008,3008,Greater Lynchburg Transit Company,Lynchburg,VA,"Lynchburg, VA",261,75,"98,714","$656,351","$708,302","$669,716","$655,351","$673,795","$747,816","$775,739","$789,065","$809,658","$777,366","$756,132","$722,374","$781,222","$739,994","$802,632","$851,849","$822,188","$907,096"
2008,3009,Petersburg Area Transit,Petersburg,VA,"Richmond, VA",46,437,"818,836","$400,135","$410,911","$402,209","$377,298","$374,674","$344,919","$362,531","$344,135","$299,288","$299,090","$319,174","$356,058","$345,351","$346,857","$350,561","$422,696","$436,010","$437,953"
2008,3010,Lehigh and Northampton Transportation Authority,Allentown,PA,"Allentown-Bethlehem, PA-NJ",58,290,"576,408","$4,249,094","$4,347,506","$4,437,674","$4,519,910","$4,456,925","$2,401,480","$2,515,295","$2,922,909","$2,919,462","$3,108,458","$3,153,667","$2,978,154","$3,104,899","$3,186,810","$3,863,087","$3,010,949","$3,389,109","$5,307,593"
2008,3011,Altoona Metro Transit,Altoona,PA,"Altoona, PA",304,38,"82,520","$211,016","$199,159","$771,034","$831,257","$748,315","$870,934","$741,796","$795,240","$793,804","$785,352","$752,744","$537,227","$550,590","$563,655","$564,048","$578,188","$590,086","$680,606"
2008,3012,Cambria County Transit Authority,Johnstown,PA,"Johnstown, PA",319,43,"76,113","$678,773","$689,299","$791,918","$802,458","$779,626","$774,331","$728,428","$749,438","$776,020","$762,211","$664,644","$691,209","$686,972","$684,337","$763,297","$838,127","$854,322","$845,227"
2008,3013,Erie Metropolitan Transit Authority,Erie,PA,"Erie, PA",156,79,"194,804","$1,493,258","$2,023,641","$2,002,459","$2,760,075","$2,030,321","$1,896,356","$1,746,716","$3,004,248","$3,391,060","$3,868,389","$3,902,408","$3,696,475","$3,785,906","$4,424,512","$4,685,623","$5,173,033","$5,341,353","$5,934,912"
2008,3014,Capital Area Transit,Harrisburg,PA,"Harrisburg, PA",87,208,"362,782","$1,879,604","$1,757,573","$1,953,772","$1,954,090","$1,993,555","$2,304,098","$2,162,774","$2,329,270","$2,693,635","$2,132,977","$2,735,065","$3,427,223","$3,801,237","$3,125,051","$2,420,629","$3,250,889","$5,116,654","$3,944,608"
2008,3015,Luzerne County Transportation Authority,Kingston,PA,"Scranton, PA",84,159,"385,237","$1,046,769","$966,921","$909,145","$876,937","$788,094","$787,710","$744,092","$749,029","$715,812","$730,469","$691,454","$662,644","$663,746","$690,037","$742,256","$805,422","$968,105","$1,027,492"
2008,3018,Red Rose Transit Authority,Lancaster,PA,"Lancaster, PA",97,199,"323,554","$1,299,760","$1,353,878","$1,463,753","$1,550,627","$1,629,436","$1,735,021","$1,804,173","$1,826,468","$1,865,161","$1,903,775","$2,029,111","$1,884,073","$1,844,224","$1,944,188","$1,991,970","$2,128,886","$2,226,046","$2,364,463"
2008,3019,Southeastern Pennsylvania Transportation Authority,Philadelphia,PA,"Philadelphia, PA-NJ-DE-MD",4,"1,800","5,149,079","$279,599,564","$262,717,992","$256,213,825","$259,699,850","$257,253,202","$268,696,632","$270,356,040","$263,100,386","$268,155,971","$292,991,865","$296,000,257","$321,100,219","$324,711,292","$327,463,348","$330,766,549","$333,693,615","$348,621,108","$396,947,742"
2008,3022,Port Authority of Allegheny County,Pittsburgh,PA,"Pittsburgh, PA",22,852,"1,753,136","$54,915,432","$50,161,738","$56,570,176","$54,949,393","$55,330,749","$55,591,856","$55,591,290","$56,508,414","$56,009,341","$56,056,718","$59,122,665","$64,252,645","$69,380,506","$70,192,384","$69,242,026","$71,224,977","$74,132,405","$79,883,702"
2008,3023,Beaver County Transit Authority,Rochester,PA,"Pittsburgh, PA",22,852,"1,753,136","$117,970","$748,561","$633,967","$816,566","$879,351","$879,611","$908,061","$887,144","$983,699","$1,096,685","$1,144,418","$1,121,910","$1,261,032","$1,282,968","$1,421,180","$1,522,328","$1,559,715","$1,659,328"
2008,3024,Berks Area Reading Transportation Authority,Reading,PA,"Reading, PA",130,101,"240,264","$1,994,597","$2,282,428","$2,272,103","$2,461,787","$2,443,218","$2,436,244","$2,605,925","$2,679,032","$2,456,570","$2,505,292","$2,215,093","$2,556,940","$2,515,247","$2,327,374","$2,455,731","$2,430,259","$2,912,278","$3,191,657"
2008,3025,County of Lackawanna Transit System,Scranton,PA,"Scranton, PA",84,159,"385,237","$929,947","$956,102","$1,039,499","$945,368","$911,667","$825,679","$790,075","$775,571","$735,319","$752,531","$780,361","$738,527","$768,298","$716,671","$790,399","$803,761","$856,638","$908,601"
2008,3026,Williamsport Bureau of Transportation,Williamsport,PA,"Williamsport, PA",386,27,"58,693","$385,276","$421,560","$455,250","$477,224","$471,190","$453,193","$450,328","$442,528","$425,832","$469,207","$450,397","$505,171","$573,640","$640,045","$628,314","$687,928","$693,717","$702,096"
2008,3027,York County Transportation Authority,York,PA,"York, PA",158,119,"192,903","$427,569","$509,961","$533,122","$546,587",,"$1,370,556","$1,510,987","$1,410,174","$1,565,896","$1,619,504","$1,832,851","$2,181,569","$3,004,284","$3,384,474","$3,668,893","$4,150,652","$5,363,291","$4,887,936"
2008,3030,Washington Metropolitan Area Transit Authority,Washington,DC,"Washington, DC-VA-MD",8,"1,157","3,933,920","$267,697,867","$293,302,732","$306,922,001","$309,437,050","$304,926,031","$314,417,501","$317,127,240","$334,362,183","$342,236,941","$343,537,033","$375,184,248","$375,312,104","$384,099,606","$421,270,027","$477,846,720","$507,206,483","$514,611,829","$571,060,840"
1995,3031,Delaware Administration for Regional Transit,Dover,DE,"Wilmington, DE--NJ--MD--PA",68,188,"449,616","$3,288,938","$3,276,448","$3,357,680","$3,808,145","$4,392,384",,,,,,,,,,,,,
1995,3032,Delaware Administration for Specialized Transportation,Dover,DE,"Dover, DE",392,38,"50,787","$247,186","$742,888","$567,574","$812,636","$1,001,521",,,,,,,,,,,,,
2008,3034,Maryland Transit Administration,Baltimore,MD,"Baltimore, MD",18,683,"2,076,354","$67,206,154","$67,735,596","$68,797,157","$71,707,606","$70,235,750","$88,960,292","$93,836,233","$93,729,883","$96,086,067","$97,132,813","$96,470,409","$93,945,040","$93,150,171","$113,445,578","$115,353,270","$117,793,877","$123,934,015","$125,679,777"
2008,3035,Ohio Valley Regional Transportation Authority,Wheeling,WV,"Wheeling, WV-OH",294,54,"87,613","$397,230","$426,941","$442,753","$434,679","$403,355","$388,134","$392,432","$341,761","$330,543","$314,165","$304,966","$297,950","$285,034","$282,393","$293,976","$323,842","$403,891","$406,925"
2008,3036,Charlottesville Transit Service,Charlottesville,VA,"Charlottesville, VA",305,37,"81,449","$280,604","$267,829","$273,011","$275,378","$268,912","$309,453","$365,575","$374,690","$379,379","$442,100","$515,426","$535,790","$539,852","$482,950","$497,651","$542,046","$539,321","$589,980"
2008,3040,Annapolis Department of Transportation,Annapolis,MD,"Baltimore, MD",18,683,"2,076,354","$433,412","$448,074","$498,993","$371,552","$398,415","$368,349","$388,440","$432,717","$497,624","$528,522","$575,572","$613,265","$685,089","$666,506","$721,621","$731,882","$787,043","$796,290"
2008,3041,Allegany County Transit,Cumberland,MD,"Cumberland, MD--WV",453,47,"52,115","$165,283","$134,364","$140,882",,,,,,,,,,,,,"$423,062","$488,502","$522,333"
2008,3042,Washington County Transit,Hagerstown,MD,"Hagerstown, MD-WV-PA",221,77,"120,326","$222,058","$250,065","$251,201","$226,131","$238,872","$248,437","$302,931","$236,150","$242,673","$257,364","$260,723","$240,500","$216,874","$239,772","$242,320","$270,659","$273,192","$284,469"
1996,3043,The Columbia Transit System ,Columbia,MD,"Baltimore, MD",17,593,"1,889,873","$95,762","$145,236","$142,719","$168,066","$162,748",,,,,,,,,,,,,
2008,3044,Westmoreland County Transit Authority,Greensburg,PA,"Pittsburgh, PA",22,852,"1,753,136",$0,$0,"$396,586","$408,927","$220,505","$214,028","$227,527","$244,174","$222,964","$281,580","$295,279","$278,984","$290,138","$318,677","$376,190","$490,826","$495,674","$681,663"
2008,3045,"JAUNT, Inc.",Charlottesville,VA,"Charlottesville, VA",305,37,"81,449","$388,370","$516,814","$513,333","$604,809","$811,876",,,,,,,,,,,,,"$815,656"
1992,3046,Maryland State Railroad Administration,BWI Airport,MD,"Baltimore, MD",17,593,"1,889,873",$0,$0,,,,,,,,,,,,,,,,
1995,3047,Delaware Transit Corporation ,Doverngton,DE,"Wilmington, DE--NJ--MD--PA",68,188,"449,616",$0,$0,"$155,048","$242,731","$142,444",,,,,,,,,,,,,
2008,3048,Howard Transit,Laurel,MD,"Washington, DC-VA-MD",8,"1,157","3,933,920",,,,,,,,"$181,407","$170,602","$183,322","$234,314","$250,114","$302,238","$326,095","$429,004","$480,597","$476,031","$589,835"
2007,3050,"G G and C Bus Company, Inc.",Washington,PA,"Pittsburgh, PA",22,852,"1,753,136","$689,985","$576,523","$559,324","$547,454","$494,264","$503,820","$543,890","$649,872","$586,263","$592,718","$544,303","$800,039","$911,192","$969,770","$1,018,702","$1,235,857","$1,481,492",
2008,3051,Ride-On Montgomery County Transit,Rockville,MD,"Washington, DC-VA-MD",8,"1,157","3,933,920","$6,638,888","$8,121,981","$8,759,457","$8,648,825","$8,682,752","$8,792,181","$9,075,713","$8,710,640","$9,783,140","$9,779,952","$9,434,674","$64,969,646","$10,177,965","$81,339,834","$83,971,466","$13,406,988","$13,856,117","$13,794,238"
2008,3054,Centre Area Transportation Authority,State College,PA,"State College, PA",334,21,"71,301","$1,001,466","$1,015,064","$977,357","$976,337","$1,024,187","$1,203,794","$1,379,759","$1,633,617","$1,781,659","$2,381,883","$2,714,465","$2,827,802","$3,085,449","$3,280,455","$3,385,824","$3,573,400","$3,834,232","$4,275,271"
2008,3055,Shenango Valley Shuttle Service,Hermitage,PA,"Youngstown, OH-PA",80,228,"417,437",,,,,,,,,,,,,"$102,701","$92,709","$99,640","$131,827","$134,513","$135,405"
2008,3057,Pennsylvania Department of Transportation,Harrisburg,PA,"Philadelphia, PA-NJ-DE-MD",4,"1,800","5,149,079",$0,$0,$0,$0,$0,"$1,782,835","$2,216,285","$2,810,299","$2,286,724","$2,503,169","$2,757,631","$2,645,460","$2,727,733","$2,693,000","$2,733,935","$2,991,165","$5,283,800","$7,238,016"
2008,3058,City of Fairfax CUE Bus,Fairfax,VA,"Washington, DC-VA-MD",8,"1,157","3,933,920",,,,,,,,"$569,456","$583,528","$581,562","$543,235","$199,351","$226,058","$549,579","$447,023","$549,298","$581,435","$681,260"
2008,3061,Mid Mon Valley Transit Authority,Charleroi,PA,"Monessen, PA",405,37,"56,508",$0,$0,$0,$0,$0,"$550,543","$509,352","$546,037","$585,741","$530,435","$492,278","$454,782","$477,643","$556,251","$567,896","$594,554","$581,482","$590,758"
1992,3064,Clarksville Transit System ,Clarksville,TN,"Clarksville, TN-KY",230,87,"97,581",,"$184,185",,,,,,,,,,,,,,,,
2007,3067,Access Transportation Systems,Pittsburgh,PA,"Pittsburgh, PA",22,852,"1,753,136","$3,095,352",$0,$0,"$4,066,519",$0,$0,$0,$0,$0,"$5,474,560","$5,774,291","$6,397,331","$6,541,709","$6,755,709","$7,143,089","$7,981,086","$8,710,689",
2008,3068,Fairfax Connector Bus System,Fairfax,VA,"Washington, DC-VA-MD",8,"1,157","3,933,920",,,"$1,448,539","$1,526,656","$2,384,870","$2,699,298",,"$2,755,008","$2,130,302","$2,422,970","$2,235,307","$2,694,398","$1,910,116",$0,"$4,554,929","$5,306,628","$5,129,383","$3,607,786"
2008,3069,City of Danville Mass Transit System,Danville,VA,"Danville, VA",443,33,"50,902",,,"$208,478","$221,120","$219,195","$203,305","$217,678","$215,942","$203,623","$194,896","$205,014","$221,833","$227,766","$219,502","$230,283","$249,226","$215,074","$228,172"
2008,3070,Potomac and Rappahannock Transportation Commission,Woodbridge,VA,"Washington, DC-VA-MD",8,"1,157","3,933,920",,,"$1,993,139","$2,175,811","$2,175,232","$2,069,281","$2,180,335","$2,201,145","$2,262,476","$2,328,581","$2,836,659","$3,299,468","$4,117,237","$4,537,923","$5,093,832","$5,833,683","$6,380,938","$6,434,057"
2008,3071,City of Alexandria /Martz Group,Alexandria,VA,"Washington, DC-VA-MD",8,"1,157","3,933,920",,,,,,,,"$1,618,116","$1,657,537","$1,467,500","$1,587,240","$1,616,019","$1,707,515","$1,806,770","$1,887,473","$2,242,082","$2,083,107","$2,452,243"
2008,3072,Transit Services of Frederick County,Frederick,MD,"Frederick, MD",224,79,"119,144",,,,,"$259,166","$245,330","$305,349","$347,223","$360,510","$345,757","$374,048","$327,094","$397,506","$591,911","$753,105","$832,460","$1,132,936","$916,271"
2008,3073,Virginia Railway Express,Alexandria,VA,"Washington, DC-VA-MD",8,"1,157","3,933,920",,,"$5,942,899","$7,487,269","$7,865,974","$8,519,735","$7,650,245","$6,475,680","$7,526,837","$8,761,919","$10,358,348","$12,753,214","$15,048,262","$16,929,629","$19,439,464","$19,453,438","$19,685,561","$21,688,092"
2008,3074,Harford Transit,Abingdon,MD,"Aberdeen-Havre de Grace-Bel Air, MD",173,102,"174,598",,,,,"$84,558","$99,424","$113,021","$125,140","$144,487","$145,314","$143,142","$155,790","$174,192","$183,627","$194,097","$233,872","$249,483","$249,269"
2008,3075,Delaware Transit Corporation,Dover,DE,"Philadelphia, PA-NJ-DE-MD",4,"1,800","5,149,079",,,,,,,"$7,286,784","$7,751,165","$8,415,923","$8,479,752","$8,787,219","$8,307,690","$8,158,773","$8,537,711","$8,862,403","$9,516,819","$9,680,512","$7,167,140"
2008,3076,Williamsburg Area Transport,Williamsburg,VA,"Virginia Beach, VA",27,527,"1,394,439",,,,,,"$87,146","$80,753","$70,161","$78,822","$99,094","$89,063","$123,957","$193,484","$324,829","$446,594","$457,219","$398,991","$322,127"
2008,3078,Southwestern Pennsylvania Commission,Pittsburgh,PA,"Pittsburgh, PA",22,852,"1,753,136",,,,,,,,,,"$407,837","$378,015","$335,497","$249,687","$379,914","$398,552","$390,744","$376,195","$442,202"
2008,3079,Fredericksburg Regional Transit,Fredericksburg,VA,"Fredericksburg, VA",264,65,"97,102",,,,,,,,,,,,,$0,$0,$0,"$50,416","$54,963","$116,662"
2006,3080,Arlington Transit - Arlington County,Arlington,VA,"Washington, DC-VA-MD",8,"1,157","3,933,920",,,,,,,,"$21,200",,,,,,"$342,895",,$0,,
2008,3081,Loudoun County Commuter Bus Service - Office of Transportation Services,Leesburg,VA,"Washington, DC-VA-MD",8,"1,157","3,933,920",,,,,,,,"$579,095","$560,610","$695,297","$759,640","$835,109","$1,172,655","$1,626,300","$1,861,611","$2,273,040","$2,631,451","$3,732,615"
2001,3082,"Atlantic Paratrans of PA, Inc. ",Philadelphia,PA,"Philadelphia, PA--NJ",4,"1,164","4,222,211",,,,,,,,"$403,645","$539,620","$1,108,484","$661,357",,,,,,,
2008,3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",Hampton,VA,"Virginia Beach, VA",27,527,"1,394,439",,,,,,,,,,"$14,216,539","$14,150,383","$12,991,896","$13,367,775","$14,444,013","$14,600,656","$14,852,055","$15,518,713","$15,816,383"
2003,3084,University of Pittsburgh,Pittsburgh,PA,"Pittsburgh, PA",22,852,"1,753,136",,,,,,,,,"$53,271","$113,769","$182,281","$204,262","$306,105",,,,,
2008,3085,Prince George's County Transit,Largo,MD,"Washington, DC-VA-MD",8,"1,157","3,933,920",,,,,,,,,,,,,"$13,001,845","$819,057","$786,041","$960,020","$959,273","$1,113,985"
2008,3087,Fayette Area Coordinated Transportation,Lemont Furnace,PA,"Uniontown-Connellsville, PA",389,45,"58,442",,,,,,,,,,,,,"$67,985",,"$90,321","$99,591","$132,526","$145,283"
2008,3088,"County Commissioners of Charles County, MD",Port Tobacco,MD,"St. Charles, MD",324,46,"74,765",,,,,,,,,,,,,,"$194,353","$215,484","$238,632","$248,559","$311,655"
2008,3089,Monongalia County Urban Transit,Morgantown,WV,"Morgantown, WV",408,34,"55,997",,,,,,,,,,,,,,,"$103,492","$175,941","$832,398","$934,574"
2008,3091,Blacksburg Transit,Blacksburg,VA,"Blacksburg, VA",402,26,"57,236",,,,,,,,,,,,,,,"$1,432,208","$1,482,426","$1,797,693","$2,098,368"
2008,3092,Carroll County Planning Department,Westminster,MD,"Westminster, MD",361,53,"65,034",,,,,,,,,,,,,,,"$275,809","$261,392","$297,438","$348,089"
2008,3094,City of Harrisonburg Department of Public Transportation,Harrisonburg,VA,"Harrisonburg, VA",431,27,"52,647",,,,,,,,,,,,,,,"$840,332","$1,030,256","$1,069,788","$1,261,264"
2008,3095,County of Lebanon Transit Authority,Lebanon,PA,"Lebanon, PA",366,30,"63,681",,,,,,,,,,,,,,,,"$959,485","$931,803","$1,302,821"
2008,3096,The Tri--County Council for the Lower Eastern Shore,Snow Hill,MD,"Salisbury, MD-DE",383,43,"59,426",,,,,,,,,,,,,,,$0,"$710,004","$614,561","$771,165"
2008,3101,City of Washington,Washington,PA,"Pittsburgh, PA",22,852,"1,753,136",,,,,,,,,,,,,,,,,,"$64,187"
2008,3102,"Martz Trailways, Poconos",Wilkes Barre,PA,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,,,,,,,,,,,,,,,,,$0
2008,3103,"Martz Group, National Coach Works of Virginia",Fredericksburg,VA,"Washington, DC-VA-MD",8,"1,157","3,933,920",,,,,,,,,,,,,,,,,,"$2,054,724"
2008,4001,Chattanooga Area Regional Transportation Authority,Chattanooga,TN,"Chattanooga, TN-GA",90,290,"343,509","$2,139,793","$2,211,384","$2,362,526","$2,621,548","$2,664,384","$2,809,139","$2,981,498","$3,069,562","$3,236,001","$3,030,968","$2,986,293","$2,826,890","$2,787,280","$3,004,681","$3,180,008","$3,390,469","$3,474,787","$4,022,651"
2008,4002,Knoxville Area Transit,Knoxville,TN,"Knoxville, TN",78,339,"419,830","$1,637,676","$1,579,069","$1,483,530","$1,499,360","$1,149,751","$1,173,865","$1,316,601","$1,359,118","$1,271,550","$1,284,912","$1,415,962","$839,173","$902,728","$915,752","$954,268","$1,085,735","$1,243,624","$1,431,088"
2008,4003,Memphis Area Transit Authority,Memphis,TN,"Memphis, TN-MS-AR",39,400,"972,091","$8,445,856","$8,262,632","$8,432,674","$9,092,363","$9,373,381","$8,495,874","$8,517,858","$8,937,115","$8,940,478","$8,939,959","$9,188,996","$9,858,349","$9,127,290","$9,083,208","$8,162,764","$9,096,975","$9,215,357","$9,599,517"
2008,4004,Metropolitan Transit Authority,Nashville,TN,"Nashville-Davidson, TN",48,431,"749,935","$5,145,950","$5,587,192","$6,092,559","$5,303,263","$5,671,739","$5,888,810","$6,145,117","$6,414,751","$6,240,786","$6,828,361","$6,392,267","$6,474,916","$6,808,631","$6,992,869","$7,198,807","$8,458,294","$7,860,859","$9,296,454"
2008,4005,Asheville Transit System,Asheville,NC,"Asheville, NC",137,207,"221,570","$396,820","$396,243","$406,385","$430,865","$440,907","$454,276","$494,255","$534,526","$515,116","$539,942","$549,957","$544,943","$615,052","$689,046","$692,839","$754,560","$585,916","$842,842"
2008,4006,Cape Fear Public Transportation Authority,Wilmington,NC,"Wilmington, NC",179,119,"161,149","$391,721","$401,604","$400,894","$420,980","$412,692","$386,639","$406,816","$548,681","$427,184","$408,212","$401,929","$374,124","$370,587","$677,119","$755,615","$652,269","$753,920","$716,333"
2008,4007,Capital Area Transit,Raleigh,NC,"Raleigh, NC",66,320,"541,527","$1,375,490","$1,428,889","$1,445,740","$1,348,271","$1,362,986","$1,313,668","$1,598,067","$1,757,918","$1,641,627","$1,791,409","$2,296,513","$1,891,695","$1,675,837","$1,599,537","$1,737,429","$1,970,955","$1,936,902","$2,286,224"
2008,4008,Charlotte Area Transit System,Charlotte,NC,"Charlotte, NC-SC",47,435,"758,927","$5,111,600","$5,531,289","$5,702,089","$5,810,289","$6,191,736","$5,980,770","$6,109,871","$6,916,119","$7,712,509","$8,418,382","$8,288,001","$8,972,871","$8,986,622","$9,952,655","$10,769,955","$12,614,966","$13,283,728","$16,554,610"
2008,4009,Fayetteville Area System of Transit,Fayetteville,NC,"Fayetteville, NC",114,167,"276,368","$450,433","$488,021","$496,754","$479,513","$512,806","$484,987","$454,655","$507,809","$540,687","$534,080","$537,318","$521,062","$522,710","$439,865","$455,249","$470,187","$546,482","$577,176"
2008,4010,Gastonia Transit,Gastonia,NC,"Gastonia, NC",199,119,"141,407","$155,904","$156,536","$159,138","$156,965",,,,,,,,,,,,,,
2008,4011,High Point Transit,High Point,NC,"High Point, NC",205,94,"132,844","$382,396","$392,372","$399,324","$414,488","$416,510","$413,712","$436,878","$459,673","$469,537","$466,164","$450,741","$383,358","$371,170","$367,352","$444,417","$456,086","$476,531","$502,639"
2008,4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,Winston-Salem,NC,"Winston-Salem, NC",106,251,"299,290","$1,684,544","$1,653,504","$1,680,533","$1,778,803","$1,735,303","$1,764,957","$1,783,802","$1,747,508","$2,023,495","$2,392,473","$2,055,959","$2,173,872","$2,116,285","$2,104,910","$2,159,278","$2,380,021","$2,396,613","$2,479,316"
1992,4013,Greensboro Agency Transportation Express,Greensboro,NC,"Greensboro, NC",127,92,"194,508","$34,509","$24,318",,,,,,,,,,,,,,,,
2008,4014,Coast Transit Authority,Gulfport,MS,"Gulfport-Biloxi, MS",147,135,"205,754","$253,354","$225,426","$540,119",,"$445,464","$766,758","$779,045","$415,791","$493,597","$542,300","$477,096","$830,482","$805,311","$794,290","$687,932","$328,716","$701,580","$987,317"
2008,4015,City of Jackson Transit System ,Jackson,MS,"Jackson, MS",108,161,"292,637","$695,215","$669,321","$611,188","$599,567","$566,608","$486,279","$543,589","$518,019","$511,576","$526,868","$529,035","$387,468","$524,819","$441,722","$384,505","$389,751","$401,990","$359,065"
2008,4016,Ashland Bus System,Ashland,KY,"Huntington, WV-KY-OH",171,107,"177,550","$61,965","$45,667",,,,,,,,,,,,,,,,
2008,4017,Lexington Transit Authority,Lexington,KY,"Lexington-Fayette, KY",126,70,"250,994","$726,081","$797,491","$641,465","$615,604","$603,515","$838,193","$931,540","$853,478","$976,029","$1,447,402","$1,599,539","$1,720,472","$1,497,488","$1,383,773","$1,269,465","$1,687,166","$1,936,368","$2,192,406"
2008,4018,Transit Authority of River City,Louisville,KY,"Louisville, KY-IN",44,391,"863,582","$5,130,413","$5,097,863","$4,959,207","$5,532,178","$6,117,704","$6,856,958","$6,276,742","$6,484,513","$6,626,770","$6,391,733","$6,369,329","$6,035,991","$5,468,423","$5,507,604","$6,889,549","$7,190,456","$7,357,342","$9,945,314"
2008,4019,Transit Authority of Northern Kentucky,Fort Wright,KY,"Cincinnati, OH-KY-IN",26,672,"1,503,262","$2,523,994","$2,422,604","$2,349,766","$2,295,624","$2,230,445","$2,299,571","$2,229,331","$2,264,305","$2,325,595","$2,494,169","$2,945,171","$3,103,250","$2,917,160","$3,265,070","$3,275,944","$3,456,109","$3,568,332","$3,699,085"
2008,4020,Owensboro Transit System,Owensboro,KY,"Owensboro, KY",348,39,"67,665","$104,601","$105,518","$103,092","$111,250",,,,,,,,,,,,,,
2008,4021,Albany Transit System,Albany,GA,"Albany, GA",271,66,"95,450","$284,528","$299,630","$320,341","$315,994","$289,102","$301,116","$258,849","$260,343","$290,777","$323,306","$378,008","$345,034","$332,086","$390,075","$377,687","$397,595","$416,285","$408,991"
2008,4022,Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,"Atlanta, GA",11,"1,963","3,499,840","$62,145,851","$60,283,369","$73,161,837","$75,045,821","$75,317,071","$84,664,730","$89,732,332","$88,041,935","$91,448,766","$95,094,659","$101,278,402","$99,149,935","$93,502,946","$92,750,812","$93,825,690","$96,569,846","$102,141,681","$101,216,344"
2008,4023,Augusta Richmond County Transit Department,Augusta,GA,"Augusta-Richmond County, GA-SC",92,232,"335,630","$816,904","$855,276","$863,375","$841,604","$706,244","$651,946","$650,053","$677,802","$633,014","$595,709","$706,608","$649,706",$0,"$735,568","$677,709","$623,681","$584,646","$635,959"
2008,4024,Metra Transit System,Columbus,GA,"Columbus, GA-AL",129,136,"242,324","$693,660","$690,472","$672,627","$774,801","$748,822","$696,983","$729,810","$715,377","$747,026","$763,220","$788,624","$941,129","$506,201","$501,047","$646,535","$807,094","$447,122","$576,472"
2008,4025,Chatham Area Transit Authority,Savannah,GA,"Savannah, GA",144,102,"208,886","$2,572,035","$2,566,912","$2,668,489","$2,928,598","$2,960,620","$2,853,193","$2,616,446","$2,578,943","$2,536,337","$2,822,793","$3,330,943","$2,756,009","$2,619,262","$1,970,026","$2,488,637","$3,737,993","$3,354,860","$3,441,951"
2008,4026,Manatee County Area Transit,Bradenton,FL,"Sarasota-Bradenton, FL",61,270,"559,229","$281,168","$600,421","$286,025","$302,320","$289,684","$319,924","$345,307","$362,720","$360,541","$358,652","$386,029","$391,950","$462,902","$507,424","$596,368","$553,985","$598,786","$717,105"
2008,4027,Pinellas Suncoast Transit Authority,St. Petersburg,FL,"Tampa-St. Petersburg, FL",19,802,"2,062,339","$3,954,211","$4,204,472","$4,375,761","$4,573,694","$4,894,156","$5,988,733","$6,476,421","$7,046,140","$7,394,260","$8,046,755","$8,258,347","$8,424,007","$8,592,425","$8,713,525","$8,939,519","$8,869,517","$11,611,518","$12,015,814"
2008,4028,Lee County Transit,Fort Myers,FL,"Cape Coral, FL",94,192,"329,757","$634,162","$595,667","$637,578","$637,776","$715,982","$840,810","$900,382","$1,141,744","$1,308,451","$1,370,373","$1,524,809","$1,615,282","$1,410,912","$1,565,058","$1,877,816","$2,211,855","$2,113,674","$2,311,884"
2008,4029,Broward County Transportation Department,Pompano Beach,FL,"Miami, FL",5,"1,116","4,919,036","$9,260,393","$9,922,599","$10,695,876","$10,946,951","$11,795,514","$13,353,148","$13,844,627","$14,668,811","$15,268,190","$16,408,146","$17,384,673","$17,311,222","$17,484,170","$19,958,151","$21,124,820","$19,868,386","$20,772,851","$24,985,688"
2008,4030,Gainesville Regional Transit System,Gainesville,FL,"Gainesville, FL",180,77,"159,508","$1,225,822","$1,339,904","$1,339,856","$1,507,729","$906,251","$1,018,883","$1,071,141","$873,196","$683,021","$704,666","$771,879","$714,183","$739,849","$4,597,729","$6,812,433","$7,956,493","$8,262,989","$8,870,168"
