Indent,Category,Source,Report,2000 (Corp),2001 (Corp),2002 (Corp),2003 (Corp),2004 (Corp),2005 (Corp),2006 (Corp),2007 (Corp),2008 (Corp),2009 (Corp),2010 (Corp),2011 (Corp),2012 (Corp),2013 (Corp),2014 (Corp),2015 (Corp),2016 (Corp),2000 (Indv),2001 (Indv),2002 (Indv),2003 (Indv),2004 (Indv),2005 (Indv),2006 (Indv),2007 (Indv),2008 (Indv),2009 (Indv),2010 (Indv),2011 (Indv),2012 (Indv),2013 (Indv),2014 (Indv),2015 (Indv),2016 (Indv),Expenditure Name,Expenditure Footnotes
#+,105,Treasury,2004,,,300.00,340.00,310.00,300.00,270.00,300.00,250.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,Special Blue Cross/Blue Shield deduction,,,,,,,,,,,,,,,,,
#+,105,Treasury,2005,,,,350.00,320.00,310.00,280.00,310.00,260.00,290.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,Special Blue Cross/Blue Shield deduction,,,,,,,,,,,,,,,,,
#+,114,Treasury,2006,,,,,400.00,390.00,360.00,390.00,340.00,370.00,430.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,Special Blue Cross/Blue Shield deduction,,,,,,,,,,,,,,,,,
#+,131,Treasury,2007,,,,,,710.00,780.00,850.00,920.00,760.00,830.00,920.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,Special Blue Cross/Blue Shield deduction,,,,,,,,,,,,,,,,,
#+,128,Treasury,2008,,,,,,,620.00,680.00,740.00,610.00,660.00,690.00,740.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Special Blue Cross/Blue Shield deduction,,,,,,,,,,,,,,,,,
#+,129,Treasury,2009,,,,,,,,620.00,640.00,650.00,660.00,670.00,680.00,680.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,Special Blue Cross/Blue Shield deduction,,,,,,,,,,,,,,,,,
#+,133,Treasury,2010,,,,,,,,,620.00,600.00,650.00,660.00,670.00,680.00,690.00,,,,,,,,,,,,,,,,,,,,Special Blue Cross/Blue Shield deduction,,,,,,,,,,,,,,,,,
#+,138,Treasury,2011,,,,,,,,,,760.00,890.00,690.00,660.00,590.00,530.00,690.00,,,,,,,,,,,,,,,,,,,Special Blue Cross/Blue Shield deduction,,,,,,,,,,,,,,,,,
#+,140,Treasury,2012,,,,,,,,,,,750.00,715.00,680.00,590.00,530.00,610.00,710.00,,,,,,,,,,,,,,,,,,Special Blue Cross/Blue Shield deduction,,,,,,,,,,,,,,,,,
#,"Exclusion of employer contributions for health care, health insurance premiums, and long-term care insurance premiums ()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2002,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,58000.00,61100.00,64400.00,68200.00,72500.00,,,,,,,,,,,,,"Exclusion of employer contributions for health care, health insurance premiums, and long-term care insurance premiums ()",,,,,,,,,,,,,,,,,
#+,,JCT,2003,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,66200.00,71900.00,78200.00,84700.00,91400.00,,,,,,,,,,,,"Exclusion of employer contributions for health care, health insurance premiums, and long-term care insurance premiums ",,,,,,,,,,,,,,,,,
#+,,JCT,2007,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,78600.00,91200.00,100200.00,107800.00,116000.00,,,,,,,,"Exclusion of employer contributions for health care, health insurance premiums, and long-term care insurance premiums",,,,,,,,,,,,,,,,,
#+,,JCT,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,90600.00,99700.00,107000.00,114500.00,122200.00,,,,,,,"Exclusion of employer contributions for health care, health insurance premiums, and long-term care insurance premiums ",,,,,,,,,,,,,,,,,
#+,,JCT,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,105700.00,116500.00,126000.00,135600.00,144700.00,,,,,,"Exclusion of employer contributions for health care, health insurance premiums, and long-term care insurance premiums ",,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,116800.00,127400.00,136900.00,145000.00,154200.00,,,,,"Exclusion of employer contributions for health care, health insurance premiums, and long-term care insurance premiums ",,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,116800.00,127400.00,136900.00,145000.00,154200.00,,,,,"Exclusion of employer contributions for health care, health insurance premiums, and long-term care insurance premiums ",,,,,,,,,,,,,,,,,
#+,,JCT,2011,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,94400.00,106600.00,115200.00,122000.00,130000.00,,,,"Exclusion of employer contributions for health care, health insurance premiums, and long-term care insurance premiums ",,,,,,,,,,,,,,,,,
#+,,JCT,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,105700.00,117300.00,128000.00,147400.00,161000.00,,,"Exclusion of employer contributions for health care, health insurance premiums, and long-term care insurance premiums ",,,,,,,,,,,,,,,,,
#,"Exclusion of medical care and CHAMPUS/TRICARE medical insurance for military dependents, retirees, and retiree dependents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2002,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1600.00,1600.00,1600.00,1600.00,1600.00,,,,,,,,,,,,,"Exclusion of medical care and CHAMPUS/TRICARE medical insurance for military dependents, retirees, and retiree dependents",,,,,,,,,,,,,,,,,
#+,,JCT,2003,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1600.00,1600.00,1600.00,1600.00,1700.00,,,,,,,,,,,,"Exclusion of medical care and CHAMPUS/TRICARE medical insurance for military dependents, retirees, and retiree dependents",,,,,,,,,,,,,,,,,
#+,,JCT,2007,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1600.00,1600.00,1700.00,1700.00,1700.00,,,,,,,,"Exclusion of medical care and CHAMPUS/TRICARE medical insurance for military dependents, retirees, and retiree dependents",,,,,,,,,,,,,,,,,
#,Deduction for health insurance premiums and long-term care insurance premiums by the self-employed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2002,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1200.00,1300.00,1600.00,2400.00,2800.00,,,,,,,,,,,,,Deduction for health insurance premiums and long-term care insurance premiums by the self-employed,,,,,,,,,,,,,,,,,
#+,,JCT,2003,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1400.00,1600.00,2500.00,2900.00,3000.00,,,,,,,,,,,,Deduction for health insurance premiums and long-term care insurance premiums by the self-employed,,,,,,,,,,,,,,,,,
#+,,JCT,2007,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,3200.00,3800.00,4200.00,4500.00,5000.00,,,,,,,,Deduction for health insurance premiums and long-term care insurance premiums by the self-employed,,,,,,,,,,,,,,,,,
#+,,JCT,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,3800.00,4200.00,4500.00,4900.00,5200.00,,,,,,,Deduction for health insurance premiums and long-term care insurance premiums by the self-employed,,,,,,,,,,,,,,,,,
#+,,JCT,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,3800.00,4400.00,4900.00,5300.00,5900.00,,,,,,Deduction for health insurance premiums and long-term care insurance premiums by the self-employed,,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,4400.00,4800.00,5200.00,5800.00,6300.00,,,,,Deduction for health insurance premiums and long-term care insurance premiums by the self-employed,,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,4400.00,4800.00,5200.00,5800.00,6300.00,,,,,Deduction for health insurance premiums and long-term care insurance premiums by the self-employed,,,,,,,,,,,,,,,,,
#+,,JCT,2011,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,4300.00,4600.00,5100.00,5400.00,5700.00,,,,Deduction for health insurance premiums and long-term care insurance premiums by the self-employed,,,,,,,,,,,,,,,,,
#+,,JCT,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,4600.00,5100.00,5500.00,6100.00,6600.00,,,Deduction for health insurance premiums and long-term care insurance premiums by the self-employed,,,,,,,,,,,,,,,,,
#,Deduction for medical expenses and long-term care expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2002,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,4400.00,4800.00,5100.00,5400.00,5800.00,,,,,,,,,,,,,Deduction for medical expenses and long-term care expenses,,,,,,,,,,,,,,,,,
#+,,JCT,2003,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,5100.00,5400.00,5600.00,6000.00,6300.00,,,,,,,,,,,,Deduction for medical expenses and long-term care expenses,,,,,,,,,,,,,,,,,
#+,,JCT,2007,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,7700.00,8200.00,8900.00,9500.00,9900.00,,,,,,,,Deduction for medical expenses and long-term care expenses,,,,,,,,,,,,,,,,,
#+,,JCT,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,7300.00,8200.00,9500.00,10700.00,12100.00,,,,,,,Deduction for medical expenses and long-term care expenses,,,,,,,,,,,,,,,,,
#+,,JCT,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,8400.00,9500.00,10800.00,12400.00,16700.00,,,,,,Deduction for medical expenses and long-term care expenses,,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,9200.00,10600.00,12200.00,16400.00,19400.00,,,,,Deduction for medical expenses and long-term care expenses,,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,9200.00,10600.00,12200.00,16400.00,19400.00,,,,,Deduction for medical expenses and long-term care expenses,,,,,,,,,,,,,,,,,
#+,,JCT,2011,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,11600.00,12400.00,15500.00,17900.00,19300.00,,,,Deduction for medical expenses and long-term care expenses,,,,,,,,,,,,,,,,,
#+,,JCT,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,10800.00,13500.00,16100.00,17500.00,19600.00,,,Deduction for medical expenses and long-term care expenses,,,,,,,,,,,,,,,,,
#,Exclusion of workers' compensation benefits (medical benefits),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2002,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,4500.00,4700.00,4900.00,5100.00,5400.00,,,,,,,,,,,,,Exclusion of workers' compensation benefits (medical benefits),,,,,,,,,,,,,,,,,
#+,,JCT,2003,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,4700.00,4900.00,5100.00,5400.00,5600.00,,,,,,,,,,,,Exclusion of workers' compensation benefits (medical benefits),,,,,,,,,,,,,,,,,
#+,,JCT,2007,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,5200.00,5500.00,5700.00,6000.00,6300.00,,,,,,,,Exclusion of workers' compensation benefits (medical benefits),,,,,,,,,,,,,,,,,
#+,,JCT,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,6500.00,6900.00,7400.00,8000.00,8500.00,,,,,,,Exclusion of workers' compensation benefits (medical benefits),,,,,,,,,,,,,,,,,
#+,,JCT,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,7500.00,8100.00,8800.00,9500.00,10300.00,,,,,,Exclusion of workers' compensation benefits (medical benefits),,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,8100.00,8800.00,9500.00,10300.00,11200.00,,,,,Exclusion of workers' compensation benefits (medical benefits),,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,8100.00,8800.00,9500.00,10300.00,11200.00,,,,,Exclusion of workers' compensation benefits (medical benefits),,,,,,,,,,,,,,,,,
#+,,JCT,2011,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,2800.00,3000.00,3200.00,3500.00,3700.00,,,,Exclusion of workers' compensation benefits (medical benefits),,,,,,,,,,,,,,,,,
#+,,JCT,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,3000.00,3200.00,3500.00,3700.00,4000.00,,,Exclusion of workers' compensation benefits (medical benefits),,,,,,,,,,,,,,,,,
#,Exclusion of interest on State and local government bonds for private nonprofit hospital facilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2002,300.00,300.00,300.00,300.00,300.00,,,,,,,,,,,,,800.00,800.00,900.00,900.00,900.00,,,,,,,,,,,,,Exclusion of interest on State and local government bonds for private nonprofit hospital facilities,,,,,,,,,,,,,,,,,
#+,,JCT,2003,,400.00,400.00,400.00,400.00,400.00,,,,,,,,,,,,,1100.00,1100.00,1000.00,1000.00,1000.00,,,,,,,,,,,,Exclusion of interest on State and local government bonds for private nonprofit hospital facilities,,,,,,,,,,,,,,,,,
#+,,JCT,2007,,,,,,500.00,500.00,500.00,600.00,600.00,,,,,,,,,,,,,1300.00,1300.00,1400.00,1400.00,1500.00,,,,,,,,Exclusion of interest on State and local government bonds for private nonprofit hospital facilities,,,,,,,,,,,,,,,,,
#,Deduction for charitable contributions to health organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2002,800.00,800.00,900.00,1000.00,1100.00,,,,,,,,,,,,,2700.00,2900.00,3100.00,3400.00,3600.00,,,,,,,,,,,,,Deduction for charitable contributions to health organizations,,,,,,,,,,,,,,,,,
#+,,JCT,2003,,900.00,1000.00,1000.00,1100.00,1200.00,,,,,,,,,,,,,2900.00,3100.00,3200.00,3400.00,3500.00,,,,,,,,,,,,Deduction for charitable contributions to health organizations,,,,,,,,,,,,,,,,,
#+,,JCT,2007,,,,,,900.00,1000.00,1000.00,1000.00,1100.00,,,,,,,,,,,,,3300.00,3700.00,4100.00,4300.00,4800.00,,,,,,,,Deduction for charitable contributions to health organizations,,,,,,,,,,,,,,,,,
#+,,JCT,2008,,,,,,,800.00,800.00,900.00,900.00,900.00,,,,,,,,,,,,,3700.00,4000.00,4300.00,4700.00,4800.00,,,,,,,Deduction for charitable contributions to health organizations,,,,,,,,,,,,,,,,,
#+,,JCT,2009,,,,,,,,900.00,900.00,900.00,900.00,900.00,,,,,,,,,,,,,4000.00,4300.00,4500.00,4700.00,5000.00,,,,,,Deduction for charitable contributions to health organizations,,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,300.00,300.00,300.00,300.00,300.00,,,,,,,,,,,,,3900.00,4000.00,4300.00,4600.00,5000.00,,,,,Deduction for charitable contributions to health organizations,,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,300.00,300.00,300.00,300.00,300.00,,,,,,,,,,,,,3900.00,4000.00,4300.00,4600.00,5000.00,,,,,Deduction for charitable contributions to health organizations,,,,,,,,,,,,,,,,,
#+,,JCT,2011,,,,,,,,,,300.00,300.00,300.00,300.00,300.00,,,,,,,,,,,,,3200.00,3700.00,4100.00,4200.00,4400.00,,,,Deduction for charitable contributions to health organizations,,,,,,,,,,,,,,,,,
#+,,JCT,2012,,,,,,,,,,,1800.00,1800.00,1900.00,1900.00,2000.00,,,,,,,,,,,,,2500.00,3000.00,3300.00,3500.00,3600.00,,,Deduction for charitable contributions to health organizations,,,,,,,,,,,,,,,,,
#,Tax credit for health insurance purchased by certain displaced and retired individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Tax credit for health insurance purchased by certain displaced and retired individuals.&mdash;The baseline tax system would not allow credits for particular activities, investments, or industries. In contrast, the Trade Act of 2002 provides a refundable tax credit of 65 percent for the purchase of health insurance coverage by individuals eligible for Trade Adjustment Assistance and certain Pension Benefit Guarantee Corporation pension recipients. </p>"
#+,106,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,60.00,30.00,40.00,50.00,60.00,,,,,,,,,Tax credit for health insurance purchased by certain displaced and retired individuals,,,,,,,,,,,,,,,,,
#+,106,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,50.00,60.00,60.00,70.00,70.00,80.00,,,,,,,,Tax credit for health insurance purchased by certain displaced and retired individuals,,,,,,,,,,,,,,,,,
#+,115,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,50.00,60.00,40.00,40.00,40.00,50.00,50.00,,,,,,,Tax credit for health insurance purchased by certain displaced and retired individuals,,,,,,,,,,,,,,,,,
#+,132,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,20.00,20.00,30.00,30.00,30.00,30.00,30.00,,,,,,Tax credit for health insurance purchased by certain displaced and retired individuals,,,,,,,,,,,,,,,,,
#+,129,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,Tax credit for health insurance purchased by certain displaced and retired individuals,,,,,,,,,,,,,,,,,
#+,130,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,20.00,20.00,,,,Tax credit for health insurance purchased by certain displaced and retired individuals,,,,,,,,,,,,,,,,,
#+,134,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,10.00,10.00,10.00,10.00,10.00,10.00,,,Tax credit for health insurance purchased by certain displaced and retired individuals ,,,,,,,,,,,,,,,,,
#+,139,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,Tax credit for health insurance purchased by certain displaced and retired individuals  ,,,,,,,,,,,,,,,,,
#+,141,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Tax credit for health insurance purchased by certain displaced and retired individuals  ,,,,,,,,,,,,,,,,,
#,Deductibility of self-employed medical insurance premiums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,99,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,2550.00,3740.00,3780.00,4090.00,4370.00,4750.00,5150.00,,,,,,,,Deductibility of self-employed medical insurance premiums,,,,,,,,,,,,,,,,,
#,Medical Savings Accounts/Health Savings Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Medical and health savings accounts.&mdash;Under the baseline tax system, all compensation, including dedicated payments and in-kind benefits, should be included in taxable income. Also, the baseline tax system would not allow a deduction for personal expenditures. In contrast, individual contributions to Archer Medical Savings Accounts (Archer MSAs) and Health Savings Accounts (HSAs) are allowed as a deduction in determining adjusted gross income whether or not the individual itemizes deductions. Employer contributions to Archer MSAs and HSAs are excluded from income and employment taxes. Archer MSAs and HSAs require that the individual have coverage by a qualifying high deductible health plan. Earnings from the accounts are excluded from taxable income. Distributions from the accounts used for medical expenses are not taxable. The rules for HSAs are generally more flexible than for Archer MSAs and the deductible contribution amounts are greater (in 2009, $3000 for taxpayers with individual coverage and $5,950 for taxpayers with family coverage). Thus, HSAs have largely replaced MSAs. </p>"
#+,100,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,-30.00,-140.00,-570.00,-960.00,-1380.00,-1920.00,-2180.00,,,,,,,,Medical Savings Accounts/Health Savings Accounts,,,,,,,,,,,,,,,,,
#+,109,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,620.00,1050.00,1830.00,2650.00,3510.00,3960.00,3910.00,,,,,,,Medical Savings Accounts/Health Savings Accounts,,,,,,,,,,,,,,,,,
#+,126,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1050.00,1830.00,2650.00,3510.00,3960.00,3910.00,3860.00,,,,,,Medical Savings Accounts / Health Savings Accounts,,,,,,,,,,,,,,,,,
#+,123,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,280.00,990.00,1980.00,2600.00,2830.00,2910.00,2850.00,,,,,Medical Savings Accounts / Health Savings Accounts,,,,,,,,,,,,,,,,,
#+,124,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,760.00,1140.00,1480.00,1590.00,1620.00,1540.00,1450.00,,,,Medical Savings Accounts / Health Savings Accounts,,,,,,,,,,,,,,,,,
#+,128,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,1830.00,1930.00,2030.00,2130.00,2240.00,2350.00,2470.00,,,Medical Savings Accounts / Health Savings Accounts,,,,,,,,,,,,,,,,,
#+,133,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,1930.00,2030.00,2130.00,2240.00,2350.00,2470.00,2590.00,,Medical Savings Accounts / Health Savings Accounts,,,,,,,,,,,,,,,,,
#+,133,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,1790.00,1880.00,1980.00,2070.00,2210.00,2350.00,2510.00,Medical Savings Accounts / Health Savings Accounts,,,,,,,,,,,,,,,,,
#,Health savings accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2007,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,400.00,500.00,500.00,600.00,700.00,,,,,,,,Health savings accounts,,,,,,,,,,,,,,,,,
#+,,JCT,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,100.00,300.00,600.00,900.00,1200.00,,,,,,,Health savings accounts,,,,,,,,,,,,,,,,,
#+,,JCT,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,300.00,600.00,900.00,1200.00,1600.00,,,,,,Health savings accounts,,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,500.00,700.00,900.00,1200.00,1600.00,,,,,Health savings accounts,,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,500.00,700.00,900.00,1200.00,1600.00,,,,,Health savings accounts,,,,,,,,,,,,,,,,,
#+,,JCT,2011,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,700.00,900.00,1200.00,1600.00,2100.00,,,,Health savings accounts,,,,,,,,,,,,,,,,,
#+,,JCT,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,900.00,1200.00,1600.00,2100.00,2100.00,,,Health savings accounts,,,,,,,,,,,,,,,,,
#,Tax credit for purchase of health insurance by certain displaced persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2007,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,Tax credit for purchase of health insurance by certain displaced persons,,,,,,,,,,,,,,,,,
#+,,JCT,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,200.00,200.00,200.00,200.00,300.00,,,,,,,Tax credit for purchase of health insurance by certain displaced persons,,,,,,,,,,,,,,,,,
#+,,JCT,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,200.00,200.00,200.00,200.00,200.00,,,,,,Tax credit for purchase of health insurance by certain displaced persons,,,,,,,,,,,,,,,,,
#,Distributions from retirement plans for premiums for health and long-term care insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Distributions for premiums for health and long-term care insurance.&mdash;Under the baseline tax system, all compensation, including dedicated and deferred payments, should be included in taxable income. In contrast, the Tax Code provides for tax-free distributions of up to $3,000 from governmental retirement plans for premiums for health and long term care premiums of public safety officers. </p>"
#+,130,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,250.00,240.00,280.00,310.00,340.00,380.00,,,,,Distributions from retirement plans for premiums for health and long-term care insurance,,,,,,,,,,,,,,,,,
#+,131,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,250.00,240.00,280.00,310.00,340.00,380.00,420.00,,,,Distributions from retirement plans for premiums for health and long-term care insurance,,,,,,,,,,,,,,,,,
#+,135,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,240.00,280.00,310.00,340.00,380.00,420.00,460.00,,,Distributions from retirement plans for premiums for health and long-term care insurance,,,,,,,,,,,,,,,,,
#+,140,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,260.00,300.00,330.00,360.00,400.00,440.00,490.00,,Distributions from retirement plans for premiums for health and long-term care insurance,,,,,,,,,,,,,,,,,
#+,142,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.00,300.00,330.00,360.00,400.00,440.00,490.00,Distributions from retirement plans for premiums for health and long-term care insurance,,,,,,,,,,,,,,,,,
#,"Exclusion of medical care and TRICARE medical insurance for military dependents, retirees, and retiree dependents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1900.00,2000.00,2100.00,2300.00,2500.00,,,,,,,"Exclusion of medical care and TRICARE medical insurance for military dependents, retirees, and retiree dependents",,,,,,,,,,,,,,,,,
#,Exclusion of interest on State and local government qualified private activity bonds for private nonprofit hospital facilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,,JCT,2008,,,,,,,600.00,700.00,700.00,800.00,800.00,,,,,,,,,,,,,1700.00,1800.00,1900.00,2000.00,2100.00,,,,,,,Exclusion of interest on State and local government qualified private activity bonds for private nonprofit hospital facilities,,,,,,,,,,,,,,,,,
#+,,JCT,2009,,,,,,,,700.00,700.00,800.00,800.00,900.00,,,,,,,,,,,,,1800.00,1900.00,2000.00,2100.00,2200.00,,,,,,Exclusion of interest on State and local government qualified private activity bonds for private nonprofit hospital facilities,,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,600.00,600.00,700.00,700.00,800.00,,,,,,,,,,,,,1500.00,1600.00,1700.00,1900.00,2000.00,,,,,Exclusion of interest on State and local government qualified private activity bonds for private nonprofit hospital facilities,,,,,,,,,,,,,,,,,
#+,,JCT,2010,,,,,,,,,600.00,600.00,700.00,700.00,800.00,,,,,,,,,,,,,1500.00,1600.00,1700.00,1900.00,2000.00,,,,,Exclusion of interest on State and local government qualified private activity bonds for private nonprofit hospital facilities,,,,,,,,,,,,,,,,,
