"#","Program Title","Agency/Office","Types of Assistance","Date Modified","Date Published"
"64.117","Survivors and Dependents Educational Assistance","Department of Veterans Affairs / Veterans Benefits Administration","C - DIRECT PAYMENTS FOR A SPECIFIED USE",6/16/2008 0:00,1/1/1965 0:00
"64.120","Post-Vietnam Era Veterans' Educational Assistance","Department of Veterans Affairs / Veterans Benefits Administration","C - DIRECT PAYMENTS FOR A SPECIFIED USE",6/16/2008 0:00,1/1/1977 0:00
"64.124","All-Volunteer Force Educational Assistance","Department of Veterans Affairs / Veterans Benefits Administration","D - DIRECT PAYMENTS WITH UNRESTRICTED USE",6/25/2008 0:00,1/1/1986 0:00
"64.125","Vocational and Educational Counseling for Servicemembers and Veterans","Department of Veterans Affairs / Veterans Benefits Administration","K - ADVISORY SERVICES AND COUNSELING",7/30/2009 12:26,1/1/1992 0:00
"68.001","National Gallery of Art Extension Service","National Gallery of Art","I - USE OF PROPERTY, FACILITIES, OR EQUIPMENT",7/9/2008 0:00,1/1/1971 0:00
"77.006","U. S. Nuclear Regulatory Commission Nuclear Education Grant Program","Nuclear Regulatory Commission","B - PROJECT GRANTS",8/23/2010 9:43,1/1/2006 0:00
"77.007","U.S. Nuclear Regulatory Commission Minority Serving Institutions Program (MSIP)","Nuclear Regulatory Commission","B - PROJECT GRANTS, C - DIRECT PAYMENTS FOR A SPECIFIED USE",8/23/2010 9:44,1/1/2008 0:00
"77.008","U.S. Nuclear Regulatory Commission Scholarship and Fellowship Program","Nuclear Regulatory Commission","B - PROJECT GRANTS",8/23/2010 9:45,1/1/2007 0:00
"77.009","U.S. Nuclear Regulatory Commission Office of Research Financial Assistance Program","Nuclear Regulatory Commission","B - Cooperative Agreements (Discretionary Grants), B - Project Grants (Discretionary)",8/23/2010 9:46,9/11/2009 8:40
"81.022","Used Energy-Related Laboratory Equipment Grants","Department of Energy","B - Project Grants",9/22/2010 7:26,1/1/1978 0:00
"81.049","Office of Science Financial Assistance Program","Department of Energy","B - Project Grants (Cooperative Agreements)",9/29/2010 7:47,1/1/1978 0:00
"81.057","University Coal Research","Department of Energy","B - PROJECT GRANTS",9/29/2010 7:48,1/1/1980 0:00
"81.123","National Nuclear Security Administration (NNSA) Minority Serving Institutions (MSI) Program","Department of Energy","B - PROJECT GRANTS",9/25/2010 8:56,1/1/2005 0:00
"84.002","Adult Education - Basic Grants to States","Department of Education / Office of Vocational and Adult Education","A - FORMULA GRANTS",8/23/2010 9:46,1/1/1980 0:00
"84.004","Civil Rights Training and Advisory Services","Department of Education / Office of Elementary and Secondary Education","B - PROJECT GRANTS",8/30/2010 12:58,1/1/1980 0:00
"84.007","Federal Supplemental Educational Opportunity Grants","Department of Education / Office of Student Financial Assistance Programs","C - DIRECT PAYMENTS FOR A SPECIFIED USE",8/23/2010 9:47,1/1/1980 0:00
"84.010","Title I Grants to Local Educational Agencies","Department of Education / Office of Elementary and Secondary Education","A - FORMULA GRANTS",9/23/2010 7:55,1/1/1980 0:00
"84.011","Migrant Education_State Grant Program","Department of Education / Office of Elementary and Secondary Education","A - FORMULA GRANTS",9/3/2010 19:05,1/1/1980 0:00
"84.013","Title I State Agency Program for Neglected and Delinquent Children","Department of Education / Office of Elementary and Secondary Education","A - FORMULA GRANTS",9/27/2010 9:12,1/1/1980 0:00
"84.015","National Resource Centers Program for Foreign Language and Area Studies or Foreign Language and International Studies Program and Foreign Language and Area Studies Fellowship Program","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",9/1/2010 9:32,1/1/1980 0:00
"84.016","Undergraduate International Studies and Foreign Language Programs","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",9/1/2010 9:33,1/1/1980 0:00
"84.017","International Research and Studies","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",8/30/2010 13:01,1/1/1980 0:00
"84.018","Overseas Programs_Special Bilateral Projects","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",8/20/2010 7:52,1/1/1980 0:00
"84.019","Overseas Programs - Faculty Research Abroad","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",8/20/2010 7:51,1/1/1980 0:00
"84.021","Overseas Programs - Group Projects Abroad","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",8/20/2010 7:50,1/1/1980 0:00
"84.022","Overseas Programs - Doctoral Dissertation Research Abroad","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",8/20/2010 7:51,1/1/1980 0:00
"84.027","Special Education_Grants to States","Department of Education / Office of Special Education and Rehabilitative Services","A - FORMULA GRANTS",9/19/2010 20:14,1/1/1980 0:00
"84.031","Higher Education_Institutional Aid","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",8/30/2010 12:59,1/1/1980 0:00
"84.032","Federal Family Education Loans","Department of Education / Office of Student Financial Assistance Programs","F - GUARANTEED/INSURED LOANS",8/30/2010 13:00,1/1/1980 0:00
"84.033","Federal Work-Study Program","Department of Education / Office of Student Financial Assistance Programs","C - DIRECT PAYMENTS FOR A SPECIFIED USE",8/23/2010 9:48,1/1/1980 0:00
"84.037","Perkins Loan Cancellations","Department of Education / Office of Student Financial Assistance Programs","C - Direct Payments for Specified Use, D - Direct Payments with Unrestricted Use",8/23/2010 9:48,1/1/1980 0:00
"84.040","Impact Aid_Facilities Maintenance","Department of Education / Office of Elementary and Secondary Education","B - PROJECT GRANTS",8/30/2010 13:03,1/1/1980 0:00
"84.041","Impact Aid","Department of Education / Office of Elementary and Secondary Education","A - FORMULA GRANTS, B - Project Grants (Discretionary)",9/27/2010 9:12,1/1/1980 0:00
"84.042","TRIO_Student Support Services","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",8/23/2010 9:49,1/1/1980 0:00
"84.044","TRIO_Talent Search","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",8/23/2010 9:50,1/1/1980 0:00
"84.047","TRIO_Upward Bound","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",8/23/2010 9:51,1/1/1980 0:00
"84.048","Career and Technical Education -- Basic Grants to States","Department of Education / Office of Vocational and Adult Education","A - FORMULA GRANTS",9/3/2010 19:02,1/1/1980 0:00
"84.051","Career and Technical Education -- National Programs","Department of Education / Office of Vocational and Adult Education","B - PROJECT GRANTS",9/3/2010 19:03,1/1/1980 0:00
"84.060","Indian Education_Grants to Local Educational Agencies","Department of Education / Office of Elementary and Secondary Education","A - FORMULA GRANTS",9/25/2010 8:57,1/1/1980 0:00
"84.063","Federal Pell Grant Program","Department of Education / Office of Student Financial Assistance Programs","C - DIRECT PAYMENTS FOR A SPECIFIED USE",8/23/2010 9:51,1/1/1980 0:00
"84.066","TRIO_Educational Opportunity Centers","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",8/23/2010 9:52,1/1/1980 0:00
"84.069","Leveraging Educational Assistance Partnership","Department of Education / Office of Student Financial Assistance Programs","A - FORMULA GRANTS",8/23/2010 9:53,1/1/1980 0:00
"84.083","Women's Educational Equity Program","Department of Education / Office of Innovation and Improvement","B - PROJECT GRANTS",9/14/2010 13:28,1/1/1980 0:00
"84.101","Career and Technical Education - Grants to Native Americans and Alaska Natives","Department of Education / Office of Vocational and Adult Education","B - PROJECT GRANTS",9/14/2010 13:28,1/1/1980 0:00
"84.103","TRIO Staff Training Program","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",8/23/2010 9:53,1/1/1980 0:00
"84.116","Fund for the Improvement of Postsecondary Education","Department of Education / Office of Postsecondary Education","B - Project Grants (Discretionary)",9/19/2010 20:15,1/1/1980 0:00
"84.120","Minority Science and Engineering Improvement","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",8/30/2010 13:02,1/1/1980 0:00
"84.128","Rehabilitation Services_Service Projects","Department of Education / Office of Special Education and Rehabilitative Services","B - PROJECT GRANTS",9/25/2010 8:58,1/1/1980 0:00
"84.129","Rehabilitation Long-Term Training","Department of Education / Office of Special Education and Rehabilitative Services","B - PROJECT GRANTS",9/25/2010 8:58,1/1/1980 0:00
"84.132","Centers for Independent Living","Department of Education / Office of Special Education and Rehabilitative Services","B - Project Grants (Discretionary)",9/25/2010 8:58,1/1/1980 0:00
"84.133","National Institute on Disability and Rehabilitation Research","Department of Education / Office of Special Education and Rehabilitative Services","B - PROJECT GRANTS",9/25/2010 8:59,1/1/1980 0:00
"84.141","Migrant Education_High School Equivalency Program","Department of Education / Office of Elementary and Secondary Education","B - PROJECT GRANTS",9/23/2010 7:58,1/1/1980 0:00
"84.144","Migrant Education_Coordination Program","Department of Education / Office of Elementary and Secondary Education","B - PROJECT GRANTS",9/3/2010 19:05,1/1/1980 0:00
"84.145","Federal Real Property Assistance Program","Department of Education / Office of Human Resources and Administration","H - SALE, EXCHANGE, OR DONATION OF PROPERTY OR GOODS",9/24/2010 10:04,1/1/1980 0:00
"84.149","Migrant Education_College Assistance Migrant Program","Department of Education / Office of Elementary and Secondary Education","B - PROJECT GRANTS",9/23/2010 7:58,1/1/1981 0:00
"84.153","Business and International Education Projects","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",9/1/2010 9:35,1/1/1983 0:00
"84.160","Training Interpreters for Individuals who are Deaf and Individuals who are Deaf-Blind","Department of Education / Office of Special Education and Rehabilitative Services","B - PROJECT GRANTS",9/25/2010 8:59,1/1/1984 0:00
"84.161","Rehabilitation Services_Client Assistance Program","Department of Education / Office of Special Education and Rehabilitative Services","A - FORMULA GRANTS",9/25/2010 8:59,1/1/1984 0:00
"84.165","Magnet Schools Assistance","Department of Education / Office of Innovation and Improvement","B - Project Grants (Discretionary)",9/25/2010 8:59,1/1/1985 0:00
"84.169","Independent Living_State Grants","Department of Education / Office of Special Education and Rehabilitative Services","A - FORMULA GRANTS",9/25/2010 8:59,1/1/1985 0:00
"84.170","Javits Fellowships","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",8/19/2010 8:16,1/1/1985 0:00
"84.173","Special Education_Preschool Grants","Department of Education / Office of Special Education and Rehabilitative Services","A - FORMULA GRANTS",9/19/2010 20:16,1/1/1985 0:00
"84.177","Rehabilitation Services_Independent Living Services for Older Individuals Who are Blind","Department of Education / Office of Special Education and Rehabilitative Services","B - PROJECT GRANTS",9/25/2010 9:00,1/1/1986 0:00
"84.181","Special Education-Grants for Infants and Families","Department of Education / Office of Special Education and Rehabilitative Services","A - FORMULA GRANTS",9/25/2010 9:00,1/1/1987 0:00
"84.184","Safe and Drug-Free Schools and Communities_National Programs","Department of Education / Office of Safe and Drug-Free Schools","B - PROJECT GRANTS",1/25/2011 7:31,1/1/1987 0:00
"84.185","Byrd Honors Scholarships","Department of Education / Office of Postsecondary Education","A - FORMULA GRANTS",9/19/2010 20:17,1/1/1987 0:00
"84.186","Safe and Drug-Free Schools and Communities_State Grants","Department of Education / Office of Safe and Drug-Free Schools","A - FORMULA GRANTS",1/25/2011 7:31,1/1/1987 0:00
"84.187","Supported Employment Services for Individuals with the Most Significant Disabilities","Department of Education / Office of Special Education and Rehabilitative Services","A - FORMULA GRANTS",9/25/2010 9:00,1/1/1987 0:00
"84.191","Adult Education_National Leadership Activities","Department of Education / Office of Vocational and Adult Education","B - Cooperative Agreements (Discretionary Grants), B - Project Grants, B - Project Grants (Contracts), C - Direct Payments for Specified Use",8/23/2010 9:59,1/1/1987 0:00
"84.196","Education for Homeless Children and Youth","Department of Education / Office of Elementary and Secondary Education","A - FORMULA GRANTS",9/1/2010 9:35,1/1/1987 0:00
"84.200","Graduate Assistance in Areas of National Need","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",8/19/2010 8:17,1/1/1988 0:00
"84.206","Javits Gifted and Talented Students Education Grant Program","Department of Education / Office of Elementary and Secondary Education","B - PROJECT GRANTS",8/30/2010 13:02,1/1/1988 0:00
"84.213","Even Start_State Educational Agencies","Department of Education / Office of Elementary and Secondary Education","A - FORMULA GRANTS",9/29/2010 7:48,1/1/1988 0:00
"84.214","Even Start_Migrant Education","Department of Education / Office of Elementary and Secondary Education","B - PROJECT GRANTS",9/29/2010 7:53,1/1/1988 0:00
"84.215","Fund for the Improvement of Education","Department of Education / Office of Innovation and Improvement","B - Project Grants (Contracts)",9/25/2010 9:04,1/1/1988 0:00
"84.217","TRIO_McNair Post-Baccalaureate Achievement","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",9/25/2010 9:05,1/1/1989 0:00
"84.220","Centers for International Business Education","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",9/3/2010 19:18,1/1/1989 0:00
"84.224","Assistive Technology","Department of Education / Office of Special Education and Rehabilitative Services","A - FORMULA GRANTS",9/25/2010 9:05,1/1/1989 0:00
"84.229","Language Resource Centers","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",8/30/2010 13:03,1/1/1990 0:00
"84.234","Projects with Industry","Department of Education / Office of Special Education and Rehabilitative Services","B - PROJECT GRANTS",8/23/2010 10:06,1/1/1991 0:00
"84.235","Rehabilitation Services Demonstration and Training Programs","Department of Education / Office of Special Education and Rehabilitative Services","B - PROJECT GRANTS",9/25/2010 9:05,1/1/1991 0:00
"84.240","Program of Protection and Advocacy of Individual Rights","Department of Education / Office of Special Education and Rehabilitative Services","A - Formula Grants",9/25/2010 9:05,1/1/1991 0:00
"84.243","Tech-Prep Education","Department of Education / Office of Vocational and Adult Education","A - FORMULA GRANTS",9/3/2010 19:04,1/1/1991 0:00
"84.245","Tribally Controlled Postsecondary Career and Technical Institutions","Department of Education / Office of Vocational and Adult Education","B - Project Grants, B - Project Grants (Discretionary)",9/3/2010 19:03,1/1/1991 0:00
"84.246","Rehabilitation Short-Term Training","Department of Education / Office of Special Education and Rehabilitative Services","B - PROJECT GRANTS",9/25/2010 9:05,1/1/1991 0:00
"84.250","Rehabilitation Services_American Indians with Disabilities","Department of Education / Office of Special Education and Rehabilitative Services","B - Project Grants",9/25/2010 9:06,1/1/1991 0:00
"84.256","Territories and Freely Associated States Education Grant Program","Department of Education / Office of Elementary and Secondary Education","B - PROJECT GRANTS",9/14/2010 13:27,1/1/1992 0:00
"84.258","Even Start_Indian Tribes and Tribal Organizations","Department of Education / Office of Elementary and Secondary Education","B - PROJECT GRANTS",9/29/2010 7:53,1/1/1992 0:00
"84.263","Rehabilitation Training_Experimental and Innovative Training","Department of Education / Office of Special Education and Rehabilitative Services","B - PROJECT GRANTS",9/25/2010 9:06,1/1/1993 0:00
"84.264","Rehabilitation Training_Continuing Education","Department of Education / Office of Special Education and Rehabilitative Services","B - PROJECT GRANTS",9/25/2010 9:06,1/1/1993 0:00
"84.265","Rehabilitation Training_State Vocational Rehabilitation Unit In-Service Training","Department of Education / Office of Special Education and Rehabilitative Services","B - PROJECT GRANTS",9/25/2010 9:06,1/1/1993 0:00
"84.268","Federal Direct Student Loans","Department of Education / Office of Student Financial Assistance Programs","E - Direct Loans",8/23/2010 10:06,1/1/1994 0:00
"84.269","Institute for International Public Policy","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",8/30/2010 13:04,1/1/1994 0:00
"84.274","American Overseas Research Centers","Department of Education / Office of Postsecondary Education","B - Project Grants (Discretionary)",9/1/2010 9:36,1/1/1994 0:00
"84.275","Rehabilitation Training_General Training","Department of Education / Office of Special Education and Rehabilitative Services","B - PROJECT GRANTS",9/25/2010 9:06,1/1/1995 0:00
"84.282","Charter Schools","Department of Education / Office of Innovation and Improvement","B - Project Grants (Discretionary)",9/3/2010 18:59,1/1/1995 0:00
"84.283","Comprehensive Centers","Department of Education / Office of Elementary and Secondary Education","B - PROJECT GRANTS",8/23/2010 10:19,1/1/1995 0:00
"84.286","Ready to Teach","Department of Education / Office of Innovation and Improvement","B - PROJECT GRANTS",9/25/2010 9:07,1/1/1995 0:00
"84.287","Twenty-First Century Community Learning Centers","Department of Education / Office of Educational Research and Improvement","A - FORMULA GRANTS",9/29/2010 7:54,1/1/1995 0:00
"84.293","Foreign Language Assistance","Department of Education / Office of Elementary and Secondary Education","B - PROJECT GRANTS",9/23/2010 9:08,1/1/1995 0:00
"84.295","Ready-To-Learn Television","Department of Education / Office of Innovation and Improvement","B - PROJECT GRANTS",9/25/2010 9:07,1/1/1995 0:00
"84.299","Indian Education -- Special Programs for Indian Children","Department of Education / Office of Elementary and Secondary Education","B - Project Grants",9/25/2010 9:07,1/1/1995 0:00
"84.304","Civic Education - We the People and the Cooperative Education Exchange Program","Department of Education / Office of Safe and Drug-Free Schools","B - PROJECT GRANTS",1/25/2011 7:32,1/1/1995 0:00
"84.305","Education Research, Development and Dissemination","Department of Education / Institute of Education Sciences","B - PROJECT GRANTS",10/14/2010 7:17,1/1/1995 0:00
"84.310","Parental Information and Resource Centers","Department of Education / Office of Elementary and Secondary Education","B - PROJECT GRANTS",8/20/2010 7:49,1/1/1995 0:00
"84.315","Capacity Building for Traditionally Underserved Populations","Department of Education / Office of Special Education and Rehabilitative Services","B - PROJECT GRANTS",9/25/2010 9:07,1/1/1995 0:00
"84.318","Educational Technology State Grants","Department of Education / Office of Elementary and Secondary Education","A - FORMULA GRANTS",9/14/2010 11:41,1/1/1998 0:00
"84.323","Special Education - State Personnel Development","Department of Education / Office of Special Education and Rehabilitative Services","B - PROJECT GRANTS",9/25/2010 9:07,1/1/1998 0:00
"84.324","Research in Special Education","Department of Education / Institute of Education Sciences","B - PROJECT GRANTS",10/14/2010 7:18,1/1/1998 0:00
"84.325","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education / Office of Special Education and Rehabilitative Services","B - PROJECT GRANTS",9/19/2010 20:20,1/1/1998 0:00
"84.326","Special Education_Technical Assistance and Dissemination to Improve Services and Results for Children with Disabilities","Department of Education / Office of Special Education and Rehabilitative Services","B - PROJECT GRANTS",9/19/2010 20:20,1/1/1998 0:00
"84.327","Special Education_Technology and Media Services for Individuals with Disabilities","Department of Education / Office of Special Education and Rehabilitative Services","B - PROJECT GRANTS",9/25/2010 9:07,1/1/1998 0:00
"84.328","Special Education_Parent Information Centers","Department of Education / Office of Special Education and Rehabilitative Services","B - PROJECT GRANTS",9/25/2010 9:08,1/1/1998 0:00
"84.329","Special Education_Studies and Evaluations","Department of Education / Office of Special Education and Rehabilitative Services","B - PROJECT GRANTS",9/19/2010 20:21,1/1/1998 0:00
"84.330","Advanced Placement Program (Advanced Placement Test Fee; Advanced Placement Incentive Program Grants)","Department of Education / Office of Elementary and Secondary Education","B - PROJECT GRANTS",8/30/2010 13:05,1/1/1998 0:00
"84.331","Grants to States for Workplace and Community Transition Training for Incarcerated Individuals","Department of Education / Office of Vocational and Adult Education","A - FORMULA GRANTS",8/23/2010 10:20,1/1/1998 0:00
"84.332","Comprehensive School Reform Demonstration","Department of Education / Office of Elementary and Secondary Education","B - Project Grants",9/29/2010 7:54,1/1/1999 0:00
"84.333","Demonstration Projects to Support Postsecondary Faculty, Staff, and Administrations in Educating Students with Disabilities","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",8/20/2010 7:52,1/1/1999 0:00
"84.334","Gaining Early Awareness and Readiness for Undergraduate Programs","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",8/20/2010 7:51,1/1/1999 0:00
"84.335","Child Care Access Means Parents in School","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",9/1/2010 9:37,1/1/1999 0:00
"84.336","Teacher Quality Partnership Grants","Department of Education / Office of Innovation and Improvement","B - PROJECT GRANTS",9/23/2010 9:09,1/1/1999 0:00
"84.337","International Education_Technological Innovation and Cooperation for Foreign Information Access","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",8/30/2010 13:06,1/1/1999 0:00
"84.343","Assistive Technology_State Grants for Protection and Advocacy","Department of Education / Office of Special Education and Rehabilitative Services","A - FORMULA GRANTS",9/25/2010 9:08,1/1/1999 0:00
"84.345","Underground Railroad Educational and Cultural Program","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",9/25/2010 9:08,1/1/2000 0:00
"84.350","Transition to Teaching","Department of Education / Office of Innovation and Improvement","B - PROJECT GRANTS",8/20/2010 7:50,1/1/2001 0:00
"84.351","Arts in Education","Department of Education / Office of Innovation and Improvement","B - Project Grants (Discretionary)",9/25/2010 9:08,1/1/2001 0:00
"84.354","Credit Enhancement for Charter School Facilities","Department of Education / Office of Innovation and Improvement","B - PROJECT GRANTS",9/25/2010 9:08,1/1/2002 0:00
"84.356","Alaska Native Educational Programs","Department of Education / Office of Elementary and Secondary Education","B - PROJECT GRANTS",9/1/2010 9:38,1/1/2001 0:00
"84.358","Rural Education","Department of Education / Office of Elementary and Secondary Education","A - FORMULA GRANTS",9/25/2010 9:09,1/1/2002 0:00
"84.359","Early Reading First","Department of Education / Office of Elementary and Secondary Education","B - PROJECT GRANTS",9/29/2010 7:54,1/1/2002 0:00
"84.360","High School Graduation Initiative","Department of Education / Office of Elementary and Secondary Education","B - PROJECT GRANTS",9/14/2010 13:27,1/1/2002 0:00
"84.361","Voluntary Public School Choice","Department of Education / Office of Innovation and Improvement","B - Project Grants (Discretionary)",9/27/2010 9:12,1/1/2002 0:00
"84.362","Native Hawaiian Education","Department of Education / Office of Elementary and Secondary Education","B - PROJECT GRANTS",9/1/2010 9:39,1/1/2002 0:00
"84.363","School Leadership","Department of Education / Office of Innovation and Improvement","B - PROJECT GRANTS",8/20/2010 7:50,1/1/2002 0:00
"84.364","Improving Literacy Through School Libraries","Department of Education / Office of Elementary and Secondary Education","B - PROJECT GRANTS",9/14/2010 13:27,1/1/2002 0:00
"84.365","English Language Acquisition Grants","Department of Education / Office of Elementary and Secondary Education","A - FORMULA GRANTS",8/23/2010 10:21,1/1/2004 0:00
"84.366","Mathematics and Science Partnerships","Department of Education / Office of Elementary and Secondary Education","B - PROJECT GRANTS",8/30/2010 13:08,1/1/2004 0:00
"84.367","Improving Teacher Quality State Grants","Department of Education / Office of Elementary and Secondary Education","A - FORMULA GRANTS",4/22/2011 5:00,1/1/2004 0:00
"84.368","Grants for Enhanced Assessment Instruments","Department of Education / Office of Elementary and Secondary Education","B - Project Grants",9/14/2010 13:26,5/3/2010 8:16
"84.369","Grants for State Assessments and Related Activities","Department of Education / Office of Elementary and Secondary Education","A - FORMULA GRANTS",9/3/2010 19:06,1/1/2004 0:00
"84.370","DC School Choice Incentive Program","Department of Education / Office of Innovation and Improvement","B - PROJECT GRANTS",9/29/2010 7:54,1/1/2005 0:00
"84.371","Striving Readers","Department of Education / Office of Elementary and Secondary Education","A - Formula Grants, B - PROJECT GRANTS",9/29/2010 7:54,1/1/2006 0:00
"84.372","Statewide Data Systems","Department of Education / Institute of Education Sciences","B - PROJECT GRANTS",9/19/2010 20:22,1/1/2006 0:00
"84.373","Special Education_Technical Assistance on State Data Collection","Department of Education / Office of Special Education and Rehabilitative Services","B - PROJECT GRANTS",9/19/2010 20:23,1/1/2006 0:00
"84.374","Teacher Incentive Fund","Department of Education / Office of Elementary and Secondary Education","B - PROJECT GRANTS",8/19/2010 8:18,1/1/2006 0:00
"84.375","Academic Competitiveness Grants","Department of Education / Office of Postsecondary Education","C - DIRECT PAYMENTS FOR A SPECIFIED USE",8/23/2010 10:22,1/1/2006 0:00
"84.376","National Science and Mathematics Access to Retain Talent (SMART) Grants","Department of Education / Office of Student Financial Assistance Programs","C - DIRECT PAYMENTS FOR A SPECIFIED USE",8/23/2010 10:24,1/1/2006 0:00
"84.377","School Improvement Grants","Department of Education / Office of Elementary and Secondary Education","A - Formula Grants",9/7/2010 19:13,1/1/2008 0:00
"84.378","College Access Challenge Grant Program","Department of Education / Office of Postsecondary Education","A - FORMULA GRANTS",8/23/2010 10:28,1/1/2008 0:00
"84.379","Teacher Education Assistance for College and Higher Education Grants (TEACH Grants)","Department of Education","C - DIRECT PAYMENTS FOR A SPECIFIED USE",8/23/2010 10:28,1/1/2008 0:00
"84.380","Special Education -- Olympic Education Programs","Department of Education / Office of Special Education and Rehabilitative Services","B - PROJECT GRANTS",9/19/2010 20:23,1/1/2008 0:00
"84.381","Baccalaureate Degrees in Science, Technology, Engineering, Mathematics, and Critical Foreign Languages and Master's Degrees in Science, Technology, Engineering, Mathematics, and Critical Foreign Languages","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",9/19/2010 20:25,10/14/2008 0:00
"84.382","Strengthening Minority-Serving Institutions","Department of Education / Office of Postsecondary Education","B - PROJECT GRANTS",9/3/2010 19:09,1/1/2008 0:00
"84.383","Homeless Education Disaster Assistance Program","Department of Education / Office of Postsecondary Education","A - FORMULA GRANTS",9/1/2010 8:01,1/6/2009 0:00
"84.384","Statewide Data Systems, Recovery Act","Department of Education / Institute of Education Sciences","B - Project Grants",9/19/2010 20:26,5/1/2009 16:59
"84.385","Teacher Incentive Fund, Recovery Act","Department of Education","B - Project Grants",8/19/2010 8:19,5/1/2009 16:59
"84.386","Education Technology State Grants, Recovery Act","Department of Education","A - Formula Grants",9/3/2010 19:19,5/1/2009 16:59
"84.387","Education for Homeless Children and Youth, Recovery Act","Department of Education","A - Formula Grants",9/1/2010 8:00,5/1/2009 16:59
"84.388","School Improvement Grants, Recovery Act","Department of Education","A - Formula Grants",9/7/2010 19:14,5/1/2009 16:59
"84.389","Title I Grants to Local Educational Agencies, Recovery Act","Department of Education","A - Formula Grants",9/3/2010 19:20,5/1/2009 16:59
"84.390","Rehabilitation Services-Vocational Rehabilitation Grants to States, Recovery Act","Department of Education","A - Formula Grants",9/25/2010 9:09,5/1/2009 16:59
"84.391","Special Education Grants to States, Recovery Act","Department of Education / Office of Special Education and Rehabilitative Services","A - Formula Grants",9/19/2010 20:27,5/1/2009 16:59
"84.392","Special Education - Preschool Grants, Recovery Act","Department of Education / Office of Special Education and Rehabilitative Services","A - Formula Grants",9/19/2010 20:27,5/1/2009 16:59
"84.393","Special Education - Grants for Infants and Families, Recovery Act","Department of Education / Office of Special Education and Rehabilitative Services","A - Formula Grants",9/29/2010 7:55,5/1/2009 16:59
"84.394","State Fiscal Stabilization Fund (SFSF) -  Education State Grants, Recovery Act","Department of Education","A - Formula Grants",9/3/2010 19:17,5/1/2009 16:59
"84.395","State Fiscal Stabilization Fund (SFSF) - Race-to-the-Top Incentive Grants, Recovery Act","Department of Education","B - Project Grants (Special)",9/29/2010 7:55,5/13/2009 9:17
"84.396","State Fiscal Stabilization Fund (SFSF) - Investing in Innovation (i3) Fund, Recovery Act","Department of Education / Office of Innovation and Improvement","B - Project Grants",9/29/2010 7:55,5/13/2009 9:17
"84.397","State Fiscal Stabilization Fund (SFSF) - Government Services, Recovery Act","Department of Education","A - Formula Grants",9/7/2010 19:14,5/13/2009 9:17
"84.398","Independent Living State Grants, Recovery Act","Department of Education","A - Formula Grants",8/23/2010 10:29,5/1/2009 16:59
"84.399","Independent Living Services for Older Individuals Who are Blind, Recovery Act","Department of Education","A - Formula Grants",8/23/2010 10:30,5/1/2009 16:59
"84.400","Centers for Independent Living, Recovery Act.","Department of Education","B - Project Grants (Discretionary)",8/23/2010 10:30,5/1/2009 16:59
"84.401","Impact Aid School Construction, Recovery Act","Department of Education","B - Project Grants (Discretionary)",9/29/2010 7:55,5/1/2009 16:59
"84.402","Consolidated Grants to the Outlying Areas, Recovery Act","Department of Education","A - Formula Grants",8/30/2010 13:09,5/1/2009 16:59
"84.403","Consolidated Grant to the Outlying Areas","Department of Education / Office of Elementary and Secondary Education","A - Formula Grants",8/30/2010 13:09,6/11/2009 14:05
"84.404","Impact Aid -- School Construction Formula Grants, Recovery Act","Department of Education","A - Formula Grants",9/29/2010 7:55,5/1/2009 16:59
"84.405","Teacher Quality Partnerships, Recovery Act","Department of Education","B - Project Grants",9/25/2010 9:10,5/1/2009 16:59
"84.406","Capacity Building for Traditionally Underserved Populations, Recovery Act.","Department of Education / Office of Special Education and Rehabilitative Services","B - Project Grants (Discretionary)",9/29/2010 7:55,5/13/2009 9:17
