2-25-2009,"The Federal Reserve Board, Federal Deposit Insurance Corporation, Office of the Comptroller of the Currency and Office of Thrift Supervision announce that they will conduct forward-looking economic assessments or "stress tests" of eligible U.S. bank holding companies with assets exceeding $100 billion. Supervisors will work with the firms to estimate the range of possible future losses and the resources to absorb such losses over a two-year period.The assessment process is expected to be completed by the end of April 2009."
2-26-2009,"The FDIC announces that the number of "problem banks" increased from 171 institutions with $116 billion of assets at the end of the third quarter of 2008, to 252 insured institutions with $159 billion in assets at the end of fourth quarter of 2008. The FDIC also announces that there were 25 bank failures and five assistance transactions in 2008, which was the largest annual number since 1993."
2-26-2009,"Fannie Mae reports a loss of $25.2 billion in the fourth quarter of 2008, and a full year 2008 loss of $58.7 billion. Fannie Mae also reports that on February-25-2009, the Federal Housing Finance Agency submitted a request for $15.2 billion from the Treasury Department under the terms of the Senior Preferred Stock Purchase Agreement in order to eliminate Fannie Mae's net worth deficit as of December-31-2008."
2-27-2009,"The Treasury Department announces its willingness to convert up to $25 billion of Citigroup preferred stock issued under the Capital Purchase Program into common equity. The conversion is contingent on the willingness of private investors to convert a similar amount of preferred shares into common equity. Remaining Treasury and FDIC preferred shares issued under the Targeted Investment Program and Asset Guarantee Program would be converted into a trust preferred security of greater structural seniority that would carry the same 8% cash dividend rate as the existing issue."
2-27-2009,"The Federal Deposit Insurance Corporation (FDIC) announces changes in its risk-based assessment system and a 20 basis point emergency special assessment on insured depository institutions to be collected on September-30-2009."
2-27-2009,"The U.S. Treasury Department purchases a total of $394.9 million in preferred stock from 28 U.S. banks under the Capital Purchase Program."
3-2-2009,"The Treasury Department and Federal Reserve Board announce a restructuring of the government's assistance to American International Group (AIG). Under the restructuring, AIG will receive as much as $30 billion of additional capital from the Troubled Asset Relief Program (TARP). In addition, the Treasury Department will exchange its existing $40 billion cumulative preferred shares in AIG for new preferred shares with revised terms that more closely resemble common equity. Finally, AIG's revolving credit facility with the Federal Reserve Bank of New York will be reduced from $60 billion to no less than $25 billion and the terms will be modified. In exchange, the Federal Reserve will receive preferred interests in two special purpose vehicles created to hold the outstanding common stock of two subsidiaries of AIG: American Life Insurance Company and American International Assurance Company Ltd. Separately, AIG reports a fourth quarter 2008 loss of $61.7 billion, and a loss of $99.3 billion for all of 2008."
3-3-2009,"The Treasury Department and the Federal Reserve Board announce the launch of the Term Asset-Backed Securities Loan Facility (TALF). Under the program, the Federal Reserve Bank of New York will lend up to $200 billion to eligible owners of certain AAA-rated asset-backed securities backed by newly and recently originated auto loans, credit card loans, student loans and small business loans that are guaranteed by the Small Business Administration. The Federal Reserve and Treasury expect to include asset-backed securities backed by other types of loans in future monthly fundings. Subscriptions for funding in March will be accepted on March-17-2009. Securitizations will be funded by the program on March-25-2009. The program will hold monthly fundings through December 2009 or longer if extended by the Federal Reserve Board."
3-4-2009,"The Treasury Department announces guidelines to enable servicers to begin modifications of eligible mortgages under the Homeowner Affordability and Stability Plan."
3-6-2009,"The U.S. Treasury Department purchases a total of $284.7 million in preferred stock from 22 U.S. banks under the Capital Purchase Program."
3-11-2009,"The Federal Reserve Board releases the minutes of its meetings from July-13-2008 through December-16-2008 concerning Federal Reserve liquidity facilities and other issues related to the financial turmoil."
3-11-2009,"Freddie Mac announces that it had a net loss of $23.9 billion in the fourth quarter of 2008, and a net loss of $50.1 billion for 2008 as a whole. Further, Freddie Mac announces that its conservator has submitted a request to the U.S. Treasury Department for an additional $30.8 billion in funding for the company under the Senior Preferred Stock Purchase Agreement with the Treasury."
