Date,Name,Price Paid,Pricing Mechanism,Description,Transaction Type,FDIC Number,OTS Number,Type of Institution,Total Assets (Q4 2008),Regulator,City,State,Stock Symbol,Program,Warrant Strike Price,Warrant Received,Stock Price (as of close 2009-04-08),In/Out of Money (as of close 2009-04-08),Subsidy Rate Estimate (percentage),Subsidy Rate Estimate Date,Subsidy Rate Estimate Source
2009-01-30,Legacy Bancorp Inc.,5498000.00,Par,Preferred Stock,Purchase,2727963,,holding company,226267000.00,Federal Reserve,Milwaukee,WI,,CPP,,,,,,,
2009-01-30,Metro City Bank,7700000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,58181,,bank,272923000.00,FDIC,Doraville,GA,,CPP,,,,,,,
2009-01-30,Middleburg Financial Corporation,22000000.00,Par,Preferred Stock w/Warrants,Purchase,2176413,,holding company,978360000.00,Federal Reserve,Middleburg,VA,MBRG,CPP,,,,,,,
2009-01-30,Monument Bank,4734000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,57942,,bank,176495000.00,FDIC,Bethesda,MD,,CPP,,,,,,,
2009-01-30,Northway Financial Inc.,10000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,2582827,,holding company,719597000.00,Federal Reserve,Berlin,NH,NWYF,CPP,,,,,,,
2009-01-30,"Oak Ridge Financial Services, Inc.",7700000.00,Par,Preferred Stock w/Warrants,Purchase,3587427,,holding company,320420000.00,Federal Reserve,Oak Ridge,NC,BKOR,CPP,,,,,,,
2009-01-30,Ojai Community Bank,2080000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,57850,,bank,50743000.00,FDIC,Ojai,CA,OJCB,CPP,,,,,,,
2009-01-30,"Parke Bancorp, Inc.",16288000.00,Par,Preferred Stock w/Warrants,Purchase,3347292,,holding company,602795000.00,Federal Reserve,Sewell,NJ,PKBK,CPP,,,,,,,
2009-01-30,Peninsula Bank Holding Co.,6000000.00,Par,Preferred Stock w/Warrants,Purchase,3680980,,holding company,271523000.00,Federal Reserve,Palo Alto,CA,PBKH,CPP,,,,,,,
2009-01-30,Peoples Bancorp Inc.,39000000.00,Par,Preferred Stock w/Warrants,Purchase,1070578,,holding company,1993254000.00,Federal Reserve,Marietta,OH,PEBO,CPP,,,,,,,
2009-01-30,Plumas Bancorp,11949000.00,Par,Preferred Stock w/Warrants,Purchase,3098576,,holding company,456599000.00,Federal Reserve,Quincy,CA,PLBC,CPP,,,,,,,
