"Indent","Category","Source","Report","2000 (Corp)","2001 (Corp)","2002 (Corp)","2003 (Corp)","2004 (Corp)","2005 (Corp)","2006 (Corp)","2007 (Corp)","2008 (Corp)","2009 (Corp)","2010 (Corp)","2011 (Corp)","2012 (Corp)","2013 (Corp)","2014 (Corp)","2015 (Corp)","2016 (Corp)","2000 (Indv)","2001 (Indv)","2002 (Indv)","2003 (Indv)","2004 (Indv)","2005 (Indv)","2006 (Indv)","2007 (Indv)","2008 (Indv)","2009 (Indv)","2010 (Indv)","2011 (Indv)","2012 (Indv)","2013 (Indv)","2014 (Indv)","2015 (Indv)","2016 (Indv)","Expenditure Name","Expenditure Footnotes"
"#+",,"JCT",2004,,,28000,31000,32800,33900,34500,,,,,,,,,,,,,7500,8400,8800,9000,9100,,,,,,,,,,,"Depreciation of equipment in excess of alternative depreciation system",
"#+",,"JCT",2005,,,,39300,36200,19100,10300,14400,,,,,,,,,,,,,10500,9200,4200,1600,2700,,,,,,,,,,"Depreciation of equipment in excess of alternative depreciation system",
"#+",,"JCT",2006,,,,,52900,23000,2400,6100,12400,,,,,,,,,,,,,16100,5800,-1600,-600,1400,,,,,,,,,"Depreciation of equipment in excess of alternative depreciation system",
"#+",,"JCT",2007,,,,,,18800,5900,10600,15700,20300,,,,,,,,,,,,,2200,-2200,-100,1700,3500,,,,,,,,"Depreciation of equipment in excess of the alternative depreciation system",
"#+",,"JCT",2008,,,,,,,5700,11000,17700,23400,27700,,,,,,,,,,,,,-2200,100,2200,4300,6100,,,,,,,"Depreciation of equipment in excess of the alternative depreciation system",
"#+",,"JCT",2009,,,,,,,,1800,6200,11100,16500,21400,,,,,,,,,,,,,-300,800,2300,4100,5600,,,,,,"Depreciation of equipment in excess of the alternative depreciation system",
"#+",,"JCT",2010,,,,,,,,,32600,20700,6300,13500,18600,,,,,,,,,,,,,6900,4400,1300,2900,3900,,,,,"Depreciation of equipment in excess of the alternative depreciation system","This tax expenditure can be found in ""Major Provisions Not Classified as Tax Subsidies"" on page 69 in the JCT's FY2010 <a href=""http://www.jct.gov/publications.html?func=startdown&id=3642""><em>Estimates of Federal Tax Expenditures</em>.</a>"
"#+",,"JCT",2011,,,,,,,,,,35000,6200,-8300,-2700,4200,,,,,,,,,,,,,6200,1100,-1500,-500,700,,,,"Depreciation of equipment in excess of the alternative depreciation system ",
"#+",,"JCT",2012,,,,,,,,,,,24100,6500,-5000,800,10700,,,,,,,,,,,,,4300,1200,-900,100,1900,,,"Depreciation of equipment in excess of the alternative depreciation system ",
"#+",57,"Treasury",2001,22085,26970,27265,27965,29825,30465,,,,,,,,,,,,5655,5860,6080,6300,6565,6865,,,,,,,,,,,,"Accelerated depreciation of machinery and equipment (normal tax method)",
"#+",58,"Treasury",2002,28020,30230,32400,34530,36470,38110,39770,,,,,,,,,,,2640,2820,3000,3150,3290,3420,3560,,,,,,,,,,,"Accelerated depreciation of machinery and equipment (normal tax method)",
"#+",56,"Treasury",2003,,30750,30220,29750,30200,30860,31970,34070,,,,,,,,,,,7110,6910,6730,6590,6570,6550,6860,,,,,,,,,,"Accelerated depreciation of machinery and equipment (normal tax method)",
"#+",56,"Treasury",2004,,,40670,26390,14140,-33390,-29330,-26960,-25000,,,,,,,,,,,7100,4720,2530,-5920,-5930,-6300,-6570,,,,,,,,,"Accelerated depreciation of machinery and equipment (normal tax method)",
"#+",56,"Treasury",2005,,,,40600,38830,-8720,-32980,-26580,-23990,-22400,,,,,,,,,,,7920,7970,-2200,-4960,-4460,-4780,-5190,,,,,,,,"Accelerated depreciation of machinery and equipment (normal tax method)",
"#+",60,"Treasury",2006,,,,,37080,-8780,-32880,-26480,-23310,-21260,-20290,,,,,,,,,,,7610,-2220,-4950,-4440,-4640,-4930,-5470,,,,,,,"Accelerated depreciation of machinery and equipment (normal tax method)",
"#+",76,"Treasury",2007,,,,,,15850,30250,39870,47870,57290,63410,69170,,,,,,,,,,,4370,10270,12360,14070,16190,17680,19290,,,,,,"Accelerated depreciation of machinery and equipment (normal tax method)",
"#+",73,"Treasury",2008,,,,,,,23730,34650,44780,55310,62620,68490,74110,,,,,,,,,,,12740,16380,19890,23080,22630,24140,26740,,,,,"Accelerated depreciation of machinery and equipment (normal tax method)",
"#+",73,"Treasury",2009,,,,,,,,14760,21540,28600,34130,38090,41690,45440,,,,,,,,,,,11650,13640,15520,15630,15240,16750,18950,,,,"Accelerated depreciation of machinery and equipment (normal tax method)",
"#+",76,"Treasury",2010,,,,,,,,,39090,-14300,-8170,-3610,610,3970,6930,,,,,,,,,,,16800,3160,4350,2420,5400,6970,8200,,,"Accelerated depreciation of machinery and equipment (normal tax method)",
"#+",76,"Treasury",2011,,,,,,,,,,23040,320,-5160,1750,11810,18490,24770,,,,,,,,,,,34360,10150,6330,12370,18900,25820,31630,,"Accelerated depreciation of machinery and equipment (normal tax method)",
"#+",77,"Treasury",2012,,,,,,,,,,,17140,5400,5300,15730,24470,30950,32990,,,,,,,,,,,22650,12140,19150,28560,33780,37790,40960,"Accelerated depreciation of machinery and equipment (normal tax method)",
"#","Expensing of certain small investments (normal tax method)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Expensing of certain small investments.&mdash; Under the reference law baseline, the costs of acquiring tangible property and computer software would be depreciated using the Tax Code's depreciation provisions. Under the normal tax baseline, depreciation allowances are estimates of economic depreciation. However, the Tax Code allows qualifying investments by small businesses in tangible property and certain computer software to be expensed rather than depreciated over time. </p>",
"#+",,"JCT",2001,500,700,700,500,,,,,,,,,,,,,,200,300,400,200,,,,,,,,,,,,,,"Expensing of depreciable business property",
"#+",,"JCT",2002,200,200,200,100,100,,,,,,,,,,,,,500,600,600,400,200,,,,,,,,,,,,,"Expensing of depreciable business property",
"#+",,"JCT",2003,,300,300,200,100,"<50",,,,,,,,,,,,,1200,1200,700,400,200,,,,,,,,,,,,"Expensing of depreciable business property",
"#+",,"JCT",2004,,,300,300,200,200,100,,,,,,,,,,,,,1300,1300,900,600,400,,,,,,,,,,,"Expensing of depreciable business property",
"#+",,"JCT",2005,,,,-100,"<-",100,200,200,,,,,,,,,,,,,-600,-200,500,800,700,,,,,,,,,,"Expensing of depreciable business property",
"#+",,"JCT",2006,,,,,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,"Expensing of depreciable business property",
"#+",,"JCT",2007,,,,,,500,700,600,-100,-400,,,,,,,,,,,,,2100,3000,2500,"<50",-900,,,,,,,,"Expensing under section 179 of depreciable business property",
"#+",,"JCT",2008,,,,,,,600,600,-100,-400,-200,,,,,,,,,,,,,2800,2600,100,-800,-400,,,,,,,"Expensing under section 179 of depreciable business property",
"#+",,"JCT",2009,,,,,,,,400,300,200,200,0,,,,,,,,,,,,,2900,2200,1600,1700,-100,,,,,,"Expensing under section 179 of depreciable business property",
"#+",,"JCT",2010,,,,,,,,,1000,1000,500,-100,-1400,,,,,,,,,,,,,4400,4100,2000,-500,-5800,,,,,"Expensing under section 179 of depreciable business property",
"#+",,"JCT",2011,,,,,,,,,,-400,500,400,-300,-100,,,,,,,,,,,,,-1600,2000,1700,-1100,-200,,,,"Expensing under section 179 of depreciable business property",
"#+",,"JCT",2012,,,,,,,,,,,200,1300,700,-500,-200,,,,,,,,,,,,,700,5700,3100,-1900,-900,,,"Expensing under section 179 of depreciable business property",
"#+",58,"Treasury",2001,490,630,665,630,625,645,,,,,,,,,,,,1100,1295,1300,1290,1270,1260,,,,,,,,,,,,"Expensing of certain small investments (normal tax method)",
"#+",59,"Treasury",2002,630,810,880,870,840,810,820,,,,,,,,,,,1470,1760,1810,1800,1730,1670,1690,,,,,,,,,,,"Expensing of certain small investments (normal tax method)",
"#+",57,"Treasury",2003,,530,470,460,460,450,490,570,,,,,,,,,,,1140,960,960,930,910,990,1150,,,,,,,,,,"Expensing of certain small investments (normal tax method)",
"#+",57,"Treasury",2004,,,-140,-80,130,560,720,580,520,,,,,,,,,,,-220,-30,240,1010,1110,930,860,,,,,,,,,"Expensing of certain small investments (normal tax method)",
"#+",57,"Treasury",2005,,,,420,710,1790,680,-390,-140,-30,,,,,,,,,,,610,880,3060,970,-100,110,160,,,,,,,,"Expensing of certain small investments (normal tax method)",
"#+",61,"Treasury",2006,,,,,680,1780,680,-390,-140,-30,-10,,,,,,,,,,,840,3040,970,-100,110,170,240,,,,,,,"Expensing of certain small investments (normal tax method)",
"#+",77,"Treasury",2007,,,,,,1710,1440,1240,-280,-2,160,310,,,,,,,,,,,3680,3280,3120,630,870,950,1150,,,,,,"Expensing of certain small investments (normal tax method)",
"#+",74,"Treasury",2008,,,,,,,1150,1130,1070,890,-800,-360,-70,,,,,,,,,,,3850,4200,4260,3850,-290,440,920,,,,,"Expensing of certain small investments (normal tax method)",
"#+",74,"Treasury",2009,,,,,,,,730,720,630,-220,-380,-380,-140,,,,,,,,,,,2930,2940,2770,720,-570,-580,80,,,,"Expensing of certain small investments (normal tax method)",
"#+",77,"Treasury",2010,,,,,,,,,200,60,180,-800,-440,-250,-120,,,,,,,,,,,730,30,730,-2600,-1240,-600,-140,,,"Expensing of certain small investments (normal tax method)",
"#+",77,"Treasury",2011,,,,,,,,,,-170,190,-350,-360,-50,70,150,,,,,,,,,,,40,220,-2850,-2460,-660,140,610,,"Expensing of certain small investments (normal tax method)",
"#+",78,"Treasury",2012,,,,,,,,,,,170,960,-270,-620,-300,-130,10,,,,,,,,,,,780,5750,-440,-2200,-540,280,920,"Expensing of certain small investments (normal tax method)",
"#","Amortization of start-up costs (normal tax method)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#+",59,"Treasury",2001,125,125,130,130,135,135,,,,,,,,,,,,80,80,85,85,85,90,,,,,,,,,,,,"Amortization of start-up costs (normal tax method)",
"#+",60,"Treasury",2002,120,120,120,130,130,130,130,,,,,,,,,,,80,80,80,80,90,90,90,,,,,,,,,,,"Amortization of start-up costs (normal tax method)",
"#+",58,"Treasury",2003,,90,110,140,160,170,180,180,,,,,,,,,,,40,50,60,80,80,90,90,,,,,,,,,,"Amortization of start-up costs (normal tax method)",
"#+",58,"Treasury",2004,,,90,110,120,130,130,140,140,,,,,,,,,,,20,20,30,30,30,30,30,,,,,,,,,"Amortization of start-up costs (normal tax method)",
"#+",58,"Treasury",2005,,,,100,110,120,130,140,140,140,,,,,,,,,,,10,10,10,20,20,20,20,,,,,,,,"Amortization of start-up costs (normal tax method)",
"#+",62,"Treasury",2006,,,,,70,40,0,-40,-80,-120,-150,,,,,,,,,,,10,10,0,0,-10,-20,-20,,,,,,,"Amortization of start-up costs (normal tax method)",
"#+",,"JCT",2001,"<+","<+","<+","<+",,,,,,,,,,,,,,300,300,300,300,,,,,,,,,,,,,"Amortization of business startup costs",,
"#+",,"JCT",2002,"<50","<50","<50","<50","<50",,,,,,,,,,,,,300,300,400,400,400,,,,,,,,,,,,,"Amortization of business startup costs",
"#+",,"JCT",2003,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,400,400,400,400,400,,,,,,,,,,,,"Amortization of business startup costs",
"#+",,"JCT",2004,,,"<+","<+","<+","<+","<+",,,,,,,,,,,,,500,500,500,500,600,,,,,,,,,,"Amortization of business startup costs",,
"#+",,"JCT",2005,,,,"<+","<+","<+","<+","<+",,,,,,,,,,,,,600,600,600,600,600,,,,,,,,,"Amortization of business startup costs",,
"#+",,"JCT",2006,,,,,"<+","<+","<+","<+","<+",,,,,,,,,,,,,600,600,600,600,600,,,,,,,,"Amortization of business startup costs",,
"#+",,"JCT",2007,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,600,600,600,600,700,,,,,,,,"Amortization of business startup costs",
"#+",,"JCT",2008,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,700,700,800,800,900,,,,,,,"Amortization of business startup costs",
"#+",,"JCT",2009,,,,,,,,1000,1000,1000,1000,1000,,,,,,,,,,,,,700,800,800,900,900,,,,,,"Amortization of business startup costs",
"#+",,"JCT",2010,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,800,900,900,1000,1000,,,,,"Amortization of business startup costs",
"#+",,"JCT",2011,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,900,900,1000,1000,1100,,,,"Amortization of business startup costs",
"#+",,"JCT",2012,,,,,,,,,,,100,100,"<50","<50","<50",,,,,,,,,,,,,1300,1300,1100,1000,900,,,"Amortization of business start-up costs",
"#","Graduated corporation income tax rate (normal tax method)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Graduated corporation income tax rate schedule.&mdash;Because the corporate rate schedule is part of reference tax law, it is not considered a tax expenditure under the reference method. A flat corporation income tax rate is taken as the baseline under the normal tax method; therefore the lower rate is considered a tax expenditure under this concept. </p>",
"#+",,"JCT",2001,4400,4400,4400,4500,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,"Reduced rates on first $10,000,000 of corporate taxable income",
"#+",,"JCT",2002,4300,4200,4400,4500,4600,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,"Reduced rates on first $10,000,000 of corporate taxable income",
"#+",,"JCT",2003,,4300,4400,4500,4600,4700,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,"Reduced rates on first $10,000,000 of corporate taxable income",
"#+",,"JCT",2004,,,4700,4700,4800,4900,5000,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,"Reduced rates on first $10,000,000 of corporate taxable income",
"#+",,"JCT",2005,,,,4400,4600,4800,4900,5100,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,"Reduced rates on first $10,000,000 of corporate taxable income",
"#+",,"JCT",2006,,,,,3300,4100,5100,5600,5800,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,"Reduced rates on first $10,000,000 of corporate taxable income",
"#+",,"JCT",2007,,,,,,3600,4600,5100,5200,5200,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,"Reduced rates on first $10,000,000 of corporate taxable income",
"#+",,"JCT",2008,,,,,,,4300,4300,4300,4300,4300,,,,,,,,,,,,,0,0,0,0,0,,,,,,,"Reduced rates on first $10,000,000 of corporate taxable income",
"#+",,"JCT",2009,,,,,,,,3500,3500,3500,3400,3400,,,,,,,,,,,,,0,0,0,0,0,,,,,,"Reduced rates on first $10,000,000 of corporate taxable income",
"#+",,"JCT",2010,,,,,,,,,3300,3300,3200,3200,3200,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,"Reduced rates on first $10,000,000 of corporate taxable income",
"#+",,"JCT",2011,,,,,,,,,,3300,3200,3200,3200,3100,,,,,,,,,,,,,0,0,0,0,0,,,,"Reduced rates on first $10,000,000 of corporate taxable income",
"#+",,"JCT",2012,,,,,,,,,,,3200,3200,3200,3100,3100,,,,,,,,,,,,,0,0,0,0,0,,,"Reduced rates on first $10,000,000 of corporate taxable income",
"#+",60,"Treasury",2001,6300,6275,6460,6490,6710,6815,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,"Graduated corporation income tax rate (normal tax method)",
"#+",61,"Treasury",2002,6480,6700,7140,7460,7540,7760,7960,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,"Graduated corporation income tax rate (normal tax method)",
"#+",59,"Treasury",2003,,4940,5590,6210,6580,7120,7450,7880,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,"Graduated corporation income tax rate (normal tax method)",
"#+",59,"Treasury",2004,,,4870,5380,5700,5880,6100,6350,6640,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,"Graduated corporation income tax rate (normal tax method)",
"#+",59,"Treasury",2005,,,,3030,3090,3910,4650,4800,4890,5040,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,"Graduated corporation income tax rate (normal tax method)",
"#+",63,"Treasury",2006,,,,,2450,3190,3730,3820,3920,4020,4140,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,"Graduated corporation income tax rate (normal tax method)",
"#+",78,"Treasury",2007,,,,,,3160,3450,3590,3940,4180,4300,4390,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,"Graduated corporation income tax rate (normal tax method)",
"#+",75,"Treasury",2008,,,,,,,4050,4270,4240,4320,4420,4530,4690,,,,,,,,,,,0,0,0,0,0,0,0,,,,,"Graduated corporation income tax rate (normal tax method)",
"#+",75,"Treasury",2009,,,,,,,,5400,5220,5290,5510,5660,5840,6090,,,,,,,,,,,0,0,0,0,0,0,0,,,,"Graduated corporation income tax rate (normal tax method)",
"#+",78,"Treasury",2010,,,,,,,,,2460,2460,2880,3090,3120,3300,3310,,,,,,,,,,,,,,,,,,,,"Graduated corporation income tax rate (normal tax method)",
"#+",78,"Treasury",2011,,,,,,,,,,2720,2860,3120,3070,3150,3420,3600,,,,,,,,,,,0,0,0,0,0,0,0,,"Graduated corporation income tax rate (normal tax method)",
"#+",79,"Treasury",2012,,,,,,,,,,,3000,3280,3220,3300,3590,3770,3960,,,,,,,,,,,,,,,,,,"Graduated corporation income tax rate (normal tax method)",
"#","Exclusion of interest on small issue bonds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Small issue industrial development bonds.&mdash; The baseline tax system generally would tax all income under the regular tax rate schedule. It would not allow preferentially low (or zero) tax rates to apply to certain types or sources of income. In contrast, the Tax Code allows interest earned on small issue industrial development bonds (IDBs) issued by State and local governments to finance manufacturing facilities to be tax exempt. Depreciable property financed with small issue IDBs must be depreciated, however, using the straight-line method. The annual volume of small issue IDBs is subject to the unified volume cap discussed in the mortgage housing bond section above. </p>",
"#+",,"JCT",2001,100,100,100,100,,,,,,,,,,,,,,200,200,200,200,,,,,,,,,,,,,,"Exclusion of interest on State and local government small-issue industrial development bonds",
"#+",,"JCT",2002,100,100,100,100,100,,,,,,,,,,,,,200,200,200,200,200,,,,,,,,,,,,,"Exclusion of interest on State and local government small-issue industrial development bonds",
"#+",,"JCT",2003,,100,100,100,100,100,,,,,,,,,,,,,300,300,300,300,300,,,,,,,,,,,,"Exclusion of interest on State and local government small-issue industrial development bonds",
"#+",,"JCT",2004,,,100,100,100,100,100,,,,,,,,,,,,,300,300,300,300,300,,,,,,,,,,,"Exclusion of interest on State and local government small-issue industrial development bonds",
"#+",,"JCT",2005,,,,100,100,100,100,100,,,,,,,,,,,,,300,300,300,300,300,,,,,,,,,,"Exclusion of interest on State and local government small-issue industrial development bonds",
"#+",,"JCT",2006,,,,,100,100,100,100,100,,,,,,,,,,,,,300,300,300,300,300,,,,,,,,,"Exclusion of interest on State and local government small-issue industrial development bonds",
"#+",,"JCT",2007,,,,,,100,100,100,100,200,,,,,,,,,,,,,300,300,400,400,400,,,,,,,,"Exclusion of interest on State and local government small-issue bonds",
"#+",,"JCT",2008,,,,,,,100,100,100,100,100,,,,,,,,,,,,,300,300,300,400,400,,,,,,,"Exclusion of interest on State and local government small-issue qualified private activity bonds",
"#+",,"JCT",2009,,,,,,,,100,100,100,100,200,,,,,,,,,,,,,300,300,400,400,400,,,,,,"Exclusion of interest on State and local government small-issue qualified private activity bonds",
"#+",,"JCT",2010,,,,,,,,,100,100,100,100,200,,,,,,,,,,,,,300,300,300,400,400,,,,,"Exclusion of interest on State and local government small-issue qualified private activity bonds",
"#+",,"JCT",2011,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,,300,300,400,400,400,,,,"Exclusion of interest on State and local government small-issue qualified private activity bonds",
"#+",,"JCT",2012,,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,,200,200,200,200,200,,,"Exclusion of interest on State and local government small-issue qualified private activity bonds",
"#+",61,"Treasury",2001,80,80,80,80,80,85,,,,,,,,,,,,235,235,240,240,245,245,,,,,,,,,,,,"Exclusion of interest on small issue bonds",
"#+",62,"Treasury",2002,70,80,80,90,90,100,110,,,,,,,,,,,220,220,230,240,270,310,340,,,,,,,,,,,"Exclusion of interest on small issue bonds",
"#+",60,"Treasury",2003,,80,80,80,80,80,90,90,,,,,,,,,,,230,230,250,280,310,340,380,,,,,,,,,,"Exclusion of interest on small issue bonds",
"#+",60,"Treasury",2004,,,80,80,90,90,90,90,100,,,,,,,,,,,250,280,310,340,360,380,410,,,,,,,,,"Exclusion of interest on small issue bonds",
"#+",60,"Treasury",2005,,,,80,90,90,90,100,100,100,,,,,,,,,,,310,340,380,400,420,450,470,,,,,,,,"Exclusion of interest on small issue bonds",
"#+",64,"Treasury",2006,,,,,100,100,100,100,110,110,110,,,,,,,,,,,350,390,410,440,470,480,500,,,,,,,"Exclusion of interest on small issue bonds",
"#+",79,"Treasury",2007,,,,,,80,90,90,90,100,100,100,,,,,,,,,,,310,330,350,390,410,430,440,,,,,,"Exclusion of interest on small issue bonds",
"#+",76,"Treasury",2008,,,,,,,120,140,140,150,150,160,160,,,,,,,,,,,390,440,460,480,490,510,520,,,,,"Exclusion of interest on small issue bonds",
"#+",76,"Treasury",2009,,,,,,,,110,120,120,130,130,130,140,,,,,,,,,,,240,260,270,280,290,290,300,,,,"Exclusion of interest on small issue bonds",
"#+",79,"Treasury",2010,,,,,,,,,60,110,110,110,120,120,120,,,,,,,,,,,80,210,220,240,260,270,280,,,"Exclusion of interest on small issue bonds",
"#+",79,"Treasury",2011,,,,,,,,,,50,60,110,140,140,140,150,,,,,,,,,,,200,170,210,260,280,290,310,,"Exclusion of interest on small issue bonds",
"#+",80,"Treasury",2012,,,,,,,,,,,110,100,130,160,160,160,170,,,,,,,,,,,220,240,270,310,350,370,390,"Exclusion of interest on small issue bonds",
"#","Deduction for U.S. production activities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Deduction for U.S. production activities.&mdash;The baseline tax system generally would tax all income under the regular tax rate schedule. It would not allow preferentially low (or zero) tax rates to apply to certain types or sources of income. In contrast, the Tax Code allows for a deduction equal to a portion of taxable income attributable to domestic production. </p>",
"#+",,"JCT",2007,,,,,,1800,2700,3900,5500,5900,,,,,,,,,,,,,600,900,1300,1800,2000,,,,,,,,"Production activity deduction",
"#+",,"JCT",2008,,,,,,,2700,3900,5500,5900,7400,,,,,,,,,,,,,900,1300,1800,2000,2600,,,,,,,"Production activity deduction",
"#+",,"JCT",2009,,,,,,,,3900,5500,5900,7400,8800,,,,,,,,,,,,,1300,1800,2000,2600,3400,,,,,,"Deduction for income attributable to domestic production activities",
"#+",,"JCT",2010,,,,,,,,,5500,6000,7300,8600,9400,,,,,,,,,,,,,1800,2000,2700,3500,3900,,,,,"Deduction for income attributable to domestic production activities",
"#+",,"JCT",2011,,,,,,,,,,5000,7000,8400,8800,9200,,,,,,,,,,,,,1200,2400,3200,3800,4400,,,,"Deduction for income attributable to domestic production activities",
"#+",,"JCT",2012,,,,,,,,,,,7000,8400,8800,9200,9800,,,,,,,,,,,,,2400,3200,3800,4400,5100,,,"Deduction for income attributable to domestic production activities",
"#+",65,"Treasury",2006,,,,,0,2560,4330,7110,9130,9470,12860,,,,,,,,,,,0,710,1090,1640,2100,2200,3000,,,,,,,"Deduction for U.S. production activities",
"#+",80,"Treasury",2007,,,,,,4870,3980,8320,9770,10630,16550,16880,,,,,,,,,,,1350,1170,2350,2420,2480,3770,5390,,,,,,"Deduction for US production activities",
"#+",77,"Treasury",2008,,,,,,,8180,8690,11380,12000,16220,19100,19770,,,,,,,,,,,1770,2010,2430,2500,3330,4790,5590,,,,,"Deduction for US production activities",
"#+",77,"Treasury",2009,,,,,,,,7380,10710,11690,16030,19340,20310,21320,,,,,,,,,,,2420,3310,3640,5080,6690,7400,7770,,,,"Deduction for US production activities",
"#+",80,"Treasury",2010,,,,,,,,,8630,8760,11380,13560,14380,15260,16070,,,,,,,,,,,2030,2060,2760,3330,3530,3750,3940,,,"Deduction for U.S. production activities",
"#+",80,"Treasury",2011,,,,,,,,,,6930,8770,10320,10910,11570,12260,12950,,,,,,,,,,,2090,2760,3320,3510,3720,3950,4170,,"Deduction for US production activities",
"#+",81,"Treasury",2012,,,,,,,,,,,10010,10510,11140,11810,12500,13170,13830,,,,,,,,,,,3130,3290,3490,3700,3910,4120,4330,"Deduction for US production activities",
"#","Special rules for certain film and TV production",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Special rules for certain film and TV production.&mdash;The baseline tax system generally would tax all income under the regular tax rate schedule. It would not allow preferentially low (or zero) tax rates to apply to certain types or sources of income. In contrast, under current law taxpayers may deduct up to $15 million per production ($20 million in certain distressed areas) in non-capital expenditures incurred during the year. </p>",
"#+",,"JCT",2007,,,,,,100,100,100,100,"<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,"Deduction of certain film and television production costs",
"#+",,"JCT",2008,,,,,,,100,100,100,"<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,"Deduction of certain film and television production costs",
"#+",,"JCT",2009,,,,,,,,100,100,"<50","<50","<50",,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,"Deduction of certain film and television production costs",
"#+",,"JCT",2010,,,,,,,,,200,200,">-50",">-50",">-50",,,,,,,,,,,,,"<50","<50",">-50",">-50",">-50",,,,,"Deduction for certain film and television production costs",
"#+",,"JCT",2011,,,,,,,,,,200,">-50",">-50",">-50",">-50",,,,,,,,,,,,,">-50",">-50",">-50",">-50",">-50",,,,"Deduction for certain film and television production costs",
"#+",66,"Treasury",2006,,,,,0,70,90,70,60,-30,-70,,,,,,,,,,,0,20,20,20,10,-10,-20,,,,,,,"Special rules for certain film and TV production",
"#+",81,"Treasury",2007,,,,,,70,90,70,60,-30,-70,-50,,,,,,,,,,,20,20,20,10,-10,-20,-10,,,,,,"Special rules for certain film and TV production",
"#+",78,"Treasury",2008,,,,,,,90,70,60,-30,-70,-50,-40,,,,,,,,,,,20,20,10,-10,-20,-10,-10,,,,,"Special rules for certain film and TV production",
"#+",78,"Treasury",2009,,,,,,,,70,60,-30,-70,-50,-40,-30,,,,,,,,,,,20,10,-10,-20,-10,-10,-10,,,,"Special rules for certain film and TV production",
"#+",81,"Treasury",2010,,,,,,,,,60,50,-40,-80,-60,-40,-30,,,,,,,,,,,10,10,-10,-20,-20,-10,-10,,,"Special rules for certain film and TV production",
"#+",81,"Treasury",2011,,,,,,,,,,50,40,-50,-90,-70,-50,-40,,,,,,,,,,,10,10,-10,-20,-20,-10,-10,,"Special rules for certain film and TV production",
"#+",82,"Treasury",2012,,,,,,,,,,,40,20,20,10,0,0,0,,,,,,,,,,,10,10,10,0,0,0,0,"Special rules for certain film and TV production",
"#","Special treatment of life insurance company reserves",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Life insurance companies can deduct net additions to reserves used to pay future liabilities and must add net subtractions to reserves to its income, subject to certain requirements on reserves set out in Section 807. The ability to deduct net additions to reserves may allow life insurance companies to defer paying some taxes, thus reducing those companies’ tax burden by allowing them to offset current income with future expenses. The match between the timing of taxable income and deductible expenses is, in general, closer for other businesses. </p>","Description adapted from <a href=""http://www.gpo.gov/fdsys/pkg/CPRT-111SPRT62799/pdf/CPRT-111SPRT62799.pdf""><em>Tax Expenditures: Compendium of Background Materials on Individual Provisions</em></a>, Congressional Research Service, December 2010, Washington, DC: U.S. Government Printing Office."
"#+",,"JCT",2001,1400,1400,1500,1500,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,"Special treatment of life insurance company reserves",
"#+",,"JCT",2002,1100,1200,1200,1300,1300,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,"Special treatment of life insurance company reserves",
"#+",,"JCT",2003,,1200,1200,1300,1300,1400,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,"Special treatment of life insurance company reserves",
