Last_Report_Year,TRS_ID,System_Name,City,State,UZA_Name,UZA,UZA_Area_SQ_Miles,UZA_Population,Mode,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
2008,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2008,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,"$402,211","$939,102","$13,430",$0,$0,"$400,000"
2004,2079,"Liberty Lines Transit, Inc.",Yonkers,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,$0,$0,,,,
2008,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",CR,"$120,264,847","$165,151,125","$216,846,805","$290,718,487","$382,527,357","$394,937,546","$272,576,133","$257,134,161","$424,265,754","$647,109,003","$405,838,140","$447,798,950","$361,092,815","$282,628,185","$305,947,614","$379,219,761","$670,116,871"
2008,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,,,,,,,,,,,$0,$0,"$885,569","$264,540","$1,707,445","$1,420,587","$2,081,447"
2008,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",LR,"$516,250","$1,991,991","$831,381","$408,259","$1,126,875","$4,132,110","$19,524,315","$12,880,920","$44,683,765","$45,690,239","$80,925,600","$303,259,608","$284,879,447","$285,991,632","$225,874,134","$88,370,092","$173,826,789"
2008,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,"$51,048,275","$40,201,124","$79,274,324","$68,297,685","$96,066,916","$119,932,000","$123,656,552","$142,489,601","$31,378,536","$29,304,256","$58,778,662","$59,019,313","$83,582,815","$62,274,672","$128,482,665","$116,065,937","$130,204,371"
2008,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",VP,,,,,,,,,,,$0,$0,"$491,983","$110,225","$575,309","$488,327","$890,282"
2008,2082,New York City Department of Transportation,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,"$15,679,157","$15,111,077","$15,231,015","$3,190,237","$13,995,601","$5,651,530","$8,044,001","$12,164,107","$19,249,185","$22,524,171","$107,707,721","$157,717,217","$168,368,738","$205,777,326","$28,544,992","$26,816,621","$30,107,118"
2008,2082,New York City Department of Transportation,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,"$23,809,380","$3,257,778","$49,016,631","$25,999,826","$18,968,096","$17,234,039","$10,886,986","$63,138,160","$18,398,483",,$0,$0,$0,$0,$0,$0,$0
2008,2084,Transport of Rockland,Pomona,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,,,,,,,,,,,,,,,,,$0
2008,2084,Transport of Rockland,Pomona,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,"$3,861,380","$4,188,945",,"$5,499,998","$5,710,843","$5,990,450","$6,372,200","$6,814,277","$6,932,669","$8,719,356","$85,422","$257,985","$3,275,114","$6,969,259","$907,483","$1,294,568","$537,948"
2008,2085,Clarkstown Mini-Trans,Nanuet,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,$0,"$391,903","$60,000","$60,000","$60,000",$0
2008,2086,Transportation Resources Intra-County for Physically Handicapped and Senior Citizens,Pomona,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,,"$517,728","$935,782","$742,327",,"$981,242","$1,120,336","$1,341,584","$1,444,313","$1,497,679","$52,275","$447,351","$498,741","$379,734","$712,555","$36,385","$112,258"
2008,2086,Transportation Resources Intra-County for Physically Handicapped and Senior Citizens,Pomona,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,"$794,763",,,,"$886,167",,,,,,,,,,,,
2008,2089,Village of Spring Valley Bus,Spring Valley,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,,$0,$0,$0,$0,$0
2008,2096,Putnam County Transit,Carmel,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,,,,,,,,,,,"$892,800",$0,"$115,128",$0,"$136,000","$136,000",$0
2008,2096,Putnam County Transit,Carmel,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,"$42,000","$101,274",,,,,"$746,852",,,,"$107,904",$0,$0,"$187,800",$0,$0,"$433,392"
2008,2098,Port Authority Trans-Hudson Corporation,Jersey City,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,,,,"$56,000",,,"$411,000","$165,000","$1,333,000","$2,722,000",$0,$0,$0,$0,$0,$0,$0
2008,2098,Port Authority Trans-Hudson Corporation,Jersey City,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",HR,"$54,115,000","$44,718,000","$37,246,000","$37,146,000","$29,983,000","$38,529,000","$36,997,000","$48,300,000","$48,168,000","$63,446,000","$241,943,000","$512,374,000","$187,890,653","$206,208,787","$294,313,320","$503,931,376","$644,715,552"
2008,2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",Staten Island,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",HR,"$4,587,308","$4,807,223","$4,229,479","$4,947,174","$3,975,016","$4,140,514","$2,754,505","$758,432","$442,021","$1,096,896","$1,198,560","$1,681,264","$1,834,634","$1,194,847","$419,288","$305,729","$900,514"
2008,2100,MTA Long Island Rail Road,Jamaica,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",CR,"$190,221,588","$180,542,274","$200,620,353","$198,925,145","$142,104,477","$191,244,583","$306,030,848","$555,232,998","$407,768,612","$472,771,210","$457,176,891","$542,376,753","$501,266,045","$710,828,968","$614,341,280","$414,815,139","$341,778,167"
2008,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Rochester,NY,"Rochester, NY",53,295,"694,396",DR,,$657,"$1,672,304",,,,,"$1,146,360","$59,484",,"$197,476","$43,315","$1,024,216","$22,156","$808,821","$1,354,743","$14,493"
2008,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Rochester,NY,"Rochester, NY",53,295,"694,396",MB,,"$6,325,911","$941,556","$377,769","$15,491,440","$8,873,315","$2,894,530","$8,445,091","$10,316,560","$14,226,220","$5,717,348","$10,324,218","$2,183,420","$10,199,529","$11,608,106","$6,259,089","$11,389,628"
2008,2116,"Centro of Cayuga, Inc.",Syracuse,NY,"Syracuse, NY",81,180,"402,267",MB,,"$1,319","$75,918","$420,524","$347,172","$29,344",,"$91,972","$51,030","$1,694,433","$20,796","$32,085","$104,158","$1,247,313","$1,239","$283,476","$24,641"
2004,2117,"Liberty Lines Express, Inc.",Yonkers,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,$0,$0,,,,
2008,2120,Greater Glens Falls Transit System,Queensbury,NY,"Glens Falls, NY",400,35,"57,627",DR,,,,,,,,,"$82,808",,"$26,023",$0,$0,"$230,364",$0,$0,$0
2008,2120,Greater Glens Falls Transit System,Queensbury,NY,"Glens Falls, NY",400,35,"57,627",MB,"$3,956","$52,448","$315,793","$21,705","$60,666","$90,919","$411,561","$874,705","$104,088","$7,700",$0,"$402,824","$681,132",$0,"$268,619","$136,309","$344,531"
2008,2122,"Academy Lines, Inc.",Hoboken,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2008,2126,"Hudson Transit Lines, Inc.",Mahwah,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2008,2128,Suburban Transit Corporation,New Brunswick,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2008,2132,New Jersey Transit Corporation-45,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2008,2135,Monsey New Square Trails Corporation,Spring Valley,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2005,2136,Queens Surface Corporation,Flushing,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,$0,$0,$0,,,
2008,2137,Monroe Bus Corporation,Brooklyn,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",MB,,,,,,,,,,,,,"$65,732","$50,436","$19,822","$119,775","$168,425"
2008,2145,Tompkins Consolidated Area Transit,Ithaca,NY,"Ithaca, NY",421,30,"53,528",DR,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2008,2145,Tompkins Consolidated Area Transit,Ithaca,NY,"Ithaca, NY",421,30,"53,528",MB,,"$9,663","$24,570","$174,129","$1,973,487","$105,615","$136,242","$77,230","$121,223","$2,919,762","$2,808,103","$244,285","$270,314","$1,132,371","$2,873,151","$4,017,777","$334,431"
2006,2147,GTJC,Lynbrook,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,$0,$0,$0,$0,,
2008,2148,Newburgh Beacon Bus Corporation,New Windsor,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",DR,,,,,,,,,,,$0,$0,$0,$0,$0,"$182,934",$0
2008,2148,Newburgh Beacon Bus Corporation,New Windsor,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",MB,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2008,2149,"Rockland Coaches, Inc.",Westwood,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2002,2154,New York Waterway,Weehawken,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,,,,,,,,,,,$0,,,,,,
2002,2154,New York Waterway,Weehawken,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,,,,,,
2007,2155,Cumberland County Office on Aging,Bridgeton,NJ,"Vineland, NJ",290,62,"88,724",DR,,,,,"$649,946","$22,436","$5,493","$295,347","$261,821","$259,465","$75,024","$290,269","$157,406","$337,516","$355,281","$407,656",
2008,2158,Tioga County,Owego,NY,"Binghamton, NY-PA",182,76,"158,884",DR,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2008,2158,Tioga County,Owego,NY,"Binghamton, NY-PA",182,76,"158,884",MB,,,,,,,,,,,"$398,680",$0,$0,$0,$0,$0,$0
2008,2159,"Atlantic Paratrans of NYC, Inc.",Staten Island,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2008,2160,"Community Transit, Inc. ",Paramus,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2008,2161,DeCamp Bus Lines,Montclair,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2003,2162,Lafeyette-Greenville IBOA,Jersey City,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,$0,,,,,
2008,2163,"Lakeland Bus Lines, Inc.",Dover,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2004,2164,Leisure Line,Paramus,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,$0,$0,,,,
2008,2165,"Olympia Trails Bus Company, Inc.",Elizabeth,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2008,2166,"Orange-Newark-Elizabeth, Inc.",Elizabeth,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2002,2167,South Orange Avenue IBOA ,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,,,,,,
2008,2168,Trans-Hudson Express,Elizabeth,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2008,2169,"Trans-Bridge Lines, Inc. ",Bethlehem,PA,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2008,2171,"Private One of New York, LLC, dba: New York Airport Service",Brooklyn,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2008,2172,"Centro of Oswego, Inc.",Syracuse,NY,"Syracuse, NY",81,180,"402,267",MB,,,,,,,,,"$229,612","$734,108","$67,079","$113,605","$108,138","$2,104,408","$137,859","$274,743","$15,739"
2006,2173,"American Transit, Inc.",Yonkers,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,,,,,,,,,,,$0,$0,$0,$0,$0,,
2008,2175,Private Transportation Corporation,Brooklyn,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2008,2177,"Adirondack Transit Lines, Inc,",Hurley,NY,"Kingston, NY",424,34,"53,458",MB,,,,,,,,,,,"$4,115,998","$1,339,733","$134,557","$105,373","$255,185","$953,888","$1,462,114"
2008,2178,Ulster County Area Transit,Kingston,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",MB,,,,,,,,,,,"$605,766","$737,201","$1,099,290","$6,211,752","$136,064","$26,444","$667,325"
2008,2179,"Hendrick Hudson Bus Lines, Inc.",Newburgh,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",MB,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2006,2180,Atlantic Express,Staten Island,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,,$0,$0,$0,$0,,
2008,2181,Roosevelt Island Operating Corporation of the State of New York,Roosevelt,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,,$0,"$87,000",,,,$0
2008,2181,Roosevelt Island Operating Corporation of the State of New York,Roosevelt,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",TR,,,,,,,,,,,,"$89,919","$42,282",,,,$0
2008,2182,Town of Highlands Dial-A-Bus,Highland Falls,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",DR,,,,,,,,,,,,,$0,$0,$0,$0,$0
2008,2183,Town of Monroe Dial-A-Bus,Monroe,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",DR,,,,,,,,,,,,,$0,$0,$0,$0,"$3,777"
2008,2185,"Centro of Oneida, Inc.",Syracruse,NY,"Utica, NY",233,55,"113,409",DR,,,,,,,,,,,,,,,"$2,008,578","$650,304","$5,700"
2008,2185,"Centro of Oneida, Inc.",Syracruse,NY,"Utica, NY",233,55,"113,409",MB,,,,,,,,,,,,,,,$0,$0,"$790,571"
2008,2187,Village of Kiryas Joel,Monroe,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",MB,,,,,,,,,,,,,,,"$330,000",$0,$0
2008,2188,MTA Bus Company,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,,,,,,,,,,,,,,$0,$0,"$6,154,199","$12,427,809"
2008,2189,"BillyBey Ferry Company, LLC",New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,,,,,,,,,,,,,,,,$0,$0
2008,2190,Port Imperial Ferry Corporation dba NY Waterway,Weehawken,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,,,,,,,,,,,,,,,,$0,$0
1999,2918,"Carey Transportation, Inc. ",New Haven,CT,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",MB,,,"$414,906","$578,741",,,,,,,,,,,,,
2008,3001,Kanawha Valley Regional Transportation Authority,Charleston,WV,"Charleston, WV",166,113,"182,991",DR,"$106,660",,"$192,929","$4,359","$117,758","$213,610","$697,040",,,,$0,"$195,199","$11,538","$32,675","$404,206",$0,"$40,981"
2008,3001,Kanawha Valley Regional Transportation Authority,Charleston,WV,"Charleston, WV",166,113,"182,991",MB,"$11,040",,"$83,220","$50,124","$820,427","$584,303","$2,502,968","$1,075,720","$3,996,573","$806,592","$979,810","$1,056,483","$6,913,100","$377,930","$33,659","$1,723,455","$406,307"
2008,3001,Kanawha Valley Regional Transportation Authority,Charleston,WV,"Charleston, WV",166,113,"182,991",OR,,"$472,776",,,,,,,,,,,,,,,
2008,3002,The Tri-State Transit Authority,Huntington,WV,"Huntington, WV-KY-OH",171,107,"177,550",DR,,,,,"$140,964",,,"$74,630",,,$0,"$267,370","$56,913",$0,$0,$0,$0
2008,3002,The Tri-State Transit Authority,Huntington,WV,"Huntington, WV-KY-OH",171,107,"177,550",MB,"$198,580","$64,834","$497,592","$343,223","$615,876","$302,229","$3,539,009","$605,001","$275,173","$1,125,122","$2,621,938","$5,317,462","$14,706,025","$11,509,783","$264,210","$298,284",$612
2008,3003,Mid-Ohio Valley Transit Authority,Parkersburg,WV,"Parkersburg, WV-OH",297,50,"85,605",DR,,,,,,,,,,,"$71,445",$0,,,,,
2008,3003,Mid-Ohio Valley Transit Authority,Parkersburg,WV,"Parkersburg, WV-OH",297,50,"85,605",MB,"$28,000","$20,690","$46,750",,,,,,,,"$321,539",$0,,,,,
1999,3004,Peninsula Transportation District Commission,Hampton,VA,"Norfolk--Virginia Beach--Newport News, VA",24,664,"1,323,098",DR,"$187,397","$2,984","$445,910","$35,990","$40,013",,,,,,,,,,,,
1999,3004,Peninsula Transportation District Commission,Hampton,VA,"Norfolk--Virginia Beach--Newport News, VA",24,664,"1,323,098",FB,,,,,,,,"$123,701",,,,,,,,,
1999,3004,Peninsula Transportation District Commission,Hampton,VA,"Norfolk--Virginia Beach--Newport News, VA",24,664,"1,323,098",MB,"$7,715,472","$827,353","$3,006,198","$6,600,298","$5,270,972","$1,356,661","$3,385,656","$9,896,890",,,,,,,,,
1999,3005,Tidewater Transportation District Commission,Norfolk,VA,"Norfolk--Virginia Beach--Newport News, VA",24,664,"1,323,098",DR,,"$746,391","$620,150",,,,"$1,005,708",,,,,,,,,,
1999,3005,Tidewater Transportation District Commission,Norfolk,VA,"Norfolk--Virginia Beach--Newport News, VA",24,664,"1,323,098",FB,"$42,659",,,"$1,921,104","$1,758,329","$2,236,816","$272,685",,,,,,,,,,
1999,3005,Tidewater Transportation District Commission,Norfolk,VA,"Norfolk--Virginia Beach--Newport News, VA",24,664,"1,323,098",MB,"$2,328,379","$6,596,728","$1,139,938","$4,250,629","$7,213,674","$4,588,226","$3,208,808","$9,382,487",,,,,,,,,
1999,3005,Tidewater Transportation District Commission,Norfolk,VA,"Norfolk--Virginia Beach--Newport News, VA",24,664,"1,323,098",VP,"$20,584","$22,925",,,,,"$102,093",,,,,,,,,,
2008,3006,Greater Richmond Transit Company,Richmond,VA,"Richmond, VA",46,437,"818,836",DR,,,,,,,,,,,$0,$0,$0,$0,$0,$0,"$42,820"
2008,3006,Greater Richmond Transit Company,Richmond,VA,"Richmond, VA",46,437,"818,836",MB,"$216,237","$307,761","$648,505","$1,322,545","$751,722","$10,829,383","$3,958,530","$11,082,040","$2,204,700","$12,911,928","$6,141,049","$2,806,702","$11,100,700","$1,988,582","$4,280,922","$4,436,637","$7,885,622"
2008,3006,Greater Richmond Transit Company,Richmond,VA,"Richmond, VA",46,437,"818,836",VP,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2008,3007,Greater Roanoke Transit Company,Roanoke,VA,"Roanoke, VA",152,112,"197,442",DR,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2008,3007,Greater Roanoke Transit Company,Roanoke,VA,"Roanoke, VA",152,112,"197,442",MB,"$2,057,726","$126,264","$144,951","$3,709,910","-$36,739","$47,312","$249,427","$195,165","$351,800","$455,882","$3,008,450","$616,177","$2,951,166","$1,034,562","$1,505,488","$6,064,269","$1,003,324"
2008,3008,Greater Lynchburg Transit Company,Lynchburg,VA,"Lynchburg, VA",261,75,"98,714",DR,"$52,482",,,,,,,,,,"$78,899",$0,$0,"$792,473",$0,"$530,265","$158,444"
2008,3008,Greater Lynchburg Transit Company,Lynchburg,VA,"Lynchburg, VA",261,75,"98,714",MB,"$225,159","$1,046,333","$17,333","$8,161","$1,224,341","$330,219","$2,418,483","$302,058","$199,349","$404,169","$3,481,525","$112,523","$144,642",$0,"$321,343","$446,060","$4,800,639"
2008,3009,Petersburg Area Transit,Petersburg,VA,"Richmond, VA",46,437,"818,836",DR,,,,,,,,,,,$0,$0,$0,$0,$0,$0,"$5,039,304"
2008,3009,Petersburg Area Transit,Petersburg,VA,"Richmond, VA",46,437,"818,836",MB,"$1,785,926",,"$60,000","$22,020","$16,654","$47,364","$480,150","$64,322","$48,384","$143,691","$366,220","$89,099","$881,837","$291,544","$1,036,620","$2,615,747",$0
2008,3010,Lehigh and Northampton Transportation Authority,Allentown,PA,"Allentown-Bethlehem, PA-NJ",58,290,"576,408",DR,,,,,"$53,582","$548,869","$704,907","$971,570","$921,436","$970,520","$998,246","$709,324","$780,326","$922,821","$1,033,930","$564,093","$1,056,668"
2008,3010,Lehigh and Northampton Transportation Authority,Allentown,PA,"Allentown-Bethlehem, PA-NJ",58,290,"576,408",MB,"$1,515,057","$1,249,731","$1,653,203","$1,280,635","$3,549,853","$427,561","$307,529","$6,178,498","$1,415,815","$1,113,405","$8,625,549","$2,731,637","$1,727,378","$4,392,305","$482,323","$3,855,338","$923,651"
2008,3011,Altoona Metro Transit,Altoona,PA,"Altoona, PA",304,38,"82,520",DR,,,,,,,,,,,$0,$0,$0,$0,$0,"$342,718",$0
2008,3011,Altoona Metro Transit,Altoona,PA,"Altoona, PA",304,38,"82,520",MB,"$226,492","$2,202,551","$81,561","$290,636","$205,897","$208,310","$237,468","$315,822","$1,034,833","$853,603","$195,103","$118,987","$235,734","$2,228,988","$263,571",$0,"$250,231"
2008,3012,Cambria County Transit Authority,Johnstown,PA,"Johnstown, PA",319,43,"76,113",DR,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2008,3012,Cambria County Transit Authority,Johnstown,PA,"Johnstown, PA",319,43,"76,113",IP,"$73,869","$190,629","$508,470","$153,484","$74,281","$228,881","$136,558","$269,731","$289,051","$83,587","$89,371","$32,132","$59,640","$1,000,367","$41,130","$10,276","$131,433"
2008,3012,Cambria County Transit Authority,Johnstown,PA,"Johnstown, PA",319,43,"76,113",MB,"$217,693","$254,746","$1,191,228","$630,206","$343,690","$1,476,977","$467,701","$412,131","$3,809,198","$1,109,321","$176,942","$1,364,878","$711,941","$79,753","$1,415,432","$2,766,664","$2,189,801"
2008,3013,Erie Metropolitan Transit Authority,Erie,PA,"Erie, PA",156,79,"194,804",DR,"$75,179",,,"$181,839","$192,653","$197,757","$711,291","$1,243,013","$757,281","$738,738","$123,294","$246,196","$389,455","$298,607","$430,882","$842,805","$538,733"
2008,3013,Erie Metropolitan Transit Authority,Erie,PA,"Erie, PA",156,79,"194,804",MB,"$218,960","$360,814","$208,189","$2,036,501","$348,437","$3,731,732","$354,711","$4,263,474","$3,577,327","$3,286,792","$9,893,341","$1,526,630","$911,510","$176,409","$3,350,635","$276,269","$1,965,675"
2008,3014,Capital Area Transit,Harrisburg,PA,"Harrisburg, PA",87,208,"362,782",CR,,,,,,,,,,,,"$411,305","$1,525,707","$2,027,278","$714,458","$458,361",
2008,3014,Capital Area Transit,Harrisburg,PA,"Harrisburg, PA",87,208,"362,782",DR,,,,,,"$119,600","$33,863",,,,"$651,486","$156,528","$264,276","$441,716","$269,752","$350,832","$400,801"
2008,3014,Capital Area Transit,Harrisburg,PA,"Harrisburg, PA",87,208,"362,782",MB,"$198,912","$750,834","$156,975","$140,762","$1,031,705","$351,165","$2,565,985","$758,040","$1,726,055","$1,097,713","$6,507,551","$339,695","$1,020,085","$4,798,569","$540,142","$8,878,185","$889,261"
2008,3015,Luzerne County Transportation Authority,Kingston,PA,"Scranton, PA",84,159,"385,237",DR,,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2008,3015,Luzerne County Transportation Authority,Kingston,PA,"Scranton, PA",84,159,"385,237",MB,"$106,447","$141,230","$188,138","$145,575","$101,915","$233,424","$3,199,983","$1,506,799","$141,479","$192,424","$779,593","$2,089,791","$4,895,398","$6,721,657","$3,168,278","$1,141,741","$130,177"
2008,3018,Red Rose Transit Authority,Lancaster,PA,"Lancaster, PA",97,199,"323,554",DR,,"$118,257","$169,420","$181,498","$330,827","$161,900","$154,302","$338,899","$371,030","$290,240","$387,041","$352,981",$0,"$372,252","$464,829","$789,470","$482,488"
2008,3018,Red Rose Transit Authority,Lancaster,PA,"Lancaster, PA",97,199,"323,554",MB,"$381,604","$299,438","$445,734","$3,523,492","$169,599","$638,250","$1,359,362","$1,662,282","$1,147,930","$861,520","$457,918","$4,915,260","$2,029,455","$3,647,860","$5,624,333","$3,717,968","$589,343"
2008,3019,Southeastern Pennsylvania Transportation Authority,Philadelphia,PA,"Philadelphia, PA-NJ-DE-MD",4,"1,800","5,149,079",CR,"$118,098,628","$126,316,079","$93,152,910","$92,039,258","$60,027,455","$53,530,917","$42,177,927","$69,836,643","$87,404,917","$60,969,430","$54,315,680","$62,959,329","$78,532,709","$76,673,168","$69,299,333","$103,874,240","$120,652,038"
2008,3019,Southeastern Pennsylvania Transportation Authority,Philadelphia,PA,"Philadelphia, PA-NJ-DE-MD",4,"1,800","5,149,079",DR,,,,,"$1,045,151","$2,756,030","$1,909,683","$7,229,117","$2,077,662","$185,061","$7,191,587","$3,053,605","$2,775,320","$4,505,816","$3,327,553","$4,187,352","$7,614,622"
2008,3019,Southeastern Pennsylvania Transportation Authority,Philadelphia,PA,"Philadelphia, PA-NJ-DE-MD",4,"1,800","5,149,079",HR,"$108,911,658","$84,923,803","$115,530,940","$136,205,609","$130,529,375","$103,560,853","$189,772,217","$161,921,614","$117,404,118","$126,947,190","$185,748,515","$153,559,039","$157,341,366","$148,292,689","$192,737,879","$202,465,093","$222,613,540"
2008,3019,Southeastern Pennsylvania Transportation Authority,Philadelphia,PA,"Philadelphia, PA-NJ-DE-MD",4,"1,800","5,149,079",LR,"$3,271,420","$9,349,525","$5,793,974","$7,226,347","$11,282,967","$8,935,689","$10,416,107","$12,431,601","$13,984,338","$18,755,469","$38,141,985","$34,513,236","$35,329,493","$24,510,888","$15,896,676","$15,144,050","$15,843,235"
2008,3019,Southeastern Pennsylvania Transportation Authority,Philadelphia,PA,"Philadelphia, PA-NJ-DE-MD",4,"1,800","5,149,079",MB,"$16,149,901","$32,968,546","$22,215,534","$32,987,504","$50,945,540","$142,861,942","$23,502,505","$28,283,259","$84,203,797","$81,472,419","$80,337,885","$87,990,233","$81,616,898","$61,579,218","$60,562,299","$26,156,835","$37,711,800"
