Last_Report_Year,TRS_ID,System_Name,City,State,UZA_Name,UZA,UZA_Area_SQ_Miles,UZA_Population,Mode,TOS,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
2008,1102,Connecticut Department of Transportation,Newington,CT,"Hartford, CT",45,469,"851,535",CR,PT,"$5,406,644","$5,280,613","$5,073,090","$5,865,190","$5,824,834","$6,173,648","$6,534,659","$6,402,250","$5,896,347","$6,215,076","$7,653,575","$6,580,638","$6,481,165","$7,172,599","$7,679,083","$9,918,757","$10,917,972","$13,334,085"
2008,1102,Connecticut Department of Transportation,Newington,CT,"Hartford, CT",45,469,"851,535",DR,PT,,,,,,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$53,722","$55,614",
2008,1102,Connecticut Department of Transportation,Newington,CT,"Hartford, CT",45,469,"851,535",FB,DO,"$477,178","$574,976","$510,066","$530,459","$451,951","$538,350",,,,,,,,,,,,
2008,1102,Connecticut Department of Transportation,Newington,CT,"Hartford, CT",45,469,"851,535",MB,PT,"$740,236","$801,076","$777,173","$794,722","$806,325","$800,287","$802,642","$808,528","$808,176","$811,921","$853,177","$869,577","$969,745","$991,170","$1,011,933","$1,200,159","$3,286,350","$1,697,756"
2004,1103,City of Stamford Dial-A-Ride,Stamford,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",DR,DO,,"$269,389","$275,147","$280,357",,,,,,,,,,,,,,
2000,1104,Greater Waterbury Transit District,Waterbury,CT,"Waterbury, CT",144,73,"175,067",DR,PT,"$445,594","$430,323","$520,283","$511,500",,,"$802,161","$812,372","$1,429,817","$1,416,883",,,,,,,,
2008,1105,Cape Cod Regional Transit Authority,Hyannis,MA,"Barnstable Town, MA",128,286,"243,667",DR,PT,,,"$2,716,741","$2,991,515","$3,229,079","$3,071,925","$3,227,894","$3,376,460","$3,143,057","$3,095,304","$3,122,431","$6,802,652","$6,705,426","$6,498,801","$5,599,556","$6,351,873","$6,262,482","$6,586,952"
2008,1105,Cape Cod Regional Transit Authority,Hyannis,MA,"Barnstable Town, MA",128,286,"243,667",MB,PT,,,"$190,408","$205,336","$203,108","$820,001","$977,026","$821,652","$970,814","$1,081,858","$1,617,549","$1,963,600","$1,544,130","$1,562,794","$2,403,412","$2,773,629","$4,357,614","$4,486,948"
2008,1107,Milford Transit District,Milford,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",DR,DO,,,,,"$471,685","$490,005","$471,754","$492,633","$555,699","$664,431","$760,812","$740,169","$792,768","$1,063,228","$1,064,241","$1,028,727","$1,078,841","$1,069,777"
2008,1107,Milford Transit District,Milford,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",MB,DO,,,,,"$577,763","$581,265","$584,545","$566,233","$623,638","$701,144","$1,093,927","$1,012,494","$1,052,066","$1,137,223","$944,968","$1,066,788","$1,096,803","$1,193,584"
2008,1108,Greater Hartford Ridesharing Corporation - The Rideshare Company,Windsor,CT,"Hartford, CT",45,469,"851,535",VP,DO,,,,,,,,"$2,113,758","$1,795,185","$1,637,775","$2,070,632","$1,976,701",,"$1,808,796","$1,991,433","$2,128,140","$2,798,708","$3,243,832"
2002,1109,"Comsis Mobility Services, Inc., dba: Intelitran",Providence,RI,"Providence, RI-MA",34,504,"1,174,548",DR,PT,,,,,,,,,,"$6,756,139","$7,161,178","$7,748,090",,,,,,
2008,1110,"2Plus Partners in Transportation, Inc",Rocky Hill,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",VP,DO,,,,,,,,,,,,,,,,,"$367,672","$372,842"
2008,1115,Northern New England Passenger Rail Authority,Portland,ME,"Portland, ME",160,124,"188,080",CR,PT,,,,,,,,,,,,,,,"$8,301,031","$7,245,190","$11,245,867","$12,914,188"
2008,1116,Bonanza,Providence,RI,"Providence, RI-MA",34,504,"1,174,548",MB,DO,,,,,,,,,,,,,,,"$4,144,186","$2,618,293","$2,287,516","$2,084,164"
2008,1117,Plymouth & Brockton Street Railway Company,Plymouth,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",MB,DO,,,,,,,,,,,,,,,,,,$0
2008,1118,MetroWest Regional Transit Authority,Framingham,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",DR,PT,,,,,,,,,,,,,,,,,,"$315,432"
2008,1118,MetroWest Regional Transit Authority,Framingham,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",MB,PT,,,,,,,,,,,,,,,,,,"$2,155,171"
1991,1902,Brush Hill Transportation Company,Boston,MA,"Boston, MA",10,891,"2,775,370",MB,DO,$0,,,,,,,,,,,,,,,,,
1991,1905,Hudson Bus Lines,Medford,MA,"Boston, MA",10,891,"2,775,370",MB,DO,$0,,,,,,,,,,,,,,,,,
1991,1906,Plymouth & Brockton Street Railway Company,Plymouth,MA,"Boston, MA",10,891,"2,775,370",MB,DO,$0,,,,,,,,,,,,,,,,,
1991,1907,"A Yankee Line, Inc.",Boston,MA,"Boston, MA",10,891,"2,775,370",MB,DO,$0,,,,,,,,,,,,,,,,,
1991,1908,American Eagle Motor Coach,Fairhaven,MA,"Boston, MA",10,891,"2,775,370",MB,DO,$0,,,,,,,,,,,,,,,,,
1991,1910,"H & L Bloom, Inc.",Taunton,MA,"Boston, MA",10,891,"2,775,370",MB,DO,$0,,,,,,,,,,,,,,,,,
1991,1913,"Big W Transit, Inc.",Ashland,MA,"Boston, MA",10,891,"2,775,370",MB,DO,$0,,,,,,,,,,,,,,,,,
1991,1917,"Michaud Bus Lines, Inc.",Salem,MA,"Boston, MA",10,891,"2,775,370",MB,DO,$0,,,,,,,,,,,,,,,,,
2008,2002,Capital District Transportation Authority,Albany,NY,"Albany, NY",62,284,"558,947",DR,DO,"$1,169,054","$1,221,433","$1,308,909","$1,480,101","$1,725,037","$1,854,213","$1,875,822","$2,042,801","$2,050,223","$2,239,319","$3,156,404","$3,535,685","$4,322,878","$5,721,424","$5,765,906","$6,309,158","$5,886,922","$7,497,566"
2008,2002,Capital District Transportation Authority,Albany,NY,"Albany, NY",62,284,"558,947",DR,PT,,,,,,,,,,,,,,,,"$306,119","$889,202","$1,549,948"
2008,2002,Capital District Transportation Authority,Albany,NY,"Albany, NY",62,284,"558,947",MB,DO,"$21,914,247","$21,644,008","$21,988,315","$22,358,934","$24,120,050","$24,175,322","$24,178,456","$25,035,977","$26,910,949","$33,150,622","$35,220,532","$35,078,554","$39,719,901","$40,636,399","$44,580,781","$47,172,504","$48,089,245","$54,036,984"
2008,2002,Capital District Transportation Authority,Albany,NY,"Albany, NY",62,284,"558,947",MB,PT,,,"$56,414","$56,390","$60,452","$57,175","$168,945","$176,183","$243,314","$182,669","$309,804","$256,803","$583,385","$969,809","$1,056,478","$1,212,760","$1,614,810","$1,619,419"
2008,2003,Broome County Department of Public Transportation,Vestal,NY,"Binghamton, NY-PA",182,76,"158,884",DR,DO,"$413,554","$510,363","$506,207","$421,124","$490,445","$419,265","$543,061","$469,345","$385,124","$458,112","$465,588","$425,385","$447,844","$510,964","$609,135","$741,914","$740,220","$843,967"
2008,2003,Broome County Department of Public Transportation,Vestal,NY,"Binghamton, NY-PA",182,76,"158,884",DR,PT,"$398,717","$442,504","$357,063","$364,088","$357,699","$414,510","$478,818","$636,597","$641,382","$770,094","$908,302","$985,634","$1,174,877","$1,266,433","$1,323,540","$1,416,386","$1,484,967","$1,588,810"
2008,2003,Broome County Department of Public Transportation,Vestal,NY,"Binghamton, NY-PA",182,76,"158,884",MB,DO,"$3,320,138","$3,994,603","$4,082,708","$4,403,598","$4,534,032","$4,171,873","$3,933,769","$4,406,294","$4,744,726","$5,173,993","$5,284,753","$6,056,876","$6,377,972","$7,031,548","$7,298,159","$8,101,035","$8,747,532","$10,395,700"
2008,2004,Niagara Frontier Transportation Authority,Buffalo,NY,"Buffalo, NY",38,367,"976,703",DR,DO,,,,"$139,714","$289,227","$600,825","$714,382","$717,255","$780,335","$972,589","$1,208,628","$1,696,022","$2,494,352","$2,896,040","$3,251,012","$4,207,095","$4,704,774","$5,123,323"
2008,2004,Niagara Frontier Transportation Authority,Buffalo,NY,"Buffalo, NY",38,367,"976,703",DR,PT,,,,,,,,"$83,136","$118,697","$187,423","$208,012","$107,297",,,,,,
2008,2004,Niagara Frontier Transportation Authority,Buffalo,NY,"Buffalo, NY",38,367,"976,703",LR,DO,"$11,433,174","$12,202,102","$12,846,147","$13,603,368","$13,774,623","$14,191,621","$13,895,781","$13,974,723","$14,333,476","$14,516,015","$14,533,551","$14,734,934","$17,045,737","$18,271,154","$19,485,769","$20,935,324","$23,303,848","$23,440,156"
2008,2004,Niagara Frontier Transportation Authority,Buffalo,NY,"Buffalo, NY",38,367,"976,703",MB,DO,"$40,669,373","$42,573,846","$44,805,433","$50,106,761","$49,892,978","$51,162,988","$48,671,499","$50,214,299","$50,612,327","$55,325,830","$55,424,406","$60,770,259","$59,214,229","$64,610,603","$68,811,656","$75,386,351","$85,505,809","$89,212,045"
2008,2005,Chemung County Transit System,Elmira,NY,"Elmira, NY",350,35,"67,159",DR,DO,"$696,716","$769,086","$783,071",,,,,,,,,,,,,,,
2008,2005,Chemung County Transit System,Elmira,NY,"Elmira, NY",350,35,"67,159",DR,PT,,,,"$835,715","$898,283","$936,591","$929,812","$1,027,479","$1,149,023","$831,646","$1,062,253","$965,871","$1,349,672","$1,258,009","$1,084,416","$1,302,170","$1,417,311","$1,549,594"
2008,2005,Chemung County Transit System,Elmira,NY,"Elmira, NY",350,35,"67,159",MB,DO,"$2,035,791","$2,266,876","$2,226,341",,,,,,,,,,,,,,,
2008,2005,Chemung County Transit System,Elmira,NY,"Elmira, NY",350,35,"67,159",MB,PT,,,,"$2,507,144","$2,694,847","$2,809,772","$2,789,436","$3,082,435","$3,447,012","$3,364,343","$3,701,214","$3,677,739","$3,724,285","$3,333,265","$3,630,525","$3,725,513","$3,831,985","$3,793,832"
2008,2006,City of Long Beach,Long Beach,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,DO,,,,,,,,"$67,158","$71,815","$91,047","$92,558","$85,441","$65,684","$170,750",,"$236,493","$344,389","$532,067"
2008,2006,City of Long Beach,Long Beach,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,"$1,136,122","$1,156,529","$1,287,140","$1,252,151","$1,296,124","$1,349,345","$1,349,365","$1,367,327","$1,389,277","$1,487,332","$1,581,507","$1,689,451","$1,536,750",,"$1,442,378","$1,445,990","$1,537,606"
2008,2007,"Metropolitan Suburban Bus Authority, dba: MTA Long Island Bus",Garden City,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,DO,,,,,"$1,517,820","$3,448,990","$3,703,748","$4,187,328","$5,579,508","$6,362,942","$6,879,037","$8,041,679","$9,195,733","$9,837,419","$10,666,734","$11,935,388","$12,012,439","$12,790,011"
2008,2007,"Metropolitan Suburban Bus Authority, dba: MTA Long Island Bus",Garden City,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"$56,752,281","$55,106,792","$57,243,197","$60,490,192","$62,437,841","$66,730,002","$69,528,218","$71,930,473","$73,218,526","$78,887,663","$79,978,040","$83,471,353","$90,556,586","$96,040,888","$102,851,634","$110,215,210","$116,431,433","$126,482,562"
2008,2008,MTA New York City Transit,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,PT,,,"$5,942,993","$14,443,680","$18,501,843","$22,634,661","$13,553,133","$18,613,742","$7,000,365","$18,007,135","$32,116,787","$75,835,257","$89,988,429","$100,866,884","$120,888,000","$154,034,366","$276,767,068","$366,616,340"
2008,2008,MTA New York City Transit,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",HR,DO,"$1,951,236,755","$2,043,313,170","$2,132,926,023","$2,243,405,771","$2,006,311,131","$1,813,992,287","$1,855,109,898","$1,844,248,708","$1,954,922,646","$2,090,329,988","$2,211,556,823","$2,255,945,154","$2,378,387,690","$2,537,639,748","$2,717,451,067","$2,707,744,240","$3,028,507,897","$3,250,031,137"
2008,2008,MTA New York City Transit,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"$818,484,979","$964,358,326","$991,250,554","$1,046,143,837","$1,050,279,527","$982,209,844","$1,079,992,881","$1,110,258,520","$1,176,267,850","$1,323,556,885","$1,410,982,033","$1,476,348,634","$1,587,157,089","$1,678,850,900","$1,798,313,307","$1,914,165,648","$2,092,093,842","$2,290,161,341"
2008,2009,City of Poughkeepsie,Poughkeepsie,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",MB,DO,"$873,253","$825,302","$804,143","$831,833",,,,,,,,"$1,272,318","$1,127,803","$1,201,823","$1,186,742","$1,272,556","$1,320,143",
2008,2010,Dutchess County Division of Mass Transportation,Poughkeepsie,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",DR,DO,"$345,582","$686,818","$1,035,724","$1,000,218","$708,845","$1,085,486","$1,408,260","$1,517,415","$1,475,951","$1,566,026","$1,665,410","$1,637,258","$1,757,673","$1,813,351","$1,993,822","$2,068,861","$2,275,622","$2,709,031"
2008,2010,Dutchess County Division of Mass Transportation,Poughkeepsie,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",MB,DO,"$826,478","$1,596,672","$1,566,834","$2,075,857","$2,177,331","$2,015,905","$2,118,388","$2,193,709","$2,157,430","$2,125,127","$2,248,459","$2,397,257","$2,541,216","$2,637,231","$2,893,737","$3,033,803","$3,333,883","$3,702,832"
2005,2015,City of Rome VIP Transit,Rome,NY,"Utica, NY",233,55,"113,409",MB,DO,"$611,234","$687,530","$686,031",,,,,,,,,,,,,,,
2008,2018,"CNY Centro, Inc.",Syracuse,NY,"Syracuse, NY",81,180,"402,267",DR,DO,"$806,265","$1,520,782","$1,422,706","$1,469,573","$1,569,715","$1,667,469","$1,562,377","$1,287,881","$1,375,544","$1,337,437","$1,434,092","$1,478,340","$1,823,175","$2,260,330","$2,145,764","$2,084,632","$2,156,474","$2,592,579"
2008,2018,"CNY Centro, Inc.",Syracuse,NY,"Syracuse, NY",81,180,"402,267",DR,PT,"$51,139","$17,969","$8,818","$4,625","$1,598",,,,,,,"$1,043,443","$1,181,529","$999,473","$947,979","$1,157,118","$1,483,741","$1,529,354"
2008,2018,"CNY Centro, Inc.",Syracuse,NY,"Syracuse, NY",81,180,"402,267",MB,DO,"$9,028,799","$16,797,281","$16,741,159","$19,216,140","$19,686,574","$18,750,471","$18,372,149","$18,512,361","$18,198,312","$19,443,849","$20,336,330","$22,209,281","$26,370,057","$28,268,656","$28,789,911","$30,546,915","$32,285,929","$33,594,156"
2004,2021,Utica Transit Authority,Utica,NY,"Utica, NY",233,55,"113,409",DR,DO,"$334,325","$304,884","$323,888","$337,424","$381,445","$377,861","$393,002","$399,108","$414,761","$394,400","$388,439","$427,430","$450,110","$466,918",,,,
2004,2021,Utica Transit Authority,Utica,NY,"Utica, NY",233,55,"113,409",MB,DO,"$2,819,428","$2,878,594","$2,858,029","$2,842,639","$3,086,239","$3,102,331","$3,271,525","$3,156,651","$3,259,077","$3,373,930","$3,302,339","$3,336,823","$3,451,563","$3,602,492",,,,
1993,2038,"Green Bus Lines, Inc.",Jamaica,NY,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",MB,DO,"$42,152,170","$42,357,142","$45,105,755",,,,,,,,,,,,,,,
1993,2039,"Jamaica Buses, Inc.",Jamaica,NY,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",MB,DO,"$20,962,063","$20,208,088","$20,376,102",,,,,,,,,,,,,,,
2005,2040,"New York Bus Tours, Inc., dba: New York Bus Service",Bronx,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"$15,200,540","$15,274,388","$16,100,925","$16,388,130","$16,155,059","$17,296,729","$18,374,595","$19,216,187","$20,343,643","$22,293,927","$23,826,415","$24,649,407","$25,990,730","$26,250,081","$21,832,740",,,
1993,2046,Triboro Coach Corporation,Jackson Heights,NY,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",MB,DO,"$33,460,705","$33,806,765","$34,607,549",,,,,,,,,,,,,,,
2008,2071,Huntington Area Rapid Transit,Huntington Station,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,DO,"$75,395","$304,028","$291,712","$289,515","$284,603","$273,078","$370,962","$445,374","$453,412","$521,520","$581,010","$604,133","$722,959","$745,024","$856,534","$957,778","$1,096,359","$1,131,525"
2008,2071,Huntington Area Rapid Transit,Huntington Station,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"$1,440,625","$2,053,474","$2,062,504","$2,110,535","$2,067,861","$1,900,900","$1,969,613","$2,057,737","$2,028,485","$1,970,356","$2,126,880","$2,151,917","$2,259,739","$2,440,862","$2,523,228","$2,432,527","$2,568,669","$2,722,179"
2008,2072,Suffolk County Department of Public Works - Transportation Division,Yaphank,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,PT,,,,"$284,824","$1,083,046","$1,444,910","$1,934,055","$2,333,208","$2,970,706","$3,850,507","$4,339,685","$5,025,399","$5,629,458","$7,076,953","$8,015,206","$10,109,679","$12,020,026","$14,536,169"
2008,2072,Suffolk County Department of Public Works - Transportation Division,Yaphank,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,"$14,712,804","$15,108,990","$15,235,693","$16,363,473","$16,709,089","$18,110,238","$19,240,132","$19,820,866","$20,536,378","$23,524,633","$23,431,647","$24,942,417","$26,137,330","$28,855,097","$31,182,402","$31,915,229","$33,616,542","$36,722,186"
1993,2073,"Command Bus Company, Inc.",Brooklyn,NY,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",MB,DO,"$16,833,574","$17,270,888","$17,483,597",,,,,,,,,,,,,,,
2008,2075,Port Authority Transit Corporation,Lindenwold,NJ,"Philadelphia, PA-NJ-DE-MD",4,"1,800","5,149,079",HR,DO,"$23,833,752","$25,009,234","$27,784,806","$26,979,873","$26,673,129","$26,996,726","$26,208,847","$26,486,085","$27,294,337","$28,446,976","$29,634,058","$31,374,689","$33,580,122","$34,157,876","$35,694,998","$38,063,120","$39,201,940","$42,518,272"
2008,2076,Westchester County Bee-Line System,Mount Vernon,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,DO,,,,,,,,,,,,,,,,,,"$9,755,358"
2008,2076,Westchester County Bee-Line System,Mount Vernon,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,PT,"$2,008,107","$3,343,714","$3,480,322","$3,526,574","$3,482,791","$3,817,729","$3,722,624","$3,798,103","$4,443,139","$4,588,093","$4,913,298","$5,551,724","$5,957,510","$6,943,000","$7,629,790","$8,444,043","$9,028,699",
2008,2076,Westchester County Bee-Line System,Mount Vernon,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,,,,,,,,,,,,,,,,,"$114,521,394"
2008,2076,Westchester County Bee-Line System,Mount Vernon,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,"$2,264,664","$2,198,080","$2,573,572","$2,741,360","$8,686,143","$8,515,865","$9,257,909","$3,748,155","$1,977,618","$2,005,708","$2,108,456","$10,646,994","$11,142,086","$11,617,093","$88,688,661","$104,898,055","$108,019,390",
2008,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",CR,DO,"$411,505,404","$427,638,846","$430,943,891","$488,496,423","$464,875,841","$474,952,630","$471,738,647","$490,095,422","$550,101,538","$546,219,687","$576,780,824","$598,894,349","$628,815,759","$674,706,945","$711,795,870","$749,210,115","$803,417,897","$857,348,226"
2008,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",CR,PT,,,,,,$0,,,,,,,,,,,,
2008,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,PT,,,,,,,,,,,"$1,090,322","$1,118,362","$1,506,440","$2,157,837","$2,178,018","$3,119,948","$2,740,586","$3,034,729"
2008,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,"$191,221","$570,185","$596,002","$633,310","$601,502","$594,034","$631,545","$629,201","$692,794","$877,266","$936,394","$911,776","$945,729","$960,721","$1,154,703","$1,214,451","$1,276,177","$1,357,133"
2004,2079,"Liberty Lines Transit, Inc.",Yonkers,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"$43,079,996","$42,290,113","$47,089,218","$48,020,650","$49,727,474","$50,416,982","$52,157,229","$53,794,426","$57,246,778","$62,622,269","$65,812,077","$69,823,345","$74,877,558","$76,786,863",,,,
2004,2079,"Liberty Lines Transit, Inc.",Yonkers,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,,,,,,,,,,,,$0,,,,,,
2008,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",CR,DO,"$270,547,126","$319,572,505","$326,321,573","$330,142,017","$324,025,844","$359,919,912","$352,424,269","$347,448,038","$378,831,739","$411,867,882","$430,712,550","$446,526,813","$514,838,485","$605,545,161","$644,501,938","$682,946,002","$724,436,705","$765,072,331"
2008,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",CR,PT,"$11,747,488","$7,744,413","$7,839,476","$7,825,880","$8,120,511","$7,828,944","$7,860,824","$8,507,388","$8,845,185","$8,773,974","$9,502,395","$14,247,675","$14,928,797","$16,039,710","$16,289,347","$2,268,831",,
2008,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,PT,,,"$253,072","$1,056,686","$3,050,629","$6,375,746","$8,243,337","$11,458,275","$12,152,083","$13,738,438","$15,132,308","$20,974,651","$21,799,365","$36,218,852","$38,468,315","$52,551,569","$55,006,217","$55,152,366"
2008,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",LR,DO,"$3,580,711","$4,297,711","$4,791,566","$6,027,716","$5,118,382","$5,575,517","$5,350,763","$6,959,110","$6,590,260","$9,145,095","$10,382,417","$14,291,903","$15,974,220","$16,015,821","$14,329,686","$14,786,770","$18,414,391","$18,761,966"
2008,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",LR,PT,,,,,,,,,,"$4,480,766","$29,398,422","$30,712,414","$32,508,951","$38,697,826","$53,044,008","$72,438,425","$89,285,649","$95,798,291"
2008,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"$286,844,900","$339,430,655","$356,706,284","$378,517,259","$379,557,126","$387,814,704","$400,148,529","$395,990,293","$413,653,331","$439,391,825","$468,210,248","$497,319,850","$522,701,377","$543,454,670","$577,243,125","$609,664,927","$638,830,003","$678,773,031"
2008,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,"$19,391,113","$10,660,422","$10,191,220","$17,963,314","$22,971,390","$21,727,986","$20,705,672","$34,176,706","$26,311,692","$25,704,347","$27,195,475","$27,522,753","$27,835,635","$42,140,480","$47,900,100","$64,811,144","$72,083,907","$71,009,943"
2008,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",VP,PT,,,,,,,,"$984,883","$1,608,015","$722,515","$543,064","$1,436,689","$2,011,593","$7,383,594","$7,738,393","$6,618,924","$7,132,659","$6,864,833"
2008,2082,New York City Department of Transportation,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,PT,"$9,557,261","$9,390,533","$9,327,618",,,,,,,,,,,,,,,
2008,2082,New York City Department of Transportation,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,DO,"$37,206,632","$39,042,920","$32,429,956","$31,606,192","$31,021,497","$28,742,100","$34,786,617","$36,382,738","$37,725,803","$42,784,852","$43,247,757","$54,502,906","$55,193,145","$56,103,779","$68,463,839","$88,087,753","$100,133,621","$118,834,723"
2008,2082,New York City Department of Transportation,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,PT,,,,,,$0,$0,,,,,,,,,,,
2008,2082,New York City Department of Transportation,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,$0,"$16,888,724","$16,520,673","$17,934,418","$16,753,013",$0,$0,$0,$0,$0,$0,"$1,267,048","$2,692,327","$1,983,485","$1,670,737","$1,239,687","$5,201,151","$5,259,640"
2008,2084,Transport of Rockland,Pomona,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,PT,,,,,,,,,,,,,,,,,,"$3,445,957"
2008,2084,Transport of Rockland,Pomona,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,"$4,847,576","$5,096,161","$5,309,366","$6,300,094","$6,268,332","$5,710,843","$6,776,120","$8,257,808","$8,708,390","$8,829,617","$9,716,141","$10,593,911","$11,833,749","$11,978,867","$12,743,996","$14,237,031","$14,949,494","$15,506,120"
2008,2085,Clarkstown Mini-Trans,Nanuet,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"$730,996","$825,517","$869,920","$905,688","$953,802","$973,474","$967,244","$979,275","$997,765","$1,050,211","$1,101,450","$1,329,635","$1,501,100","$1,504,448","$1,475,546","$1,417,683","$1,522,029","$1,593,302"
2008,2086,Transportation Resources Intra-County for Physically Handicapped and Senior Citizens,Pomona,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,DO,"$777,653","$916,677","$924,627","$968,532","$884,256","$917,931","$1,016,038","$1,158,390","$1,377,750","$1,486,256","$1,543,005","$1,661,222","$1,918,723","$1,983,659","$2,099,827","$2,153,789","$2,352,726","$2,851,734"
2008,2089,Village of Spring Valley Bus,Spring Valley,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"$273,310","$268,649","$268,807","$309,572","$287,834",,,,,,"$444,860","$322,300",,"$321,008","$334,320","$331,535","$315,482","$382,456"
2008,2096,Putnam County Transit,Carmel,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,PT,,,,,,,,"$74,908","$103,330","$132,272","$209,770","$253,181","$309,796","$322,782","$405,030","$452,510","$457,958","$505,912"
2008,2096,Putnam County Transit,Carmel,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,"$971,421","$783,599","$844,008","$815,818","$980,406","$893,046","$921,883","$1,031,937","$997,851","$1,014,597","$1,038,983","$1,088,961","$1,199,953","$1,237,653","$1,432,756","$1,500,280","$1,480,263","$1,369,859"
2008,2098,Port Authority Trans-Hudson Corporation,Jersey City,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,PT,"$2,883,000","$3,584,000","$4,930,000","$4,694,000","$4,774,000","$4,330,000","$4,889,000","$4,964,000","$5,118,000","$5,621,000","$9,539,000","$25,285,817","$22,626,128","$9,189,847","$8,294,136","$9,338,009","$9,141,223","$10,908,250"
