#,Program Title,Agency/Office,Types of Assistance,Date Modified,Date Published
93.191,Patient Navigator and Chronic Disease Prevention Program,Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,7/1/2010 15:12,1/1/1990 0:00
93.193,Urban Indian Health Services,Department of Health and Human Services / Indian Health Service,B - PROJECT GRANTS,9/21/2010 14:06,1/1/1990 0:00
93.197,Childhood Lead Poisoning Prevention Projects_State and Local Childhood Lead Poisoning Prevention and Surveillance of Blood Lead Levels in Children,Department of Health and Human Services / Centers for Disease Control and Prevention,B - PROJECT GRANTS,7/16/2010 8:09,1/1/1990 0:00
93.204,Surveillance of Hazardous Substance Emergency Events,Department of Health and Human Services / Agency for Toxic Substances and Disease Registry,B - PROJECT GRANTS,7/15/2010 7:42,1/1/1994 0:00
93.206,Human Health Studies_Applied Research and Development,Department of Health and Human Services / Agency for Toxic Substances and Disease Registry,B - PROJECT GRANTS,10/1/2010 8:22,1/1/1994 0:00
93.209,Contraception and Infertility Research Loan Repayment Program,Department of Health and Human Services / National Institutes of Health,C - DIRECT PAYMENTS FOR A SPECIFIED USE,7/15/2010 11:27,1/1/1995 0:00
93.210,Tribal Self-Governance Program: IHS Compacts/Funding Agreements,Department of Health and Human Services / Indian Health Service,C - Direct Payments for Specified Use,7/8/2010 7:51,1/1/1994 0:00
93.211,Telehealth Programs,Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,9/16/2010 11:09,1/1/1994 0:00
93.212,Chiropractic Demonstration Project Grants,Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,7/1/2010 15:13,1/1/1994 0:00
93.213,Research and Training in Complementary and Alternative Medicine,Department of Health and Human Services / National Institutes of Health,"B - PROJECT GRANTS, M - TRAINING",6/29/2010 7:57,1/1/1994 0:00
93.217,Family Planning_Services,Department of Health and Human Services / Office of Population Affairs,B - PROJECT GRANTS,9/29/2010 7:57,1/1/1990 0:00
93.220,Clinical Research Loan Repayment Program for Individuals from Disadvantaged Backgrounds,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/9/2010 11:28,1/1/1994 0:00
93.223,Development and Coordination of Rural Health Services,Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,7/9/2010 8:11,1/1/1994 0:00
93.224,"Consolidated Health Centers (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, Public Housing Primary Care, and School Based Health Centers)",Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,9/16/2010 11:10,1/1/1990 0:00
93.225,National Research Service Awards_Health Services Research Training,Department of Health and Human Services / Agency for Healthcare Research and Quality,B - PROJECT GRANTS,7/12/2010 7:29,1/1/1990 0:00
93.226,"Research on Healthcare Costs, Quality and Outcomes",Department of Health and Human Services / Agency for Healthcare Research and Quality,B - PROJECT GRANTS,7/12/2010 7:43,1/1/1990 0:00
93.228,Indian Health Service_Health Management Development Program,Department of Health and Human Services / Indian Health Service,B - PROJECT GRANTS,7/8/2010 7:52,1/1/1990 0:00
93.231,Epidemiology Cooperative Agreements,Department of Health and Human Services / Indian Health Service,B - Cooperative Agreements,7/8/2010 7:52,1/1/1996 0:00
93.232,Loan Repayment Program for General Research,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/9/2010 11:29,1/1/1996 0:00
93.233,National Center on Sleep Disorders Research,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/9/2010 8:15,1/1/1997 0:00
93.234,Traumatic Brain Injury State Demonstration Grant Program,Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,7/9/2010 8:17,1/1/1997 0:00
93.235,Abstinence Education Program,Department of Health and Human Services / Administration for Children and Families,A - FORMULA GRANTS,7/29/2010 7:43,1/1/1997 0:00
93.239,Policy Research and Evaluation Grants,Department of Health and Human Services / Office of the Secretary,B - PROJECT GRANTS,9/12/2008 0:00,1/1/1998 0:00
93.240,State Capacity Building,Department of Health and Human Services / Agency for Toxic Substances and Disease Registry,B - PROJECT GRANTS,7/15/2010 7:42,1/1/1999 0:00
93.241,State Rural Hospital Flexibility Program,Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,9/16/2010 11:11,1/1/1999 0:00
93.242,Mental Health Research Grants,Department of Health and Human Services / National Institutes of Health,"B - Cooperative Agreements, B - Project Grants",7/9/2010 11:38,1/1/1990 0:00
93.243,Substance Abuse and Mental Health Services_Projects of Regional and National Significance,Department of Health and Human Services / Substance Abuse and Mental Health Services Administration,B - PROJECT GRANTS,10/18/2010 11:28,1/1/2002 0:00
93.247,Advanced Nursing Education Grant Program,Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,7/1/2010 15:15,1/1/2000 0:00
93.249,Public Health Training Centers Grant Program,Department of Health and Human Services / Health Resources and Services Administration,B - Cooperative Agreements,7/2/2010 10:18,1/1/2000 0:00
93.250,Geriatric Academic Career Awards,Department of Health and Human Services / Health Resources and Services Administration,B - Project Grants,7/2/2010 10:19,1/1/2000 0:00
93.251,Universal Newborn Hearing Screening,Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,7/9/2010 8:19,1/1/2000 0:00
93.253,Poison Center Support and Enhancement Grant Program,Department of Health and Human Services / Health Resources and Services Administration,"B - Cooperative Agreements, B - Project Grants",9/16/2010 11:11,1/1/2000 0:00
93.254,Infant Adoption Awareness Training,Department of Health and Human Services / Administration for Children and Families,B - PROJECT GRANTS,7/2/2010 7:21,1/1/2001 0:00
93.255,Children's Hospitals Graduate Medical Education Payment,Department of Health and Human Services / Health Resources and Services Administration,C - DIRECT PAYMENTS FOR A SPECIFIED USE,7/2/2010 10:19,1/1/2001 0:00
93.256,State Health Access Program,Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,7/1/2010 15:16,1/1/2001 0:00
93.257,"Grants for Education, Prevention, and Early Detection of Radiogenic Cancers and Diseases",Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,7/1/2010 15:17,1/1/2002 0:00
93.259,Rural Access to Emergency Devices Grant,Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,7/9/2010 8:24,1/1/2002 0:00
93.260,Family Planning_Personnel Training,Department of Health and Human Services / Office of Population Affairs,B - PROJECT GRANTS,10/1/2010 8:23,1/1/1990 0:00
93.262,Occupational Safety and Health Program,Department of Health and Human Services / Centers for Disease Control and Prevention,"B - Project Grants, M - Training",7/16/2010 8:09,1/1/1990 0:00
93.264,Nurse Faculty Loan Program (NFLP),Department of Health and Human Services / Health Resources and Services Administration,E - Direct Loans,7/1/2010 15:17,1/1/2003 0:00
93.265,Comprehensive Geriatric Education Program(CGEP),Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,7/2/2010 10:19,1/1/2003 0:00
93.266,Rapid Expansion of Antiretroviral Therapy Programs for HIV-Infected Persons in Selected Countries in Africa and the Caribbean Under the President's Emergency Plan for AIDS Relief,Department of Health and Human Services / Health Resources and Services Administration,B - Cooperative Agreements,7/12/2010 8:34,1/1/2004 0:00
93.267,State Grants for Protection and Advocacy Services,Department of Health and Human Services / Health Resources and Services Administration,A - FORMULA GRANTS,7/9/2010 8:27,1/1/2004 0:00
93.268,Immunization Grants,Department of Health and Human Services / Centers for Disease Control and Prevention,B - PROJECT GRANTS,9/22/2010 7:29,1/1/1990 0:00
93.269,Complex Humanitarian Emergency and War-Related Injury Public Health Activities,Department of Health and Human Services / Centers for Disease Control and Prevention,B - PROJECT GRANTS,7/16/2010 8:10,1/1/2008 0:00
93.270,Adult Viral Hepatitis Prevention and Control,Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,9/22/2010 7:29,1/1/2008 0:00
93.273,Alcohol Research Programs,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,9/19/2010 20:28,1/1/1990 0:00
93.275,Substance Abuse and Mental Health Services-Access to Recovery,Department of Health and Human Services / Substance Abuse and Mental Health Services Administration,B - Project Grants (Discretionary),10/18/2010 11:29,1/1/2004 0:00
93.279,Drug Abuse and Addiction Research Programs,Department of Health and Human Services / National Institutes of Health,"B - PROJECT GRANTS, M - TRAINING",7/9/2010 11:29,1/1/1990 0:00
93.280,National Institutes of Health Loan Repayment Program for Clinical Researchers,Department of Health and Human Services / National Institutes of Health,C - Direct Payments for Specified Use,9/19/2010 20:36,1/1/2003 0:00
93.281,Mental Health Research Career/Scientist Development Awards,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/9/2010 11:52,1/1/1990 0:00
93.282,Mental Health National Research Service Awards for Research Training,Department of Health and Human Services / National Institutes of Health,M - Training,7/9/2010 12:01,1/1/1990 0:00
93.283,Centers for Disease Control and Prevention_Investigations and Technical Assistance,Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,9/22/2010 7:29,1/1/1990 0:00
93.284,Injury Prevention Program for American Indians and Alaskan Natives_Cooperative Agreements,Department of Health and Human Services / Indian Health Service,B - Cooperative Agreements,7/8/2010 8:17,1/1/2000 0:00
93.285,National Institutes of Health Pediatric Research Loan Repayment Program,Department of Health and Human Services / National Institutes of Health,C - DIRECT PAYMENTS FOR A SPECIFIED USE,9/27/2010 9:13,1/1/2004 0:00
93.286,Discovery and Applied Research for Technological Innovations to Improve Human Health,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/15/2010 11:28,1/1/2002 0:00
93.288,National Health Service Corps Scholarship Program,Department of Health and Human Services / Health Resources and Services Administration,C - DIRECT PAYMENTS FOR A SPECIFIED USE,7/1/2010 15:18,1/1/1990 0:00
93.289,"President's Council on Fitness, Sports, and Nutrition",Department of Health and Human Services / President's Council on Physical Fitness and Sports,K - ADVISORY SERVICES AND COUNSELING,10/26/2010 10:16,1/1/1990 0:00
93.290,National Community Centers of Excellence in Women's Health,Department of Health and Human Services / Office of the Secretary,B - PROJECT GRANTS,10/1/2010 8:23,1/1/2000 0:00
93.291,Surplus Property Utilization,Department of Health and Human Services / Program Support Center,"H - SALE, EXCHANGE, OR DONATION OF PROPERTY OR GOODS",6/23/2010 7:46,1/1/1990 0:00
93.295,Intergenerational Approaches to HIV/AIDS Prevention Education with Women across The Lifespan Pilot Program,Department of Health and Human Services / Office of the Secretary,B - PROJECT GRANTS,10/1/2010 8:23,1/1/2006 0:00
93.296,State Partnership Grant Program to Improve Minority Health,Department of Health and Human Services / Office of the Secretary,B - PROJECT GRANTS,10/1/2010 12:30,1/1/2006 0:00
93.297,Teenage Pregnancy Prevention Program,Department of Health and Human Services / Office of the Secretary,B - Cooperative Agreements,4/1/2010 18:56,4/1/2010 18:56
93.300,National Center for Health Workforce Analysis,Department of Health and Human Services / Health Resources and Services Administration,B - Cooperative Agreements,7/13/2010 13:53,1/1/2002 0:00
93.301,Small Rural Hospital Improvement Grant Program,Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,7/9/2010 11:29,1/1/2002 0:00
93.307,Minority Health and Health Disparities Research,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,9/19/2010 20:36,11/23/2009 13:12
93.310,Trans-NIH Research Support,Department of Health and Human Services / National Institutes of Health,"B - PROJECT GRANTS, M - TRAINING",7/15/2010 11:29,1/1/2006 0:00
93.338,Foreign Public Health Construction,Department of Health and Human Services / Centers for Disease Control and Prevention,B - Project Grants,8/4/2010 8:04,8/4/2010 8:04
93.342,"Health Professions Student Loans, Including Primary Care Loans/Loans for Disadvantaged Students",Department of Health and Human Services / Health Resources and Services Administration,E - DIRECT LOANS,7/1/2010 15:18,1/1/1990 0:00
93.358,Advanced Nursing Education Traineeships,Department of Health and Human Services / Health Resources and Services Administration,A - Formula Grants,7/1/2010 15:19,1/1/1990 0:00
93.359,"Nurse Education, Practice and Retention Grants",Department of Health and Human Services / Health Resources and Services Administration,"B - Cooperative Agreements, B - Project Grants",7/1/2010 15:19,1/1/1990 0:00
93.361,Nursing Research,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,9/19/2010 20:38,1/1/1990 0:00
93.364,Nursing Student Loans,Department of Health and Human Services / Health Resources and Services Administration,E - DIRECT LOANS,7/1/2010 15:20,1/1/1990 0:00
93.365,Sickle Cell Treatment Demonstration Program,Department of Health and Human Services / Health Resources and Services Administration,B - Cooperative Agreements,7/2/2010 10:20,1/1/2006 0:00
93.389,National Center for Research Resources,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/9/2010 13:36,1/1/1990 0:00
93.393,Cancer Cause and Prevention Research,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/9/2010 11:30,1/1/1990 0:00
93.394,Cancer Detection and Diagnosis Research,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/9/2010 11:32,1/1/1990 0:00
93.395,Cancer Treatment Research,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/9/2010 11:33,1/1/1990 0:00
93.396,Cancer Biology Research,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/9/2010 11:36,1/1/1990 0:00
93.397,Cancer Centers Support Grants,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/9/2010 11:41,1/1/1990 0:00
93.398,Cancer Research Manpower,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/9/2010 11:43,1/1/1990 0:00
93.399,Cancer Control,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/9/2010 11:48,1/1/1990 0:00
93.400,National Health Service Corps Scholarship Program,Department of Health and Human Services / Health Resources and Services Administration,C - Direct Payments for Specified Use,7/1/2010 15:21,5/22/2009 9:42
93.402,ARRA - State Loan Repayment Program,Department of Health and Human Services / Health Resources and Services Administration,"B - Project Grants, C - Direct Payments for Specified Use",9/16/2010 11:12,7/14/2009 10:41
93.403,ARRA Grants for Training in Primary Care Medicine and Dentistry Training and Enhancement,Department of Health and Human Services / Health Resources and Services Administration,B - Project Grants,7/16/2010 8:10,7/15/2009 10:24
93.404,ARRA – Dental Public Health Residency Training Grants,Department of Health and Human Services / Health Resources and Services Administration,B - Project Grants,7/16/2010 8:10,7/15/2009 11:17
93.405,ARRA - Public Health Traineeship Program,Department of Health and Human Services / Health Resources and Services Administration,A - Formula Grants,7/13/2010 13:54,7/16/2009 10:19
93.406,Nursing Education Loan Repayment Program (NELRP),Department of Health and Human Services / Health Resources and Services Administration,C - Direct Payments for Specified Use,7/2/2010 10:25,5/22/2009 9:42
93.407,ARRA - Scholarships for Disadvantaged Students,Department of Health and Human Services / Health Resources and Services Administration,B - Project Grants,7/13/2010 13:54,7/16/2009 10:21
93.408,ARRA - Nurse Faculty Loan Program,Department of Health and Human Services / Health Resources and Services Administration,B - Project Grants,7/13/2010 13:54,7/16/2009 10:22
93.409,Faculty Loan Repayment Programs,Department of Health and Human Services / Health Resources and Services Administration,C - Direct Payments for Specified Use,7/2/2010 10:27,5/22/2009 9:42
93.410,ARRA – Licensure Portability Grant Program,Department of Health and Human Services / Health Resources and Services Administration,B - Project Grants,7/13/2010 13:55,7/16/2009 10:31
93.411,ARRA – Equipment to Enhance Training for Health Professionals,Department of Health and Human Services / Health Resources and Services Administration,B - Project Grants,7/13/2010 13:55,7/21/2009 11:21
93.412,ARRA - Preventive Medicine Residency Program,Department of Health and Human Services / Health Resources and Services Administration,"B - Project Grants, M - Training",7/16/2010 8:11,7/16/2009 10:29
93.414,ARRA - State Primary Care Offices,Department of Health and Human Services / Health Resources and Services Administration,B - Cooperative Agreements,7/13/2010 13:55,7/16/2009 10:28
93.415,ARRA - Centers of Excellence,Department of Health and Human Services / Health Resources and Services Administration,B - Project Grants,7/13/2010 13:56,7/16/2009 10:30
93.416,ARRA - Health Careers Opportunity Program,Department of Health and Human Services / Health Resources and Services Administration,B - Project Grants,7/13/2010 13:56,7/17/2009 9:47
93.417,ARRA - Nursing Workforce Diversity,Department of Health and Human Services / Health Resources and Services Administration,B - Project Grants,7/13/2010 13:56,7/17/2009 9:48
93.419,ARRA - Maternal and Child Health (MCH) Pediatric Research Network Program,Department of Health and Human Services / Health Resources and Services Administration,B - Project Grants,7/13/2010 13:58,9/24/2009 11:03
93.420,ARRA - Community Health Applied Research Network,Department of Health and Human Services / Health Resources and Services Administration,"B - Cooperative Agreements (Discretionary Grants), C - Direct Payments for Specified Use",7/13/2010 13:59,12/30/2009 14:51
93.440,National Project Management of the Healthcare Communities Knowledge Gateway,Department of Health and Human Services / Health Resources and Services Administration,B - Cooperative Agreements (Discretionary Grants),7/14/2010 8:12,7/14/2010 8:12
93.441,Indian Self-Determination,Department of Health and Human Services / Indian Health Service,C - DIRECT PAYMENTS FOR A SPECIFIED USE,9/21/2010 14:08,1/1/2000 0:00
93.442,Special Diabetes Program for Indians (SDPI) Competitive Grant Program,Department of Health and Human Services / Indian Health Service,B - Cooperative Agreements,7/8/2010 8:22,1/1/2004 0:00
93.443,Health Promotion/Disease Prevention Program for American Indians and Alaska Natives,Department of Health and Human Services / Indian Health Service,B - PROJECT GRANTS,7/8/2010 8:47,1/1/2008 0:00
93.444,Tribal Self-Governance Program: Planning and Negotiation Cooperative Agreement,Department of Health and Human Services / Indian Health Service,B - Cooperative Agreements,7/8/2010 8:48,1/1/2008 0:00
93.445,Indian Health Service Sanitation Facilities Construction Program,Department of Health and Human Services / Indian Health Service,J - Provision of Specialized Services,7/8/2010 8:48,3/12/2010 12:24
93.448,Food Safety and Security Monitoring Project,Department of Health and Human Services / Food and Drug Administration,B - Cooperative Agreements,9/13/2010 12:02,1/1/2005 0:00
93.449,Ruminant Feed Ban Support Project,Department of Health and Human Services / Food and Drug Administration,B - Cooperative Agreements,7/13/2009 8:03,1/1/2005 0:00
93.451,The Linkage to Life Program: Rebuilding Broken Bridges for Minority Families Impacted by HIV/AIDS.,Department of Health and Human Services / Office of the Secretary,B - Cooperative Agreements,7/29/2010 9:19,7/29/2010 9:19
93.452,Health Improvement for Re-entering Ex-offenders Initiative (HIRE) HIV/AIDS,Department of Health and Human Services / Office of the Secretary,B - Cooperative Agreements,9/20/2010 10:22,9/20/2010 10:22
93.453,Coalition for a Healthier Community,Department of Health and Human Services / Office of the Secretary,B - Cooperative Agreements,9/20/2010 10:22,9/20/2010 10:22
93.500,Pregnancy Assistance Fund Program,Department of Health and Human Services / Office of the Secretary,B - Project Grants,5/10/2010 8:07,5/10/2010 8:07
93.501,Affordable Care Act (ACA) Grants for School-Based Health Center Capital Expenditures,Department of Health and Human Services / Health Resources and Services Administration,B - Project Grants,7/2/2010 11:06,6/2/2010 11:30
93.502,Affordable Care Act (ACA) Infrastructure to Expand Access to Care,Department of Health and Human Services / Health Resources and Services Administration,B - Project Grants,9/25/2010 9:09,6/2/2010 11:31
93.503,Affordable Care Act (ACA) Nursing and Home Health Aides Training Program,Department of Health and Human Services / Health Resources and Services Administration,B - Project Grants,10/1/2010 12:30,6/2/2010 11:32
93.504,Affordable Care Act (ACA) – Family to Family Health Information Centers,Department of Health and Human Services / Health Resources and Services Administration,B - Project Grants,7/1/2010 12:16,6/7/2010 8:13
93.505,"Affordable Care Act (ACA) Maternal, Infant, and Early Childhood Home Visiting Program",Department of Health and Human Services / Health Resources and Services Administration,"A - Formula Grants, B - Project Grants",7/12/2010 8:35,5/28/2010 17:26
93.506,ACA Nationwide Program for National and State Background Checks for Direct Patient Access Employees of Long Term Care Facilities and Providers,Department of Health and Human Services / Centers for Medicare and Medicaid Services,B - Project Grants,6/3/2010 14:18,6/3/2010 14:18
93.507,Strengthening Public Health Infrastructure for Improved Health Outcomes,Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,9/22/2010 7:29,7/8/2010 8:49
93.508,"Affordable Care Act (ACA) Tribal Maternal, Infant, and Early Childhood Home Visiting Program",Department of Health and Human Services / Administration for Children and Families,B - Project Grants,6/24/2010 16:20,6/24/2010 16:20
93.510,Affordable Care Act (ACA) Primary Care Residency Expansion Program,Department of Health and Human Services / Health Resources and Services Administration,B - Project Grants,9/16/2010 11:14,6/16/2010 13:36
93.512,Affordable Care Act (ACA) Personal and Home Care Aide State Training Program (PHCAST),Department of Health and Human Services / Health Resources and Services Administration,B - Project Grants,9/16/2010 11:14,6/16/2010 13:39
93.513,Affordable Care Act (ACA) Advanced Nursing Education Expansion Initiative,Department of Health and Human Services / Health Resources and Services Administration,B - Project Grants,7/7/2010 7:38,6/16/2010 13:38
93.514,Affordable Care Act (ACA) Expansion of Physician Assistant Training Program,Department of Health and Human Services / Health Resources and Services Administration,B - Project Grants,9/16/2010 11:14,6/16/2010 13:38
93.515,Affordable Care Act (ACA) Nurse-Managed Health Clinics,Department of Health and Human Services / Health Resources and Services Administration,B - Project Grants,7/7/2010 7:39,6/16/2010 13:38
93.516,Affordable Care Act (ACA) Public Health Training Centers Program,Department of Health and Human Services / Health Resources and Services Administration,B - Cooperative Agreements,7/8/2010 10:13,7/8/2010 10:13
93.519,Affordable Care Act (ACA) – Consumer Assistance Program Grants,Department of Health and Human Services / Office of the Secretary,B - Project Grants,7/18/2010 22:58,7/13/2010 8:25
93.520,Centers for Disease Control and Prevention –Affordable Care Act (ACA) – Communities Putting Prevention to Work,Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,9/22/2010 7:29,7/21/2010 12:39
93.521,"The Affordable Care Act:  Building Epidemiology, Laboratory, and Health Information Systems Capacity in the Epidemiology and Laboratory Capacity for Infectious Disease (ELC) and Emerging Infections Program (EIP) Cooperative Agreements",Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,7/30/2010 15:42,7/30/2010 15:42
93.522,Affordable Care Act (ACA) Prevention Center for Healthy Weight,Department of Health and Human Services / Health Resources and Services Administration,B - Cooperative Agreements,7/12/2010 8:35,7/12/2010 8:35
93.523,The Affordable Care Act: Human Immunodeficiency Virus (HIV) Prevention and Public Health Fund Activities,Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,9/25/2010 9:10,7/21/2010 12:42
93.524,The Affordable Care Act (ACA): Capacity Building Assistance to Strengthen Public Health Infrastructure and Performance,Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,7/21/2010 12:42,7/21/2010 12:42
93.525,State Planning and Establishment Grants for the Affordable Care Act (ACA)’s Exchanges,Department of Health and Human Services / Office of the Secretary,B - Cooperative Agreements,1/25/2011 7:34,7/28/2010 19:51
93.526,Affordable Care Act (ACA) Grants for Capital Development in Health Centers,Department of Health and Human Services / Health Resources and Services Administration,B - Project Grants,8/31/2010 8:12,8/31/2010 8:12
93.527,Affordable Care Act (ACA) Grants for New and Expanded Services under the Health Center Program,Department of Health and Human Services / Health Resources and Services Administration,B - Project Grants,8/6/2010 12:22,8/6/2010 12:22
93.528,National Forum for State and Territorial Chief Executives,Department of Health and Human Services / Health Resources and Services Administration,B - Cooperative Agreements,1/19/2011 11:15,1/19/2011 11:15
93.530,Affordable Care Act - Teaching Health Center Graduate Medical Education Payments Program,Department of Health and Human Services / Health Resources and Services Administration,"A - Formula Grants, C - Direct Payments for Specified Use",11/2/2010 10:48,11/2/2010 10:48
93.534,Affordable Care Act Program for Early Detection of Certain Medical Conditions Related to Environmental Health Hazards,Department of Health and Human Services / Agency for Toxic Substances and Disease Registry,B - Project Grants (Discretionary),12/18/2010 9:44,12/18/2010 9:44
93.535,Affordable Care Act (ACA) Childhood Obesity Research Demonstration,Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,1/3/2011 7:35,1/3/2011 7:35
93.537,Affordable Care Act Medicaid Emergency Psychiatric Demonstration,Department of Health and Human Services / Centers for Medicare and Medicaid Services,C - Direct Payments for Specified Use,1/3/2011 7:37,1/3/2011 7:37
93.551,Abandoned Infants,Department of Health and Human Services / Administration for Children and Families,B - PROJECT GRANTS,7/6/2010 14:37,1/1/1990 0:00
93.557,"Education and Prevention Grants to Reduce Sexual Abuse of Runaway, Homeless and Street Youth",Department of Health and Human Services / Administration for Children and Families,B - PROJECT GRANTS,7/6/2010 14:33,1/1/1999 0:00
93.566,Refugee and Entrant Assistance_State Administered Programs,Department of Health and Human Services / Administration for Children and Families,A - FORMULA GRANTS,7/6/2010 15:32,1/1/1992 0:00
93.569,Community Services Block Grant,Department of Health and Human Services / Administration for Children and Families,A - FORMULA GRANTS,7/18/2010 23:01,1/1/1992 0:00
93.598,Services to Victims of a Severe Form of Trafficking,Department of Health and Human Services / Administration for Children and Families,B - PROJECT GRANTS,7/16/2010 8:12,1/1/2001 0:00
93.599,Chafee Education and Training Vouchers Program (ETV),Department of Health and Human Services / Administration for Children and Families,A - FORMULA GRANTS,7/7/2010 7:42,1/1/2003 0:00
93.600,Head Start,Department of Health and Human Services / Administration for Children and Families,B - PROJECT GRANTS,7/12/2010 8:36,1/1/1990 0:00
93.601,Child Support Enforcement Demonstrations and Special Projects,Department of Health and Human Services / Administration for Children and Families,B - PROJECT GRANTS,7/16/2010 8:12,1/1/1999 0:00
93.603,Adoption Incentive Payments,Department of Health and Human Services / Administration for Children and Families,A - FORMULA GRANTS,7/7/2010 7:44,1/1/1999 0:00
93.604,Assistance for Torture Victims,Department of Health and Human Services / Administration for Children and Families,B - PROJECT GRANTS,7/2/2010 7:19,1/1/2000 0:00
93.612,Native American Programs,Department of Health and Human Services / Administration for Children and Families,B - PROJECT GRANTS,7/18/2010 23:04,1/1/1990 0:00
93.613,President's Committee for People with Intellectual Disabilities (PCPID),Department of Health and Human Services / Administration for Children and Families,L - Information,7/7/2010 7:51,1/1/1990 0:00
93.616,Mentoring Children of Prisoners,Department of Health and Human Services / Administration for Children and Families,B - PROJECT GRANTS,7/18/2010 23:05,1/1/2003 0:00
93.617,Voting Access for Individuals with Disabilities_Grants to States,Department of Health and Human Services / Administration for Children and Families,A - FORMULA GRANTS,6/23/2010 7:47,1/1/2003 0:00
93.630,Developmental Disabilities Basic Support and Advocacy Grants,Department of Health and Human Services / Administration for Children and Families,A - FORMULA GRANTS,7/1/2010 12:15,1/1/1990 0:00
93.631,Developmental Disabilities Projects of National Significance,Department of Health and Human Services / Administration for Children and Families,B - PROJECT GRANTS,7/1/2010 12:17,1/1/1990 0:00
93.632,"University Centers for Excellence in Developmental Disabilities Education, Research, and Service",Department of Health and Human Services / Administration for Children and Families,B - PROJECT GRANTS,7/1/2010 15:35,1/1/1990 0:00
93.643,Children's Justice Grants to States,Department of Health and Human Services / Administration for Children and Families,A - FORMULA GRANTS,7/18/2010 23:05,1/1/1990 0:00
93.701,Trans-NIH Recovery Act Research Support,Department of Health and Human Services / National Institutes of Health,"B - Project Grants (Capacity Building and Complaint Processing, Training)",9/19/2010 20:39,5/15/2009 17:33
93.702,"National Center for Research Resources, Recovery Act Construction Support",Department of Health and Human Services / National Institutes of Health,B - Project Grants,6/29/2010 7:58,5/15/2009 17:33
93.703,ARRA – Grants to Health Center Programs,Department of Health and Human Services / Health Resources and Services Administration,B - Project Grants,7/16/2010 8:12,5/22/2009 9:42
93.704,Trans-NIH Recovery Act Loan Repayment Support,Department of Health and Human Services / National Institutes of Health,C - Direct Payments for Specified Use,7/28/2010 7:51,5/15/2009 17:33
93.712,ARRA - Immunization,Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,9/22/2010 7:30,6/11/2009 14:03
93.715,Recovery Act – Comparative Effectiveness Research - AHRQ,Department of Health and Human Services / Agency for Healthcare Research and Quality,B - Project Grants,8/23/2010 10:31,8/19/2009 10:40
93.717,ARRA - Preventing Healthcare-Associated Infections,Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,9/22/2010 7:30,6/10/2009 11:41
93.718,Health Information Technology Regional Extension Centers Program,Department of Health and Human Services / Office of the Secretary,B - Cooperative Agreements (Discretionary Grants),7/21/2010 12:34,7/29/2009 17:04
