Last_Report_Year,TRS_ID,System_Name,City,State,UZA_NAME,UZA,UZA_Area_SQ_Miles,UZA_Population,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
2007,2075,Port Authority Transit Corporation,Lindenwold,NJ,"Philadelphia, PA-NJ-DE-MD",4,"1,800","5,149,079","$207,909","$208,370","$12,801,893","$11,514,210","$10,843,126","$12,536,193","$11,712,264","$11,836,108","$11,395,914","$10,232,702","$9,683,768","$12,138,371","$15,184,132","$15,499,151","$16,618,136","$18,030,953","$18,949,899"
2007,2076,Westchester County Bee-Line System,Mount Vernon,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",$0,$0,$0,"$29,686,844","$33,730,285",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2007,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$21,987,335","$23,510,116","$22,292,268","$21,851,565","$22,388,711","$19,840,241","$29,310,356","$19,564,228","$23,077,029","$26,515,709","$27,244,765","$27,906,912","$30,894,811","$30,015,683","$32,492,775","$36,108,769","$34,494,643"
2004,2079,"Liberty Lines Transit, Inc.",Yonkers,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$262,455","$14,353,316","$18,238,333","$18,995,397","$18,113,750","$17,005,151","$18,396,487","$18,273,290","$21,835,014","$27,232,502","$30,451,812","$35,153,573","$35,646,932","$35,939,328",,,
2007,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$32,911,697","$28,004,831","$28,247,222","$37,908,225","$44,463,974","$57,310,061","$63,176,077","$67,239,262","$45,434,251","$42,116,514","$62,188,462","$63,902,486","$62,837,040","$98,952,023","$113,522,675","$131,361,954","$159,773,943"
2007,2082,New York City Department of Transportation,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$2,382,790","$1,368,551","$10,454,168","$2,067,224","$22,080,860","$2,637,977","$2,617,072","$2,380,278","$2,471,543","$2,623,434","$2,447,662","$3,000,000",$0,$0,$0,$0,$0
2007,2084,Transport of Rockland,Pomona,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2007,2085,Clarkstown Mini-Trans,Nanuet,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2007,2086,Transportation Resources Intra-County for Physically Handicapped and Senior Citizens,Pomona,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2007,2089,Village of Spring Valley Bus,Spring Valley,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",$0,$0,$0,$0,$0,,,,,,"$1,339",$217,,$120,$264,$301,$354
2007,2096,Putnam County Transit,Carmel,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2007,2098,Port Authority Trans-Hudson Corporation,Jersey City,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$8,689,000","$90,136,000","$96,746,000","$98,373,000","$103,795,000","$154,956,000","$139,602,000","$145,573,000","$149,417,000","$140,332,000","$120,947,000","$180,811,811","$165,048,286","$172,478,354","$184,079,543","$188,163,191","$208,206,348"
2007,2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",Staten Island,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$159,393","$158,163","$959,351","$1,462,375","$1,966,672","$1,199,842","$1,063,018","$2,985,687","$413,960","$4,218,790","$689,450","$659,082","$542,288","$462,696","$401,098","$577,418","$1,613,393"
2007,2100,MTA Long Island Rail Road,Jamaica,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$19,267,806","$18,820,532","$21,914,117","$22,131,623","$21,996,565","$23,441,011","$19,948,659","$19,205,673","$22,399,356","$24,749,423","$23,758,210","$21,080,454","$22,728,009","$25,745,656","$26,798,191","$41,666,585","$33,382,340"
2007,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Rochester,NY,"Rochester, NY",53,295,"694,396","$618,755","$698,922","$466,837","$675,590","$612,795","$645,358","-$99,417","$831,296","$1,015,708","$997,934","$1,101,704","$3,835,743","$4,062,890","$4,349,981","$4,235,137","$4,384,182","$6,931,761"
2007,2116,"Centro of Cayuga, Inc.",Syracuse,NY,"Syracuse, NY",81,180,"402,267","$13,545","$5,476","$7,687","$4,207","$4,349","$5,731","$34,681","$35,439","$7,759","$9,816","$6,510","$5,020","$2,234",$308,"$1,436",$0,$400
2004,2117,"Liberty Lines Express, Inc.",Yonkers,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$1,012,056",,,,,"$16,629,550","$16,799,870","$8,225,042","$9,789,214","$10,209,819","$10,780,166","$12,227,229","$12,737,144","$12,724,106",,,
1992,2118,Onondaga County ,Syracuse,NY,"Syracuse, NY",74,134,"388,918",$0,$0,,,,,,,,,,,,,,,
2007,2119,County of Oneida,Utica,NY,"Utica, NY",233,55,"113,409","$40,515",,,,,,,,,,,,,,,,
2007,2120,Greater Glens Falls Transit System,Queensbury,NY,"Glens Falls, NY",400,35,"57,627","$30,292","$11,197","$7,050","$15,683","$16,681","$21,916","$31,649","$28,499","$39,467","$34,281","$18,993","$18,511","$21,245","$14,282","$33,199","$33,915","$26,103"
2007,2122,"Academy Lines, Inc.",Hoboken,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$2,536,284","$2,586,950","$3,743,610","$3,746,739","$4,585,975","$5,401,820","$6,653,809","$5,754,404","$4,531,352","$5,427,032","$5,891,922","$9,221,724","$12,300,377","$9,189,248","$1,483,973","$3,253,161","$3,324,972"
2007,2126,"Hudson Transit Lines, Inc.",Mahwah,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$36,916","$145,402","$103,414","$145,171","$152,306","$140,475","$30,032","$14,567",$0,$0,$0,"$6,433,936","$6,193,902","$4,600,785","$6,698,894","$9,791,925","$5,090,044"
2007,2128,Suburban Transit Corporation,New Brunswick,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$2,454,973","$2,274,318","$3,011,904","$2,265,991","$1,197,575","$1,353,163","$2,882,628","$3,046,582","$5,840,037","$1,564,974","$2,306,355","$2,815,946",$0,$0,$0,$0,"$3,268,319"
1993,2129,"Rockland Coaches, Inc. ",Newark,NJ,"New York, NY--Northeastern NJ",1,"2,967","16,044,012","$1,322,680","$1,500,751","$1,390,956",,,,,,,,,,,,,,
2007,2132,New Jersey Transit Corporation-45,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$17,095,838","$3,473,617","$3,235,266","$6,779,589","$7,351,039","$6,741,592","$3,978,448",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2007,2135,Monsey New Square Trails Corporation,Spring Valley,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$645,764",,,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2005,2136,Queens Surface Corporation,Flushing,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$237,615","$58,562,602","$60,621,599","$61,959,398","$62,205,734","$62,462,960","$65,437,503","$38,840,502","$42,684,229","$44,617,583","$50,694,637","$52,452,206","$57,824,624","$55,716,690","$11,338,496",,
2007,2137,Monroe Bus Corporation,Brooklyn,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",,,,,,,,,,,,,,$0,$0,$0,$0
2007,2145,Tompkins Consolidated Area Transit,Ithaca,NY,"Ithaca, NY",421,30,"53,528",,,$0,"$267,044","$333,037",$0,$0,$0,"$238,450","$211,674","$176,595","$137,939","$138,035","$117,722","$135,133","$181,877","$170,784"
1993,2146,"Designated Recipient Services, Inc. ",Syracuse,NY,"Syracuse, NY",74,134,"388,918",,,$0,,,,,,,,,,,,,,
2006,2147,GTJC,Lynbrook,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,,,"$122,876,380","$123,045,132","$120,614,482","$128,011,660","$130,692,736","$84,823,661","$87,738,727","$97,214,795","$125,997,285","$104,156,298","$104,106,239","$125,654,353","$19,097,559",
2007,2148,Newburgh Beacon Bus Corporation,New Windsor,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",,,,,,,,,,,,$0,"$3,600","$10,800","$9,900","$9,000","$10,800"
2007,2149,"Rockland Coaches, Inc.",Westwood,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,,,"$3,314,033","$3,548,438","$3,483,032","$2,694,289","$3,490,616","$4,258,824",,"$3,358,716","$3,377,073","$4,744,160",$0,$0,$0,$0
2002,2154,New York Waterway,Weehawken,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,,,,,,,,,,,$0,,,,,
2007,2155,Cumberland County Office on Aging,Bridgeton,NJ,"Vineland, NJ",290,62,"88,724",,,,,,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
1996,2156,"Buffalo Motor Bus, Ltd. ",Buffalo,NY,"Buffalo--Niagara Falls, NY",34,286,"954,332",,,,,,"$61,286",,,,,,,,,,,
2007,2158,Tioga County,Owego,NY,"Binghamton, NY-PA",182,76,"158,884",,,,,,,$0,$0,$0,$0,$0,$0,$0,$992,$0,$0,$0
2007,2159,"Atlantic Paratrans of NYC, Inc.",Staten Island,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,,,,,,,"$11,181,771","$14,557,256","$24,972,198","$28,124,793","$26,079,857","$24,347,402","$22,354,158","$26,203,432","$29,236,341","$29,953,386"
2007,2160,"Community Transit, Inc. ",Paramus,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,,,,,,,$0,"$540,943","$48,638","$83,835","$83,835","$71,450",$0,$0,$0,$0
2007,2161,DeCamp Bus Lines,Montclair,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,,,,,,,"$169,216","$277,868","$330,584","$250,723","$97,393","$3,797,265","$3,920,383","$4,493,113","$4,881,912","$3,478,535"
2003,2162,Lafeyette-Greenville IBOA,Jersey City,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,,,,,,,$0,"$33,653","$51,348","$16,467","$2,172",$431,,,,
2007,2163,"Lakeland Bus Lines, Inc.",Dover,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,,,,,,,$0,"$1,435,571","$1,472,776","$1,436,541","$2,048,774","$2,486,620","$3,000,360","$2,805,848","$2,920,908","$3,978,774"
2004,2164,Leisure Line,Paramus,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,,,,,,,$0,"$82,441","$527,373","$354,582","$110,440",$0,$0,,,
2007,2165,"Olympia Trails Bus Company, Inc.",Elizabeth,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,,,,,,,"$9,892,628","$11,392,078","$2,499,139","$4,130,172","$9,006,234","$4,759,234","$815,120","$234,784","$221,045","$133,152"
2007,2166,"Orange-Newark-Elizabeth, Inc.",Elizabeth,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,,,,,,,$0,$0,$0,"$1,619,946","$1,374,824",$0,$0,$0,$0,$0
2002,2167,South Orange Avenue IBOA ,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,,,,,,,$0,$0,$0,$0,$0,,,,,
2007,2168,Trans-Hudson Express,Jersey City,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,,,,,,,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2007,2169,"Trans-Bridge Lines, Inc. ",Bethlehem,PA,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,,,,,,,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2001,2170,"Vanpool of New Jersey, Inc. ",Newark,NJ,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",,,,,,,,,"$242,980","$236,175","$218,150",,,,,,
2007,2171,"Private One of New York, LLC, dba: New York Airport Service",Brooklyn,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,,,,,,,,$0,$0,$0,$0,$0,$0,$0,$0,$0
2007,2172,"Centro of Oswego, Inc.",Syracuse,NY,"Syracuse, NY",81,180,"402,267",,,,,,,,,"$13,483","$10,138","$6,503","$3,005",$273,-$500,$279,"$1,799",$0
2006,2173,"American Transit, Inc.",Yonkers,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,,,,,,,,"$12,359,286","$16,545,870","$20,287,189","$24,767,876","$25,034,630","$26,510,736","$29,226,275","$28,477,422",
2007,2175,Private Transportation Corporation,Brooklyn,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0
2007,2177,"Adirondack Transit Lines, Inc,",Hurley,NY,"Kingston, NY",424,34,"53,458",,,,,,,,,,,,"$4,158,648","$1,826,810","$1,216,629","$1,454,894","$1,646,235","$1,490,737"
2007,2178,Ulster County Area Transit,Kingston,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",,,,,,,,,,,,$0,$0,$0,$0,$0,$0
2007,2179,"Hendrick Hudson Bus Lines, Inc.",Newburgh,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",,,,,,,,,,,,$0,$0,$0,$0,$0,$0
2006,2180,Atlantic Express,Staten Island,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,,,,,,,,,,,,$0,"$1,509,960","$1,165,990","$2,165,683",
2005,2181,Roosevelt Island Operating Corporation,Roosevelt Island,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,,,,,,,,,,,,$0,$0,,,
2007,2182,Town of Highlands Dial-A-Bus,Highland Falls,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",,,,,,,,,,,,,,$0,$0,$0,$0
2007,2183,Town of Monroe Dial-A-Bus,Monroe,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",,,,,,,,,,,,,,"$7,165","$7,007","$6,746","$6,583"
2007,2185,"Centro of Oneida, Inc.",Syracruse,NY,"Utica, NY",233,55,"113,409",,,,,,,,,,,,,,,,"$77,218","$74,252"
2007,2187,Village of Kiryas Joel,Monroe,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",,,,,,,,,,,,,,,,$0,$0
2007,2188,MTA Bus Company,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,,,,,,,,,,,,,,"$1,419,589",$0,"$10,013,064"
2007,2189,"BillyBey Ferry Company, LLC",New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,,,,,,,,,,,,,,,,$0
2007,2190,Port Imperial Ferry Corporation dba NY Waterway,Weehawken,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,,,,,,,,,,,,,,,,$0
1995,2909,"Upstate Transit, Inc. ",Saratoga Springs,NY,"Albany--Schenectady--Troy, NY",59,209,"509,106",,,,"$1,744,231","$2,188,826",,,,,,,,,,,,
1991,2914,"Empire Trailways, Inc. ",Rochester,NY,"Rochester, NY",48,220,"619,653",,,,,,,,,,,,,,,,,
1991,2916,"Yankee Trails, Inc. ",Rensselaer,NY,"Albany--Schenectady--Troy, NY",59,209,"509,106",,,,,,,,,,,,,,,,,
1999,2918,"Carey Transportation, Inc. ",New Haven,CT,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",,"$3,217,563","$2,443,429","$1,256,689","$1,172,854","$1,284,435","$1,642,744","$2,004,958",$0,,,,,,,,
1991,2919,"Erin Tours, Inc. ",Brooklyn,NY,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",,,,,,,,,,,,,,,,,
1994,2920,"Metro Apple Express, Inc. ",Brooklyn,NY,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",,"$732,215",$0,$0,,,,,,,,,,,,,
1995,2922,"Niagara Scenic Bus Lines, Inc. ",Hamburg,NY,"Buffalo--Niagara Falls, NY",34,286,"954,332",,"$5,368,457","$6,732",,,,,,,,,,,,,,
1993,2923,Rockland Coaches Inc. ,Bergenfield,NJ,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",,$0,$0,,,,,,,,,,,,,,
2007,3001,Kanawha Valley Regional Transportation Authority,Charleston,WV,"Charleston, WV",166,113,"182,991","$357,997","$116,698","$103,977","$116,707","$240,115","$297,082","$272,599","$283,652","$282,341","$298,013","$319,700","$242,387","$174,333","$172,964","$175,692","$227,045","$316,645"
2007,3002,The Tri-State Transit Authority,Huntington,WV,"Huntington, WV-KY-OH",171,107,"177,550","$200,886","$162,257","$164,489","$201,594","$257,029","$233,487","$296,699","$348,561","$335,541","$348,156","$308,502","$311,342","$252,198","$233,620","$577,172","$961,909","$935,288"
2007,3003,Mid-Ohio Valley Transit Authority,Parkersburg,WV,"Parkersburg, WV-OH",297,50,"85,605","$78,095","$77,375","$79,380","$22,254",,,,,,"$8,879","$4,392","$113,662","$7,330",,,,
1999,3004,Peninsula Transportation District Commission,Hampton,VA,"Norfolk--Virginia Beach--Newport News, VA",24,664,"1,323,098","$272,995","$120,196","$111,261","$128,269","$237,432","$224,618","$219,550","$192,680","$566,017",,,,,,,,
1999,3005,Tidewater Transportation District Commission,Norfolk,VA,"Norfolk--Virginia Beach--Newport News, VA",24,664,"1,323,098","$731,190","$878,481","$760,575","$817,220","$829,085","$837,185","$923,311","$623,827","$611,953",,,,,,,,
2007,3006,Greater Richmond Transit Company,Richmond,VA,"Richmond, VA",46,437,"818,836","$639,274","$551,880","$398,566","$348,817","$425,905","$524,985","$774,297","$918,927","$818,477","$601,823","$1,107,321","$929,450","$591,860","$699,045","$695,301","$1,109,850","$1,429,833"
2007,3007,Greater Roanoke Transit Company,Roanoke,VA,"Roanoke, VA",152,112,"197,442","$189,394","$219,840","$205,878","$199,505","$189,559","$217,373","$195,917","$244,575","$288,106","$389,873","$442,609","$452,117","$425,333","$420,056","$476,530","$561,782","$555,948"
2007,3008,Greater Lynchburg Transit Company,Lynchburg,VA,"Lynchburg, VA",261,75,"98,714","$77,287","$56,866","$51,650","$59,129","$62,523","$70,044","$77,074","$79,116","$83,212","$120,263","$273,023","$182,467","$206,617","$186,928","$203,533","$137,417","$129,288"
2007,3009,Petersburg Area Transit,Petersburg,VA,"Richmond, VA",46,437,"818,836","$12,365","$12,487","$12,587","$13,506","$13,293","$11,919","$13,602","$11,307","$6,813","$9,401","$11,187","$20,955","$22,183","$24,923","$18,535","$18,637","$24,277"
2007,3010,Lehigh and Northampton Transportation Authority,Allentown,PA,"Allentown-Bethlehem, PA-NJ",58,290,"576,408","$128,281","$116,050","$130,072","$121,110","$164,128","$521,160","$322,928","$275,278","$225,380","$222,998","$247,866","$277,999","$325,145","$371,631","$52,699","$296,728","$226,110"
2007,3011,Altoona Metro Transit,Altoona,PA,"Altoona, PA",304,38,"82,520","$35,012","$38,731","$58,589","$45,432","$28,882","$48,379","$50,677","$37,354","$63,197","$79,581","$52,336","$94,845","$81,203","$83,536","$96,450","$86,649","$100,190"
2007,3012,Cambria County Transit Authority,Johnstown,PA,"Johnstown, PA",319,43,"76,113","$158,937","$314,647","$281,437","$183,467","$204,306","$175,078","$172,626","$199,587","$213,586","$269,349","$220,326","$163,304","$158,779","$132,284","$122,177","$162,267","$172,676"
2007,3013,Erie Metropolitan Transit Authority,Erie,PA,"Erie, PA",156,79,"194,804","$164,680","$400,492","$255,987","$747,462","$2,150,028","$1,884,058","$972,475","$940,696","$933,807","$453,719","$505,642","$364,496","$180,321","$154,957","$229,338","$253,724","$443,690"
2007,3014,Capital Area Transit,Harrisburg,PA,"Harrisburg, PA",87,208,"362,782","$310,251","$226,268","$149,017","$149,762","$185,699","$136,989","$172,601","$173,441","$205,067","$231,130","$175,274","$334,142","$471,919","$244,653","$115,540","$98,926","$115,583"
2007,3015,Luzerne County Transportation Authority,Kingston,PA,"Scranton, PA",84,159,"385,237","$85,979","$75,889","$94,106","$132,623","$113,143","$105,893","$96,336","$115,077","$124,578","$168,518","$190,484","$113,305","$55,948","$44,810","$46,823","$90,563","$109,609"
2007,3018,Red Rose Transit Authority,Lancaster,PA,"Lancaster, PA",97,199,"323,554","$192,325","$162,440","$150,412","$217,421","$357,272","$313,741","$358,562","$366,591","$310,436","$254,430","$262,551","$316,975","$334,741","$371,922","$329,082","$289,208","$215,135"
2007,3019,Southeastern Pennsylvania Transportation Authority,Philadelphia,PA,"Philadelphia, PA-NJ-DE-MD",4,"1,800","5,149,079","$10,216,048","$9,159,367","$9,321,854","$10,667,687","$20,333,001","$21,887,361","$23,342,840","$25,594,622","$24,755,764","$31,535,085","$32,402,468","$30,536,546","$29,898,067","$28,733,739","$25,720,055","$29,568,511","$34,383,101"
2007,3022,Port Authority of Allegheny County,Pittsburgh,PA,"Pittsburgh, PA",22,852,"1,753,136","$2,971,708","$2,440,957","$1,667,752","$2,367,211","$3,519,597","$5,313,048","$5,968,355","$12,077,980","$12,371,415","$4,916,870","$3,927,776","$3,199,705","$3,175,546","$1,629,125","$2,741,375","$4,130,736","$11,001,087"
2007,3023,Beaver County Transit Authority,Rochester,PA,"Pittsburgh, PA",22,852,"1,753,136",$0,"$1,962","$144,258","$1,570","$21,362","$2,108","$8,633","$1,543","$4,337","$6,462","$13,872","$11,723","$10,469","$6,087","$2,424","$2,534","$2,650"
2007,3024,Berks Area Reading Transportation Authority,Reading,PA,"Reading, PA",130,101,"240,264","$145,253","$227,781","$185,318","$207,449","$244,762","$270,790","$285,624","$415,407","$276,824","$352,201","$284,237","$274,431","$216,275","$143,155","$164,740","$171,258","$175,021"
2007,3025,County of Lackawanna Transit System,Scranton,PA,"Scranton, PA",84,159,"385,237","$115,131","$100,827","$97,485","$141,048","$156,912","$159,810","$171,390","$119,151","$147,934","$141,280","$229,663","$110,449","$110,202","$86,421","$107,662","$127,123","$126,795"
2007,3026,Williamsport Bureau of Transportation,Williamsport,PA,"Williamsport, PA",386,27,"58,693","$129,924","$75,854","$45,056","$53,533","$61,124","$80,760","$90,711","$116,001","$86,289","$100,763","$147,215","$113,732","$85,216","$73,927","$79,696","$96,794","$98,129"
2007,3027,York County Transportation Authority,York,PA,"York, PA",158,119,"192,903","$42,608","$25,797","$32,239","$34,053",,"$60,605","$94,863","$86,150","$103,978","$106,637","$69,646","$28,725","$36,065","$9,844","$35,686","$76,466","$126,293"
2007,3030,Washington Metropolitan Area Transit Authority,Washington,DC,"Washington, DC-VA-MD",8,"1,157","3,933,920","$19,060,646","$20,902,414","$20,422,592","$21,625,663","$22,720,965","$22,889,911","$24,954,642","$30,106,454","$101,555,583","$160,994,523","$167,117,601","$192,747,227","$168,221,875","$193,065,248","$203,264,762","$194,746,536","$222,227,288"
1995,3031,Delaware Administration for Regional Transit,Dover,DE,"Wilmington, DE--NJ--MD--PA",68,188,"449,616","$282,886","$281,744","$324,874","$285,007","$321,658",,,,,,,,,,,,
1995,3032,Delaware Administration for Specialized Transportation,Dover,DE,"Dover, DE",392,38,"50,787","$34,686","$44,545",$0,"$105,349","$139,194",,,,,,,,,,,,
2007,3034,Maryland Transit Administration,Baltimore,MD,"Baltimore, MD",18,683,"2,076,354","$1,851,420","$2,274,176","$2,545,789","$20,792,058","$21,349,848","$2,820,584","$5,580,159","$2,491,950","$3,509,947","$4,189,672","$3,845,888","$4,643,961","$4,389,303","$5,475,809","$4,496,394","$5,627,233","$4,876,663"
2007,3035,Ohio Valley Regional Transportation Authority,Wheeling,WV,"Wheeling, WV-OH",294,54,"87,613","$35,611","$56,531","$50,113","$45,184","$58,972","$95,223","$91,328","$91,584","$297,112","$269,704","$269,932","$279,221","$341,533","$321,072","$379,507","$446,337","$372,691"
2007,3036,Charlottesville Transit Service,Charlottesville,VA,"Charlottesville, VA",305,37,"81,449","$121,637","$19,648","$19,526","$19,517","$26,419","$26,928","$22,317","$17,801","$5,750",$0,$0,$0,$0,"$52,344","$87,990","$54,975","$19,549"
2007,3040,Annapolis Department of Transportation,Annapolis,MD,"Baltimore, MD",18,683,"2,076,354","$427,001","$371,633","$33,105","$1,362,203","$1,126,502","$669,894","$780,871","$23,829","$22,999","$23,471","$72,862","$109,257","$109,621","$152,538","$191,504","$136,910","$196,644"
2007,3041,Allegany County Transit,Cumberland,MD,"Cumberland, MD--WV",453,47,"52,115","$21,198","$17,780","$8,778",,,,,,,,,,,,,"$9,966","$13,664"
2007,3042,Washington County Transportation Department,Hagerstown,MD,"Hagerstown, MD-WV-PA",221,77,"120,326","$8,970","$7,745","$7,409","$8,337","$7,081","$14,850","$13,297","$10,957","$10,200","$16,800","$15,274","$10,100","$32,075","$34,162","$34,246",$0,$0
1996,3043,The Columbia Transit System ,Columbia,MD,"Baltimore, MD",17,593,"1,889,873","$288,842","$159,433","$136,874","$183,762","$214,999",,,,,,,,,,,,
2007,3044,Westmoreland County Transit Authority,Greensburg,PA,"Pittsburgh, PA",22,852,"1,753,136","$23,438","$26,384","$16,777","$93,826","$36,602","$103,265","$97,333","$69,442","$85,776","$130,315","$160,237","$189,738","$117,820","$123,685","$138,519","$168,373","$133,885"
1995,3045,"JAUNT, Inc. ",Charlottesville,VA,"Charlottesville, VA",307,27,"67,553","$7,799","$10,444","$12,480","$10,222","$30,029",,,,,,,,,,,,
1992,3046,Maryland State Railroad Administration,BWI Airport,MD,"Baltimore, MD",17,593,"1,889,873","$100,626","$70,000",,,,,,,,,,,,,,,
1995,3047,Delaware Transit Corporation ,Doverngton,DE,"Wilmington, DE--NJ--MD--PA",68,188,"449,616",$0,$0,$0,$0,"$136,299",,,,,,,,,,,,
2007,3048,Howard Transit,Laurel,MD,"Washington, DC-VA-MD",8,"1,157","3,933,920",,,,,,,,"$34,211","$47,398","$65,524","$86,531","$81,417","$17,659","$79,255","$81,541","$117,726","$88,242"
2007,3050,"G G and C Bus Company, Inc.",Washington,PA,"Pittsburgh, PA",22,852,"1,753,136","$13,702","$9,598","$8,111","$8,100","$10,216","$8,344","$6,638","$1,234","$2,049","$4,407",$408,"$4,756","$2,965","$2,207","$1,926","$105,519","$104,471"
2007,3051,Ride-On Montgomery County Transit,Rockville,MD,"Washington, DC-VA-MD",8,"1,157","3,933,920","$1,479,811","$2,445,053","$2,911,976","$2,774,761","$2,848,980","$2,858,598","$2,849,733","$1,075,529","$1,110,976","$1,168,626","$1,576,619",$0,$0,$0,$0,$0,"$201,244"
2007,3054,Centre Area Transportation Authority,State College,PA,"State College, PA",334,21,"71,301","$123,699","$90,427","$83,618","$209,233","$228,475","$164,435","$173,401","$144,640","$117,960","$45,515","$59,410","$71,212","$56,988","$43,416","$50,761","$64,280","$46,419"
2007,3055,Shenango Valley Shuttle Service,Hermitage,PA,"Youngstown, OH-PA",80,228,"417,437",,,,,,,,,,,,,"$64,588","$73,197","$135,571","$30,184","$58,482"
2007,3057,Pennsylvania Department of Transportation,Harrisburg,PA,"Philadelphia, PA-NJ-DE-MD",4,"1,800","5,149,079",$0,$0,$0,"$457,563","$756,072",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2007,3058,City of Fairfax CUE Bus,Fairfax,VA,"Washington, DC-VA-MD",8,"1,157","3,933,920",,,,,,,,"$8,894","$9,592","$18,790","$7,705","$10,445","$11,460","$10,768","$13,500","$9,339","$14,652"
