Date,Open,High,Low,Close,Volume,Adj Close
2007-07-03,1519.12,1526.01,1519.12,1524.87,1560790000,1524.87
2007-07-02,1504.66,1519.45,1504.66,1519.43,2644990000,1519.43
2007-06-29,1505.70,1517.53,1493.61,1503.35,3165410000,1503.35
2007-06-28,1506.32,1514.84,1503.41,1505.71,3006710000,1505.71
2007-06-27,1492.62,1506.80,1484.18,1506.34,3398150000,1506.34
2007-06-26,1497.68,1506.12,1490.54,1492.89,3398530000,1492.89
2007-06-25,1502.56,1514.29,1492.68,1497.74,3287250000,1497.74
2007-06-22,1522.19,1522.19,1500.74,1502.56,4284320000,1502.56
2007-06-21,1512.50,1522.90,1504.75,1522.19,3161110000,1522.19
2007-06-20,1533.68,1537.32,1512.36,1512.84,3286900000,1512.84
2007-06-19,1531.02,1535.85,1525.67,1533.70,2873590000,1533.70
2007-06-18,1532.90,1535.44,1529.31,1531.05,2480240000,1531.05
2007-06-15,1522.97,1538.71,1522.97,1532.91,3406030000,1532.91
2007-06-14,1515.58,1526.45,1515.58,1522.97,2813630000,1522.97
2007-06-13,1492.65,1515.70,1492.65,1515.67,3077930000,1515.67
2007-06-12,1509.12,1511.33,1492.97,1493.00,3056200000,1493.00
2007-06-11,1507.64,1515.53,1503.35,1509.12,2525280000,1509.12
2007-06-08,1490.71,1507.76,1487.41,1507.67,2993460000,1507.67
2007-06-07,1517.36,1517.36,1490.37,1490.72,3538470000,1490.72
2007-06-06,1530.57,1530.57,1514.13,1517.38,2964190000,1517.38
2007-06-05,1539.12,1539.12,1525.62,1530.95,2939450000,1530.95
2007-06-04,1536.28,1540.53,1532.31,1539.18,2738930000,1539.18
2007-06-01,1530.62,1540.56,1530.62,1536.34,2927020000,1536.34
2007-05-31,1530.19,1535.56,1528.26,1530.62,3335530000,1530.62
2007-05-30,1517.60,1530.23,1510.06,1530.23,2980210000,1530.23
2007-05-29,1515.55,1521.80,1512.02,1518.11,2571790000,1518.11
2007-05-25,1507.50,1517.41,1507.50,1515.73,2316250000,1515.73
2007-05-24,1522.10,1529.31,1505.18,1507.51,3365530000,1507.51
2007-05-23,1524.09,1532.43,1521.90,1522.28,3084260000,1522.28
2007-05-22,1525.10,1529.24,1522.05,1524.12,2860500000,1524.12
2007-05-21,1522.75,1529.87,1522.71,1525.10,3465360000,1525.10
2007-05-18,1512.74,1522.75,1512.74,1522.75,2959050000,1522.75
2007-05-17,1514.01,1517.14,1509.29,1512.75,2868640000,1512.75
2007-05-16,1500.75,1514.15,1500.75,1514.14,2915350000,1514.14
2007-05-15,1503.11,1514.83,1500.43,1501.19,3071020000,1501.19
2007-05-14,1505.76,1510.90,1498.34,1503.15,2776130000,1503.15
2007-05-11,1491.47,1506.24,1491.47,1505.85,2720780000,1505.85
2007-05-10,1512.33,1512.33,1491.42,1491.47,3031240000,1491.47
2007-05-09,1507.32,1513.80,1503.77,1512.58,2935550000,1512.58
2007-05-08,1509.36,1509.36,1500.66,1507.72,2795720000,1507.72
2007-05-07,1505.57,1511.00,1505.54,1509.48,2545090000,1509.48
2007-05-04,1502.35,1510.34,1501.80,1505.62,2761930000,1505.62
2007-05-03,1495.56,1503.34,1495.56,1502.39,3007970000,1502.39
2007-05-02,1486.13,1499.10,1486.13,1495.92,3189800000,1495.92
2007-05-01,1482.37,1487.27,1476.70,1486.30,3400350000,1486.30
2007-04-30,1494.07,1497.16,1482.29,1482.37,3093420000,1482.37
2007-04-27,1494.21,1497.32,1488.67,1494.07,2732810000,1494.07
2007-04-26,1495.27,1498.02,1491.17,1494.25,3211800000,1494.25
2007-04-25,1480.28,1496.59,1480.28,1495.42,3252590000,1495.42
2007-04-24,1480.93,1483.82,1473.74,1480.41,3119750000,1480.41
2007-04-23,1484.33,1487.32,1480.19,1480.93,2575020000,1480.93
2007-04-20,1470.69,1484.74,1470.69,1484.35,3329940000,1484.35
2007-04-19,1472.48,1474.23,1464.47,1470.73,2913610000,1470.73
2007-04-18,1471.47,1476.57,1466.41,1472.50,2971330000,1472.50
2007-04-17,1468.47,1474.35,1467.15,1471.48,2920570000,1471.48
2007-04-16,1452.84,1468.62,1452.84,1468.33,2870140000,1468.33
2007-04-13,1447.80,1453.11,1444.15,1452.85,2690020000,1452.85
2007-04-12,1438.87,1448.02,1433.91,1447.80,2770570000,1447.80
2007-04-11,1448.23,1448.39,1436.15,1438.87,2950190000,1438.87
2007-04-10,1444.58,1448.73,1443.99,1448.39,2510110000,1448.39
2007-04-09,1443.77,1448.10,1443.28,1444.61,2349410000,1444.61
2007-04-05,1438.94,1444.88,1436.67,1443.76,2357230000,1443.76
2007-04-04,1437.75,1440.16,1435.08,1439.37,2616320000,1439.37
2007-04-03,1424.27,1440.57,1424.27,1437.77,2921760000,1437.77
2007-04-02,1420.83,1425.49,1416.37,1424.55,2875880000,1424.55
2007-03-30,1422.52,1429.22,1408.90,1420.86,2903960000,1420.86
2007-03-29,1417.17,1426.24,1413.27,1422.53,2854710000,1422.53
2007-03-28,1428.35,1428.35,1414.07,1417.23,3000440000,1417.23
2007-03-27,1437.49,1437.49,1425.54,1428.61,2673040000,1428.61
2007-03-26,1436.11,1437.65,1423.28,1437.50,2754660000,1437.50
2007-03-23,1434.54,1438.89,1433.21,1436.11,2619020000,1436.11
2007-03-22,1435.04,1437.66,1429.88,1434.54,3129970000,1434.54
2007-03-21,1410.92,1437.77,1409.75,1435.04,3184770000,1435.04
2007-03-20,1402.04,1411.53,1400.70,1410.94,2795940000,1410.94
2007-03-19,1386.95,1403.20,1386.95,1402.06,2777180000,1402.06
2007-03-16,1392.28,1397.51,1383.63,1386.95,3393640000,1386.95
2007-03-15,1387.11,1395.73,1385.16,1392.28,2821900000,1392.28
2007-03-14,1377.86,1388.09,1363.98,1387.17,3758350000,1387.17
2007-03-13,1406.23,1406.23,1377.71,1377.95,3485570000,1377.95
2007-03-12,1402.80,1409.34,1398.40,1406.60,2664000000,1406.60
2007-03-09,1401.89,1410.15,1397.30,1402.84,2623050000,1402.84
2007-03-08,1391.88,1407.93,1391.88,1401.89,3014850000,1401.89
2007-03-07,1395.02,1401.16,1390.64,1391.97,3141350000,1391.97
2007-03-06,1374.06,1397.90,1374.06,1395.41,3358160000,1395.41
2007-03-05,1387.11,1391.86,1373.97,1374.12,3480520000,1374.12
2007-03-02,1403.16,1403.40,1386.87,1387.17,3312260000,1387.17
2007-03-01,1406.80,1409.46,1380.87,1403.17,3874910000,1403.17
2007-02-28,1398.64,1415.89,1396.65,1406.82,3925250000,1406.82
2007-02-27,1449.25,1449.25,1389.42,1399.04,4065230000,1399.04
2007-02-26,1451.04,1456.95,1445.48,1449.37,2822170000,1449.37
2007-02-23,1456.22,1456.22,1448.36,1451.19,2579950000,1451.19
2007-02-22,1457.29,1461.57,1450.51,1456.38,1950770000,1456.38
2007-02-21,1459.60,1459.60,1452.02,1457.63,2606980000,1457.63
2007-02-20,1455.53,1460.53,1449.20,1459.68,2337860000,1459.68
2007-02-16,1456.77,1456.77,1451.57,1455.54,2399450000,1455.54
2007-02-15,1455.15,1457.97,1453.19,1456.81,2490920000,1456.81
2007-02-14,1443.91,1457.65,1443.91,1455.30,2699290000,1455.30
2007-02-13,1433.22,1444.41,1433.22,1444.26,2652150000,1444.26
2007-02-12,1438.00,1439.11,1431.44,1433.37,2395680000,1433.37
2007-02-09,1448.25,1452.45,1433.44,1438.06,2951810000,1438.06
2007-02-08,1449.99,1450.45,1442.81,1448.31,2816180000,1448.31
2007-02-07,1447.41,1452.99,1446.44,1450.02,2618820000,1450.02
2007-02-06,1446.98,1450.19,1443.40,1448.00,2608710000,1448.00
2007-02-05,1448.33,1449.38,1443.85,1446.99,2439430000,1446.99
2007-02-02,1445.94,1449.33,1444.49,1448.39,2569450000,1448.39
2007-02-01,1437.90,1446.64,1437.90,1445.94,2914890000,1445.94
2007-01-31,1428.65,1441.61,1424.78,1438.24,2976690000,1438.24
2007-01-30,1420.61,1428.82,1420.61,1428.82,2706250000,1428.82
2007-01-29,1422.03,1426.94,1418.46,1420.62,2730480000,1420.62
2007-01-26,1423.90,1427.27,1416.96,1422.18,2626620000,1422.18
2007-01-25,1440.12,1440.69,1422.34,1423.90,2994330000,1423.90
2007-01-24,1427.96,1440.14,1427.96,1440.13,2783180000,1440.13
2007-01-23,1422.95,1431.33,1421.66,1427.99,2975070000,1427.99
2007-01-22,1430.47,1431.39,1420.40,1422.95,2540120000,1422.95
2007-01-19,1426.35,1431.57,1425.19,1430.50,2777480000,1430.50
2007-01-18,1430.59,1432.96,1424.21,1426.37,2822430000,1426.37
2007-01-17,1431.77,1435.27,1428.57,1430.62,2690270000,1430.62
2007-01-16,1430.73,1433.93,1428.62,1431.90,2599530000,1431.90
2007-01-12,1423.82,1431.23,1422.58,1430.73,2686480000,1430.73
2007-01-11,1414.84,1427.12,1414.84,1423.82,2857870000,1423.82
2007-01-10,1408.70,1415.99,1405.32,1414.85,2764660000,1414.85
2007-01-09,1412.84,1415.61,1405.42,1412.11,3038380000,1412.11
2007-01-08,1409.26,1414.98,1403.97,1412.84,2763340000,1412.84
2007-01-05,1418.34,1418.34,1405.75,1409.71,2919400000,1409.71
2007-01-04,1416.60,1421.84,1408.43,1418.34,3004460000,1418.34
2007-01-03,1418.03,1429.42,1407.86,1416.60,3429160000,1416.60
