"Source: JCT. ""JCS-3-07: Estimates Of Federal Tax Expenditures For Fiscal Years 2007-2011."""
"The Joint Committee on Taxation (JCT) does not provide numerical data for values that are between -$50 million and $50 million. Rather it provides a footnote indicating that the values are either ""greater than -$50 million"" or ""less than $50 million."" The estimates in the individual and corporation columns from the JCT may contain values between -$50 million and $50 million (denoted as >-50 or <50). When aggregated, in the totals column, the sums of these values are unknown and thus are rounded to zero. For more information, see Subsidyscope's methodology."
""
Budget_function,Title as it Appears in Source,2007 Indv,2008 Indv,2009 Indv,2010 Indv,2011 Indv,2007 Corp,2008 Corp,2009 Corp,2010 Corp,2011 Corp,2007 Total,2008 Total,2009 Total,2010 Total,2011 Total,Notes
"Education, training, employment, and social services",Parental personal exemption for students age 19 to 23,400.00,100.00,100.00,<50,400.00,0.00,0.00,0.00,0.00,0.00,400.00,100.00,100.00,0.00,400.00,
"Education, training, employment, and social services",Above-the-line deduction for teacher classroom expenses,200.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,100.00,0.00,0.00,0.00,
"Education, training, employment, and social services",Special tax provisions for employee stock ownership plans (ESOPs),300.00,300.00,300.00,300.00,300.00,800.00,900.00,1000.00,1100.00,1200.00,1100.00,1200.00,1300.00,1400.00,1500.00,
"Education, training, employment, and social services",Tax credits for tuition for post-secondary education,3100.00,4400.00,4900.00,4700.00,5500.00,0.00,0.00,0.00,0.00,0.00,3100.00,4400.00,4900.00,4700.00,5500.00,
"Education, training, employment, and social services",Work opportunity tax credit,100.00,100.00,100.00,100.00,100.00,400.00,500.00,500.00,600.00,500.00,500.00,600.00,600.00,700.00,600.00,
Health,Deduction for charitable contributions to health organizations,4000.00,4300.00,4500.00,4700.00,5000.00,900.00,900.00,900.00,900.00,900.00,4900.00,5200.00,5400.00,5600.00,5900.00,
Health,Deduction for medical expenses and long-term care expenses,8400.00,9500.00,10800.00,12400.00,16700.00,0.00,0.00,0.00,0.00,0.00,8400.00,9500.00,10800.00,12400.00,16700.00,
Health,"Exclusion of employer contributions for health care, health insurance premiums, and long-term care insurance premiums ",105700.00,116500.00,126000.00,135600.00,144700.00,0.00,0.00,0.00,0.00,0.00,105700.00,116500.00,126000.00,135600.00,144700.00,Estimate includes employer-provided health insurance purchased through cafeteria plans
Health,Exclusion of health insurance benefits for military retirees and retiree dependents enrolled in Medicare,800.00,1200.00,1300.00,1400.00,1700.00,0.00,0.00,0.00,0.00,0.00,800.00,1200.00,1300.00,1400.00,1700.00,
Health,Exclusion of interest on State and local government qualified private activity bonds for private nonprofit hospital facilities,1800.00,1900.00,2000.00,2100.00,2200.00,700.00,700.00,800.00,800.00,900.00,2500.00,2600.00,2800.00,2900.00,3100.00,
Health,"Exclusion of medical care and TRICARE medical insurance for military dependents, retirees, and retiree dependents not enrolled in Medicare",1600.00,2100.00,2200.00,2300.00,2500.00,0.00,0.00,0.00,0.00,0.00,1600.00,2100.00,2200.00,2300.00,2500.00,
Health,Health savings accounts,300.00,600.00,900.00,1200.00,1600.00,0.00,0.00,0.00,0.00,0.00,300.00,600.00,900.00,1200.00,1600.00,
Health,Deduction for health insurance premiums and long-term care insurance premiums by the self-employed,3800.00,4400.00,4900.00,5300.00,5900.00,0.00,0.00,0.00,0.00,0.00,3800.00,4400.00,4900.00,5300.00,5900.00,
Health,Tax credit for purchase of health insurance by certain displaced persons,200.00,200.00,200.00,200.00,200.00,0.00,0.00,0.00,0.00,0.00,200.00,200.00,200.00,200.00,200.00,
Health,Tax credit for orphan drug research,<50,<50,<50,<50,<50,300.00,300.00,300.00,300.00,400.00,300.00,300.00,300.00,300.00,400.00,
Health,Exclusion of workers' compensation benefits (medical benefits),7500.00,8100.00,8800.00,9500.00,10300.00,0.00,0.00,0.00,0.00,0.00,7500.00,8100.00,8800.00,9500.00,10300.00,
Interest,Deferral of interest on savings bonds,1100.00,1200.00,1200.00,1200.00,1300.00,0.00,0.00,0.00,0.00,0.00,1100.00,1200.00,1200.00,1200.00,1300.00,
General purpose fiscal assistance,"Deduction of nonbusiness State and local government income taxes, sales taxes, and personal property taxes",33900.00,29600.00,29600.00,30000.00,52000.00,0.00,0.00,0.00,0.00,0.00,33900.00,29600.00,29600.00,30000.00,52000.00,"Deduction for state and local sales taxes expires after December 31, 2007."
General purpose fiscal assistance,Exclusion of interest on public purpose State and local government bonds,20000.00,21500.00,22500.00,23600.00,24700.00,7800.00,8400.00,8800.00,9200.00,9600.00,27800.00,29900.00,31300.00,32800.00,34300.00,
Veterans benefits and services,Exclusion of veterans' readjustment benefits,300.00,300.00,400.00,400.00,400.00,0.00,0.00,0.00,0.00,0.00,300.00,300.00,400.00,400.00,400.00,
Veterans benefits and services,Exclusion of interest on State and local government qualified private activity bonds for veterans' housing,100.00,100.00,100.00,100.00,100.00,<50,<50,<50,<50,<50,100.00,100.00,100.00,100.00,100.00,
Veterans benefits and services,Exclusion of veterans' disability compensation,3100.00,3300.00,3500.00,3600.00,3800.00,0.00,0.00,0.00,0.00,0.00,3100.00,3300.00,3500.00,3600.00,3800.00,
Veterans benefits and services,Exclusion of veterans' pensions,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,
Social Security,Exclusion of untaxed social security and railroad retirement benefits,22400.00,23100.00,24000.00,25000.00,30600.00,0.00,0.00,0.00,0.00,0.00,22400.00,23100.00,24000.00,25000.00,30600.00,
Medicare,Exclusion of certain subsidies to employers who maintain prescription drug plans for Medicare enrollees,0.00,0.00,0.00,0.00,0.00,1000.00,1100.00,1100.00,1100.00,1100.00,1000.00,1100.00,1100.00,1100.00,1100.00,
Medicare,Hospital insurance (Part A),20100.00,21700.00,23500.00,25600.00,30200.00,0.00,0.00,0.00,0.00,0.00,20100.00,21700.00,23500.00,25600.00,30200.00,
Medicare,Prescription drug insurance (Part D),5300.00,5500.00,6000.00,6800.00,8400.00,0.00,0.00,0.00,0.00,0.00,5300.00,5500.00,6000.00,6800.00,8400.00,
Medicare,Supplementary medical insurance (Part B),14500.00,15600.00,16300.00,17600.00,20900.00,0.00,0.00,0.00,0.00,0.00,14500.00,15600.00,16300.00,17600.00,20900.00,
