"Source: OMB. ""Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2005."""
""
Budget_function,Title as it Appears in Source,2003 Indv,2004 Indv,2005 Indv,2006 Indv,2007 Indv,2008 Indv,2009 Indv,2003 Corp,2004 Corp,2005 Corp,2006 Corp,2007 Corp,2008 Corp,2009 Corp,2003 Total,2004 Total,2005 Total,2006 Total,2007 Total,2008 Total,2009 Total,Notes
"Education, training, employment, and social services",Special deduction for teacher expenses,140.00,140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.00,140.00,0.00,0.00,0.00,0.00,0.00,
"Education, training, employment, and social services",State prepaid tuition plans,50.00,150.00,320.00,430.00,510.00,590.00,660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,150.00,320.00,430.00,510.00,590.00,660.00,
"Education, training, employment, and social services",Welfare-to-work tax credit,10.00,10.00,10.00,10.00,10.00,0.00,0.00,50.00,50.00,30.00,20.00,10.00,0.00,0.00,60.00,60.00,40.00,30.00,20.00,0.00,0.00,
"Education, training, employment, and social services",Work opportunity tax credit,60.00,60.00,30.00,10.00,10.00,0.00,0.00,370.00,310.00,140.00,60.00,20.00,0.00,0.00,430.00,370.00,170.00,70.00,30.00,0.00,0.00,
Health,Deductibility of charitable contributions (health),3250.00,2940.00,3190.00,3510.00,3720.00,3970.00,4260.00,140.00,150.00,160.00,160.00,170.00,180.00,190.00,3390.00,3090.00,3350.00,3670.00,3890.00,4150.00,4450.00,
Health,Deductibility of medical expenses,6240.00,6880.00,7900.00,8480.00,9180.00,10200.00,10990.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6240.00,6880.00,7900.00,8480.00,9180.00,10200.00,10990.00,
Health,Exclusion of employer contributions for medical insurance premiums and medical care,101920.00,106720.00,112990.00,120940.00,129820.00,139620.00,150300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101920.00,106720.00,112990.00,120940.00,129820.00,139620.00,150300.00,
Health,Exclusion of interest on hospital construction bonds,1270.00,1420.00,1560.00,1670.00,1760.00,1880.00,1940.00,350.00,360.00,370.00,390.00,400.00,410.00,420.00,1620.00,1780.00,1930.00,2060.00,2160.00,2290.00,2360.00,
Health,Medical Savings Accounts/Health Savings Accounts,-30.00,-140.00,-570.00,-960.00,-1380.00,-1920.00,-2180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-30.00,-140.00,-570.00,-960.00,-1380.00,-1920.00,-2180.00,
Health,Deductibility of self-employed medical insurance premiums,2550.00,3740.00,3780.00,4090.00,4370.00,4750.00,5150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2550.00,3740.00,3780.00,4090.00,4370.00,4750.00,5150.00,
Health,Special Blue Cross/Blue Shield deduction,0.00,0.00,0.00,0.00,0.00,0.00,0.00,350.00,320.00,310.00,280.00,310.00,260.00,290.00,350.00,320.00,310.00,280.00,310.00,260.00,290.00,
Health,Tax credit for health insurance purchased by certain displaced and retired individuals,0.00,50.00,60.00,60.00,70.00,70.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,60.00,60.00,70.00,70.00,80.00,"In addition to the receipts shown outlays of $60 million in 2004, $90 million in 2005, $100 million in 2006, $120 million in 2007, $130 million in 2008, and $140 million in 2009 are projected."
Health,Tax credit for orphan drug research,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160.00,180.00,200.00,220.00,250.00,280.00,310.00,160.00,180.00,200.00,220.00,250.00,280.00,310.00,
Interest,Deferral of interest on U.S. savings bonds,30.00,40.00,40.00,40.00,40.00,40.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,40.00,40.00,40.00,40.00,40.00,50.00,
General purpose fiscal assistance,Deductibility of nonbusiness State and local taxes other than on owner-occupied homes,49770.00,49470.00,46180.00,39100.00,35930.00,34710.00,34370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49770.00,49470.00,46180.00,39100.00,35930.00,34710.00,34370.00,
General purpose fiscal assistance,Exclusion of interest on public purpose State and local bonds,19770.00,20100.00,20310.00,20200.00,19730.00,20320.00,20930.00,5710.00,5880.00,6060.00,6240.00,6420.00,6620.00,6820.00,25480.00,25980.00,26370.00,26440.00,26150.00,26940.00,27750.00,
General purpose fiscal assistance,Tax credit for corporations receiving income from doing business in U.S. possessions,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1200.00,1150.00,1100.00,800.00,0.00,0.00,0.00,1200.00,1150.00,1100.00,800.00,0.00,0.00,0.00,
Veterans benefits and services,Exclusion of GI bill benefits,110.00,120.00,130.00,130.00,160.00,170.00,170.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.00,120.00,130.00,130.00,160.00,170.00,170.00,
Veterans benefits and services,Exclusion of interest on veterans housing bonds,30.00,40.00,40.00,40.00,50.00,50.00,50.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,40.00,50.00,50.00,50.00,60.00,60.00,60.00,
Veterans benefits and services,Exclusion of veterans death benefits and disability compensation,3320.00,3330.00,3600.00,3930.00,4170.00,4300.00,4560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3320.00,3330.00,3600.00,3930.00,4170.00,4300.00,4560.00,
Veterans benefits and services,Exclusion of veterans pensions,100.00,100.00,100.00,110.00,110.00,110.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,110.00,110.00,110.00,120.00,
Social Security,Social Security benefits for disabled,3230.00,3570.00,3720.00,3840.00,4080.00,4280.00,4500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3230.00,3570.00,3720.00,3840.00,4080.00,4280.00,4500.00,
Social Security,Social Security benefits for retired workers,18600.00,19620.00,19040.00,19370.00,20390.00,19710.00,19910.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18600.00,19620.00,19040.00,19370.00,20390.00,19710.00,19910.00,
Social Security,Social Security benefits for dependents and survivors,4060.00,4380.00,4310.00,4160.00,4190.00,4030.00,4040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4060.00,4380.00,4310.00,4160.00,4190.00,4030.00,4040.00,
