"Source: JCT. ""JCS-8-03: Estimates Of Federal Tax Expenditures For Fiscal Years 2004-2008."""
"The Joint Committee on Taxation (JCT) does not provide numerical data for values that are between -$50 million and $50 million. Rather it provides a footnote indicating that the values are either ""greater than -$50 million"" or ""less than $50 million."" The estimates in the individual and corporation columns from the JCT may contain values between -$50 million and $50 million (denoted as >-50 or <50). When aggregated, in the totals column, the sums of these values are unknown and thus are rounded to zero. For more information, see Subsidyscope's methodology."
""
Budget_function,Title as it Appears in Source,2004 Indv,2005 Indv,2006 Indv,2007 Indv,2008 Indv,2004 Corp,2005 Corp,2006 Corp,2007 Corp,2008 Corp,2004 Total,2005 Total,2006 Total,2007 Total,2008 Total,Notes
General purpose fiscal assistance,Exclusion of interest on public purpose State and local government debt,18200.00,18400.00,18800.00,19200.00,19600.00,7100.00,7200.00,7300.00,7500.00,7600.00,25300.00,25600.00,26100.00,26700.00,27200.00,
General purpose fiscal assistance,"Tax credit for Puerto Rico and possession income, and Puerto Rico economic activity",0.00,0.00,0.00,0.00,0.00,1400.00,1200.00,300.00,0.00,0.00,1400.00,1200.00,300.00,0.00,0.00,
Veterans benefits and services,Exclusion of veterans' readjustment benefits,200.00,200.00,200.00,200.00,200.00,0.00,0.00,0.00,0.00,0.00,200.00,200.00,200.00,200.00,200.00,
Veterans benefits and services,Exclusion of interest on State and local government bonds for veterans' housing,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Veterans benefits and services,Exclusion of veterans' disability compensation,3100.00,3300.00,3400.00,3500.00,3400.00,0.00,0.00,0.00,0.00,0.00,3100.00,3300.00,3400.00,3500.00,3400.00,
Veterans benefits and services,Exclusion of veterans' pensions,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,
Social Security,Exclusion of untaxed social security and railroad retirement benefits,20000.00,20800.00,21500.00,22300.00,22900.00,0.00,0.00,0.00,0.00,0.00,20000.00,20800.00,21500.00,22300.00,22900.00,
Medicare,Exclusion of certain subsidies to employers who maintain prescription drug plans for Medicare,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1100.00,1600.00,1900.00,0.00,0.00,1100.00,1600.00,1900.00,
Medicare,Hospital insurance (Part A),16800.00,19300.00,21400.00,23100.00,25100.00,0.00,0.00,0.00,0.00,0.00,16800.00,19300.00,21400.00,23100.00,25100.00,
Medicare,Prescription drug insurance (Part D),0.00,0.00,1900.00,3600.00,4300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1900.00,3600.00,4300.00,
Medicare,Supplementary medical insurance (Part B),11000.00,12600.00,14100.00,15600.00,17300.00,0.00,0.00,0.00,0.00,0.00,11000.00,12600.00,14100.00,15600.00,17300.00,
