"Source: OMB. ""Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2004."""
""
Budget_function,Title as it Appears in Source,2002 Indv,2003 Indv,2004 Indv,2005 Indv,2006 Indv,2007 Indv,2008 Indv,2002 Corp,2003 Corp,2004 Corp,2005 Corp,2006 Corp,2007 Corp,2008 Corp,2002 Total,2003 Total,2004 Total,2005 Total,2006 Total,2007 Total,2008 Total,Notes
"Education, training, employment, and social services",Welfare-to-work tax credit,10.00,10.00,10.00,10.00,10.00,0.00,0.00,70.00,60.00,70.00,50.00,30.00,20.00,10.00,80.00,70.00,80.00,60.00,40.00,20.00,10.00,
"Education, training, employment, and social services",Work opportunity tax credit,30.00,70.00,70.00,30.00,10.00,10.00,10.00,350.00,490.00,360.00,160.00,70.00,30.00,10.00,380.00,560.00,430.00,190.00,80.00,40.00,20.00,
Health,Deductibility of charitable contributions (health),3370.00,3510.00,3720.00,3890.00,4080.00,4240.00,4510.00,870.00,850.00,860.00,1010.00,990.00,980.00,980.00,4240.00,4360.00,4580.00,4900.00,5070.00,5220.00,5490.00,
Health,Deductibility of medical expenses,5710.00,6060.00,6340.00,6490.00,6610.00,6980.00,7380.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5710.00,6060.00,6340.00,6490.00,6610.00,6980.00,7380.00,
Health,Exclusion of employer contributions for medical insurance premiums and medical care,99060.00,108500.00,120160.00,132240.00,144710.00,157180.00,170230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99060.00,108500.00,120160.00,132240.00,144710.00,157180.00,170230.00,
Health,Exclusion of interest on hospital construction bonds,910.00,1020.00,1130.00,1240.00,1330.00,1400.00,1500.00,290.00,300.00,310.00,320.00,330.00,340.00,350.00,1200.00,1320.00,1440.00,1560.00,1660.00,1740.00,1850.00,
Health,Medical Savings Accounts,20.00,30.00,30.00,30.00,30.00,30.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,30.00,30.00,30.00,30.00,30.00,20.00,
Health,Self-employed medical insurance premiums,1760.00,2500.00,3690.00,3940.00,4220.00,4520.00,4980.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1760.00,2500.00,3690.00,3940.00,4220.00,4520.00,4980.00,
Health,Special Blue Cross/Blue Shield deduction,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,340.00,310.00,300.00,270.00,300.00,250.00,300.00,340.00,310.00,300.00,270.00,300.00,250.00,
Health,Tax credit for health insurance purchased by certain displaced and retired individuals,0.00,0.00,60.00,30.00,40.00,50.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,30.00,40.00,50.00,60.00,
Health,Tax credit for orphan drug research,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.00,160.00,180.00,200.00,220.00,250.00,280.00,140.00,160.00,180.00,200.00,220.00,250.00,280.00,
Health,Workers' compensation insurance premiums,5280.00,5770.00,6190.00,6630.00,7020.00,7490.00,8000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5280.00,5770.00,6190.00,6630.00,7020.00,7490.00,8000.00,
Interest,Deferral of interest on U.S. savings bonds,510.00,590.00,670.00,750.00,840.00,920.00,1050.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,510.00,590.00,670.00,750.00,840.00,920.00,1050.00,
General purpose fiscal assistance,Deductibility of nonbusiness state and local taxes other than on owner-occupied homes,47430.00,50520.00,50910.00,47770.00,40480.00,37190.00,36080.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47430.00,50520.00,50910.00,47770.00,40480.00,37190.00,36080.00,
General purpose fiscal assistance,Exclusion of interest on public purpose State and local bonds,19080.00,20420.00,20760.00,20970.00,20860.00,20370.00,20990.00,6170.00,6360.00,6550.00,6750.00,6950.00,7160.00,7370.00,25250.00,26780.00,27310.00,27720.00,27810.00,27530.00,28360.00,
General purpose fiscal assistance,Tax credit for corporations receiving income from doing business in U.S. possessions,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2240.00,2240.00,2240.00,2200.00,1300.00,0.00,0.00,2240.00,2240.00,2240.00,2200.00,1300.00,0.00,0.00,
Veterans benefits and services,Exclusion of GI bill benefits,90.00,90.00,90.00,100.00,100.00,110.00,110.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,90.00,90.00,100.00,100.00,110.00,110.00,
Veterans benefits and services,Exclusion of interest on veterans housing bonds,30.00,30.00,40.00,40.00,40.00,50.00,50.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,40.00,40.00,50.00,50.00,50.00,60.00,60.00,
Veterans benefits and services,Exclusion of veterans death benefits and disability compensation,3160.00,3230.00,3400.00,3590.00,3780.00,3980.00,4190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3160.00,3230.00,3400.00,3590.00,3780.00,3980.00,4190.00,
Veterans benefits and services,Exclusion of veterans pensions,70.00,80.00,80.00,90.00,90.00,90.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,80.00,80.00,90.00,90.00,90.00,100.00,
Social Security,Social Security benefits for disabled,2910.00,3210.00,3570.00,3950.00,4360.00,4870.00,4390.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2910.00,3210.00,3570.00,3950.00,4360.00,4870.00,4390.00,
Social Security,Social Security benefits for retired workers,18340.00,18560.00,18930.00,19210.00,20000.00,21100.00,21550.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18340.00,18560.00,18930.00,19210.00,20000.00,21100.00,21550.00,
Social Security,Social Security benefits for dependents and survivors,3730.00,3910.00,4140.00,4360.00,4590.00,4920.00,4820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3730.00,3910.00,4140.00,4360.00,4590.00,4920.00,4820.00,
