"Source: JCT. ""JCS-1-05: Estimates Of Federal Tax Expenditures For Fiscal Years 2005-2009."""
"The Joint Committee on Taxation (JCT) does not provide numerical data for values that are between -$50 million and $50 million. Rather it provides a footnote indicating that the values are either ""greater than -$50 million"" or ""less than $50 million."" The estimates in the individual and corporation columns from the JCT may contain values between -$50 million and $50 million (denoted as >-50 or <50). When aggregated, in the totals column, the sums of these values are unknown and thus are rounded to zero. For more information, see Subsidyscope's methodology."
""
Budget_function,Title as it Appears in Source,2005 Indv,2006 Indv,2007 Indv,2008 Indv,2009 Indv,2005 Corp,2006 Corp,2007 Corp,2008 Corp,2009 Corp,2005 Total,2006 Total,2007 Total,2008 Total,2009 Total,Notes
Health,Deduction for health insurance premiums and long-term care insurance premiums by the self-employed,3200.00,3800.00,4200.00,4500.00,5000.00,0.00,0.00,0.00,0.00,0.00,3200.00,3800.00,4200.00,4500.00,5000.00,
Health,Tax credit for purchase of health insurance by certain displaced persons,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,
Health,Tax credit for orphan drug research,0.00,0.00,0.00,0.00,0.00,200.00,200.00,200.00,300.00,300.00,200.00,200.00,200.00,300.00,300.00,
Health,Exclusion of workers' compensation benefits (medical benefits),5200.00,5500.00,5700.00,6000.00,6300.00,0.00,0.00,0.00,0.00,0.00,5200.00,5500.00,5700.00,6000.00,6300.00,
Interest,Deferral of interest on savings bonds,1100.00,1100.00,1100.00,1100.00,1100.00,0.00,0.00,0.00,0.00,0.00,1100.00,1100.00,1100.00,1100.00,1100.00,
General purpose fiscal assistance,"Deduction of nonbusiness State and local government income, sales, and personal property taxes",46200.00,36800.00,33900.00,33700.00,35200.00,0.00,0.00,0.00,0.00,0.00,46200.00,36800.00,33900.00,33700.00,35200.00,
General purpose fiscal assistance,Exclusion of interest on public purpose State and local government debt,19100.00,19300.00,19700.00,20100.00,20500.00,7400.00,7500.00,7600.00,7800.00,8000.00,26500.00,26800.00,27300.00,27900.00,28500.00,
General purpose fiscal assistance,"Tax credit for Puerto Rico and possession income, and Puerto Rico economic activity",0.00,0.00,0.00,0.00,0.00,1200.00,300.00,0.00,0.00,0.00,1200.00,300.00,0.00,0.00,0.00,
Veterans benefits and services,Exclusion of veterans' readjustment benefits,200.00,200.00,200.00,200.00,300.00,0.00,0.00,0.00,0.00,0.00,200.00,200.00,200.00,200.00,300.00,
Veterans benefits and services,Exclusion of interest on State and local government bonds for veterans' housing,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Veterans benefits and services,Exclusion of veterans' disability compensation,3400.00,3500.00,3500.00,3600.00,3600.00,0.00,0.00,0.00,0.00,0.00,3400.00,3500.00,3500.00,3600.00,3600.00,
Veterans benefits and services,Exclusion of veterans' pensions,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,
Social Security,Exclusion of certain social security and railroad retirement benefits,22300.00,22300.00,22800.00,23500.00,24400.00,0.00,0.00,0.00,0.00,0.00,22300.00,22300.00,22800.00,23500.00,24400.00,
Medicare,Exclusion of certain subsidies to employers who maintain prescription drug plans for Medicare,0.00,0.00,0.00,0.00,0.00,0.00,1200.00,1700.00,1900.00,2100.00,0.00,1200.00,1700.00,1900.00,2100.00,
Medicare,Hospital insurance (Part A),16400.00,18100.00,19700.00,21400.00,23900.00,0.00,0.00,0.00,0.00,0.00,16400.00,18100.00,19700.00,21400.00,23900.00,
Medicare,Prescription drug insurance (Part D),0.00,4300.00,7200.00,8400.00,9800.00,0.00,0.00,0.00,0.00,0.00,0.00,4300.00,7200.00,8400.00,9800.00,
Medicare,Supplementary medical insurance (Part B),10900.00,11800.00,12800.00,13900.00,15700.00,0.00,0.00,0.00,0.00,0.00,10900.00,11800.00,12800.00,13900.00,15700.00,
