"Source: OMB. ""Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2010."""
""
Budget_function,Title as it Appears in Source,2008 Indv,2009 Indv,2010 Indv,2011 Indv,2012 Indv,2013 Indv,2014 Indv,2008 Corp,2009 Corp,2010 Corp,2011 Corp,2012 Corp,2013 Corp,2014 Corp,2008 Total,2009 Total,2010 Total,2011 Total,2012 Total,2013 Total,2014 Total,Notes
Natural resources and environment,Tax incentives for preservation of historic structures,100.00,110.00,110.00,120.00,120.00,130.00,140.00,380.00,390.00,410.00,430.00,460.00,480.00,500.00,480.00,500.00,520.00,550.00,580.00,610.00,640.00,
"Education, training, employment, and social services",Adoption credit and exclusion,470.00,480.00,500.00,470.00,90.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,470.00,480.00,500.00,470.00,90.00,100.00,100.00,
"Education, training, employment, and social services",Assistance for adopted foster children,430.00,450.00,480.00,510.00,550.00,580.00,620.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,430.00,450.00,480.00,510.00,550.00,580.00,620.00,
"Education, training, employment, and social services",Child credit ,28420.00,27250.00,27032.00,20250.00,10072.00,9580.00,9120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28420.00,27250.00,27032.00,20250.00,10072.00,9580.00,9120.00,"The figures in the table indicate the effect of the child tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2008 $34,020 2009 $26,940; 2010 $17,230; 2011 $16,740; 2012 $1,510; 2013 $1,490; and 2014 $1,480."
"Education, training, employment, and social services",Credit for child and dependent care expenses,3020.00,3670.00,2070.00,1920.00,1710.00,1600.00,1520.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3020.00,3670.00,2070.00,1920.00,1710.00,1600.00,1520.00,
"Education, training, employment, and social services",Credit for disabled access expenditures,20.00,20.00,20.00,20.00,20.00,20.00,20.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,
"Education, training, employment, and social services",Credit for holders of zone academy bonds,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160.00,170.00,170.00,170.00,160.00,140.00,130.00,160.00,170.00,170.00,170.00,160.00,140.00,130.00,
"Education, training, employment, and social services",Deductibility of charitable contributions (education),3730.00,4250.00,4600.00,4960.00,5360.00,5810.00,6180.00,600.00,630.00,670.00,710.00,750.00,790.00,830.00,4330.00,4880.00,5270.00,5670.00,6110.00,6600.00,7010.00,
"Education, training, employment, and social services","Deductibility of charitable contributions, other than education and health",36830.00,41930.00,45470.00,48970.00,52950.00,57350.00,61000.00,1370.00,1440.00,1510.00,1580.00,1650.00,1720.00,1790.00,38200.00,43370.00,46980.00,50550.00,54600.00,59070.00,62790.00,
"Education, training, employment, and social services",Deductibility of student-loan interest,1250.00,1260.00,1270.00,1220.00,970.00,980.00,990.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1250.00,1260.00,1270.00,1220.00,970.00,980.00,990.00,
"Education, training, employment, and social services",Deduction for higher education expenses,1550.00,1680.00,1430.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1550.00,1680.00,1430.00,0.00,0.00,0.00,0.00,
"Education, training, employment, and social services",Discharge of student loan indebtedness,20.00,20.00,20.00,20.00,20.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,
"Education, training, employment, and social services",Education Individual Retirement Accounts,30.00,40.00,60.00,70.00,80.00,80.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,40.00,60.00,70.00,80.00,80.00,90.00,
"Education, training, employment, and social services",Employee retention credit for employers in certain Federal disaster areas,20.00,70.00,20.00,0.00,0.00,0.00,0.00,10.00,70.00,20.00,0.00,0.00,0.00,0.00,30.00,140.00,40.00,0.00,0.00,0.00,0.00,
"Education, training, employment, and social services",Employer provided child care exclusion,940.00,1240.00,1480.00,1490.00,1550.00,1620.00,1700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,940.00,1240.00,1480.00,1490.00,1550.00,1620.00,1700.00,
"Education, training, employment, and social services",Employer-provided child care credit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,30.00,10.00,0.00,0.00,0.00,20.00,20.00,30.00,10.00,0.00,0.00,0.00,
"Education, training, employment, and social services",Exclusion for benefits provided to volunteer EMS and firefighters,20.00,80.00,80.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,80.00,80.00,60.00,0.00,0.00,0.00,
"Education, training, employment, and social services",Exclusion of certain foster care payments,480.00,480.00,480.00,480.00,480.00,480.00,480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,480.00,480.00,480.00,480.00,480.00,480.00,480.00,
"Education, training, employment, and social services",Exclusion of employee meals and lodging (other than military),970.00,1010.00,1060.00,1110.00,1170.00,1230.00,1300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,970.00,1010.00,1060.00,1110.00,1170.00,1230.00,1300.00,
"Education, training, employment, and social services",Exclusion of employer-provided educational assistance,650.00,680.00,710.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00,680.00,710.00,40.00,0.00,0.00,0.00,
"Education, training, employment, and social services",Exclusion of interest on bonds for private nonprofit educational facilities,490.00,1240.00,1310.00,1440.00,1570.00,1610.00,1660.00,370.00,630.00,650.00,670.00,690.00,710.00,730.00,860.00,1870.00,1960.00,2110.00,2260.00,2320.00,2390.00,
"Education, training, employment, and social services",Exclusion of interest on savings bonds redeemed to finance educational expenses,20.00,20.00,20.00,20.00,20.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,
"Education, training, employment, and social services",Exclusion of interest on student-loan bonds,120.00,310.00,330.00,360.00,390.00,410.00,420.00,90.00,160.00,160.00,170.00,170.00,180.00,180.00,210.00,470.00,490.00,530.00,560.00,590.00,600.00,
"Education, training, employment, and social services",Exclusion of parsonage allowances,550.00,580.00,620.00,660.00,700.00,740.00,790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,550.00,580.00,620.00,660.00,700.00,740.00,790.00,
"Education, training, employment, and social services",Exclusion of scholarship and fellowship income (normal tax method),2000.00,2080.00,2160.00,2250.00,2340.00,2440.00,2540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,2080.00,2160.00,2250.00,2340.00,2440.00,2540.00,
"Education, training, employment, and social services",HOPE tax credit,3770.00,3800.00,3890.00,4650.00,5100.00,5340.00,5580.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3770.00,3800.00,3890.00,4650.00,5100.00,5340.00,5580.00,
"Education, training, employment, and social services",Lifetime Learning tax credit,2470.00,2460.00,2510.00,2980.00,3260.00,3410.00,3570.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2470.00,2460.00,2510.00,2980.00,3260.00,3410.00,3570.00,
"Education, training, employment, and social services",Parental personal exemption for students age 19 or over,4690.00,2670.00,1660.00,2680.00,3060.00,2860.00,2640.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4690.00,2670.00,1660.00,2680.00,3060.00,2860.00,2640.00,
"Education, training, employment, and social services",Special deduction for teacher expenses,180.00,180.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180.00,180.00,160.00,0.00,0.00,0.00,0.00,
"Education, training, employment, and social services",State prepaid tuition plans,1030.00,1250.00,1480.00,1700.00,1900.00,2030.00,2140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1030.00,1250.00,1480.00,1700.00,1900.00,2030.00,2140.00,
"Education, training, employment, and social services",Temporary income exclusion for employer provided lodging in Midwestern disaster area,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,
"Education, training, employment, and social services",Welfare-to-work tax credit,20.00,10.00,0.00,0.00,0.00,0.00,0.00,60.00,40.00,20.00,10.00,10.00,0.00,0.00,80.00,50.00,20.00,10.00,10.00,0.00,0.00,
"Education, training, employment, and social services",Work opportunity tax credit,50.00,130.00,170.00,130.00,100.00,40.00,10.00,440.00,610.00,620.00,570.00,420.00,220.00,100.00,490.00,740.00,790.00,700.00,520.00,260.00,110.00,
Health,Deductibility of charitable contributions (health),4130.00,4700.00,5100.00,5490.00,5940.00,6430.00,6840.00,180.00,190.00,200.00,210.00,220.00,230.00,240.00,4310.00,4890.00,5300.00,5700.00,6160.00,6660.00,7080.00,
Health,Deductibility of medical expenses,9320.00,9660.00,10760.00,12540.00,14750.00,16850.00,19260.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9320.00,9660.00,10760.00,12540.00,14750.00,16850.00,19260.00,
Health,Distributions from retirement plans for premiums for health and long-term care insurance,240.00,280.00,310.00,340.00,380.00,420.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,240.00,280.00,310.00,340.00,380.00,420.00,460.00,
Health,Exclusion of employer contributions for medical insurance premiums and medical care ,131080.00,142010.00,155050.00,169190.00,184860.00,199900.00,214740.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,131080.00,142010.00,155050.00,169190.00,184860.00,199900.00,214740.00,"The figures in the table indicate the effect on income taxes of the employer contributions for health. In addition, the effect on payroll tax receipts (in millions of dollars) is as follows: 2008 $83,150; 2009 $86,490; 2010 $91,460; 2011 $97,820; 2012 $104,660; 2013 $111,000; and 2014 $117,560."
Health,Exclusion of interest on hospital construction bonds,770.00,1950.00,2050.00,2260.00,2450.00,2530.00,2600.00,580.00,990.00,1020.00,1050.00,1080.00,1110.00,1150.00,1350.00,2940.00,3070.00,3310.00,3530.00,3640.00,3750.00,
Health,Medical Savings Accounts / Health Savings Accounts,1830.00,1930.00,2030.00,2130.00,2240.00,2350.00,2470.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1830.00,1930.00,2030.00,2130.00,2240.00,2350.00,2470.00,
Health,Self-employed medical insurance premiums,5080.00,5470.00,6020.00,6680.00,7490.00,8250.00,9100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5080.00,5470.00,6020.00,6680.00,7490.00,8250.00,9100.00,
Health,Special Blue Cross/Blue Shield deduction,0.00,0.00,0.00,0.00,0.00,0.00,0.00,620.00,600.00,650.00,660.00,670.00,680.00,690.00,620.00,600.00,650.00,660.00,670.00,680.00,690.00,
Health,Tax credit for health insurance purchased by certain displaced and retired individuals ,0.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,"The figures in the table indicate the effect of the health insurance tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2008 $100; 2009 $100; 2010 $110; 2011 $110; 2012 $120; 2013 $140; and 2014 $150. (Subsidyscope has identified a discrepancy between the information reported in Treasury's table of individual and corporate estimates combined, and Treasury's table with individual and corporate estimates separated. Subsidyscope defaults to using the information reported in the Treasury's table in which individual and corporate estimates are separated.)"
Health,Tax credit for orphan drug research,0.00,0.00,0.00,0.00,0.00,0.00,0.00,290.00,320.00,360.00,410.00,460.00,510.00,570.00,290.00,320.00,360.00,410.00,460.00,510.00,570.00,
Interest,Deferral of interest on U.S. savings bonds,1310.00,1320.00,1330.00,1380.00,1470.00,1490.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1310.00,1320.00,1330.00,1380.00,1470.00,1490.00,1500.00,
General purpose fiscal assistance,Deductibility of nonbusiness State and local taxes other than on owner-occupied homes,49140.00,36270.00,30290.00,48750.00,60350.00,63330.00,65390.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49140.00,36270.00,30290.00,48750.00,60350.00,63330.00,65390.00,
General purpose fiscal assistance,Exclusion of interest on public purpose State and local bonds,6920.00,17510.00,18410.00,20280.00,22050.00,22710.00,23390.00,4190.00,7100.00,7320.00,7540.00,7760.00,7990.00,8230.00,11110.00,24610.00,25730.00,27820.00,29810.00,30700.00,31620.00,
Veterans benefits and services,Exclusion of GI bill benefits,280.00,280.00,290.00,300.00,330.00,330.00,340.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,280.00,280.00,290.00,300.00,330.00,330.00,340.00,
Veterans benefits and services,Exclusion of interest on veterans housing bonds,10.00,10.00,20.00,20.00,20.00,20.00,20.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,20.00,30.00,30.00,30.00,30.00,30.00,
Veterans benefits and services,Exclusion of veterans death benefits and disability compensation,3870.00,3950.00,4140.00,4480.00,4850.00,5260.00,5690.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3870.00,3950.00,4140.00,4480.00,4850.00,5260.00,5690.00,
Veterans benefits and services,Exclusion of veterans pensions,180.00,180.00,180.00,190.00,220.00,220.00,220.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180.00,180.00,180.00,190.00,220.00,220.00,220.00,
Social Security,Social Security benefits for disabled,5420.00,5770.00,5840.00,6230.00,6750.00,7090.00,7140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5420.00,5770.00,5840.00,6230.00,6750.00,7090.00,7140.00,
Social Security,Social Security benefits for retired workers,19700.00,20610.00,19330.00,20420.00,23130.00,25350.00,25750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19700.00,20610.00,19330.00,20420.00,23130.00,25350.00,25750.00,
Social Security,Social Security benefits for dependents and survivors,3570.00,3610.00,3280.00,3350.00,3670.00,3880.00,3800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3570.00,3610.00,3280.00,3350.00,3670.00,3880.00,3800.00,
