"Source: OMB. ""Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2006."""
""
Budget_function,Title as it Appears in Source,2004 Indv,2005 Indv,2006 Indv,2007 Indv,2008 Indv,2009 Indv,2010 Indv,2004 Corp,2005 Corp,2006 Corp,2007 Corp,2008 Corp,2009 Corp,2010 Corp,2004 Total,2005 Total,2006 Total,2007 Total,2008 Total,2009 Total,2010 Total,Notes
"Education, training, employment, and social services",Exclusion of employee meals and lodging (other than military),810.00,850.00,890.00,930.00,970.00,1010.00,1060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,810.00,850.00,890.00,930.00,970.00,1010.00,1060.00,
"Education, training, employment, and social services",Exclusion of employer-provided educational assistance,530.00,560.00,590.00,620.00,650.00,690.00,720.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,530.00,560.00,590.00,620.00,650.00,690.00,720.00,
"Education, training, employment, and social services",Exclusion of interest on bonds for private nonprofit educational facilities,760.00,840.00,900.00,950.00,1020.00,1050.00,1080.00,210.00,210.00,220.00,230.00,230.00,240.00,250.00,970.00,1050.00,1120.00,1180.00,1250.00,1290.00,1330.00,
"Education, training, employment, and social services",Exclusion of interest on savings bonds redeemed to finance educational expenses,10.00,10.00,20.00,20.00,20.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,
"Education, training, employment, and social services",Exclusion of interest on student-loan bonds,230.00,250.00,270.00,280.00,300.00,310.00,320.00,60.00,60.00,70.00,70.00,70.00,70.00,70.00,290.00,310.00,340.00,350.00,370.00,380.00,390.00,
"Education, training, employment, and social services",Exclusion of parsonage allowances,430.00,460.00,480.00,510.00,540.00,580.00,610.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,430.00,460.00,480.00,510.00,540.00,580.00,610.00,
"Education, training, employment, and social services",Exclusion of scholarship and fellowship income (normal tax method),1320.00,1400.00,1460.00,1530.00,1600.00,1680.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1320.00,1400.00,1460.00,1530.00,1600.00,1680.00,1750.00,
"Education, training, employment, and social services",HOPE tax credit,3320.00,3410.00,3220.00,3320.00,3350.00,3420.00,3580.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3320.00,3410.00,3220.00,3320.00,3350.00,3420.00,3580.00,
"Education, training, employment, and social services",Lifetime Learning tax credit,2190.00,2130.00,2080.00,2310.00,2340.00,2380.00,2450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2190.00,2130.00,2080.00,2310.00,2340.00,2380.00,2450.00,
"Education, training, employment, and social services",Parental personal exemption for students age 19 or over,3200.00,2670.00,2110.00,1840.00,1630.00,1450.00,1340.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3200.00,2670.00,2110.00,1840.00,1630.00,1450.00,1340.00,
"Education, training, employment, and social services",Special deduction for teacher expenses,150.00,160.00,150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00,160.00,150.00,0.00,0.00,0.00,0.00,
"Education, training, employment, and social services",State prepaid tuition plans,210.00,490.00,650.00,740.00,830.00,920.00,1010.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,490.00,650.00,740.00,830.00,920.00,1010.00,
"Education, training, employment, and social services",Welfare-to-work tax credit,10.00,10.00,10.00,10.00,0.00,0.00,0.00,50.00,50.00,70.00,50.00,20.00,10.00,0.00,60.00,60.00,80.00,60.00,20.00,10.00,0.00,
"Education, training, employment, and social services",Work opportunity tax credit,40.00,40.00,40.00,30.00,10.00,0.00,0.00,240.00,210.00,240.00,160.00,50.00,30.00,10.00,280.00,250.00,280.00,190.00,60.00,30.00,10.00,
Health,Deductibility of charitable contributions (health),2940.00,3190.00,3510.00,3720.00,3970.00,4260.00,4570.00,150.00,160.00,160.00,170.00,180.00,190.00,200.00,3090.00,3350.00,3670.00,3890.00,4150.00,4450.00,4770.00,
Health,Deductibility of medical expenses,7380.00,8590.00,9140.00,9970.00,11100.00,11890.00,12670.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7380.00,8590.00,9140.00,9970.00,11100.00,11890.00,12670.00,
Health,Exclusion of employer contributions for medical insurance premiums and medical care,102250.00,112160.00,125690.00,139060.00,152560.00,166190.00,176740.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,102250.00,112160.00,125690.00,139060.00,152560.00,166190.00,176740.00,
Health,Exclusion of interest on hospital construction bonds,1470.00,1610.00,1730.00,1820.00,1950.00,2010.00,2070.00,400.00,410.00,430.00,440.00,450.00,460.00,480.00,1870.00,2020.00,2160.00,2260.00,2400.00,2470.00,2550.00,
Health,Medical Savings Accounts/Health Savings Accounts,620.00,1050.00,1830.00,2650.00,3510.00,3960.00,3910.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,620.00,1050.00,1830.00,2650.00,3510.00,3960.00,3910.00,
Health,Self-employed medical insurance premiums,3330.00,3780.00,4330.00,4800.00,5260.00,5760.00,6250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3330.00,3780.00,4330.00,4800.00,5260.00,5760.00,6250.00,
Health,Special Blue Cross/Blue Shield deduction,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,390.00,360.00,390.00,340.00,370.00,430.00,400.00,390.00,360.00,390.00,340.00,370.00,430.00,
Health,Tax credit for health insurance purchased by certain displaced and retired individuals,50.00,60.00,40.00,40.00,40.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,60.00,40.00,40.00,40.00,50.00,50.00,"In addition to the receipts shown, there are outlays of $70 million in 2004, $90 million in 2005, $100 million in 2006, $120 million in 2007, $130 million in 2008, and $140 million in 2009 and $150 million in 2010 projected."
Health,Tax credit for orphan drug research,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180.00,210.00,230.00,260.00,290.00,330.00,360.00,180.00,210.00,230.00,260.00,290.00,330.00,360.00,
Interest,Deferral of interest on U.S. savings bonds,50.00,50.00,50.00,50.00,60.00,70.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,50.00,50.00,60.00,70.00,70.00,
General purpose fiscal assistance,Deductibility of nonbusiness state and local taxes other than on owner-occupied homes,45290.00,39090.00,34620.00,32890.00,31850.00,31760.00,32120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45290.00,39090.00,34620.00,32890.00,31850.00,31760.00,32120.00,
General purpose fiscal assistance,Exclusion of interest on public purpose State and local bonds,19940.00,20140.00,20030.00,19570.00,20150.00,20760.00,21380.00,6210.00,6390.00,6580.00,6780.00,6990.00,7190.00,7410.00,26150.00,26530.00,26610.00,26350.00,27140.00,27950.00,28790.00,
General purpose fiscal assistance,Tax credit for corporations receiving income from doing business in U.S. possessions,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,900.00,500.00,50.00,0.00,0.00,0.00,1000.00,900.00,500.00,50.00,0.00,0.00,0.00,
Veterans benefits and services,Exclusion of GI bill benefits,130.00,150.00,160.00,170.00,180.00,190.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.00,150.00,160.00,170.00,180.00,190.00,200.00,
Veterans benefits and services,Exclusion of interest on veterans housing bonds,40.00,40.00,40.00,50.00,50.00,50.00,50.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,50.00,50.00,50.00,60.00,60.00,60.00,60.00,
Veterans benefits and services,Exclusion of veterans death benefits and disability compensation,3300.00,3560.00,3750.00,4030.00,4190.00,4360.00,4520.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3300.00,3560.00,3750.00,4030.00,4190.00,4360.00,4520.00,
Veterans benefits and services,Exclusion of veterans pensions,110.00,120.00,120.00,120.00,120.00,130.00,140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.00,120.00,120.00,120.00,120.00,130.00,140.00,
Social Security,Social Security benefits for disabled,3580.00,3740.00,3870.00,4110.00,4290.00,4500.00,4910.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3580.00,3740.00,3870.00,4110.00,4290.00,4500.00,4910.00,
Social Security,Social Security benefits for retired workers,19200.00,19480.00,19770.00,20470.00,20900.00,21260.00,23720.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19200.00,19480.00,19770.00,20470.00,20900.00,21260.00,23720.00,
Social Security,Social Security benefits for dependents and survivors,4140.00,4120.00,3990.00,4030.00,3880.00,3920.00,4060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4140.00,4120.00,3990.00,4030.00,3880.00,3920.00,4060.00,
