"Source: JCT. ""JCS-2-06: Estimates Of Federal Tax Expenditures For Fiscal Years 2006-2010."""
"The Joint Committee on Taxation (JCT) does not provide numerical data for values that are between -$50 million and $50 million. Rather it provides a footnote indicating that the values are either ""greater than -$50 million"" or ""less than $50 million."" The estimates in the individual and corporation columns from the JCT may contain values between -$50 million and $50 million (denoted as >-50 or <50). When aggregated, in the totals column, the sums of these values are unknown and thus are rounded to zero. For more information, see Subsidyscope's methodology."
""
Budget_function,Title as it Appears in Source,2006 Indv,2007 Indv,2008 Indv,2009 Indv,2010 Indv,2006 Corp,2007 Corp,2008 Corp,2009 Corp,2010 Corp,2006 Total,2007 Total,2008 Total,2009 Total,2010 Total,Notes
"Education, training, employment, and social services",Exclusion of scholarship and fellowship income,1500.00,1600.00,1700.00,1800.00,1900.00,0.00,0.00,0.00,0.00,0.00,1500.00,1600.00,1700.00,1800.00,1900.00,
"Education, training, employment, and social services",Exclusion of tax on earnings of qualified tuition programs,700.00,800.00,900.00,1000.00,1000.00,0.00,0.00,0.00,0.00,0.00,700.00,800.00,900.00,1000.00,1000.00,
"Education, training, employment, and social services",Parental personal exemption for students age 19 to 23,500.00,200.00,200.00,100.00,<50,0.00,0.00,0.00,0.00,0.00,500.00,200.00,200.00,100.00,0.00,
"Education, training, employment, and social services",Special tax provisions for employee stock ownership plans (ESOPs),300.00,300.00,300.00,300.00,300.00,800.00,900.00,900.00,1000.00,1100.00,1100.00,1200.00,1200.00,1300.00,1400.00,
"Education, training, employment, and social services",Tax credits for tuition for post-secondary education,4900.00,5200.00,5100.00,5000.00,5000.00,0.00,0.00,0.00,0.00,0.00,4900.00,5200.00,5100.00,5000.00,5000.00,
"Education, training, employment, and social services",Welfare-to-work tax credit,<50,<50,<50,<50,0.00,<50,<50,<50,<50,<50,0,0,0,0,0.00,
"Education, training, employment, and social services",Work opportunity tax credit,<50,<50,<50,<50,<50,200.00,100.00,100.00,<50,<50,200.00,100.00,100.00,0,0,
Health,Deduction for charitable contributions to health organizations,3700.00,4000.00,4300.00,4700.00,4800.00,800.00,800.00,900.00,900.00,900.00,4500.00,4800.00,5200.00,5600.00,5700.00,
Health,Deduction for medical expenses and long-term care expenses,7300.00,8200.00,9500.00,10700.00,12100.00,0.00,0.00,0.00,0.00,0.00,7300.00,8200.00,9500.00,10700.00,12100.00,
Health,"Exclusion of employer contributions for health care, health insurance premiums, and long-term care insurance premiums ",90600.00,99700.00,107000.00,114500.00,122200.00,0.00,0.00,0.00,0.00,0.00,90600.00,99700.00,107000.00,114500.00,122200.00,Estimate includes employer-provided health insurance purchased through cafeteria plans
Health,Exclusion of interest on State and local government qualified private activity bonds for private nonprofit hospital facilities,1700.00,1800.00,1900.00,2000.00,2100.00,600.00,700.00,700.00,800.00,800.00,2300.00,2500.00,2600.00,2800.00,2900.00,
Health,"Exclusion of medical care and TRICARE medical insurance for military dependents, retirees, and retiree dependents",1900.00,2000.00,2100.00,2300.00,2500.00,0.00,0.00,0.00,0.00,0.00,1900.00,2000.00,2100.00,2300.00,2500.00,
Health,Health savings accounts,100.00,300.00,600.00,900.00,1200.00,0.00,0.00,0.00,0.00,0.00,100.00,300.00,600.00,900.00,1200.00,
Health,Deduction for health insurance premiums and long-term care insurance premiums by the self-employed,3800.00,4200.00,4500.00,4900.00,5200.00,0.00,0.00,0.00,0.00,0.00,3800.00,4200.00,4500.00,4900.00,5200.00,
Health,Tax credit for purchase of health insurance by certain displaced persons,200.00,200.00,200.00,200.00,300.00,0.00,0.00,0.00,0.00,0.00,200.00,200.00,200.00,200.00,300.00,
Health,Tax credit for orphan drug research,0.00,0.00,0.00,0.00,0.00,200.00,300.00,300.00,300.00,300.00,200.00,300.00,300.00,300.00,300.00,
Health,Exclusion of workers' compensation benefits (medical benefits),6500.00,6900.00,7400.00,8000.00,8500.00,0.00,0.00,0.00,0.00,0.00,6500.00,6900.00,7400.00,8000.00,8500.00,
Interest,Deferral of interest on savings bonds,1100.00,1100.00,1200.00,1200.00,1200.00,0.00,0.00,0.00,0.00,0.00,1100.00,1100.00,1200.00,1200.00,1200.00,
General purpose fiscal assistance,"Deduction of nonbusiness State and local government income, sales, and personal property taxes",36800.00,27300.00,27300.00,28100.00,28900.00,0.00,0.00,0.00,0.00,0.00,36800.00,27300.00,27300.00,28100.00,28900.00,"Deduction for state and local sales taxes expires after December 31, 2005."
General purpose fiscal assistance,Exclusion of interest on public purpose State and local government bonds,18700.00,20100.00,21100.00,22100.00,23100.00,7300.00,7800.00,8200.00,8600.00,9000.00,26000.00,27900.00,29300.00,30700.00,32100.00,
General purpose fiscal assistance,"Tax credit for Puerto Rico and possession income, and Puerto Rico economic activity",0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,
Veterans benefits and services,Exclusion of veterans' readjustment benefits,200.00,300.00,300.00,300.00,300.00,0.00,0.00,0.00,0.00,0.00,200.00,300.00,300.00,300.00,300.00,
Veterans benefits and services,Exclusion of interest on State and local government qualified private activity bonds for veterans' housing,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Veterans benefits and services,Exclusion of veterans' disability compensation,3600.00,3800.00,3900.00,4000.00,4000.00,0.00,0.00,0.00,0.00,0.00,3600.00,3800.00,3900.00,4000.00,4000.00,
Veterans benefits and services,Exclusion of veterans' pensions,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,
Social Security,Exclusion of untaxed social security and railroad retirement benefits,23100.00,24100.00,24800.00,25900.00,27200.00,0.00,0.00,0.00,0.00,0.00,23100.00,24100.00,24800.00,25900.00,27200.00,
Medicare,Exclusion of certain subsidies to employers who maintain prescription drug plans for Medicare enrollees,0.00,0.00,0.00,0.00,0.00,700.00,1200.00,1400.00,1500.00,1600.00,700.00,1200.00,1400.00,1500.00,1600.00,
Medicare,Hospital insurance (Part A),18500.00,20700.00,22500.00,24500.00,26700.00,0.00,0.00,0.00,0.00,0.00,18500.00,20700.00,22500.00,24500.00,26700.00,
Medicare,Prescription drug insurance (Part D),3400.00,6200.00,7500.00,8300.00,9500.00,0.00,0.00,0.00,0.00,0.00,3400.00,6200.00,7500.00,8300.00,9500.00,
Medicare,Supplementary medical insurance (Part B),12500.00,14200.00,15400.00,16700.00,18100.00,0.00,0.00,0.00,0.00,0.00,12500.00,14200.00,15400.00,16700.00,18100.00,
